Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Dsg2	ENSMUST00000059787.9	"desmoglein 2 "	mmu-miR-370-3p	-0.59
Arl6ip5	ENSMUST00000044681.6	"ADP-ribosylation factor-like 6 interacting protein 5 "	mmu-miR-370-3p	-0.59
Ino80	ENSMUST00000049920.8	"INO80 homolog (S. cerevisiae) "	mmu-miR-370-3p	-0.57
Gm13030	ENSMUST00000105805.1	"predicted gene 13030 "	mmu-miR-370-3p	-0.57
Mrto4	ENSMUST00000102503.4	"MRT4, mRNA turnover 4, homolog (S. cerevisiae) "	mmu-miR-370-3p	-0.57
Ocel1	ENSMUST00000110051.1	"occludin/ELL domain containing 1 "	mmu-miR-370-3p	-0.56
Trdmt1	ENSMUST00000124488.1	"tRNA aspartic acid methyltransferase 1 "	mmu-miR-370-3p	-0.56
Dnah17	ENSMUST00000084803.6	"dynein, axonemal, heavy chain 17 "	mmu-miR-370-3p	-0.56
Nudt6	ENSMUST00000108117.2	"nudix (nucleoside diphosphate linked moiety X)-type motif 6 "	mmu-miR-370-3p	-0.56
Accs	ENSMUST00000111246.2	"1-aminocyclopropane-1-carboxylate synthase (non-functional) "	mmu-miR-370-3p	-0.56
Ppfibp1	ENSMUST00000016631.8	"PTPRF interacting protein, binding protein 1 (liprin beta 1) "	mmu-miR-370-3p	-0.55
Lars2	ENSMUST00000038863.7	"leucyl-tRNA synthetase, mitochondrial "	mmu-miR-370-3p	-0.55
Lypla1	ENSMUST00000119612.3	"lysophospholipase 1 "	mmu-miR-370-3p	-0.55
Acox3	ENSMUST00000068947.8	"acyl-Coenzyme A oxidase 3, pristanoyl "	mmu-miR-370-3p	-0.54
1810011O10Rik	ENSMUST00000052622.5	"RIKEN cDNA 1810011O10 gene "	mmu-miR-370-3p	-0.53
Stap1	ENSMUST00000031171.7	"signal transducing adaptor family member 1 "	mmu-miR-370-3p	-0.53
Dtymk	ENSMUST00000027503.8	"deoxythymidylate kinase "	mmu-miR-370-3p	-0.52
Il13ra2	ENSMUST00000033646.3	"interleukin 13 receptor, alpha 2 "	mmu-miR-370-3p	-0.52
Pxmp2	ENSMUST00000031472.6	"peroxisomal membrane protein 2 "	mmu-miR-370-3p	-0.52
Birc2	ENSMUST00000190341.1	"baculoviral IAP repeat-containing 2 "	mmu-miR-370-3p	-0.52
Dcdc2b	ENSMUST00000179209.2	"doublecortin domain containing 2b "	mmu-miR-370-3p	-0.52
Mrpl13	ENSMUST00000172387.2	"mitochondrial ribosomal protein L13 "	mmu-miR-370-3p	-0.52
Pdf	ENSMUST00000055316.9	"peptide deformylase (mitochondrial) "	mmu-miR-370-3p	-0.51
Adcy3	ENSMUST00000124505.2	"adenylate cyclase 3 "	mmu-miR-370-3p	-0.51
Il6st	ENSMUST00000183663.2	"interleukin 6 signal transducer "	mmu-miR-370-3p	-0.51
Scube3	ENSMUST00000043503.4	"signal peptide, CUB domain, EGF-like 3 "	mmu-miR-370-3p	-0.50
Gm7247	ENSMUST00000162998.1	"predicted gene 7247 "	mmu-miR-370-3p	-0.50
Rarres2	ENSMUST00000009425.4	"retinoic acid receptor responder (tazarotene induced) 2 "	mmu-miR-370-3p	-0.50
Tmem216	ENSMUST00000025569.3	"transmembrane protein 216 "	mmu-miR-370-3p	-0.50
4930556J24Rik	ENSMUST00000042344.1	"RIKEN cDNA 4930556J24 gene "	mmu-miR-370-3p	-0.50
Gm3086	ENSMUST00000110560.1	"predicted gene 3086 "	mmu-miR-370-3p	-0.49
Bsn	ENSMUST00000035208.8	"bassoon "	mmu-miR-370-3p	-0.49
Akap2	ENSMUST00000102903.2	"A kinase (PRKA) anchor protein 2 "	mmu-miR-370-3p	-0.49
Timm9	ENSMUST00000166120.2	"translocase of inner mitochondrial membrane 9 "	mmu-miR-370-3p	-0.49
Pold4	ENSMUST00000025773.3	"polymerase (DNA-directed), delta 4 "	mmu-miR-370-3p	-0.49
Igfbp6	ENSMUST00000023807.6	"insulin-like growth factor binding protein 6 "	mmu-miR-370-3p	-0.49
Ctla2a	ENSMUST00000021880.9	"cytotoxic T lymphocyte-associated protein 2 alpha "	mmu-miR-370-3p	-0.48
Hist2h4	ENSMUST00000171473.2	"histone cluster 2, H4 "	mmu-miR-370-3p	-0.48
H2-M9	ENSMUST00000087165.5	"histocompatibility 2, M region locus 9 "	mmu-miR-370-3p	-0.48
Tmem263	ENSMUST00000095383.4	"transmembrane protein 263 "	mmu-miR-370-3p	-0.48
Krtap7-1	ENSMUST00000056118.2	"keratin associated protein 7-1 "	mmu-miR-370-3p	-0.48
Mlec	ENSMUST00000112121.2	"malectin "	mmu-miR-370-3p	-0.48
Tcea3	ENSMUST00000102533.5	"transcription elongation factor A (SII), 3 "	mmu-miR-370-3p	-0.47
Ppp1r3e	ENSMUST00000177403.1	"protein phosphatase 1, regulatory (inhibitor) subunit 3E "	mmu-miR-370-3p	-0.47
Slc5a2	ENSMUST00000118169.2	"solute carrier family 5 (sodium/glucose cotransporter), member 2 "	mmu-miR-370-3p	-0.47
Rimbp3	ENSMUST00000169803.2	"RIMS binding protein 3 "	mmu-miR-370-3p	-0.47
Dhx38	ENSMUST00000042601.7	"DEAH (Asp-Glu-Ala-His) box polypeptide 38 "	mmu-miR-370-3p	-0.46
Yipf1	ENSMUST00000075693.6	"Yip1 domain family, member 1 "	mmu-miR-370-3p	-0.46
Palm2Akap2	ENSMUST00000150412.1	"Palm2-Akap2 readthrough transcript "	mmu-miR-370-3p	-0.46
Rasal2	ENSMUST00000078308.7	"RAS protein activator like 2 "	mmu-miR-370-3p	-0.46
Xrcc3	ENSMUST00000021715.5	"X-ray repair complementing defective repair in Chinese hamster cells 3 "	mmu-miR-370-3p	-0.46
Nsg2	ENSMUST00000020537.3	"neuron specific gene family member 2 "	mmu-miR-370-3p	-0.46
BC089491	ENSMUST00000056589.7	"cDNA sequence BC089491 "	mmu-miR-370-3p	-0.46
Cpsf4l	ENSMUST00000106617.2	"cleavage and polyadenylation specific factor 4-like "	mmu-miR-370-3p	-0.46
Slc39a9	ENSMUST00000085245.5	"solute carrier family 39 (zinc transporter), member 9 "	mmu-miR-370-3p	-0.46
Cdc34-ps	ENSMUST00000188741.1	"cell division cycle 34 homolog, pseudogene (S. cerevisiae) "	mmu-miR-370-3p	-0.46
Cdh7	ENSMUST00000112701.2	"cadherin 7, type 2 "	mmu-miR-370-3p	-0.46
Atp5sl	ENSMUST00000077338.6	"ATP5S-like "	mmu-miR-370-3p	-0.45
B3gnt4	ENSMUST00000031384.5	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4 "	mmu-miR-370-3p	-0.45
Rnf144b	ENSMUST00000068891.5	"ring finger protein 144B "	mmu-miR-370-3p	-0.45
Fam195b	ENSMUST00000034913.4	"family with sequence similarity 195, member B "	mmu-miR-370-3p	-0.45
Sft2d2	ENSMUST00000043338.4	"SFT2 domain containing 2 "	mmu-miR-370-3p	-0.45
Hdac5	ENSMUST00000008999.6	"histone deacetylase 5 "	mmu-miR-370-3p	-0.45
Edn2	ENSMUST00000030384.4	"endothelin 2 "	mmu-miR-370-3p	-0.45
Usp49	ENSMUST00000024779.9	"ubiquitin specific peptidase 49 "	mmu-miR-370-3p	-0.45
Kank4	ENSMUST00000102790.3	"KN motif and ankyrin repeat domains 4 "	mmu-miR-370-3p	-0.44
Shisa2	ENSMUST00000053949.5	"shisa homolog 2 (Xenopus laevis) "	mmu-miR-370-3p	-0.44
Cdc34	ENSMUST00000020550.6	"cell division cycle 34 "	mmu-miR-370-3p	-0.44
Fam73b	ENSMUST00000077977.8	"family with sequence similarity 73, member B "	mmu-miR-370-3p	-0.44
Rpp14	ENSMUST00000023924.3	"ribonuclease P 14 subunit "	mmu-miR-370-3p	-0.44
Ap3b1	ENSMUST00000022196.3	"adaptor-related protein complex 3, beta 1 subunit "	mmu-miR-370-3p	-0.44
Zbtb42	ENSMUST00000174780.1	"zinc finger and BTB domain containing 42 "	mmu-miR-370-3p	-0.44
Opalin	ENSMUST00000087176.6	"oligodendrocytic myelin paranodal and inner loop protein "	mmu-miR-370-3p	-0.44
Ahr	ENSMUST00000116436.3	"aryl-hydrocarbon receptor "	mmu-miR-370-3p	-0.44
Vmn1r55	ENSMUST00000098844.3	"vomeronasal 1 receptor 55 "	mmu-miR-370-3p	-0.43
Tmem245	ENSMUST00000068792.7	"transmembrane protein 245 "	mmu-miR-370-3p	-0.43
Rprd1b	ENSMUST00000109518.2	"regulation of nuclear pre-mRNA domain containing 1B "	mmu-miR-370-3p	-0.43
H2-M3	ENSMUST00000038580.6	"histocompatibility 2, M region locus 3 "	mmu-miR-370-3p	-0.43
Itgb1bp2	ENSMUST00000033674.5	"integrin beta 1 binding protein 2 "	mmu-miR-370-3p	-0.43
Artn	ENSMUST00000070816.3	"artemin "	mmu-miR-370-3p	-0.43
Mcat	ENSMUST00000061882.8	"malonyl CoA:ACP acyltransferase (mitochondrial) "	mmu-miR-370-3p	-0.42
Map3k4	ENSMUST00000115691.2	"mitogen-activated protein kinase kinase kinase 4 "	mmu-miR-370-3p	-0.42
Cmah	ENSMUST00000167746.2	"cytidine monophospho-N-acetylneuraminic acid hydroxylase "	mmu-miR-370-3p	-0.42
Mafg	ENSMUST00000058162.8	"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian) "	mmu-miR-370-3p	-0.42
Decr2	ENSMUST00000040907.6	"2-4-dienoyl-Coenzyme A reductase 2, peroxisomal "	mmu-miR-370-3p	-0.41
Ctla2b	ENSMUST00000171347.2	"cytotoxic T lymphocyte-associated protein 2 beta "	mmu-miR-370-3p	-0.41
Pafah2	ENSMUST00000105870.2	"platelet-activating factor acetylhydrolase 2 "	mmu-miR-370-3p	-0.41
Arhgap17	ENSMUST00000098060.3	"Rho GTPase activating protein 17 "	mmu-miR-370-3p	-0.41
Gm10676	ENSMUST00000098778.2	"predicted gene 10676 "	mmu-miR-370-3p	-0.41
5330438I03Rik	ENSMUST00000168347.1	"RIKEN cDNA 5330438I03 gene "	mmu-miR-370-3p	-0.41
Anks4b	ENSMUST00000033201.5	"ankyrin repeat and sterile alpha motif domain containing 4B "	mmu-miR-370-3p	-0.41
Ilf2	ENSMUST00000001042.8	"interleukin enhancer binding factor 2 "	mmu-miR-370-3p	-0.41
Gm933	ENSMUST00000179384.2	"predicted gene 933 "	mmu-miR-370-3p	-0.41
Nt5m	ENSMUST00000102695.3	"5',3'-nucleotidase, mitochondrial "	mmu-miR-370-3p	-0.40
Rgs3	ENSMUST00000065870.8	"regulator of G-protein signaling 3 "	mmu-miR-370-3p	-0.40
Enpp5	ENSMUST00000154166.2	"ectonucleotide pyrophosphatase/phosphodiesterase 5 "	mmu-miR-370-3p	-0.40
Gabarap	ENSMUST00000018711.9	"gamma-aminobutyric acid receptor associated protein "	mmu-miR-370-3p	-0.40
Ube2l3	ENSMUST00000115699.2	"ubiquitin-conjugating enzyme E2L 3 "	mmu-miR-370-3p	-0.40
Gpatch2	ENSMUST00000110943.3	"G patch domain containing 2 "	mmu-miR-370-3p	-0.40
Rabl2	ENSMUST00000023294.9	"RAB, member RAS oncogene family-like 2 "	mmu-miR-370-3p	-0.40
Sh2d1b2	ENSMUST00000179976.1	"SH2 domain protein 1B2 "	mmu-miR-370-3p	-0.40
Mx1	ENSMUST00000113768.2	"myxovirus (influenza virus) resistance 1 "	mmu-miR-370-3p	-0.40
Lrrc27	ENSMUST00000016124.9	"leucine rich repeat containing 27 "	mmu-miR-370-3p	-0.39
Ceacam9	ENSMUST00000001984.3	"carcinoembryonic antigen-related cell adhesion molecule 9 "	mmu-miR-370-3p	-0.39
Hip1r	ENSMUST00000000939.9	"huntingtin interacting protein 1 related "	mmu-miR-370-3p	-0.39
Slc22a4	ENSMUST00000020586.6	"solute carrier family 22 (organic cation transporter), member 4 "	mmu-miR-370-3p	-0.39
Cox17	ENSMUST00000120495.1	"cytochrome c oxidase assembly protein 17 "	mmu-miR-370-3p	-0.39
Gm6792	ENSMUST00000121024.2	"predicted gene 6792 "	mmu-miR-370-3p	-0.39
Rab43	ENSMUST00000078647.5	"RAB43, member RAS oncogene family "	mmu-miR-370-3p	-0.39
Anxa13	ENSMUST00000068515.7	"annexin A13 "	mmu-miR-370-3p	-0.39
Il17re	ENSMUST00000058548.8	"interleukin 17 receptor E "	mmu-miR-370-3p	-0.39
Gm2832	ENSMUST00000172412.1	"predicted gene 2832 "	mmu-miR-370-3p	-0.38
Ttll6	ENSMUST00000167258.2	"tubulin tyrosine ligase-like family, member 6 "	mmu-miR-370-3p	-0.38
Def6	ENSMUST00000002327.5	"differentially expressed in FDCP 6 "	mmu-miR-370-3p	-0.38
Fanca	ENSMUST00000035495.9	"Fanconi anemia, complementation group A "	mmu-miR-370-3p	-0.38
Cep350	ENSMUST00000138762.2	"centrosomal protein 350 "	mmu-miR-370-3p	-0.38
Tacr1	ENSMUST00000032122.8	"tachykinin receptor 1 "	mmu-miR-370-3p	-0.38
Tsnax	ENSMUST00000075896.6	"translin-associated factor X "	mmu-miR-370-3p	-0.38
Alpl	ENSMUST00000030551.5	"alkaline phosphatase, liver/bone/kidney "	mmu-miR-370-3p	-0.38
Cdnf	ENSMUST00000036350.2	"cerebral dopamine neurotrophic factor "	mmu-miR-370-3p	-0.38
Zzef1	ENSMUST00000172220.2	"zinc finger, ZZ-type with EF hand domain 1 "	mmu-miR-370-3p	-0.38
BC034090	ENSMUST00000186156.1	"cDNA sequence BC034090 "	mmu-miR-370-3p	-0.38
Aar2	ENSMUST00000029158.3	"AAR2 splicing factor homolog (S. cerevisiae) "	mmu-miR-370-3p	-0.38
Flywch1	ENSMUST00000086325.6	"FLYWCH-type zinc finger 1 "	mmu-miR-370-3p	-0.38
Mis12	ENSMUST00000048807.6	"MIS12 homolog (yeast) "	mmu-miR-370-3p	-0.38
Myf6	ENSMUST00000044210.3	"myogenic factor 6 "	mmu-miR-370-3p	-0.38
Wnt2b	ENSMUST00000029429.4	"wingless related MMTV integration site 2b "	mmu-miR-370-3p	-0.37
Sik2	ENSMUST00000176824.2	"salt inducible kinase 2 "	mmu-miR-370-3p	-0.37
Mfsd6l	ENSMUST00000053211.7	"major facilitator superfamily domain containing 6-like "	mmu-miR-370-3p	-0.37
Hsf3	ENSMUST00000119035.3	"heat shock transcription factor 3 "	mmu-miR-370-3p	-0.37
Cyth1	ENSMUST00000106302.3	"cytohesin 1 "	mmu-miR-370-3p	-0.37
Gucd1	ENSMUST00000039796.8	"guanylyl cyclase domain containing 1 "	mmu-miR-370-3p	-0.37
Samd12	ENSMUST00000078673.7	"sterile alpha motif domain containing 12 "	mmu-miR-370-3p	-0.37
Zfp954	ENSMUST00000056246.5	"zinc finger protein 954 "	mmu-miR-370-3p	-0.37
Asb6	ENSMUST00000041726.3	"ankyrin repeat and SOCS box-containing 6 "	mmu-miR-370-3p	-0.37
Mgme1	ENSMUST00000028910.3	"mitochondrial genome maintainance exonuclease 1 "	mmu-miR-370-3p	-0.37
Hmga2	ENSMUST00000159699.1	"high mobility group AT-hook 2 "	mmu-miR-370-3p	-0.37
Tbc1d2	ENSMUST00000084621.6	"TBC1 domain family, member 2 "	mmu-miR-370-3p	-0.36
Gm10591	ENSMUST00000178168.1	"predicted gene 10591 "	mmu-miR-370-3p	-0.36
Gm21541	ENSMUST00000098128.3	"predicted gene, 21541 "	mmu-miR-370-3p	-0.36
Ccl21b	ENSMUST00000178864.1	"chemokine (C-C motif) ligand 21B (leucine) "	mmu-miR-370-3p	-0.36
D130043K22Rik	ENSMUST00000006893.8	"RIKEN cDNA D130043K22 gene "	mmu-miR-370-3p	-0.36
Ccl21a	ENSMUST00000095114.4	"chemokine (C-C motif) ligand 21A (serine) "	mmu-miR-370-3p	-0.36
Gm13304	ENSMUST00000098123.3	"predicted gene 13304 "	mmu-miR-370-3p	-0.36
Ablim2	ENSMUST00000054598.6	"actin-binding LIM protein 2 "	mmu-miR-370-3p	-0.36
2010111I01Rik	ENSMUST00000091560.5	"RIKEN cDNA 2010111I01 gene "	mmu-miR-370-3p	-0.36
Tnfrsf23	ENSMUST00000152703.1	"tumor necrosis factor receptor superfamily, member 23 "	mmu-miR-370-3p	-0.36
Dusp26	ENSMUST00000036631.8	"dual specificity phosphatase 26 (putative) "	mmu-miR-370-3p	-0.36
Xdh	ENSMUST00000024866.4	"xanthine dehydrogenase "	mmu-miR-370-3p	-0.36
Apitd1	ENSMUST00000177408.1	"apoptosis-inducing, TAF9-like domain 1 "	mmu-miR-370-3p	-0.36
Sox10	ENSMUST00000040019.4	"SRY (sex determining region Y)-box 10 "	mmu-miR-370-3p	-0.36
Ankrd6	ENSMUST00000035719.5	"ankyrin repeat domain 6 "	mmu-miR-370-3p	-0.36
Htr6	ENSMUST00000105802.2	"5-hydroxytryptamine (serotonin) receptor 6 "	mmu-miR-370-3p	-0.36
Fbln5	ENSMUST00000021603.8	"fibulin 5 "	mmu-miR-370-3p	-0.36
Aspa	ENSMUST00000021119.3	"aspartoacylase "	mmu-miR-370-3p	-0.36
Fam168b	ENSMUST00000167518.2	"family with sequence similarity 168, member B "	mmu-miR-370-3p	-0.35
Lsm14b	ENSMUST00000058764.5	"LSM14 homolog B (SCD6, S. cerevisiae) "	mmu-miR-370-3p	-0.35
Calml3	ENSMUST00000077698.3	"calmodulin-like 3 "	mmu-miR-370-3p	-0.35
Glis3	ENSMUST00000162022.2	"GLIS family zinc finger 3 "	mmu-miR-370-3p	-0.35
A930016O22Rik	ENSMUST00000047020.1	"RIKEN cDNA A930016O22 gene "	mmu-miR-370-3p	-0.35
Lpgat1	ENSMUST00000110855.2	"lysophosphatidylglycerol acyltransferase 1 "	mmu-miR-370-3p	-0.35
Srp72	ENSMUST00000101087.4	"signal recognition particle 72 "	mmu-miR-370-3p	-0.35
Slc35d2	ENSMUST00000099441.4	"solute carrier family 35, member D2 "	mmu-miR-370-3p	-0.35
Smurf1	ENSMUST00000110677.2	"SMAD specific E3 ubiquitin protein ligase 1 "	mmu-miR-370-3p	-0.35
Tppp	ENSMUST00000022057.8	"tubulin polymerization promoting protein "	mmu-miR-370-3p	-0.35
Agtrap	ENSMUST00000030865.8	"angiotensin II, type I receptor-associated protein "	mmu-miR-370-3p	-0.35
Ngef	ENSMUST00000027477.9	"neuronal guanine nucleotide exchange factor "	mmu-miR-370-3p	-0.34
Zc3h15	ENSMUST00000081591.6	"zinc finger CCCH-type containing 15 "	mmu-miR-370-3p	-0.34
Msl3l2	ENSMUST00000063138.7	"male-specific lethal 3-like 2 (Drosophila) "	mmu-miR-370-3p	-0.34
Napg	ENSMUST00000025474.7	"N-ethylmaleimide sensitive fusion protein attachment protein gamma "	mmu-miR-370-3p	-0.34
Cpsf3l	ENSMUST00000030901.3	"cleavage and polyadenylation specific factor 3-like "	mmu-miR-370-3p	-0.34
Nr1i3	ENSMUST00000155126.2	"nuclear receptor subfamily 1, group I, member 3 "	mmu-miR-370-3p	-0.34
Trim55	ENSMUST00000029139.7	"tripartite motif-containing 55 "	mmu-miR-370-3p	-0.34
Rnd3	ENSMUST00000154545.1	"Rho family GTPase 3 "	mmu-miR-370-3p	-0.34
AI118078	ENSMUST00000085754.4	"expressed sequence AI118078 "	mmu-miR-370-3p	-0.34
Cops3	ENSMUST00000019517.4	"COP9 (constitutive photomorphogenic) homolog, subunit 3 (Arabidopsis thaliana) "	mmu-miR-370-3p	-0.34
Ndufa4	ENSMUST00000031637.5	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4 "	mmu-miR-370-3p	-0.34
Srsf6	ENSMUST00000130411.1	"serine/arginine-rich splicing factor 6 "	mmu-miR-370-3p	-0.34
Csmd2	ENSMUST00000184063.1	"CUB and Sushi multiple domains 2 "	mmu-miR-370-3p	-0.34
Mepe	ENSMUST00000066207.3	"matrix extracellular phosphoglycoprotein with ASARM motif (bone) "	mmu-miR-370-3p	-0.34
Rgp1	ENSMUST00000107886.3	"RGP1 retrograde golgi transport homolog (S. cerevisiae) "	mmu-miR-370-3p	-0.34
Xrra1	ENSMUST00000036155.8	"X-ray radiation resistance associated 1 "	mmu-miR-370-3p	-0.33
Rpl12	ENSMUST00000126610.1	"ribosomal protein L12 "	mmu-miR-370-3p	-0.33
Nkx6-3	ENSMUST00000071588.7	"NK6 homeobox 3 "	mmu-miR-370-3p	-0.33
Endod1	ENSMUST00000167549.1	"endonuclease domain containing 1 "	mmu-miR-370-3p	-0.33
Gm4861	ENSMUST00000068546.5	"predicted gene 4861 "	mmu-miR-370-3p	-0.33
Ppif	ENSMUST00000022419.6	"peptidylprolyl isomerase F (cyclophilin F) "	mmu-miR-370-3p	-0.33
Atp6v1e1	ENSMUST00000019354.8	"ATPase, H+ transporting, lysosomal V1 subunit E1 "	mmu-miR-370-3p	-0.33
4933430I17Rik	ENSMUST00000062145.1	"RIKEN cDNA 4933430I17 gene "	mmu-miR-370-3p	-0.33
Palm	ENSMUST00000046945.7	"paralemmin "	mmu-miR-370-3p	-0.33
Dok5	ENSMUST00000029075.4	"docking protein 5 "	mmu-miR-370-3p	-0.33
Coq9	ENSMUST00000034234.9	"coenzyme Q9 homolog (yeast) "	mmu-miR-370-3p	-0.33
Gm19684	ENSMUST00000173128.1	"predicted gene, 19684 "	mmu-miR-370-3p	-0.33
Fam216b	ENSMUST00000066437.4	"family with sequence similarity 216, member B "	mmu-miR-370-3p	-0.32
Peg12	ENSMUST00000094339.2	"paternally expressed 12 "	mmu-miR-370-3p	-0.32
Nkd2	ENSMUST00000022051.8	"naked cuticle 2 homolog (Drosophila) "	mmu-miR-370-3p	-0.32
Ube2h	ENSMUST00000102993.4	"ubiquitin-conjugating enzyme E2H "	mmu-miR-370-3p	-0.32
Ints2	ENSMUST00000018212.7	"integrator complex subunit 2 "	mmu-miR-370-3p	-0.32
Gm3495	ENSMUST00000166086.1	"predicted gene 3495 "	mmu-miR-370-3p	-0.32
LHB	ENSMUST00000072453.5	"lutropin subunit beta precursor  "	mmu-miR-370-3p	-0.32
Baiap3	ENSMUST00000182056.2	"BAI1-associated protein 3 "	mmu-miR-370-3p	-0.32
Tada1	ENSMUST00000027846.7	"transcriptional adaptor 1 "	mmu-miR-370-3p	-0.32
Cend1	ENSMUST00000084436.4	"cell cycle exit and neuronal differentiation 1 "	mmu-miR-370-3p	-0.32
Aspscr1	ENSMUST00000026135.9	"alveolar soft part sarcoma chromosome region, candidate 1 (human) "	mmu-miR-370-3p	-0.32
Kbtbd8	ENSMUST00000119582.1	"kelch repeat and BTB (POZ) domain containing 8 "	mmu-miR-370-3p	-0.32
Ift20	ENSMUST00000128788.2	"intraflagellar transport 20 "	mmu-miR-370-3p	-0.31
Ly6h	ENSMUST00000163116.2	"lymphocyte antigen 6 complex, locus H "	mmu-miR-370-3p	-0.31
Atp1b4	ENSMUST00000016471.3	"ATPase, (Na+)/K+ transporting, beta 4 polypeptide "	mmu-miR-370-3p	-0.31
Bid	ENSMUST00000004560.6	"BH3 interacting domain death agonist "	mmu-miR-370-3p	-0.31
Zfp276	ENSMUST00000001092.9	"zinc finger protein (C2H2 type) 276 "	mmu-miR-370-3p	-0.31
D630039A03Rik	ENSMUST00000063816.5	"RIKEN cDNA D630039A03 gene "	mmu-miR-370-3p	-0.31
Angpt4	ENSMUST00000028955.5	"angiopoietin 4 "	mmu-miR-370-3p	-0.31
Gm10699	ENSMUST00000098916.2	"predicted gene 10699 "	mmu-miR-370-3p	-0.31
Samd11	ENSMUST00000179919.1	"sterile alpha motif domain containing 11 "	mmu-miR-370-3p	-0.31
Cd8a	ENSMUST00000172321.1	"CD8 antigen, alpha chain "	mmu-miR-370-3p	-0.31
Ublcp1	ENSMUST00000102795.3	"ubiquitin-like domain containing CTD phosphatase 1 "	mmu-miR-370-3p	-0.31
Snapc1	ENSMUST00000021532.4	"small nuclear RNA activating complex, polypeptide 1 "	mmu-miR-370-3p	-0.31
Vhl	ENSMUST00000035673.7	"von Hippel-Lindau tumor suppressor "	mmu-miR-370-3p	-0.31
Igf2bp1	ENSMUST00000013559.2	"insulin-like growth factor 2 mRNA binding protein 1 "	mmu-miR-370-3p	-0.31
Igtp	ENSMUST00000168280.1	"interferon gamma induced GTPase "	mmu-miR-370-3p	-0.31
Smg9	ENSMUST00000002280.5	"smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans) "	mmu-miR-370-3p	-0.30
Mgll	ENSMUST00000113585.3	"monoglyceride lipase "	mmu-miR-370-3p	-0.30
Nxf1	ENSMUST00000184970.2	"nuclear RNA export factor 1 "	mmu-miR-370-3p	-0.30
Vmn1r59	ENSMUST00000074132.5	"vomeronasal 1 receptor 59 "	mmu-miR-370-3p	-0.30
Ppp1r3f	ENSMUST00000150787.2	"protein phosphatase 1, regulatory (inhibitor) subunit 3F "	mmu-miR-370-3p	-0.30
Eif4ebp2	ENSMUST00000020288.8	"eukaryotic translation initiation factor 4E binding protein 2 "	mmu-miR-370-3p	-0.30
Rnf185	ENSMUST00000077078.6	"ring finger protein 185 "	mmu-miR-370-3p	-0.30
Smad1	ENSMUST00000066091.8	"SMAD family member 1 "	mmu-miR-370-3p	-0.30
Popdc2	ENSMUST00000023494.7	"popeye domain containing 2 "	mmu-miR-370-3p	-0.30
B3gnt3	ENSMUST00000034260.7	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 "	mmu-miR-370-3p	-0.30
1190005I06Rik	ENSMUST00000123927.2	"RIKEN cDNA 1190005I06 gene "	mmu-miR-370-3p	-0.30
Fam160a2	ENSMUST00000179474.2	"family with sequence similarity 160, member A2 "	mmu-miR-370-3p	-0.30
