Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Pced1a	ENSMUST00000089581.5	"PC-esterase domain containing 1A "	mmu-miR-144-5p	-0.28
Gm1123	ENSMUST00000076730.7	"predicted gene 1123 "	mmu-miR-144-5p	-0.27
Gm9978	ENSMUST00000069431.4	"predicted gene 9978 "	mmu-miR-144-5p	-0.27
Hoxd1	ENSMUST00000047793.5	"homeobox D1 "	mmu-miR-144-5p	-0.27
Cyth3	ENSMUST00000116456.4	"cytohesin 3 "	mmu-miR-144-5p	-0.27
Actbl2	ENSMUST00000054716.3	"actin, beta-like 2 "	mmu-miR-144-5p	-0.27
Pctp	ENSMUST00000020864.8	"phosphatidylcholine transfer protein "	mmu-miR-144-5p	-0.27
Apbb1	ENSMUST00000191011.1	"amyloid beta (A4) precursor protein-binding, family B, member 1 "	mmu-miR-144-5p	-0.27
Crh	ENSMUST00000061294.4	"corticotropin releasing hormone "	mmu-miR-144-5p	-0.27
Ttf2	ENSMUST00000076941.6	"transcription termination factor, RNA polymerase II "	mmu-miR-144-5p	-0.27
1700129C05Rik	ENSMUST00000022548.4	"RIKEN cDNA 1700129C05 gene "	mmu-miR-144-5p	-0.27
Tonsl	ENSMUST00000078803.3	"tonsoku-like, DNA repair protein "	mmu-miR-144-5p	-0.26
Ppp1r3c	ENSMUST00000087321.2	"protein phosphatase 1, regulatory (inhibitor) subunit 3C "	mmu-miR-144-5p	-0.26
Krtap31-1	ENSMUST00000093935.2	"keratin associated protein 31-1 "	mmu-miR-144-5p	-0.26
Actg1	ENSMUST00000071555.7	"actin, gamma, cytoplasmic 1 "	mmu-miR-144-5p	-0.26
Crisp3	ENSMUST00000026499.5	"cysteine-rich secretory protein 3 "	mmu-miR-144-5p	-0.26
Glipr2	ENSMUST00000030202.8	"GLI pathogenesis-related 2 "	mmu-miR-144-5p	-0.26
Egfl8	ENSMUST00000097345.4	"EGF-like domain 8 "	mmu-miR-144-5p	-0.26
Irgm2	ENSMUST00000108836.1	"immunity-related GTPase family M member 2 "	mmu-miR-144-5p	-0.26
Serpina1a	ENSMUST00000072876.6	"serine (or cysteine) peptidase inhibitor, clade A, member 1A "	mmu-miR-144-5p	-0.26
4632415L05Rik	ENSMUST00000059704.4	"RIKEN cDNA 4632415L05 gene "	mmu-miR-144-5p	-0.26
Gstt3	ENSMUST00000001715.4	"glutathione S-transferase, theta 3 "	mmu-miR-144-5p	-0.25
Fam180a	ENSMUST00000051176.7	"family with sequence similarity 180, member A "	mmu-miR-144-5p	-0.25
Camkmt	ENSMUST00000095188.5	"calmodulin-lysine N-methyltransferase "	mmu-miR-144-5p	-0.25
Abca13	ENSMUST00000042740.7	"ATP-binding cassette, sub-family A (ABC1), member 13 "	mmu-miR-144-5p	-0.25
Lce3a	ENSMUST00000067318.4	"late cornified envelope 3A "	mmu-miR-144-5p	-0.25
Vmn2r45	ENSMUST00000164845.2	"vomeronasal 2, receptor 45 "	mmu-miR-144-5p	-0.25
Krtap1-3	ENSMUST00000104930.1	"keratin associated protein 1-3 "	mmu-miR-144-5p	-0.25
5330417H12Rik	ENSMUST00000060348.2	"RIKEN cDNA 5330417H12 gene "	mmu-miR-144-5p	-0.25
Sys1	ENSMUST00000109352.2	"SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae) "	mmu-miR-144-5p	-0.25
1700019D03Rik	ENSMUST00000050567.5	"RIKEN cDNA 1700019D03 gene "	mmu-miR-144-5p	-0.25
Ccdc125	ENSMUST00000170347.2	"coiled-coil domain containing 125 "	mmu-miR-144-5p	-0.24
Smim19	ENSMUST00000033935.9	"small integral membrane protein 19 "	mmu-miR-144-5p	-0.24
Scrg1	ENSMUST00000034023.3	"scrapie responsive gene 1 "	mmu-miR-144-5p	-0.24
Serpina1c	ENSMUST00000074051.5	"serine (or cysteine) peptidase inhibitor, clade A, member 1C "	mmu-miR-144-5p	-0.24
Xlr4c	ENSMUST00000068551.3	"X-linked lymphocyte-regulated 4C "	mmu-miR-144-5p	-0.24
RP24-392D11.2	ENSMUST00000186264.1		mmu-miR-144-5p	-0.24
Gbp9	ENSMUST00000031238.7	"guanylate-binding protein 9 "	mmu-miR-144-5p	-0.24
Gm10302	ENSMUST00000174433.1	"predicted gene 10302 "	mmu-miR-144-5p	-0.24
Pgr15l	ENSMUST00000033556.3	"G protein-coupled receptor 15-like "	mmu-miR-144-5p	-0.24
Mettl10	ENSMUST00000033257.9	"methyltransferase like 10 "	mmu-miR-144-5p	-0.24
Tmem229a	ENSMUST00000127247.3	"transmembrane protein 229A "	mmu-miR-144-5p	-0.24
Olfr988	ENSMUST00000099928.2	"olfactory receptor 988 "	mmu-miR-144-5p	-0.24
Gm10742	ENSMUST00000099198.2	"predicted gene 10742 "	mmu-miR-144-5p	-0.24
Olfr987	ENSMUST00000099929.2	"olfactory receptor 987 "	mmu-miR-144-5p	-0.24
Gm3029	ENSMUST00000168306.2	"predicted gene 3029 "	mmu-miR-144-5p	-0.24
Evx2	ENSMUST00000001867.7	"even skipped homeotic gene 2 homolog "	mmu-miR-144-5p	-0.24
Syt11	ENSMUST00000107503.2	"synaptotagmin XI "	mmu-miR-144-5p	-0.24
Gm5797	ENSMUST00000100886.3	"predicted gene 5797 "	mmu-miR-144-5p	-0.24
Gm12302	ENSMUST00000181566.1	"predicted gene 12302 "	mmu-miR-144-5p	-0.24
Mob1b	ENSMUST00000113229.2	"MOB kinase activator 1B "	mmu-miR-144-5p	-0.24
Zmiz1	ENSMUST00000162645.2	"zinc finger, MIZ-type containing 1 "	mmu-miR-144-5p	-0.24
Zfp46	ENSMUST00000069195.4	"zinc finger protein 46 "	mmu-miR-144-5p	-0.23
Arl13b	ENSMUST00000089289.5	"ADP-ribosylation factor-like 13B "	mmu-miR-144-5p	-0.23
Rbfox1	ENSMUST00000056416.7	"RNA binding protein, fox-1 homolog (C. elegans) 1 "	mmu-miR-144-5p	-0.23
Spag6	ENSMUST00000023468.5	"sperm associated antigen 6 "	mmu-miR-144-5p	-0.23
Gm3727	ENSMUST00000168458.2	"predicted gene 3727 "	mmu-miR-144-5p	-0.23
Vmn1r8	ENSMUST00000078186.3	"vomeronasal 1 receptor 8 "	mmu-miR-144-5p	-0.23
Gm3685	ENSMUST00000169215.2	"predicted gene 3685 "	mmu-miR-144-5p	-0.23
Gm10338	ENSMUST00000096148.5	"predicted gene 10338 "	mmu-miR-144-5p	-0.23
Art4	ENSMUST00000032341.2	"ADP-ribosyltransferase 4 "	mmu-miR-144-5p	-0.23
Pla2g4d	ENSMUST00000094665.4	"phospholipase A2, group IVD "	mmu-miR-144-5p	-0.23
M5C1000I18Rik	ENSMUST00000068526.6	"RIKEN cDNA M5C1000I18 gene "	mmu-miR-144-5p	-0.23
Ptprq	ENSMUST00000050702.7	"protein tyrosine phosphatase, receptor type, Q "	mmu-miR-144-5p	-0.23
Lhfp	ENSMUST00000059562.8	"lipoma HMGIC fusion partner "	mmu-miR-144-5p	-0.23
Trappc6b	ENSMUST00000021380.8	"trafficking protein particle complex 6B "	mmu-miR-144-5p	-0.23
Fbxl3	ENSMUST00000022720.9	"F-box and leucine-rich repeat protein 3 "	mmu-miR-144-5p	-0.23
Gm8122	ENSMUST00000165988.1	"predicted gene 8122 "	mmu-miR-144-5p	-0.23
Toporsl	ENSMUST00000029995.5	"topoisomerase I binding, arginine/serine-rich like "	mmu-miR-144-5p	-0.23
Gm8138	ENSMUST00000169473.1	"predicted gene 8138 "	mmu-miR-144-5p	-0.23
Htr3b	ENSMUST00000008734.4	"5-hydroxytryptamine (serotonin) receptor 3B "	mmu-miR-144-5p	-0.23
Rab39b	ENSMUST00000033545.5	"RAB39B, member RAS oncogene family "	mmu-miR-144-5p	-0.23
Olfr558	ENSMUST00000094124.3	"olfactory receptor 558 "	mmu-miR-144-5p	-0.23
Casc5	ENSMUST00000028802.2	"cancer susceptibility candidate 5 "	mmu-miR-144-5p	-0.22
Efcab12	ENSMUST00000032468.6	"EF-hand calcium binding domain 12 "	mmu-miR-144-5p	-0.22
Cyp2f2	ENSMUST00000003100.8	"cytochrome P450, family 2, subfamily f, polypeptide 2 "	mmu-miR-144-5p	-0.22
Svip	ENSMUST00000098414.3	"small VCP/p97-interacting protein "	mmu-miR-144-5p	-0.22
Gm9767	ENSMUST00000041011.3	"predicted gene 9767 "	mmu-miR-144-5p	-0.22
H2-M9	ENSMUST00000087165.5	"histocompatibility 2, M region locus 9 "	mmu-miR-144-5p	-0.22
Vmn1r7	ENSMUST00000176252.1	"vomeronasal 1 receptor 7 "	mmu-miR-144-5p	-0.22
Gm16503	ENSMUST00000104964.2	"predicted gene 16503 "	mmu-miR-144-5p	-0.22
Fut9	ENSMUST00000084770.4	"fucosyltransferase 9 "	mmu-miR-144-5p	-0.22
Klf9	ENSMUST00000036884.1	"Kruppel-like factor 9 "	mmu-miR-144-5p	-0.22
Fam120a	ENSMUST00000060805.6	"family with sequence similarity 120, member A "	mmu-miR-144-5p	-0.22
Frmpd3	ENSMUST00000044702.6	"FERM and PDZ domain containing 3 "	mmu-miR-144-5p	-0.22
Lrit1	ENSMUST00000120052.1	"leucine-rich repeat, immunoglobulin-like and transmembrane domains 1 "	mmu-miR-144-5p	-0.22
Olfr1133	ENSMUST00000099855.1	"olfactory receptor 1133 "	mmu-miR-144-5p	-0.22
Psma3	ENSMUST00000160027.2	"proteasome (prosome, macropain) subunit, alpha type 3 "	mmu-miR-144-5p	-0.22
B4galt3	ENSMUST00000111313.4	"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3 "	mmu-miR-144-5p	-0.21
Gm281	ENSMUST00000144914.1	"predicted gene 281 "	mmu-miR-144-5p	-0.21
Slc6a7	ENSMUST00000025520.8	"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7 "	mmu-miR-144-5p	-0.21
Eltd1	ENSMUST00000046977.7	"EGF, latrophilin seven transmembrane domain containing 1 "	mmu-miR-144-5p	-0.21
Gm10113	ENSMUST00000072437.3	"predicted gene 10113 "	mmu-miR-144-5p	-0.21
Zrsr1	ENSMUST00000049506.6	"zinc finger (CCCH type), RNA binding motif and serine/arginine rich 1 "	mmu-miR-144-5p	-0.21
Ankrd45	ENSMUST00000111608.2	"ankyrin repeat domain 45 "	mmu-miR-144-5p	-0.21
Ino80c	ENSMUST00000055012.6	"INO80 complex subunit C "	mmu-miR-144-5p	-0.21
Rgs7bp	ENSMUST00000063551.5	"regulator of G-protein signalling 7 binding protein "	mmu-miR-144-5p	-0.21
D630039A03Rik	ENSMUST00000063816.5	"RIKEN cDNA D630039A03 gene "	mmu-miR-144-5p	-0.21
Slc25a20	ENSMUST00000035222.5	"solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20 "	mmu-miR-144-5p	-0.21
Mettl21e	ENSMUST00000054801.3	"methyltransferase like 21E "	mmu-miR-144-5p	-0.21
Vmn1r58	ENSMUST00000108569.2	"vomeronasal 1 receptor 58 "	mmu-miR-144-5p	-0.21
Dpp10	ENSMUST00000112606.2	"dipeptidylpeptidase 10 "	mmu-miR-144-5p	-0.21
Nr2f2	ENSMUST00000032768.8	"nuclear receptor subfamily 2, group F, member 2 "	mmu-miR-144-5p	-0.21
Gm5615	ENSMUST00000098900.2	"predicted gene 5615 "	mmu-miR-144-5p	-0.21
Akr1b10	ENSMUST00000038383.8	"aldo-keto reductase family 1, member B10 (aldose reductase) "	mmu-miR-144-5p	-0.21
Mrgprb1	ENSMUST00000094384.3	"MAS-related GPR, member B1 "	mmu-miR-144-5p	-0.21
Tnfrsf21	ENSMUST00000024708.4	"tumor necrosis factor receptor superfamily, member 21 "	mmu-miR-144-5p	-0.21
Trim59	ENSMUST00000107802.2	"tripartite motif-containing 59 "	mmu-miR-144-5p	-0.21
Arhgap20	ENSMUST00000065496.6	"Rho GTPase activating protein 20 "	mmu-miR-144-5p	-0.21
Btn2a2	ENSMUST00000110433.4	"butyrophilin, subfamily 2, member A2 "	mmu-miR-144-5p	-0.21
Syt4	ENSMUST00000025110.3	"synaptotagmin IV "	mmu-miR-144-5p	-0.20
Smc1a	ENSMUST00000045312.5	"structural maintenance of chromosomes 1A "	mmu-miR-144-5p	-0.20
Tlx2	ENSMUST00000174674.2	"T cell leukemia, homeobox 2 "	mmu-miR-144-5p	-0.20
Clpx	ENSMUST00000113824.2	"caseinolytic mitochondrial matrix peptidase chaperone subunit "	mmu-miR-144-5p	-0.20
E2f5	ENSMUST00000029069.7	"E2F transcription factor 5 "	mmu-miR-144-5p	-0.20
Dppa1	ENSMUST00000077173.7	"developmental pluripotency associated 1 "	mmu-miR-144-5p	-0.20
Mtmr10	ENSMUST00000032736.5	"myotubularin related protein 10 "	mmu-miR-144-5p	-0.20
Top1	ENSMUST00000109468.2	"topoisomerase (DNA) I "	mmu-miR-144-5p	-0.20
Il19	ENSMUST00000187410.1	"interleukin 19 "	mmu-miR-144-5p	-0.20
Olfr389	ENSMUST00000122224.2	"olfactory receptor 389 "	mmu-miR-144-5p	-0.20
Acsm5	ENSMUST00000066465.1	"acyl-CoA synthetase medium-chain family member 5 "	mmu-miR-144-5p	-0.20
Gbp8	ENSMUST00000031235.7	"guanylate-binding protein 8 "	mmu-miR-144-5p	-0.20
Homer1	ENSMUST00000079086.6	"homer homolog 1 (Drosophila) "	mmu-miR-144-5p	-0.20
Fam126b	ENSMUST00000161600.2	"family with sequence similarity 126, member B "	mmu-miR-144-5p	-0.20
Trpv2	ENSMUST00000018651.8	"transient receptor potential cation channel, subfamily V, member 2 "	mmu-miR-144-5p	-0.20
Slc38a11	ENSMUST00000112420.2	"solute carrier family 38, member 11 "	mmu-miR-144-5p	-0.20
B3gnt5	ENSMUST00000164397.2	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 "	mmu-miR-144-5p	-0.20
Hp1bp3	ENSMUST00000105827.2	"heterochromatin protein 1, binding protein 3 "	mmu-miR-144-5p	-0.20
Ubl3	ENSMUST00000079324.8	"ubiquitin-like 3 "	mmu-miR-144-5p	-0.20
Nt5dc1	ENSMUST00000047885.8	"5'-nucleotidase domain containing 1 "	mmu-miR-144-5p	-0.20
D1Pas1	ENSMUST00000045108.1	"DNA segment, Chr 1, Pasteur Institute 1 "	mmu-miR-144-5p	-0.20
Tm4sf20	ENSMUST00000027331.2	"transmembrane 4 L six family member 20 "	mmu-miR-144-5p	-0.20
Dll1	ENSMUST00000014917.7	"delta-like 1 (Drosophila) "	mmu-miR-144-5p	-0.20
Papolg	ENSMUST00000020513.4	"poly(A) polymerase gamma "	mmu-miR-144-5p	-0.20
Gsto1	ENSMUST00000026050.7	"glutathione S-transferase omega 1 "	mmu-miR-144-5p	-0.20
Igf2bp3	ENSMUST00000031838.7	"insulin-like growth factor 2 mRNA binding protein 3 "	mmu-miR-144-5p	-0.20
Tpk1	ENSMUST00000067888.8	"thiamine pyrophosphokinase "	mmu-miR-144-5p	-0.20
Gdi2	ENSMUST00000059515.6	"guanosine diphosphate (GDP) dissociation inhibitor 2 "	mmu-miR-144-5p	-0.20
Fam46b	ENSMUST00000051676.6	"family with sequence similarity 46, member B "	mmu-miR-144-5p	-0.20
Rnf214	ENSMUST00000161203.2	"ring finger protein 214 "	mmu-miR-144-5p	-0.19
Rfx5	ENSMUST00000107254.2	"regulatory factor X, 5 (influences HLA class II expression) "	mmu-miR-144-5p	-0.19
Rimkla	ENSMUST00000049994.7	"ribosomal modification protein rimK-like family member A "	mmu-miR-144-5p	-0.19
Gucy1a2	ENSMUST00000115733.1	"guanylate cyclase 1, soluble, alpha 2 "	mmu-miR-144-5p	-0.19
Vmn1r51	ENSMUST00000174204.1	"vomeronasal 1 receptor 51 "	mmu-miR-144-5p	-0.19
Rbm27	ENSMUST00000046972.8	"RNA binding motif protein 27 "	mmu-miR-144-5p	-0.19
Adh4	ENSMUST00000013458.8	"alcohol dehydrogenase 4 (class II), pi polypeptide "	mmu-miR-144-5p	-0.19
Hist1h4k	ENSMUST00000102983.1	"histone cluster 1, H4k "	mmu-miR-144-5p	-0.19
Phactr2	ENSMUST00000105545.5	"phosphatase and actin regulator 2 "	mmu-miR-144-5p	-0.19
Ablim2	ENSMUST00000054598.6	"actin-binding LIM protein 2 "	mmu-miR-144-5p	-0.19
Rhag	ENSMUST00000024721.7	"Rhesus blood group-associated A glycoprotein "	mmu-miR-144-5p	-0.19
Smad6	ENSMUST00000041029.5	"SMAD family member 6 "	mmu-miR-144-5p	-0.19
Gm13084	ENSMUST00000075045.3	"predicted gene 13084 "	mmu-miR-144-5p	-0.19
Kcnj6	ENSMUST00000099508.2	"potassium inwardly-rectifying channel, subfamily J, member 6 "	mmu-miR-144-5p	-0.19
Usp43	ENSMUST00000021288.4	"ubiquitin specific peptidase 43 "	mmu-miR-144-5p	-0.19
Pfn2	ENSMUST00000066882.8	"profilin 2 "	mmu-miR-144-5p	-0.19
Irg1	ENSMUST00000022722.6	"immunoresponsive gene 1 "	mmu-miR-144-5p	-0.19
Synpr	ENSMUST00000070323.6	"synaptoporin "	mmu-miR-144-5p	-0.19
Trim30a	ENSMUST00000076922.5	"tripartite motif-containing 30A "	mmu-miR-144-5p	-0.19
Pdcd1lg2	ENSMUST00000112576.2	"programmed cell death 1 ligand 2 "	mmu-miR-144-5p	-0.19
