Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Coasy	ENSMUST00000001806.4	"Coenzyme A synthase "	mmu-miR-147-5p	-0.53
Slc8b1	ENSMUST00000068326.8	"solute carrier family 8 (sodium/lithium/calcium exchanger), member B1 "	mmu-miR-147-5p	-0.53
Fate1	ENSMUST00000066116.2	"fetal and adult testis expressed 1 "	mmu-miR-147-5p	-0.53
Dnah14	ENSMUST00000160345.1	"dynein, axonemal, heavy chain 14 "	mmu-miR-147-5p	-0.52
Clint1	ENSMUST00000109261.4	"clathrin interactor 1 "	mmu-miR-147-5p	-0.52
Eif1b	ENSMUST00000007139.4	"eukaryotic translation initiation factor 1B "	mmu-miR-147-5p	-0.52
Urod	ENSMUST00000030446.9	"uroporphyrinogen decarboxylase "	mmu-miR-147-5p	-0.51
Tfpi	ENSMUST00000111718.2	"tissue factor pathway inhibitor "	mmu-miR-147-5p	-0.51
Trp63	ENSMUST00000115308.3	"transformation related protein 63 "	mmu-miR-147-5p	-0.51
Taf7	ENSMUST00000066272.4	"TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor "	mmu-miR-147-5p	-0.51
Olfr995	ENSMUST00000099924.2	"olfactory receptor 995 "	mmu-miR-147-5p	-0.51
Ammecr1l	ENSMUST00000115808.2	"AMME chromosomal region gene 1-like "	mmu-miR-147-5p	-0.50
Oxa1l	ENSMUST00000000985.5	"oxidase assembly 1-like "	mmu-miR-147-5p	-0.50
Eid2	ENSMUST00000059596.7	"EP300 interacting inhibitor of differentiation 2 "	mmu-miR-147-5p	-0.50
Med10	ENSMUST00000022089.8	"mediator complex subunit 10 "	mmu-miR-147-5p	-0.50
Cfdp1	ENSMUST00000034432.5	"craniofacial development protein 1 "	mmu-miR-147-5p	-0.49
Gm10176	ENSMUST00000159707.1	"predicted gene 10176 "	mmu-miR-147-5p	-0.49
Mmp21	ENSMUST00000122136.1	"matrix metallopeptidase 21 "	mmu-miR-147-5p	-0.49
A630081J09Rik	ENSMUST00000179412.1	"RIKEN cDNA A630081J09 gene "	mmu-miR-147-5p	-0.49
Esrrg	ENSMUST00000027906.7	"estrogen-related receptor gamma "	mmu-miR-147-5p	-0.49
Ubqlnl	ENSMUST00000059121.4	"ubiquilin-like "	mmu-miR-147-5p	-0.48
Cd200	ENSMUST00000163230.2	"CD200 antigen "	mmu-miR-147-5p	-0.48
Cldn8	ENSMUST00000049697.4	"claudin 8 "	mmu-miR-147-5p	-0.48
Emcn	ENSMUST00000122064.2	"endomucin "	mmu-miR-147-5p	-0.47
Surf2	ENSMUST00000015017.7	"surfeit gene 2 "	mmu-miR-147-5p	-0.47
Krt6b	ENSMUST00000023786.5	"keratin 6B "	mmu-miR-147-5p	-0.47
Cpq	ENSMUST00000042167.9	"carboxypeptidase Q "	mmu-miR-147-5p	-0.47
RP23-180L12.5	ENSMUST00000189185.1		mmu-miR-147-5p	-0.47
Eif2s1	ENSMUST00000071230.7	"eukaryotic translation initiation factor 2, subunit 1 alpha "	mmu-miR-147-5p	-0.47
Syt5	ENSMUST00000065957.5	"synaptotagmin V "	mmu-miR-147-5p	-0.47
Pla2g4c	ENSMUST00000043612.9	"phospholipase A2, group IVC (cytosolic, calcium-independent) "	mmu-miR-147-5p	-0.47
Tmem243	ENSMUST00000115365.1	"transmembrane protein 243, mitochondrial "	mmu-miR-147-5p	-0.46
Csrnp3	ENSMUST00000122912.2	"cysteine-serine-rich nuclear protein 3 "	mmu-miR-147-5p	-0.46
Krt81	ENSMUST00000061185.6	"keratin 81 "	mmu-miR-147-5p	-0.46
Zfp706	ENSMUST00000078976.7	"zinc finger protein 706 "	mmu-miR-147-5p	-0.46
Slc9a7	ENSMUST00000072451.5	"solute carrier family 9 (sodium/hydrogen exchanger), member 7 "	mmu-miR-147-5p	-0.46
AW822073	ENSMUST00000174056.2	"expressed sequence AW822073 "	mmu-miR-147-5p	-0.46
Nrsn1	ENSMUST00000057866.7	"neurensin 1 "	mmu-miR-147-5p	-0.46
Gm7932	ENSMUST00000101425.3	"predicted gene 7932 "	mmu-miR-147-5p	-0.46
Srr	ENSMUST00000065211.3	"serine racemase "	mmu-miR-147-5p	-0.45
Gm4981	ENSMUST00000099726.3	"predicted gene 4981 "	mmu-miR-147-5p	-0.45
Ppbp	ENSMUST00000031319.6	"pro-platelet basic protein "	mmu-miR-147-5p	-0.45
H2afz	ENSMUST00000173790.2	"H2A histone family, member Z "	mmu-miR-147-5p	-0.45
Tcf24	ENSMUST00000185184.1	"transcription factor 24 "	mmu-miR-147-5p	-0.45
Tmem18	ENSMUST00000057151.8	"transmembrane protein 18 "	mmu-miR-147-5p	-0.45
Ldhc	ENSMUST00000014545.5	"lactate dehydrogenase C "	mmu-miR-147-5p	-0.45
Gm5111	ENSMUST00000181661.1	"predicted gene 5111 "	mmu-miR-147-5p	-0.45
Ppp1r3b	ENSMUST00000070481.6	"protein phosphatase 1, regulatory (inhibitor) subunit 3B "	mmu-miR-147-5p	-0.45
Olfr18	ENSMUST00000086473.3	"olfactory receptor 18 "	mmu-miR-147-5p	-0.45
Vmn1r32	ENSMUST00000079584.1	"vomeronasal 1 receptor 32 "	mmu-miR-147-5p	-0.44
Golga7	ENSMUST00000121783.2	"golgi autoantigen, golgin subfamily a, 7 "	mmu-miR-147-5p	-0.44
Srp14	ENSMUST00000009693.9	"signal recognition particle 14 "	mmu-miR-147-5p	-0.44
Sdcbp	ENSMUST00000029912.5	"syndecan binding protein "	mmu-miR-147-5p	-0.44
Ly6g	ENSMUST00000190262.1	"lymphocyte antigen 6 complex, locus G "	mmu-miR-147-5p	-0.44
Mex3c	ENSMUST00000091852.4	"mex3 homolog C (C. elegans) "	mmu-miR-147-5p	-0.44
B230307C23Rik	ENSMUST00000122450.2	"RIKEN cDNA B230307C23 gene "	mmu-miR-147-5p	-0.44
4731417B20Rik	ENSMUST00000053319.2	"RIKEN cDNA 4731417B20 gene "	mmu-miR-147-5p	-0.44
Pnma2	ENSMUST00000089236.4	"paraneoplastic antigen MA2 "	mmu-miR-147-5p	-0.43
RP23-131H5.1	ENSMUST00000190368.1		mmu-miR-147-5p	-0.43
Pdlim3	ENSMUST00000034053.5	"PDZ and LIM domain 3 "	mmu-miR-147-5p	-0.43
Sfxn1	ENSMUST00000021930.8	"sideroflexin 1 "	mmu-miR-147-5p	-0.43
Ugt8a	ENSMUST00000057944.7	"UDP galactosyltransferase 8A "	mmu-miR-147-5p	-0.43
Ino80d	ENSMUST00000097718.3	"INO80 complex subunit D "	mmu-miR-147-5p	-0.43
Tcf19	ENSMUST00000161012.2	"transcription factor 19 "	mmu-miR-147-5p	-0.42
Kxd1	ENSMUST00000093456.6	"KxDL motif containing 1 "	mmu-miR-147-5p	-0.42
Wdyhv1	ENSMUST00000067563.7	"WDYHV motif containing 1 "	mmu-miR-147-5p	-0.42
Aaas	ENSMUST00000041208.7	"achalasia, adrenocortical insufficiency, alacrimia "	mmu-miR-147-5p	-0.42
Ces1g	ENSMUST00000044602.7	"carboxylesterase 1G "	mmu-miR-147-5p	-0.42
Cenpw	ENSMUST00000099985.4	"centromere protein W "	mmu-miR-147-5p	-0.42
Htr4	ENSMUST00000027560.6	"5 hydroxytryptamine (serotonin) receptor 4 "	mmu-miR-147-5p	-0.42
Pabpn1	ENSMUST00000116476.3	"poly(A) binding protein, nuclear 1 "	mmu-miR-147-5p	-0.42
8030462N17Rik	ENSMUST00000074653.4	"RIKEN cDNA 8030462N17 gene "	mmu-miR-147-5p	-0.41
Srsf4	ENSMUST00000053819.4	"serine/arginine-rich splicing factor 4 "	mmu-miR-147-5p	-0.41
Psg28	ENSMUST00000019291.6	"pregnancy-specific glycoprotein 28 "	mmu-miR-147-5p	-0.41
Cenpl	ENSMUST00000028035.8	"centromere protein L "	mmu-miR-147-5p	-0.41
Oma1	ENSMUST00000035780.3	"OMA1 homolog, zinc metallopeptidase (S. cerevisiae) "	mmu-miR-147-5p	-0.41
Gm9747	ENSMUST00000023262.5	"predicted gene 9747 "	mmu-miR-147-5p	-0.41
Rgs5	ENSMUST00000027997.3	"regulator of G-protein signaling 5 "	mmu-miR-147-5p	-0.41
Tmem182	ENSMUST00000114765.2	"transmembrane protein 182 "	mmu-miR-147-5p	-0.41
Pard6g	ENSMUST00000070219.7	"par-6 family cell polarity regulator gamma "	mmu-miR-147-5p	-0.41
Rab1	ENSMUST00000020358.6	"RAB1, member RAS oncogene family "	mmu-miR-147-5p	-0.41
Lypd6b	ENSMUST00000028103.7	"LY6/PLAUR domain containing 6B "	mmu-miR-147-5p	-0.41
3110001I22Rik	ENSMUST00000035426.5	"RIKEN cDNA 3110001I22 gene "	mmu-miR-147-5p	-0.41
Mak16	ENSMUST00000033983.4	"MAK16 homolog (S. cerevisiae) "	mmu-miR-147-5p	-0.40
Lsm3	ENSMUST00000040607.4	"LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae) "	mmu-miR-147-5p	-0.40
Cxcl11	ENSMUST00000077820.5	"chemokine (C-X-C motif) ligand 11 "	mmu-miR-147-5p	-0.40
4930516K23Rik	ENSMUST00000138055.1	"RIKEN cDNA 4930516K23 gene "	mmu-miR-147-5p	-0.40
Trp53inp1	ENSMUST00000029865.3	"transformation related protein 53 inducible nuclear protein 1 "	mmu-miR-147-5p	-0.40
Ybx2	ENSMUST00000018698.6	"Y box protein 2 "	mmu-miR-147-5p	-0.40
Gm5622	ENSMUST00000096170.4	"predicted gene 5622 "	mmu-miR-147-5p	-0.40
Rap1b	ENSMUST00000064667.7	"RAS related protein 1b "	mmu-miR-147-5p	-0.40
Fam89a	ENSMUST00000055257.5	"family with sequence similarity 89, member A "	mmu-miR-147-5p	-0.40
Atp10a	ENSMUST00000168747.1	"ATPase, class V, type 10A "	mmu-miR-147-5p	-0.40
Krtap5-4	ENSMUST00000061403.4	"keratin associated protein 5-4 "	mmu-miR-147-5p	-0.40
Gjc3	ENSMUST00000077119.6	"gap junction protein, gamma 3 "	mmu-miR-147-5p	-0.39
Trim17	ENSMUST00000047697.6	"tripartite motif-containing 17 "	mmu-miR-147-5p	-0.39
Ubxn4	ENSMUST00000027592.4	"UBX domain protein 4 "	mmu-miR-147-5p	-0.39
Gpr12	ENSMUST00000036211.6	"G-protein coupled receptor 12 "	mmu-miR-147-5p	-0.39
1700024B05Rik	ENSMUST00000168972.1	"RIKEN cDNA 1700024B05 gene "	mmu-miR-147-5p	-0.39
Cyp2c44	ENSMUST00000026211.8	"cytochrome P450, family 2, subfamily c, polypeptide 44 "	mmu-miR-147-5p	-0.39
BC003965	ENSMUST00000088307.3	"cDNA sequence BC003965 "	mmu-miR-147-5p	-0.39
Grin2b	ENSMUST00000053880.7	"glutamate receptor, ionotropic, NMDA2B (epsilon 2) "	mmu-miR-147-5p	-0.39
Gm20521	ENSMUST00000134077.1	"predicted gene 20521 "	mmu-miR-147-5p	-0.39
Bpifb5	ENSMUST00000045959.7	"BPI fold containing family B, member 5 "	mmu-miR-147-5p	-0.39
Rnf166	ENSMUST00000014614.3	"ring finger protein 166 "	mmu-miR-147-5p	-0.39
Ist1	ENSMUST00000034164.4	"increased sodium tolerance 1 homolog (yeast) "	mmu-miR-147-5p	-0.38
Cd164l2	ENSMUST00000105910.1	"CD164 sialomucin-like 2 "	mmu-miR-147-5p	-0.38
Mtap	ENSMUST00000058030.7	"methylthioadenosine phosphorylase "	mmu-miR-147-5p	-0.38
Itga2b	ENSMUST00000103086.3	"integrin alpha 2b "	mmu-miR-147-5p	-0.38
Dapp1	ENSMUST00000029806.7	"dual adaptor for phosphotyrosine and 3-phosphoinositides 1 "	mmu-miR-147-5p	-0.38
Il2rg	ENSMUST00000033664.8	"interleukin 2 receptor, gamma chain "	mmu-miR-147-5p	-0.38
Rbm4b	ENSMUST00000036744.7	"RNA binding motif protein 4B "	mmu-miR-147-5p	-0.38
Cisd2	ENSMUST00000029815.7	"CDGSH iron sulfur domain 2 "	mmu-miR-147-5p	-0.37
Cbln1	ENSMUST00000034076.9	"cerebellin 1 precursor protein "	mmu-miR-147-5p	-0.37
Pter	ENSMUST00000028063.5	"phosphotriesterase related "	mmu-miR-147-5p	-0.37
4930524N10Rik	ENSMUST00000082357.1	"RIKEN cDNA 4930524N10 gene "	mmu-miR-147-5p	-0.37
Dus1l	ENSMUST00000106135.2	"dihydrouridine synthase 1-like (S. cerevisiae) "	mmu-miR-147-5p	-0.37
Ppp1r35	ENSMUST00000031739.4	"protein phosphatase 1, regulatory subunit 35 "	mmu-miR-147-5p	-0.37
Alg10b	ENSMUST00000100309.1	"asparagine-linked glycosylation 10B (alpha-1,2-glucosyltransferase) "	mmu-miR-147-5p	-0.37
Rbm48	ENSMUST00000042753.8	"RNA binding motif protein 48 "	mmu-miR-147-5p	-0.37
Impact	ENSMUST00000025290.5	"impact, RWD domain protein "	mmu-miR-147-5p	-0.37
Zfp239	ENSMUST00000079405.9	"zinc finger protein 239 "	mmu-miR-147-5p	-0.36
Xiap	ENSMUST00000115094.2	"X-linked inhibitor of apoptosis "	mmu-miR-147-5p	-0.36
Iqcf3	ENSMUST00000062917.9	"IQ motif containing F3 "	mmu-miR-147-5p	-0.36
Cdca3	ENSMUST00000024270.8	"cell division cycle associated 3 "	mmu-miR-147-5p	-0.36
Pclo	ENSMUST00000182407.2	"piccolo (presynaptic cytomatrix protein) "	mmu-miR-147-5p	-0.36
4933402N03Rik	ENSMUST00000070980.3	"RIKEN cDNA 4933402N03 gene "	mmu-miR-147-5p	-0.36
Mbp	ENSMUST00000091789.5	"myelin basic protein "	mmu-miR-147-5p	-0.36
C030005K15Rik	ENSMUST00000166373.1	"RIKEN cDNA C030005K15 gene "	mmu-miR-147-5p	-0.36
Ccdc82	ENSMUST00000110583.3	"coiled-coil domain containing 82 "	mmu-miR-147-5p	-0.36
Fnbp1l	ENSMUST00000162409.2	"formin binding protein 1-like "	mmu-miR-147-5p	-0.36
1700010I14Rik	ENSMUST00000151609.1	"RIKEN cDNA 1700010I14 gene "	mmu-miR-147-5p	-0.36
Il5	ENSMUST00000048605.2	"interleukin 5 "	mmu-miR-147-5p	-0.36
Cyp4f14	ENSMUST00000179434.2	"cytochrome P450, family 4, subfamily f, polypeptide 14 "	mmu-miR-147-5p	-0.36
Siae	ENSMUST00000002007.3	"sialic acid acetylesterase "	mmu-miR-147-5p	-0.36
Sec11a	ENSMUST00000026818.6	"SEC11 homolog A (S. cerevisiae) "	mmu-miR-147-5p	-0.36
Gm1123	ENSMUST00000076730.7	"predicted gene 1123 "	mmu-miR-147-5p	-0.36
Mrps26	ENSMUST00000145614.1	"mitochondrial ribosomal protein S26 "	mmu-miR-147-5p	-0.36
Anapc13	ENSMUST00000190279.1	"anaphase promoting complex subunit 13 "	mmu-miR-147-5p	-0.35
Xcl1	ENSMUST00000027860.7	"chemokine (C motif) ligand 1 "	mmu-miR-147-5p	-0.35
Sgcz	ENSMUST00000118896.1	"sarcoglycan zeta "	mmu-miR-147-5p	-0.35
Nup35	ENSMUST00000028382.7	"nucleoporin 35 "	mmu-miR-147-5p	-0.35
Ackr3	ENSMUST00000065587.4	"atypical chemokine receptor 3 "	mmu-miR-147-5p	-0.35
Sec23a	ENSMUST00000021375.6	"SEC23A (S. cerevisiae) "	mmu-miR-147-5p	-0.35
Atg4c	ENSMUST00000030279.9	"autophagy related 4C, cysteine peptidase "	mmu-miR-147-5p	-0.35
Ndufb6	ENSMUST00000095128.4	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6 "	mmu-miR-147-5p	-0.35
Trim42	ENSMUST00000035026.4	"tripartite motif-containing 42 "	mmu-miR-147-5p	-0.35
Ssr3	ENSMUST00000029414.6	"signal sequence receptor, gamma "	mmu-miR-147-5p	-0.35
Mtpn	ENSMUST00000031866.5	"myotrophin "	mmu-miR-147-5p	-0.35
Zfp41	ENSMUST00000161785.2	"zinc finger protein 41 "	mmu-miR-147-5p	-0.35
Gimap9	ENSMUST00000054050.4	"GTPase, IMAP family member 9 "	mmu-miR-147-5p	-0.35
Ebag9	ENSMUST00000022964.7	"estrogen receptor-binding fragment-associated gene 9 "	mmu-miR-147-5p	-0.35
Tipin	ENSMUST00000034964.6	"timeless interacting protein "	mmu-miR-147-5p	-0.35
Txnrd3	ENSMUST00000000828.7	"thioredoxin reductase 3 "	mmu-miR-147-5p	-0.35
Fxyd6	ENSMUST00000085939.6	"FXYD domain-containing ion transport regulator 6 "	mmu-miR-147-5p	-0.35
Camk1d	ENSMUST00000044009.8	"calcium/calmodulin-dependent protein kinase ID "	mmu-miR-147-5p	-0.35
Larp1b	ENSMUST00000048490.6	"La ribonucleoprotein domain family, member 1B "	mmu-miR-147-5p	-0.35
Rsg1	ENSMUST00000097813.2	"REM2 and RAB-like small GTPase 1 "	mmu-miR-147-5p	-0.35
Sh2d4b	ENSMUST00000070328.4	"SH2 domain containing 4B "	mmu-miR-147-5p	-0.34
Fhl1	ENSMUST00000114769.3	"four and a half LIM domains 1 "	mmu-miR-147-5p	-0.34
Hook1	ENSMUST00000030306.8	"hook homolog 1 (Drosophila) "	mmu-miR-147-5p	-0.34
Aspn	ENSMUST00000021820.7	"asporin "	mmu-miR-147-5p	-0.34
Spata31d1a	ENSMUST00000066510.6	"spermatogenesis associated 31 subfamily D, member 1A "	mmu-miR-147-5p	-0.34
Pou4f3	ENSMUST00000025374.3	"POU domain, class 4, transcription factor 3 "	mmu-miR-147-5p	-0.34
Cdk14	ENSMUST00000115451.2	"cyclin-dependent kinase 14 "	mmu-miR-147-5p	-0.34
Clta	ENSMUST00000107846.4	"clathrin, light polypeptide (Lca) "	mmu-miR-147-5p	-0.34
RP24-81F10.2	ENSMUST00000189007.1		mmu-miR-147-5p	-0.34
Gm20888	ENSMUST00000186890.1	"predicted gene, 20888 "	mmu-miR-147-5p	-0.34
SLY	ENSMUST00000187768.1	"Sycp3 like Y-linked  "	mmu-miR-147-5p	-0.34
RP24-391A22.5	ENSMUST00000189455.1		mmu-miR-147-5p	-0.34
CH36-125L12.1	ENSMUST00000186194.1		mmu-miR-147-5p	-0.34
RP24-145C1.1	ENSMUST00000188754.1		mmu-miR-147-5p	-0.34
CH36-246D16.3	ENSMUST00000186739.1		mmu-miR-147-5p	-0.34
CH36-205C2.2	ENSMUST00000186443.1		mmu-miR-147-5p	-0.34
Laptm4a	ENSMUST00000020909.3	"lysosomal-associated protein transmembrane 4A "	mmu-miR-147-5p	-0.34
Tgfb2	ENSMUST00000045288.8	"transforming growth factor, beta 2 "	mmu-miR-147-5p	-0.34
Gm4353	ENSMUST00000111755.3	"predicted gene 4353 "	mmu-miR-147-5p	-0.34
Cactin	ENSMUST00000050867.6	"cactin, spliceosome C complex subunit "	mmu-miR-147-5p	-0.34
9130213A22Rik	ENSMUST00000180487.1	"RIKEN cDNA 9130213A22 gene "	mmu-miR-147-5p	-0.34
Pag1	ENSMUST00000161949.2	"phosphoprotein associated with glycosphingolipid microdomains 1 "	mmu-miR-147-5p	-0.34
Gsx1	ENSMUST00000065382.5	"GS homeobox 1 "	mmu-miR-147-5p	-0.34
Rnpc3	ENSMUST00000092154.4	"RNA-binding region (RNP1, RRM) containing 3 "	mmu-miR-147-5p	-0.34
Gdf2	ENSMUST00000100720.1	"growth differentiation factor 2 "	mmu-miR-147-5p	-0.34
Zfp275	ENSMUST00000114499.2	"zinc finger protein 275 "	mmu-miR-147-5p	-0.33
Paip2b	ENSMUST00000058383.8	"poly(A) binding protein interacting protein 2B "	mmu-miR-147-5p	-0.33
Gm9979	ENSMUST00000069457.1	"predicted gene 9979 "	mmu-miR-147-5p	-0.33
Mettl15	ENSMUST00000081631.4	"methyltransferase like 15 "	mmu-miR-147-5p	-0.33
Rc3h1	ENSMUST00000161609.2	"RING CCCH (C3H) domains 1 "	mmu-miR-147-5p	-0.33
Zbtb20	ENSMUST00000114694.3	"zinc finger and BTB domain containing 20 "	mmu-miR-147-5p	-0.33
Il10	ENSMUST00000016673.5	"interleukin 10 "	mmu-miR-147-5p	-0.33
Zic3	ENSMUST00000088627.5	"zinc finger protein of the cerebellum 3 "	mmu-miR-147-5p	-0.33
Map3k7cl	ENSMUST00000026700.7	"Map3k7 C-terminal like "	mmu-miR-147-5p	-0.33
Klra1	ENSMUST00000032288.4	"killer cell lectin-like receptor, subfamily A, member 1 "	mmu-miR-147-5p	-0.33
Nae1	ENSMUST00000162466.2	"NEDD8 activating enzyme E1 subunit 1 "	mmu-miR-147-5p	-0.33
Tuba1b	ENSMUST00000077577.7	"tubulin, alpha 1B "	mmu-miR-147-5p	-0.33
Coprs	ENSMUST00000033839.7	"coordinator of PRMT5, differentiation stimulator "	mmu-miR-147-5p	-0.33
Klhl14	ENSMUST00000049105.5	"kelch-like 14 "	mmu-miR-147-5p	-0.33
Arl5a	ENSMUST00000036541.7	"ADP-ribosylation factor-like 5A "	mmu-miR-147-5p	-0.33
Ralyl	ENSMUST00000108372.2	"RALY RNA binding protein-like "	mmu-miR-147-5p	-0.33
Cep97	ENSMUST00000023270.8	"centrosomal protein 97 "	mmu-miR-147-5p	-0.33
Gm20937	ENSMUST00000189084.1	"predicted gene, 20937 "	mmu-miR-147-5p	-0.33
Gm20736	ENSMUST00000190282.1	"predicted gene, 20736 "	mmu-miR-147-5p	-0.33
Dnali1	ENSMUST00000036383.3	"dynein, axonemal, light intermediate polypeptide 1 "	mmu-miR-147-5p	-0.33
St8sia4	ENSMUST00000043336.5	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 "	mmu-miR-147-5p	-0.33
Cyp4a14	ENSMUST00000030487.2	"cytochrome P450, family 4, subfamily a, polypeptide 14 "	mmu-miR-147-5p	-0.33
Leprotl1	ENSMUST00000033910.8	"leptin receptor overlapping transcript-like 1 "	mmu-miR-147-5p	-0.32
Det1	ENSMUST00000032839.7	"de-etiolated homolog 1 (Arabidopsis) "	mmu-miR-147-5p	-0.32
Fam217a	ENSMUST00000021851.6	"family with sequence similarity 217, member A "	mmu-miR-147-5p	-0.32
Akirin1	ENSMUST00000102636.3	"akirin 1 "	mmu-miR-147-5p	-0.32
Bloc1s6	ENSMUST00000005954.8	"biogenesis of lysosomal organelles complex-1, subunit 6, pallidin "	mmu-miR-147-5p	-0.32
Herc3	ENSMUST00000041401.8	"hect domain and RLD 3 "	mmu-miR-147-5p	-0.32
Gpm6b	ENSMUST00000112235.2	"glycoprotein m6b "	mmu-miR-147-5p	-0.32
Pou4f1	ENSMUST00000053016.9	"POU domain, class 4, transcription factor 1 "	mmu-miR-147-5p	-0.32
Anxa11	ENSMUST00000022416.9	"annexin A11 "	mmu-miR-147-5p	-0.32
Gm4027	ENSMUST00000164838.2	"predicted gene 4027 "	mmu-miR-147-5p	-0.32
BB287469	ENSMUST00000110149.1	"expressed sequence BB287469 "	mmu-miR-147-5p	-0.32
Nsmce1	ENSMUST00000033006.8	"non-SMC element 1 homolog (S. cerevisiae) "	mmu-miR-147-5p	-0.32
SLY	ENSMUST00000190782.1	"Sycp3 like Y-linked  "	mmu-miR-147-5p	-0.32
SLY	ENSMUST00000186110.1	"Sycp3 like Y-linked  "	mmu-miR-147-5p	-0.32
RP24-439E13.1	ENSMUST00000189518.1		mmu-miR-147-5p	-0.32
SLY	ENSMUST00000185565.1	"Sycp3 like Y-linked  "	mmu-miR-147-5p	-0.32
SLY	ENSMUST00000188864.1	"Sycp3 like Y-linked  "	mmu-miR-147-5p	-0.32
Spata31d1b	ENSMUST00000165133.1	"spermatogenesis associated 31 subfamily D, member 1B "	mmu-miR-147-5p	-0.32
SLY	ENSMUST00000188672.1	"Sycp3 like Y-linked  "	mmu-miR-147-5p	-0.32
Fam151b	ENSMUST00000040106.7	"family with sequence similarity 151, member B "	mmu-miR-147-5p	-0.32
RP24-553N23.1	ENSMUST00000188744.1		mmu-miR-147-5p	-0.32
Sh3bgr	ENSMUST00000048770.9	"SH3-binding domain glutamic acid-rich protein "	mmu-miR-147-5p	-0.32
1700003H04Rik	ENSMUST00000180162.2	"RIKEN cDNA 1700003H04 gene "	mmu-miR-147-5p	-0.32
Gm21209	ENSMUST00000189354.1	"predicted gene, 21209 "	mmu-miR-147-5p	-0.32
Gm21518	ENSMUST00000186938.1	"predicted gene, 21518 "	mmu-miR-147-5p	-0.32
Ifna12	ENSMUST00000102806.1	"interferon alpha 12 "	mmu-miR-147-5p	-0.32
Ifitm1	ENSMUST00000106042.3	"interferon induced transmembrane protein 1 "	mmu-miR-147-5p	-0.32
SLY	ENSMUST00000186004.1	"Sycp3 like Y-linked  "	mmu-miR-147-5p	-0.32
RP24-75L3.1	ENSMUST00000185340.1	"Protein Gm21760  "	mmu-miR-147-5p	-0.32
