Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Kif2a	ENSMUST00000022204.10	"kinesin family member 2A "	mmu-miR-144-3p	-0.37
Nr2f2	ENSMUST00000032768.8	"nuclear receptor subfamily 2, group F, member 2 "	mmu-miR-144-3p	-0.37
Idh2	ENSMUST00000107384.4	"isocitrate dehydrogenase 2 (NADP+), mitochondrial "	mmu-miR-144-3p	-0.37
Arid2	ENSMUST00000096250.4	"AT rich interactive domain 2 (ARID, RFX-like) "	mmu-miR-144-3p	-0.36
9930021J03Rik	ENSMUST00000177155.2	"RIKEN cDNA 9930021J03 gene "	mmu-miR-144-3p	-0.36
Mapk6	ENSMUST00000168937.2	"mitogen-activated protein kinase 6 "	mmu-miR-144-3p	-0.36
Cdk8	ENSMUST00000031640.9	"cyclin-dependent kinase 8 "	mmu-miR-144-3p	-0.36
Kcnmb2	ENSMUST00000119970.2	"potassium large conductance calcium-activated channel, subfamily M, beta member 2 "	mmu-miR-144-3p	-0.36
Fam150b	ENSMUST00000067087.6	"family with sequence similarity 150, member B "	mmu-miR-144-3p	-0.36
Appbp2	ENSMUST00000018625.9	"amyloid beta precursor protein (cytoplasmic tail) binding protein 2 "	mmu-miR-144-3p	-0.36
Wee1	ENSMUST00000033326.8	"WEE 1 homolog 1 (S. pombe) "	mmu-miR-144-3p	-0.36
Cav2	ENSMUST00000000058.6	"caveolin 2 "	mmu-miR-144-3p	-0.35
Tmem196	ENSMUST00000058644.9	"transmembrane protein 196 "	mmu-miR-144-3p	-0.35
E2f8	ENSMUST00000058745.9	"E2F transcription factor 8 "	mmu-miR-144-3p	-0.35
App	ENSMUST00000005406.10	"amyloid beta (A4) precursor protein "	mmu-miR-144-3p	-0.35
Fbn2	ENSMUST00000025497.6	"fibrillin 2 "	mmu-miR-144-3p	-0.35
Pafah1b1	ENSMUST00000021091.9	"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1 "	mmu-miR-144-3p	-0.35
Pex11b	ENSMUST00000118557.2	"peroxisomal biogenesis factor 11 beta "	mmu-miR-144-3p	-0.34
Smoc1	ENSMUST00000110347.3	"SPARC related  modular calcium binding 1 "	mmu-miR-144-3p	-0.34
Klf12	ENSMUST00000097079.4	"Kruppel-like factor 12 "	mmu-miR-144-3p	-0.34
Tfap4	ENSMUST00000005862.7	"transcription factor AP4 "	mmu-miR-144-3p	-0.34
Mob4	ENSMUST00000162364.2	"MOB family member 4, phocein "	mmu-miR-144-3p	-0.34
Gpr85	ENSMUST00000060442.8	"G protein-coupled receptor 85 "	mmu-miR-144-3p	-0.34
Pank1	ENSMUST00000036584.6	"pantothenate kinase 1 "	mmu-miR-144-3p	-0.34
Gltscr1	ENSMUST00000094821.3	"glioma tumor suppressor candidate region gene 1 "	mmu-miR-144-3p	-0.34
1190002N15Rik	ENSMUST00000113028.1	"RIKEN cDNA 1190002N15 gene "	mmu-miR-144-3p	-0.33
Son	ENSMUST00000122302.2	"Son DNA binding protein "	mmu-miR-144-3p	-0.33
E330021D16Rik	ENSMUST00000058713.7	"RIKEN cDNA E330021D16 gene "	mmu-miR-144-3p	-0.33
Cask	ENSMUST00000115438.4	"calcium/calmodulin-dependent serine protein kinase (MAGUK family) "	mmu-miR-144-3p	-0.33
Ccne2	ENSMUST00000029866.10	"cyclin E2 "	mmu-miR-144-3p	-0.33
Fbxo32	ENSMUST00000022986.6	"F-box protein 32 "	mmu-miR-144-3p	-0.33
Abi1	ENSMUST00000140164.2	"abl-interactor 1 "	mmu-miR-144-3p	-0.33
Capza1	ENSMUST00000094028.5	"capping protein (actin filament) muscle Z-line, alpha 1 "	mmu-miR-144-3p	-0.33
Scamp1	ENSMUST00000022197.9	"secretory carrier membrane protein 1 "	mmu-miR-144-3p	-0.33
Myo1e	ENSMUST00000034745.7	"myosin IE "	mmu-miR-144-3p	-0.32
Ppp3r1	ENSMUST00000102880.4	"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I) "	mmu-miR-144-3p	-0.32
Acbd3	ENSMUST00000027780.4	"acyl-Coenzyme A binding domain containing 3 "	mmu-miR-144-3p	-0.32
Impact	ENSMUST00000025290.5	"impact, RWD domain protein "	mmu-miR-144-3p	-0.32
Chtop	ENSMUST00000107343.2	"chromatin target of PRMT1 "	mmu-miR-144-3p	-0.32
Khdrbs3	ENSMUST00000022954.6	"KH domain containing, RNA binding, signal transduction associated 3 "	mmu-miR-144-3p	-0.32
Hs2st1	ENSMUST00000043325.7	"heparan sulfate 2-O-sulfotransferase 1 "	mmu-miR-144-3p	-0.32
Fat4	ENSMUST00000061260.7	"FAT tumor suppressor homolog 4 (Drosophila) "	mmu-miR-144-3p	-0.32
Nlk	ENSMUST00000142739.2	"nemo like kinase "	mmu-miR-144-3p	-0.32
Eif5a2	ENSMUST00000060500.7	"eukaryotic translation initiation factor 5A2 "	mmu-miR-144-3p	-0.32
St18	ENSMUST00000131494.2	"suppression of tumorigenicity 18 "	mmu-miR-144-3p	-0.32
Senp7	ENSMUST00000089362.3	"SUMO1/sentrin specific peptidase 7 "	mmu-miR-144-3p	-0.32
Rgs17	ENSMUST00000131996.2	"regulator of G-protein signaling 17 "	mmu-miR-144-3p	-0.32
Cadm2	ENSMUST00000114292.2	"cell adhesion molecule 2 "	mmu-miR-144-3p	-0.31
Fndc3a	ENSMUST00000089017.6	"fibronectin type III domain containing 3A "	mmu-miR-144-3p	-0.31
Ikzf4	ENSMUST00000133342.2	"IKAROS family zinc finger 4 "	mmu-miR-144-3p	-0.31
Marcks	ENSMUST00000092584.5	"myristoylated alanine rich protein kinase C substrate "	mmu-miR-144-3p	-0.31
Dcbld2	ENSMUST00000046663.7	"discoidin, CUB and LCCL domain containing 2 "	mmu-miR-144-3p	-0.31
Flrt3	ENSMUST00000110057.2	"fibronectin leucine rich transmembrane protein 3 "	mmu-miR-144-3p	-0.31
Zfp800	ENSMUST00000115320.2	"zinc finger protein 800 "	mmu-miR-144-3p	-0.31
Ptgs2	ENSMUST00000035065.8	"prostaglandin-endoperoxide synthase 2 "	mmu-miR-144-3p	-0.31
Fst	ENSMUST00000022287.5	"follistatin "	mmu-miR-144-3p	-0.31
Tbx1	ENSMUST00000009241.5	"T-box 1 "	mmu-miR-144-3p	-0.31
Epb4.1l2	ENSMUST00000053748.9	"erythrocyte protein band 4.1-like 2 "	mmu-miR-144-3p	-0.30
Rin2	ENSMUST00000110005.2	"Ras and Rab interactor 2 "	mmu-miR-144-3p	-0.30
Map7d1	ENSMUST00000122129.2	"MAP7 domain containing 1 "	mmu-miR-144-3p	-0.30
Srsf10	ENSMUST00000126641.1	"serine/arginine-rich splicing factor 10 "	mmu-miR-144-3p	-0.30
Sucla2	ENSMUST00000160507.2	"succinate-Coenzyme A ligase, ADP-forming, beta subunit "	mmu-miR-144-3p	-0.30
Slc25a3	ENSMUST00000076694.7	"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3 "	mmu-miR-144-3p	-0.30
Nln	ENSMUST00000109315.3	"neurolysin (metallopeptidase M3 family) "	mmu-miR-144-3p	-0.30
Htra3	ENSMUST00000087629.4	"HtrA serine peptidase 3 "	mmu-miR-144-3p	-0.30
Ahdc1	ENSMUST00000105916.2	"AT hook, DNA binding motif, containing 1 "	mmu-miR-144-3p	-0.30
Dpy30	ENSMUST00000164832.2	"dpy-30 homolog (C. elegans) "	mmu-miR-144-3p	-0.30
Ss18	ENSMUST00000040964.7	"synovial sarcoma translocation, Chromosome 18 "	mmu-miR-144-3p	-0.29
Ets1	ENSMUST00000184887.1	"E26 avian leukemia oncogene 1, 5' domain "	mmu-miR-144-3p	-0.29
Map3k8	ENSMUST00000025078.3	"mitogen-activated protein kinase kinase kinase 8 "	mmu-miR-144-3p	-0.29
Celf2	ENSMUST00000170438.2	"CUGBP, Elav-like family member 2 "	mmu-miR-144-3p	-0.29
Tjp1	ENSMUST00000102592.4	"tight junction protein 1 "	mmu-miR-144-3p	-0.29
Cbx4	ENSMUST00000026665.7	"chromobox 4 "	mmu-miR-144-3p	-0.29
Fam193b	ENSMUST00000021957.6	"family with sequence similarity 193, member B "	mmu-miR-144-3p	-0.29
March3	ENSMUST00000035278.6	"membrane-associated ring finger (C3HC4) 3 "	mmu-miR-144-3p	-0.29
Aldh1a3	ENSMUST00000015278.8	"aldehyde dehydrogenase family 1, subfamily A3 "	mmu-miR-144-3p	-0.29
Usp42	ENSMUST00000053287.5	"ubiquitin specific peptidase 42 "	mmu-miR-144-3p	-0.29
Sec24b	ENSMUST00000001079.9	"Sec24 related gene family, member B (S. cerevisiae) "	mmu-miR-144-3p	-0.29
Ptpn12	ENSMUST00000030556.7	"protein tyrosine phosphatase, non-receptor type 12 "	mmu-miR-144-3p	-0.28
Rnpc3	ENSMUST00000092154.4	"RNA-binding region (RNP1, RRM) containing 3 "	mmu-miR-144-3p	-0.28
Dr1	ENSMUST00000031190.4	"down-regulator of transcription 1 "	mmu-miR-144-3p	-0.28
Gata3	ENSMUST00000102976.3	"GATA binding protein 3 "	mmu-miR-144-3p	-0.28
Zbtb18	ENSMUST00000094276.3	"zinc finger and BTB domain containing 18 "	mmu-miR-144-3p	-0.28
Ebf1	ENSMUST00000081265.6	"early B cell factor 1 "	mmu-miR-144-3p	-0.28
1700008O03Rik	ENSMUST00000107933.2	"RIKEN cDNA 1700008O03 gene "	mmu-miR-144-3p	-0.28
Khdrbs2	ENSMUST00000027226.6	"KH domain containing, RNA binding, signal transduction associated 2 "	mmu-miR-144-3p	-0.28
Ppp2r2a	ENSMUST00000089230.5	"protein phosphatase 2, regulatory subunit B, alpha "	mmu-miR-144-3p	-0.27
Ngfrap1	ENSMUST00000178632.2	"nerve growth factor receptor (TNFRSF16) associated protein 1 "	mmu-miR-144-3p	-0.27
Mtpn	ENSMUST00000031866.5	"myotrophin "	mmu-miR-144-3p	-0.27
Pim1	ENSMUST00000024811.7	"proviral integration site 1 "	mmu-miR-144-3p	-0.27
Pcsk5	ENSMUST00000050715.8	"proprotein convertase subtilisin/kexin type 5 "	mmu-miR-144-3p	-0.27
Wtap	ENSMUST00000159986.2	"Wilms tumour 1-associating protein "	mmu-miR-144-3p	-0.27
Gclc	ENSMUST00000034905.8	"glutamate-cysteine ligase, catalytic subunit "	mmu-miR-144-3p	-0.27
Eml1	ENSMUST00000054955.8	"echinoderm microtubule associated protein like 1 "	mmu-miR-144-3p	-0.27
Efna2	ENSMUST00000003154.6	"ephrin A2 "	mmu-miR-144-3p	-0.26
Gm20521	ENSMUST00000134077.1	"predicted gene 20521 "	mmu-miR-144-3p	-0.26
Plekhg1	ENSMUST00000120274.2	"pleckstrin homology domain containing, family G (with RhoGef domain) member 1 "	mmu-miR-144-3p	-0.26
BC005537	ENSMUST00000019276.5	"cDNA sequence BC005537 "	mmu-miR-144-3p	-0.26
Ptp4a1	ENSMUST00000027232.8	"protein tyrosine phosphatase 4a1 "	mmu-miR-144-3p	-0.26
Arid4b	ENSMUST00000039538.9	"AT rich interactive domain 4B (RBP1-like) "	mmu-miR-144-3p	-0.25
Srek1	ENSMUST00000074616.5	"splicing regulatory glutamine/lysine-rich protein 1 "	mmu-miR-144-3p	-0.25
Itsn2	ENSMUST00000062580.7	"intersectin 2 "	mmu-miR-144-3p	-0.25
Cyth3	ENSMUST00000116456.4	"cytohesin 3 "	mmu-miR-144-3p	-0.25
8430419L09Rik	ENSMUST00000111915.2	"RIKEN cDNA 8430419L09 gene "	mmu-miR-144-3p	-0.25
Cdc42ep3	ENSMUST00000068958.7	"CDC42 effector protein (Rho GTPase binding) 3 "	mmu-miR-144-3p	-0.25
Uck2	ENSMUST00000027839.8	"uridine-cytidine kinase 2 "	mmu-miR-144-3p	-0.25
Nptx1	ENSMUST00000026670.4	"neuronal pentraxin 1 "	mmu-miR-144-3p	-0.25
Kitl	ENSMUST00000105283.2	"kit ligand "	mmu-miR-144-3p	-0.25
Bbc3	ENSMUST00000002152.7	"BCL2 binding component 3 "	mmu-miR-144-3p	-0.25
Trappc8	ENSMUST00000025177.7	"trafficking protein particle complex 8 "	mmu-miR-144-3p	-0.25
Ube2w	ENSMUST00000117146.2	"ubiquitin-conjugating enzyme E2W (putative) "	mmu-miR-144-3p	-0.25
Gnpda2	ENSMUST00000031117.7	"glucosamine-6-phosphate deaminase 2 "	mmu-miR-144-3p	-0.25
Als2	ENSMUST00000027178.7	"amyotrophic lateral sclerosis 2 (juvenile) "	mmu-miR-144-3p	-0.25
Abhd17b	ENSMUST00000052556.3	"abhydrolase domain containing 17B "	mmu-miR-144-3p	-0.25
Pld5	ENSMUST00000065967.8	"phospholipase D family, member 5 "	mmu-miR-144-3p	-0.25
Megf9	ENSMUST00000107359.3	"multiple EGF-like-domains 9 "	mmu-miR-144-3p	-0.25
Gnai3	ENSMUST00000000001.4	"guanine nucleotide binding protein (G protein), alpha inhibiting 3 "	mmu-miR-144-3p	-0.25
Pde7b	ENSMUST00000020165.8	"phosphodiesterase 7B "	mmu-miR-144-3p	-0.25
Lingo2	ENSMUST00000164772.2	"leucine rich repeat and Ig domain containing 2 "	mmu-miR-144-3p	-0.25
Hdgfrp3	ENSMUST00000107305.2	"hepatoma-derived growth factor, related protein 3 "	mmu-miR-144-3p	-0.25
Strn3	ENSMUST00000013130.9	"striatin, calmodulin binding protein 3 "	mmu-miR-144-3p	-0.24
Slc20a2	ENSMUST00000067786.7	"solute carrier family 20, member 2 "	mmu-miR-144-3p	-0.24
Gad1	ENSMUST00000094934.5	"glutamate decarboxylase 1 "	mmu-miR-144-3p	-0.24
Phlda1	ENSMUST00000164773.1	"pleckstrin homology-like domain, family A, member 1 "	mmu-miR-144-3p	-0.24
Map3k4	ENSMUST00000089058.5	"mitogen-activated protein kinase kinase kinase 4 "	mmu-miR-144-3p	-0.24
Map4k3	ENSMUST00000112389.3	"mitogen-activated protein kinase kinase kinase kinase 3 "	mmu-miR-144-3p	-0.24
Tshz3	ENSMUST00000021641.7	"teashirt zinc finger family member 3 "	mmu-miR-144-3p	-0.24
Slain2	ENSMUST00000144843.2	"SLAIN motif family, member 2 "	mmu-miR-144-3p	-0.24
Sap30l	ENSMUST00000020826.5	"SAP30-like "	mmu-miR-144-3p	-0.24
Zfp36l2	ENSMUST00000060366.6	"zinc finger protein 36, C3H type-like 2 "	mmu-miR-144-3p	-0.24
Ezh2	ENSMUST00000081721.7	"enhancer of zeste homolog 2 (Drosophila) "	mmu-miR-144-3p	-0.24
Msi1	ENSMUST00000150779.2	"musashi RNA-binding protein 1 "	mmu-miR-144-3p	-0.24
Fam196a	ENSMUST00000171394.1	"family with sequence similarity 196, member A "	mmu-miR-144-3p	-0.24
Id4	ENSMUST00000021810.1	"inhibitor of DNA binding 4 "	mmu-miR-144-3p	-0.24
Vps4b	ENSMUST00000094646.5	"vacuolar protein sorting 4b (yeast) "	mmu-miR-144-3p	-0.24
Ncoa7	ENSMUST00000092610.5	"nuclear receptor coactivator 7 "	mmu-miR-144-3p	-0.23
Trib1	ENSMUST00000067543.6	"tribbles homolog 1 (Drosophila) "	mmu-miR-144-3p	-0.23
Get4	ENSMUST00000026976.6	"golgi to ER traffic protein 4 homolog (S. cerevisiae) "	mmu-miR-144-3p	-0.23
Fgfr1op	ENSMUST00000097419.4	"Fgfr1 oncogene partner "	mmu-miR-144-3p	-0.23
Rnf111	ENSMUST00000034739.6	"ring finger 111 "	mmu-miR-144-3p	-0.23
Ccdc85a	ENSMUST00000093253.4	"coiled-coil domain containing 85A "	mmu-miR-144-3p	-0.23
Filip1l	ENSMUST00000159816.2	"filamin A interacting protein 1-like "	mmu-miR-144-3p	-0.23
Bmpr1b	ENSMUST00000029948.9	"bone morphogenetic protein receptor, type 1B "	mmu-miR-144-3p	-0.23
Tnpo1	ENSMUST00000109399.3	"transportin 1 "	mmu-miR-144-3p	-0.23
Mgrn1	ENSMUST00000070658.9	"mahogunin, ring finger 1 "	mmu-miR-144-3p	-0.23
Pptc7	ENSMUST00000053426.9	"PTC7 protein phosphatase homolog (S. cerevisiae) "	mmu-miR-144-3p	-0.23
Acbd5	ENSMUST00000028121.8	"acyl-Coenzyme A binding domain containing 5 "	mmu-miR-144-3p	-0.23
Meis1	ENSMUST00000144988.2	"Meis homeobox 1 "	mmu-miR-144-3p	-0.23
Cav3	ENSMUST00000075477.6	"caveolin 3 "	mmu-miR-144-3p	-0.23
Hsp90aa1	ENSMUST00000094361.5	"heat shock protein 90, alpha (cytosolic), class A member 1 "	mmu-miR-144-3p	-0.23
Cdh11	ENSMUST00000075190.3	"cadherin 11 "	mmu-miR-144-3p	-0.23
Gdf10	ENSMUST00000168727.1	"growth differentiation factor 10 "	mmu-miR-144-3p	-0.23
Lhx1	ENSMUST00000018842.8	"LIM homeobox protein 1 "	mmu-miR-144-3p	-0.23
Stard8	ENSMUST00000036606.8	"START domain containing 8 "	mmu-miR-144-3p	-0.23
Prickle1	ENSMUST00000048982.5	"prickle homolog 1 (Drosophila) "	mmu-miR-144-3p	-0.23
Otud7a	ENSMUST00000058476.8	"OTU domain containing 7A "	mmu-miR-144-3p	-0.22
Hdhd2	ENSMUST00000150990.2	"haloacid dehalogenase-like hydrolase domain containing 2 "	mmu-miR-144-3p	-0.22
Cds1	ENSMUST00000031273.8	"CDP-diacylglycerol synthase 1 "	mmu-miR-144-3p	-0.22
Rorb	ENSMUST00000040153.9	"RAR-related orphan receptor beta "	mmu-miR-144-3p	-0.22
Sec24a	ENSMUST00000109097.3	"Sec24 related gene family, member A (S. cerevisiae) "	mmu-miR-144-3p	-0.22
Mtmr2	ENSMUST00000034396.8	"myotubularin related protein 2 "	mmu-miR-144-3p	-0.22
Trpc7	ENSMUST00000022023.7	"transient receptor potential cation channel, subfamily C, member 7 "	mmu-miR-144-3p	-0.22
Atxn1	ENSMUST00000180110.2	"ataxin 1 "	mmu-miR-144-3p	-0.22
Ankrd12	ENSMUST00000038116.6	"ankyrin repeat domain 12 "	mmu-miR-144-3p	-0.22
Sin3a	ENSMUST00000167715.2	"transcriptional regulator, SIN3A (yeast) "	mmu-miR-144-3p	-0.22
Cdc14a	ENSMUST00000090464.5	"CDC14 cell division cycle 14A "	mmu-miR-144-3p	-0.22
Nek7	ENSMUST00000186017.1	"NIMA (never in mitosis gene a)-related expressed kinase 7 "	mmu-miR-144-3p	-0.22
Rnf139	ENSMUST00000036904.6	"ring finger protein 139 "	mmu-miR-144-3p	-0.22
Calcrl	ENSMUST00000074262.3	"calcitonin receptor-like "	mmu-miR-144-3p	-0.22
Zbtb34	ENSMUST00000113158.2	"zinc finger and BTB domain containing 34 "	mmu-miR-144-3p	-0.22
Hsf2	ENSMUST00000079833.4	"heat shock factor 2 "	mmu-miR-144-3p	-0.22
Gltscr1l	ENSMUST00000040624.5	"GLTSCR1-like "	mmu-miR-144-3p	-0.22
Cyb5b	ENSMUST00000034400.3	"cytochrome b5 type B "	mmu-miR-144-3p	-0.22
Depdc1b	ENSMUST00000051594.6	"DEP domain containing 1B "	mmu-miR-144-3p	-0.22
Man1c1	ENSMUST00000054096.7	"mannosidase, alpha, class 1C, member 1 "	mmu-miR-144-3p	-0.22
Zeb1	ENSMUST00000025081.6	"zinc finger E-box binding homeobox 1 "	mmu-miR-144-3p	-0.22
Emp2	ENSMUST00000078357.4	"epithelial membrane protein 2 "	mmu-miR-144-3p	-0.22
Golga7	ENSMUST00000121783.2	"golgi autoantigen, golgin subfamily a, 7 "	mmu-miR-144-3p	-0.22
Dlg5	ENSMUST00000073687.7	"discs, large homolog 5 (Drosophila) "	mmu-miR-144-3p	-0.22
Eif5	ENSMUST00000166123.2	"eukaryotic translation initiation factor 5 "	mmu-miR-144-3p	-0.22
