Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Nmd3	ENSMUST00000029358.9	"NMD3 homolog (S. cerevisiae) "	mmu-miR-300-3p	-0.50
S100b	ENSMUST00000036387.7	"S100 protein, beta polypeptide, neural "	mmu-miR-300-3p	-0.49
Ppp1r14d	ENSMUST00000076084.5	"protein phosphatase 1, regulatory (inhibitor) subunit 14D "	mmu-miR-300-3p	-0.49
Sumo2	ENSMUST00000121185.2	"SMT3 suppressor of mif two 3 homolog 2 (yeast) "	mmu-miR-300-3p	-0.49
Kera	ENSMUST00000105286.2	"keratocan "	mmu-miR-300-3p	-0.49
Gm9376	ENSMUST00000171107.1	"predicted gene 9376 "	mmu-miR-300-3p	-0.47
B230307C23Rik	ENSMUST00000122450.2	"RIKEN cDNA B230307C23 gene "	mmu-miR-300-3p	-0.47
Gm8300	ENSMUST00000110152.2	"predicted gene 8300 "	mmu-miR-300-3p	-0.46
Tmem243	ENSMUST00000115365.1	"transmembrane protein 243, mitochondrial "	mmu-miR-300-3p	-0.46
Ldb2	ENSMUST00000070748.5	"LIM domain binding 2 "	mmu-miR-300-3p	-0.46
RP24-447G12.2	ENSMUST00000188317.1		mmu-miR-300-3p	-0.46
Tmsb15l	ENSMUST00000127404.2	"thymosin beta 15b like "	mmu-miR-300-3p	-0.46
Gadd45b	ENSMUST00000015456.8	"growth arrest and DNA-damage-inducible 45 beta "	mmu-miR-300-3p	-0.46
1700031F05Rik	ENSMUST00000048061.7	"RIKEN cDNA 1700031F05 gene "	mmu-miR-300-3p	-0.46
Lemd1	ENSMUST00000188169.1	"LEM domain containing 1 "	mmu-miR-300-3p	-0.45
Gm4027	ENSMUST00000164838.2	"predicted gene 4027 "	mmu-miR-300-3p	-0.45
BB287469	ENSMUST00000110149.1	"expressed sequence BB287469 "	mmu-miR-300-3p	-0.45
Dcun1d1	ENSMUST00000178098.2	"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae) "	mmu-miR-300-3p	-0.45
Tdo2	ENSMUST00000029645.8	"tryptophan 2,3-dioxygenase "	mmu-miR-300-3p	-0.44
Gcsam	ENSMUST00000023339.4	"germinal center associated, signaling and motility "	mmu-miR-300-3p	-0.44
Cxcl12	ENSMUST00000112866.2	"chemokine (C-X-C motif) ligand 12 "	mmu-miR-300-3p	-0.44
Ak7	ENSMUST00000040876.5	"adenylate kinase 7 "	mmu-miR-300-3p	-0.44
Rnase9	ENSMUST00000064214.3	"ribonuclease, RNase A family, 9 (non-active) "	mmu-miR-300-3p	-0.43
Orc3	ENSMUST00000048706.4	"origin recognition complex, subunit 3 "	mmu-miR-300-3p	-0.43
Syt11	ENSMUST00000107503.2	"synaptotagmin XI "	mmu-miR-300-3p	-0.43
Zfand6	ENSMUST00000178385.2	"zinc finger, AN1-type domain 6 "	mmu-miR-300-3p	-0.43
Tbca	ENSMUST00000046644.5	"tubulin cofactor A "	mmu-miR-300-3p	-0.43
Cxcl13	ENSMUST00000023840.5	"chemokine (C-X-C motif) ligand 13 "	mmu-miR-300-3p	-0.43
Ppp2r2d	ENSMUST00000041097.7	"protein phosphatase 2, regulatory subunit B, delta "	mmu-miR-300-3p	-0.42
Gnpda2	ENSMUST00000031117.7	"glucosamine-6-phosphate deaminase 2 "	mmu-miR-300-3p	-0.42
Coq2	ENSMUST00000031262.7	"coenzyme Q2 homolog, prenyltransferase (yeast) "	mmu-miR-300-3p	-0.41
Krcc1	ENSMUST00000168700.2	"lysine-rich coiled-coil 1 "	mmu-miR-300-3p	-0.41
Rp2h	ENSMUST00000033372.7	"retinitis pigmentosa 2 homolog (human) "	mmu-miR-300-3p	-0.41
Klhl20	ENSMUST00000111611.2	"kelch-like 20 "	mmu-miR-300-3p	-0.41
Ubc	ENSMUST00000136312.1	"ubiquitin C "	mmu-miR-300-3p	-0.40
H3f3b	ENSMUST00000106454.2	"H3 histone, family 3B "	mmu-miR-300-3p	-0.40
Lars	ENSMUST00000097590.3	"leucyl-tRNA synthetase "	mmu-miR-300-3p	-0.40
Tinf2	ENSMUST00000007733.6	"Terf1 (TRF1)-interacting nuclear factor 2 "	mmu-miR-300-3p	-0.40
Il13ra1	ENSMUST00000033418.7	"interleukin 13 receptor, alpha 1 "	mmu-miR-300-3p	-0.39
Slco1a6	ENSMUST00000111827.3	"solute carrier organic anion transporter family, member 1a6 "	mmu-miR-300-3p	-0.39
Iqcc	ENSMUST00000121442.1	"IQ motif containing C "	mmu-miR-300-3p	-0.39
Olfr212	ENSMUST00000075756.2	"olfactory receptor 212 "	mmu-miR-300-3p	-0.39
Itgb2	ENSMUST00000000299.8	"integrin beta 2 "	mmu-miR-300-3p	-0.39
Srfbp1	ENSMUST00000025406.7	"serum response factor binding protein 1 "	mmu-miR-300-3p	-0.39
Gmnc	ENSMUST00000089832.4	"geminin coiled-coil domain containing "	mmu-miR-300-3p	-0.39
Ran	ENSMUST00000031383.8	"RAN, member RAS oncogene family "	mmu-miR-300-3p	-0.38
Gnpnat1	ENSMUST00000046191.7	"glucosamine-phosphate N-acetyltransferase 1 "	mmu-miR-300-3p	-0.38
Syvn1	ENSMUST00000138532.2	"synovial apoptosis inhibitor 1, synoviolin "	mmu-miR-300-3p	-0.38
Tspan7	ENSMUST00000115526.1	"tetraspanin 7 "	mmu-miR-300-3p	-0.38
Mapk8	ENSMUST00000111945.3	"mitogen-activated protein kinase 8 "	mmu-miR-300-3p	-0.38
2210010C04Rik	ENSMUST00000031931.5	"RIKEN cDNA 2210010C04 gene "	mmu-miR-300-3p	-0.38
Il17a	ENSMUST00000027061.4	"interleukin 17A "	mmu-miR-300-3p	-0.38
Ceacam10	ENSMUST00000038069.7	"carcinoembryonic antigen-related cell adhesion molecule 10 "	mmu-miR-300-3p	-0.38
Slc30a5	ENSMUST00000067246.4	"solute carrier family 30 (zinc transporter), member 5 "	mmu-miR-300-3p	-0.38
Stc1	ENSMUST00000014957.8	"stanniocalcin 1 "	mmu-miR-300-3p	-0.37
Ivns1abp	ENSMUST00000023918.7	"influenza virus NS1A binding protein "	mmu-miR-300-3p	-0.37
Chordc1	ENSMUST00000001825.7	"cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1 "	mmu-miR-300-3p	-0.37
1700106J16Rik	ENSMUST00000037268.5	"RIKEN cDNA 1700106J16 gene "	mmu-miR-300-3p	-0.36
Htr3a	ENSMUST00000003826.7	"5-hydroxytryptamine (serotonin) receptor 3A "	mmu-miR-300-3p	-0.36
Zfp160	ENSMUST00000088811.5	"zinc finger protein 160 "	mmu-miR-300-3p	-0.36
Gm10010	ENSMUST00000071101.6	"predicted gene 10010 "	mmu-miR-300-3p	-0.36
Gstt1	ENSMUST00000001713.4	"glutathione S-transferase, theta 1 "	mmu-miR-300-3p	-0.36
Taldo1	ENSMUST00000026576.4	"transaldolase 1 "	mmu-miR-300-3p	-0.36
Nck2	ENSMUST00000086421.5	"non-catalytic region of tyrosine kinase adaptor protein 2 "	mmu-miR-300-3p	-0.36
BC005624	ENSMUST00000028205.8	"cDNA sequence BC005624 "	mmu-miR-300-3p	-0.36
Rnd2	ENSMUST00000001347.6	"Rho family GTPase 2 "	mmu-miR-300-3p	-0.35
Tfam	ENSMUST00000092430.5	"transcription factor A, mitochondrial "	mmu-miR-300-3p	-0.35
Bmi1	ENSMUST00000028071.7	"Bmi1 polycomb ring finger oncogene "	mmu-miR-300-3p	-0.35
Cldn8	ENSMUST00000049697.4	"claudin 8 "	mmu-miR-300-3p	-0.35
Otoa	ENSMUST00000047025.9	"otoancorin "	mmu-miR-300-3p	-0.35
Ctps	ENSMUST00000030381.7	"cytidine 5'-triphosphate synthase "	mmu-miR-300-3p	-0.35
Dnajc25	ENSMUST00000095070.3	"DnaJ (Hsp40) homolog, subfamily C, member 25 "	mmu-miR-300-3p	-0.35
Snrpa1	ENSMUST00000153609.2	"small nuclear ribonucleoprotein polypeptide A' "	mmu-miR-300-3p	-0.35
Hiat1	ENSMUST00000029570.6	"hippocampus abundant gene transcript 1 "	mmu-miR-300-3p	-0.35
Cdk5r1	ENSMUST00000053413.11	"cyclin-dependent kinase 5, regulatory subunit 1 (p35) "	mmu-miR-300-3p	-0.35
4930455H04Rik	ENSMUST00000117592.1	"RIKEN cDNA 4930455H04 gene "	mmu-miR-300-3p	-0.35
Supt7l	ENSMUST00000065388.5	"suppressor of Ty 7-like "	mmu-miR-300-3p	-0.34
Pyy	ENSMUST00000177304.2	"peptide YY "	mmu-miR-300-3p	-0.34
Krtap11-1	ENSMUST00000171542.1	"keratin associated protein 11-1 "	mmu-miR-300-3p	-0.34
Ly6g5b	ENSMUST00000172854.1	"lymphocyte antigen 6 complex, locus G5B "	mmu-miR-300-3p	-0.34
Ankrd1	ENSMUST00000025718.8	"ankyrin repeat domain 1 (cardiac muscle) "	mmu-miR-300-3p	-0.34
Gm6878	ENSMUST00000100448.2	"predicted gene 6878 "	mmu-miR-300-3p	-0.34
Kcnj16	ENSMUST00000106636.2	"potassium inwardly-rectifying channel, subfamily J, member 16 "	mmu-miR-300-3p	-0.34
Gp2	ENSMUST00000033255.5	"glycoprotein 2 (zymogen granule membrane) "	mmu-miR-300-3p	-0.33
Tmsb4x	ENSMUST00000112172.3	"thymosin, beta 4, X chromosome "	mmu-miR-300-3p	-0.33
Nxt2	ENSMUST00000112916.3	"nuclear transport factor 2-like export factor 2 "	mmu-miR-300-3p	-0.33
Ccr1	ENSMUST00000026911.4	"chemokine (C-C motif) receptor 1 "	mmu-miR-300-3p	-0.33
Cox17	ENSMUST00000120495.1	"cytochrome c oxidase assembly protein 17 "	mmu-miR-300-3p	-0.33
Hist2h2be	ENSMUST00000090781.7	"histone cluster 2, H2be "	mmu-miR-300-3p	-0.33
Htr1b	ENSMUST00000183482.1	"5-hydroxytryptamine (serotonin) receptor 1B "	mmu-miR-300-3p	-0.33
Myo19	ENSMUST00000093969.5	"myosin XIX "	mmu-miR-300-3p	-0.32
Gm10033	ENSMUST00000072427.4	"predicted gene 10033 "	mmu-miR-300-3p	-0.32
Mknk1	ENSMUST00000019677.6	"MAP kinase-interacting serine/threonine kinase 1 "	mmu-miR-300-3p	-0.32
Sirt3	ENSMUST00000106048.4	"sirtuin 3 "	mmu-miR-300-3p	-0.32
Repin1	ENSMUST00000118229.1	"replication initiator 1 "	mmu-miR-300-3p	-0.32
Mbnl2	ENSMUST00000088419.7	"muscleblind-like 2 "	mmu-miR-300-3p	-0.32
1700125H20Rik	ENSMUST00000100681.2	"RIKEN cDNA 1700125H20 gene "	mmu-miR-300-3p	-0.32
1700123I01Rik	ENSMUST00000113528.1	"RIKEN cDNA 1700123I01 gene "	mmu-miR-300-3p	-0.32
Tmem8c	ENSMUST00000009358.3	"transmembrane protein 8C "	mmu-miR-300-3p	-0.31
Tbl2	ENSMUST00000153183.2	"transducin (beta)-like 2 "	mmu-miR-300-3p	-0.31
Cx3cl1	ENSMUST00000034230.5	"chemokine (C-X3-C motif) ligand 1 "	mmu-miR-300-3p	-0.31
Rgs7	ENSMUST00000027812.5	"regulator of G protein signaling 7 "	mmu-miR-300-3p	-0.31
9330159F19Rik	ENSMUST00000092627.4	"RIKEN cDNA 9330159F19 gene "	mmu-miR-300-3p	-0.31
Sbno1	ENSMUST00000065263.6	"sno, strawberry notch homolog 1 (Drosophila) "	mmu-miR-300-3p	-0.31
B230219D22Rik	ENSMUST00000057844.8	"RIKEN cDNA B230219D22 gene "	mmu-miR-300-3p	-0.31
Smarca1	ENSMUST00000088973.5	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 "	mmu-miR-300-3p	-0.31
Arl8b	ENSMUST00000032196.6	"ADP-ribosylation factor-like 8B "	mmu-miR-300-3p	-0.31
Card11	ENSMUST00000085786.5	"caspase recruitment domain family, member 11 "	mmu-miR-300-3p	-0.31
Dscc1	ENSMUST00000023059.7	"defective in sister chromatid cohesion 1 homolog (S. cerevisiae) "	mmu-miR-300-3p	-0.31
Zfp46	ENSMUST00000069195.4	"zinc finger protein 46 "	mmu-miR-300-3p	-0.31
Zfp120	ENSMUST00000109931.2	"zinc finger protein 120 "	mmu-miR-300-3p	-0.31
Nelfb	ENSMUST00000059849.9	"negative elongation factor complex member B, Cobra1 "	mmu-miR-300-3p	-0.30
Tmem263	ENSMUST00000095383.4	"transmembrane protein 263 "	mmu-miR-300-3p	-0.30
Sprr2i	ENSMUST00000047264.2	"small proline-rich protein 2I "	mmu-miR-300-3p	-0.30
Wdr6	ENSMUST00000068700.5	"WD repeat domain 6 "	mmu-miR-300-3p	-0.30
Fam122c	ENSMUST00000186314.1	"family with sequence similarity 122, member C "	mmu-miR-300-3p	-0.30
Itm2c	ENSMUST00000027425.10	"integral membrane protein 2C "	mmu-miR-300-3p	-0.30
Slc35d1	ENSMUST00000150285.2	"solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1 "	mmu-miR-300-3p	-0.30
4933416C03Rik	ENSMUST00000099261.2	"RIKEN cDNA 4933416C03 gene "	mmu-miR-300-3p	-0.30
Gpcpd1	ENSMUST00000110136.2	"glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae) "	mmu-miR-300-3p	-0.29
Tmem177	ENSMUST00000037906.5	"transmembrane protein 177 "	mmu-miR-300-3p	-0.29
Cenpq	ENSMUST00000087114.3	"centromere protein Q "	mmu-miR-300-3p	-0.29
Paip2	ENSMUST00000041314.9	"polyadenylate-binding protein-interacting protein 2 "	mmu-miR-300-3p	-0.29
Gchfr	ENSMUST00000057454.3	"GTP cyclohydrolase I feedback regulator "	mmu-miR-300-3p	-0.29
Cmtm3	ENSMUST00000034343.4	"CKLF-like MARVEL transmembrane domain containing 3 "	mmu-miR-300-3p	-0.29
Phf6	ENSMUST00000078944.7	"PHD finger protein 6 "	mmu-miR-300-3p	-0.29
Ear6	ENSMUST00000074477.6	"eosinophil-associated, ribonuclease A family, member 6 "	mmu-miR-300-3p	-0.29
Ppp1r2	ENSMUST00000060188.8	"protein phosphatase 1, regulatory (inhibitor) subunit 2 "	mmu-miR-300-3p	-0.29
Muc19	ENSMUST00000178108.1	"mucin 19 "	mmu-miR-300-3p	-0.29
Padi4	ENSMUST00000026381.6	"peptidyl arginine deiminase, type IV "	mmu-miR-300-3p	-0.29
Cd247	ENSMUST00000005907.6	"CD247 antigen "	mmu-miR-300-3p	-0.29
Cnpy1	ENSMUST00000118882.1	"canopy 1 homolog (zebrafish) "	mmu-miR-300-3p	-0.29
Ccpg1	ENSMUST00000037977.9	"cell cycle progression 1 "	mmu-miR-300-3p	-0.29
Ttc14	ENSMUST00000099153.4	"tetratricopeptide repeat domain 14 "	mmu-miR-300-3p	-0.29
Nts	ENSMUST00000020040.3	"neurotensin "	mmu-miR-300-3p	-0.28
Cyp4x1	ENSMUST00000106545.2	"cytochrome P450, family 4, subfamily x, polypeptide 1 "	mmu-miR-300-3p	-0.28
Mtpn	ENSMUST00000031866.5	"myotrophin "	mmu-miR-300-3p	-0.28
Gm9732	ENSMUST00000163912.1	"predicted gene 9732 "	mmu-miR-300-3p	-0.28
Gm4924	ENSMUST00000165906.1	"predicted gene 4924 "	mmu-miR-300-3p	-0.28
Krtap3-1	ENSMUST00000055502.4	"keratin associated protein 3-1 "	mmu-miR-300-3p	-0.28
Cers6	ENSMUST00000028426.3	"ceramide synthase 6 "	mmu-miR-300-3p	-0.28
1700011A15Rik	ENSMUST00000023781.7	"RIKEN cDNA 1700011A15 gene "	mmu-miR-300-3p	-0.28
Stra13	ENSMUST00000106154.2	"stimulated by retinoic acid 13 "	mmu-miR-300-3p	-0.28
Tpm4	ENSMUST00000003575.9	"tropomyosin 4 "	mmu-miR-300-3p	-0.28
Gm9956	ENSMUST00000067972.4	"predicted gene 9956 "	mmu-miR-300-3p	-0.28
Gm8975	ENSMUST00000156818.1	"predicted gene 8975 "	mmu-miR-300-3p	-0.28
Rrs1	ENSMUST00000072079.8	"RRS1 ribosome biogenesis regulator homolog (S. cerevisiae) "	mmu-miR-300-3p	-0.28
A230083G16Rik	ENSMUST00000069553.2	"RIKEN cDNA A230083G16 gene "	mmu-miR-300-3p	-0.28
Cdkn1b	ENSMUST00000067327.5	"cyclin-dependent kinase inhibitor 1B "	mmu-miR-300-3p	-0.28
Gm12258	ENSMUST00000139337.2	"predicted gene 12258 "	mmu-miR-300-3p	-0.28
Nmnat1	ENSMUST00000119921.2	"nicotinamide nucleotide adenylyltransferase 1 "	mmu-miR-300-3p	-0.28
Olfr389	ENSMUST00000122224.2	"olfactory receptor 389 "	mmu-miR-300-3p	-0.28
Pcdhb19	ENSMUST00000059571.5	"protocadherin beta 19 "	mmu-miR-300-3p	-0.28
Capn2	ENSMUST00000068505.8	"calpain 2 "	mmu-miR-300-3p	-0.28
Cd5l	ENSMUST00000015998.6	"CD5 antigen-like "	mmu-miR-300-3p	-0.28
Frrs1l	ENSMUST00000053681.5	"ferric-chelate reductase 1 like "	mmu-miR-300-3p	-0.28
Slc30a6	ENSMUST00000179074.2	"solute carrier family 30 (zinc transporter), member 6 "	mmu-miR-300-3p	-0.28
Lrpap1	ENSMUST00000030986.9	"low density lipoprotein receptor-related protein associated protein 1 "	mmu-miR-300-3p	-0.28
Fam136b-ps	ENSMUST00000068987.5	"family with sequence similarity 136, member B, pseudogene "	mmu-miR-300-3p	-0.27
Vmn2r28	ENSMUST00000086297.5	"vomeronasal 2, receptor 28 "	mmu-miR-300-3p	-0.27
Ptgs2	ENSMUST00000035065.8	"prostaglandin-endoperoxide synthase 2 "	mmu-miR-300-3p	-0.27
Zc3h10	ENSMUST00000040572.4	"zinc finger CCCH type containing 10 "	mmu-miR-300-3p	-0.27
Cercam	ENSMUST00000047521.6	"cerebral endothelial cell adhesion molecule "	mmu-miR-300-3p	-0.27
Gng7	ENSMUST00000117805.2	"guanine nucleotide binding protein (G protein), gamma 7 "	mmu-miR-300-3p	-0.27
Igsf11	ENSMUST00000023478.7	"immunoglobulin superfamily, member 11 "	mmu-miR-300-3p	-0.27
9230109A22Rik	ENSMUST00000056401.4	"RIKEN cDNA 9230109A22 gene "	mmu-miR-300-3p	-0.27
Ear2	ENSMUST00000074839.6	"eosinophil-associated, ribonuclease A family, member 2 "	mmu-miR-300-3p	-0.27
Lipm	ENSMUST00000025685.6	"lipase, family member M "	mmu-miR-300-3p	-0.27
Gm13290	ENSMUST00000177806.1	"predicted gene 13290 "	mmu-miR-300-3p	-0.27
Gm13289	ENSMUST00000179158.1	"predicted gene 13289 "	mmu-miR-300-3p	-0.27
Gm13276	ENSMUST00000179372.2	"predicted gene 13276 "	mmu-miR-300-3p	-0.27
Ddx11	ENSMUST00000163605.2	"DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 "	mmu-miR-300-3p	-0.27
Gm13278	ENSMUST00000177771.2	"predicted gene 13278 "	mmu-miR-300-3p	-0.27
Gm13279	ENSMUST00000178602.2	"predicted gene 13279 "	mmu-miR-300-3p	-0.27
Ube2h	ENSMUST00000102993.4	"ubiquitin-conjugating enzyme E2H "	mmu-miR-300-3p	-0.27
Pkia	ENSMUST00000028999.6	"protein kinase inhibitor, alpha "	mmu-miR-300-3p	-0.27
Mrgprb2	ENSMUST00000052730.2	"MAS-related GPR, member B2 "	mmu-miR-300-3p	-0.27
Ankrd49	ENSMUST00000034406.3	"ankyrin repeat domain 49 "	mmu-miR-300-3p	-0.27
Impa1	ENSMUST00000065938.9	"inositol (myo)-1(or 4)-monophosphatase 1 "	mmu-miR-300-3p	-0.27
Gm13283	ENSMUST00000191112.1	"predicted gene 13283 "	mmu-miR-300-3p	-0.27
Ear10	ENSMUST00000159175.1	"eosinophil-associated, ribonuclease A family, member 10 "	mmu-miR-300-3p	-0.27
Sostdc1	ENSMUST00000041407.5	"sclerostin domain containing 1 "	mmu-miR-300-3p	-0.27
Tmem253	ENSMUST00000100638.2	"transmembrane protein 253 "	mmu-miR-300-3p	-0.27
Gm13272	ENSMUST00000179425.1	"predicted gene 13272 "	mmu-miR-300-3p	-0.27
Gm6588	ENSMUST00000100882.2	"predicted gene 6588 "	mmu-miR-300-3p	-0.27
Gm8104	ENSMUST00000168165.1	"predicted gene 8104 "	mmu-miR-300-3p	-0.27
Gm10643	ENSMUST00000098592.2	"predicted gene 10643 "	mmu-miR-300-3p	-0.27
Cdk13	ENSMUST00000042365.7	"cyclin-dependent kinase 13 "	mmu-miR-300-3p	-0.27
Tmprss11b	ENSMUST00000038448.6	"transmembrane protease, serine 11B "	mmu-miR-300-3p	-0.27
B3galt6	ENSMUST00000052185.4	"UDP-Gal:betaGal beta 1,3-galactosyltransferase, polypeptide 6 "	mmu-miR-300-3p	-0.27
Flrt2	ENSMUST00000057324.3	"fibronectin leucine rich transmembrane protein 2 "	mmu-miR-300-3p	-0.26
Ube2v2	ENSMUST00000115777.4	"ubiquitin-conjugating enzyme E2 variant 2 "	mmu-miR-300-3p	-0.26
Mesdc2	ENSMUST00000094215.4	"mesoderm development candidate 2 "	mmu-miR-300-3p	-0.26
Tmem184a	ENSMUST00000110832.2	"transmembrane protein 184a "	mmu-miR-300-3p	-0.26
Clec4d	ENSMUST00000032240.2	"C-type lectin domain family 4, member d "	mmu-miR-300-3p	-0.26
Fmr1	ENSMUST00000088546.6	"fragile X mental retardation syndrome 1 "	mmu-miR-300-3p	-0.26
Alox5	ENSMUST00000026795.7	"arachidonate 5-lipoxygenase "	mmu-miR-300-3p	-0.26
Car3	ENSMUST00000029076.4	"carbonic anhydrase 3 "	mmu-miR-300-3p	-0.26
Fam199x	ENSMUST00000047852.7	"family with sequence similarity 199, X-linked "	mmu-miR-300-3p	-0.26
Gm13277	ENSMUST00000178480.2	"predicted gene 13277 "	mmu-miR-300-3p	-0.26
Gm15821	ENSMUST00000121995.1	"predicted gene 15821 "	mmu-miR-300-3p	-0.26
Spata22	ENSMUST00000092926.5	"spermatogenesis associated 22 "	mmu-miR-300-3p	-0.26
Ifnz	ENSMUST00000105144.1	"interferon zeta "	mmu-miR-300-3p	-0.26
P2ry13	ENSMUST00000040622.1	"purinergic receptor P2Y, G-protein coupled 13 "	mmu-miR-300-3p	-0.26
Abcc10	ENSMUST00000167360.2	"ATP-binding cassette, sub-family C (CFTR/MRP), member 10 "	mmu-miR-300-3p	-0.26
Wfdc3	ENSMUST00000103096.4	"WAP four-disulfide core domain 3 "	mmu-miR-300-3p	-0.26
Ptprm	ENSMUST00000037974.8	"protein tyrosine phosphatase, receptor type, M "	mmu-miR-300-3p	-0.26
Cpeb2	ENSMUST00000169035.2	"cytoplasmic polyadenylation element binding protein 2 "	mmu-miR-300-3p	-0.26
Ube2r2	ENSMUST00000040008.3	"ubiquitin-conjugating enzyme E2R 2 "	mmu-miR-300-3p	-0.26
Gm16485	ENSMUST00000104915.2	"predicted gene 16485 "	mmu-miR-300-3p	-0.25
Mkx	ENSMUST00000079788.5	"mohawk homeobox "	mmu-miR-300-3p	-0.25
Txndc8	ENSMUST00000102897.4	"thioredoxin domain containing 8 "	mmu-miR-300-3p	-0.25
1700049E17Rik1	ENSMUST00000095985.4	"RIKEN cDNA 1700049E17 gene, gene 1 "	mmu-miR-300-3p	-0.25
Gm2832	ENSMUST00000172412.1	"predicted gene 2832 "	mmu-miR-300-3p	-0.25
Dcun1d3	ENSMUST00000059851.7	"DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae) "	mmu-miR-300-3p	-0.25
Usp14	ENSMUST00000092096.7	"ubiquitin specific peptidase 14 "	mmu-miR-300-3p	-0.25
Ptgfr	ENSMUST00000029670.5	"prostaglandin F receptor "	mmu-miR-300-3p	-0.25
Gm7233	ENSMUST00000168619.1	"predicted gene 7233 "	mmu-miR-300-3p	-0.25
Atoh7	ENSMUST00000044059.3	"atonal homolog 7 (Drosophila) "	mmu-miR-300-3p	-0.25
AI118078	ENSMUST00000085754.4	"expressed sequence AI118078 "	mmu-miR-300-3p	-0.25
Zfp81	ENSMUST00000054072.8	"zinc finger protein 81 "	mmu-miR-300-3p	-0.25
A630076J17Rik	ENSMUST00000179399.1	"RIKEN cDNA A630076J17 gene "	mmu-miR-300-3p	-0.25
Eif1a	ENSMUST00000078079.4	"eukaryotic translation initiation factor 1A "	mmu-miR-300-3p	-0.25
F13b	ENSMUST00000027615.5	"coagulation factor XIII, beta subunit "	mmu-miR-300-3p	-0.25
Gm20939	ENSMUST00000108007.4	"predicted gene, 20939 "	mmu-miR-300-3p	-0.25
Gm5798	ENSMUST00000164613.2	"predicted gene 5798 "	mmu-miR-300-3p	-0.25
BC094916	ENSMUST00000139092.2	"cDNA sequence BC094916 "	mmu-miR-300-3p	-0.25
Dcaf12l1	ENSMUST00000115056.1	"DDB1 and CUL4 associated factor 12-like 1 "	mmu-miR-300-3p	-0.25
Acer1	ENSMUST00000056113.4	"alkaline ceramidase 1 "	mmu-miR-300-3p	-0.25
Krt33b	ENSMUST00000073890.3	"keratin 33B "	mmu-miR-300-3p	-0.25
Gm8011	ENSMUST00000172163.1	"predicted gene 8011 "	mmu-miR-300-3p	-0.25
Gm8267	ENSMUST00000165003.2	"predicted gene 8267 "	mmu-miR-300-3p	-0.25
