Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Taf8	ENSMUST00000067103.2	"TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factorq "	mmu-miR-434-5p	-0.26
Stxbp5	ENSMUST00000038213.8	"syntaxin binding protein 5 (tomosyn) "	mmu-miR-434-5p	-0.25
Mctp1	ENSMUST00000125209.2	"multiple C2 domains, transmembrane 1 "	mmu-miR-434-5p	-0.25
Pdyn	ENSMUST00000028883.6	"prodynorphin "	mmu-miR-434-5p	-0.25
Entpd7	ENSMUST00000081079.5	"ectonucleoside triphosphate diphosphohydrolase 7 "	mmu-miR-434-5p	-0.25
Cyp4f37	ENSMUST00000077639.5	"cytochrome P450, family 4, subfamily f, polypeptide 37 "	mmu-miR-434-5p	-0.25
Dusp4	ENSMUST00000033930.4	"dual specificity phosphatase 4 "	mmu-miR-434-5p	-0.25
Xylt2	ENSMUST00000116349.3	"xylosyltransferase II "	mmu-miR-434-5p	-0.25
Zfp955b	ENSMUST00000099414.3	"zinc finger protein 955B "	mmu-miR-434-5p	-0.25
Arhgap18	ENSMUST00000039557.7	"Rho GTPase activating protein 18 "	mmu-miR-434-5p	-0.25
Phlda1	ENSMUST00000164773.1	"pleckstrin homology-like domain, family A, member 1 "	mmu-miR-434-5p	-0.25
Fam46b	ENSMUST00000051676.6	"family with sequence similarity 46, member B "	mmu-miR-434-5p	-0.25
Irak2	ENSMUST00000059286.8	"interleukin-1 receptor-associated kinase 2 "	mmu-miR-434-5p	-0.25
Sssca1	ENSMUST00000159693.1	"Sjogren's syndrome/scleroderma autoantigen 1 homolog (human) "	mmu-miR-434-5p	-0.25
Slc9a2	ENSMUST00000027231.7	"solute carrier family 9 (sodium/hydrogen exchanger), member 2 "	mmu-miR-434-5p	-0.24
Creb5	ENSMUST00000047450.7	"cAMP responsive element binding protein 5 "	mmu-miR-434-5p	-0.24
Gm4894	ENSMUST00000067007.7	"predicted gene 4894 "	mmu-miR-434-5p	-0.24
Zcchc5	ENSMUST00000062010.9	"zinc finger, CCHC domain containing 5 "	mmu-miR-434-5p	-0.24
Gnpda1	ENSMUST00000063814.9	"glucosamine-6-phosphate deaminase 1 "	mmu-miR-434-5p	-0.24
Spcs1	ENSMUST00000160342.2	"signal peptidase complex subunit 1 homolog (S. cerevisiae) "	mmu-miR-434-5p	-0.24
Mchr1	ENSMUST00000166855.1	"melanin-concentrating hormone receptor 1 "	mmu-miR-434-5p	-0.24
Abat	ENSMUST00000065987.8	"4-aminobutyrate aminotransferase "	mmu-miR-434-5p	-0.24
Zfp827	ENSMUST00000119254.2	"zinc finger protein 827 "	mmu-miR-434-5p	-0.23
Slc30a7	ENSMUST00000067485.3	"solute carrier family 30 (zinc transporter), member 7 "	mmu-miR-434-5p	-0.23
Taf1a	ENSMUST00000097043.5	"TATA box binding protein (Tbp)-associated factor, RNA polymerase I, A "	mmu-miR-434-5p	-0.23
Tnfrsf26	ENSMUST00000055723.7	"tumor necrosis factor receptor superfamily, member 26 "	mmu-miR-434-5p	-0.23
1810055G02Rik	ENSMUST00000039048.1	"RIKEN cDNA 1810055G02 gene "	mmu-miR-434-5p	-0.23
Pacsin3	ENSMUST00000059566.5	"protein kinase C and casein kinase substrate in neurons 3 "	mmu-miR-434-5p	-0.23
Asap2	ENSMUST00000064595.9	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 "	mmu-miR-434-5p	-0.23
Eif3j1	ENSMUST00000028668.7	"eukaryotic translation initiation factor 3, subunit J1 "	mmu-miR-434-5p	-0.22
Mtmr10	ENSMUST00000032736.5	"myotubularin related protein 10 "	mmu-miR-434-5p	-0.22
D430041D05Rik	ENSMUST00000089726.4	"RIKEN cDNA D430041D05 gene "	mmu-miR-434-5p	-0.22
Samd5	ENSMUST00000100070.2	"sterile alpha motif domain containing 5 "	mmu-miR-434-5p	-0.22
Dab2	ENSMUST00000110664.3	"disabled 2, mitogen-responsive phosphoprotein "	mmu-miR-434-5p	-0.22
Lmln	ENSMUST00000023497.2	"leishmanolysin-like (metallopeptidase M8 family) "	mmu-miR-434-5p	-0.22
Tmem98	ENSMUST00000040865.8	"transmembrane protein 98 "	mmu-miR-434-5p	-0.22
Atp9b	ENSMUST00000091790.3	"ATPase, class II, type 9B "	mmu-miR-434-5p	-0.22
Tnfaip8	ENSMUST00000148159.2	"tumor necrosis factor, alpha-induced protein 8 "	mmu-miR-434-5p	-0.22
Smoc1	ENSMUST00000110347.3	"SPARC related  modular calcium binding 1 "	mmu-miR-434-5p	-0.22
Tmem79	ENSMUST00000001456.5	"transmembrane protein 79 "	mmu-miR-434-5p	-0.21
Samd4	ENSMUST00000100672.4	"sterile alpha motif domain containing 4 "	mmu-miR-434-5p	-0.21
Zcchc14	ENSMUST00000046386.4	"zinc finger, CCHC domain containing 14 "	mmu-miR-434-5p	-0.21
Ddb1	ENSMUST00000025649.8	"damage specific DNA binding protein 1 "	mmu-miR-434-5p	-0.21
Snupn	ENSMUST00000068856.4	"snurportin 1 "	mmu-miR-434-5p	-0.21
Ahcyl2	ENSMUST00000115242.3	"S-adenosylhomocysteine hydrolase-like 2 "	mmu-miR-434-5p	-0.21
Mbtps1	ENSMUST00000098362.4	"membrane-bound transcription factor peptidase, site 1 "	mmu-miR-434-5p	-0.21
Asns	ENSMUST00000115542.2	"asparagine synthetase "	mmu-miR-434-5p	-0.21
Nptx1	ENSMUST00000026670.4	"neuronal pentraxin 1 "	mmu-miR-434-5p	-0.21
S100b	ENSMUST00000036387.7	"S100 protein, beta polypeptide, neural "	mmu-miR-434-5p	-0.20
Gm10615	ENSMUST00000098355.3	"predicted gene 10615 "	mmu-miR-434-5p	-0.20
Styk1	ENSMUST00000049150.2	"serine/threonine/tyrosine kinase 1 "	mmu-miR-434-5p	-0.20
Cd200	ENSMUST00000163230.2	"CD200 antigen "	mmu-miR-434-5p	-0.20
Cables1	ENSMUST00000046948.8	"CDK5 and Abl enzyme substrate 1 "	mmu-miR-434-5p	-0.20
Sart3	ENSMUST00000019118.3	"squamous cell carcinoma antigen recognized by T cells 3 "	mmu-miR-434-5p	-0.20
Creb1	ENSMUST00000087366.5	"cAMP responsive element binding protein 1 "	mmu-miR-434-5p	-0.20
Sept8	ENSMUST00000117061.2	"septin 8 "	mmu-miR-434-5p	-0.20
Syt6	ENSMUST00000090697.5	"synaptotagmin VI "	mmu-miR-434-5p	-0.20
Polm	ENSMUST00000020767.3	"polymerase (DNA directed), mu "	mmu-miR-434-5p	-0.20
Ccnj	ENSMUST00000025983.7	"cyclin J "	mmu-miR-434-5p	-0.20
Ppfibp2	ENSMUST00000040056.8	"PTPRF interacting protein, binding protein 2 (liprin beta 2) "	mmu-miR-434-5p	-0.20
Greb1l	ENSMUST00000048977.9	"growth regulation by estrogen in breast cancer-like "	mmu-miR-434-5p	-0.20
Acsl1	ENSMUST00000034046.6	"acyl-CoA synthetase long-chain family member 1 "	mmu-miR-434-5p	-0.19
Gm11711	ENSMUST00000100239.2	"predicted gene 11711 "	mmu-miR-434-5p	-0.19
Abcb10	ENSMUST00000075578.6	"ATP-binding cassette, sub-family B (MDR/TAP), member 10 "	mmu-miR-434-5p	-0.19
Eml1	ENSMUST00000054955.8	"echinoderm microtubule associated protein like 1 "	mmu-miR-434-5p	-0.19
Marveld1	ENSMUST00000061111.9	"MARVEL (membrane-associating) domain containing 1 "	mmu-miR-434-5p	-0.19
Slc24a4	ENSMUST00000079020.5	"solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 "	mmu-miR-434-5p	-0.19
Cggbp1	ENSMUST00000067744.7	"CGG triplet repeat binding protein 1 "	mmu-miR-434-5p	-0.19
Pank1	ENSMUST00000036584.6	"pantothenate kinase 1 "	mmu-miR-434-5p	-0.19
Il33	ENSMUST00000120388.3	"interleukin 33 "	mmu-miR-434-5p	-0.19
Zfp488	ENSMUST00000166737.1	"zinc finger protein 488 "	mmu-miR-434-5p	-0.19
6030458C11Rik	ENSMUST00000057256.3	"RIKEN cDNA 6030458C11 gene "	mmu-miR-434-5p	-0.19
Zmat3	ENSMUST00000029199.5	"zinc finger matrin type 3 "	mmu-miR-434-5p	-0.18
Lhx5	ENSMUST00000031591.8	"LIM homeobox protein 5 "	mmu-miR-434-5p	-0.18
Hoxb9	ENSMUST00000000010.8	"homeobox B9 "	mmu-miR-434-5p	-0.18
Cd300lh	ENSMUST00000092459.3	"CD300 antigen like family member H "	mmu-miR-434-5p	-0.18
Aqp4	ENSMUST00000079081.6	"aquaporin 4 "	mmu-miR-434-5p	-0.18
Foxk1	ENSMUST00000072837.5	"forkhead box K1 "	mmu-miR-434-5p	-0.18
Megf8	ENSMUST00000128119.1	"multiple EGF-like-domains 8 "	mmu-miR-434-5p	-0.18
Pitx1	ENSMUST00000021968.6	"paired-like homeodomain transcription factor 1 "	mmu-miR-434-5p	-0.18
Mid1	ENSMUST00000112104.2	"midline 1 "	mmu-miR-434-5p	-0.18
Pptc7	ENSMUST00000053426.9	"PTC7 protein phosphatase homolog (S. cerevisiae) "	mmu-miR-434-5p	-0.18
Kcnc2	ENSMUST00000092175.2	"potassium voltage gated channel, Shaw-related subfamily, member 2 "	mmu-miR-434-5p	-0.18
Gm11710	ENSMUST00000100240.2	"predicted gene 11710 "	mmu-miR-434-5p	-0.18
Nfib	ENSMUST00000107245.3	"nuclear factor I/B "	mmu-miR-434-5p	-0.18
Uck2	ENSMUST00000027839.8	"uridine-cytidine kinase 2 "	mmu-miR-434-5p	-0.18
Slco1a4	ENSMUST00000165990.2	"solute carrier organic anion transporter family, member 1a4 "	mmu-miR-434-5p	-0.18
Akap5	ENSMUST00000095610.3	"A kinase (PRKA) anchor protein 5 "	mmu-miR-434-5p	-0.18
Apol10a	ENSMUST00000060551.3	"apolipoprotein L 10A "	mmu-miR-434-5p	-0.18
Otog	ENSMUST00000164538.1	"otogelin "	mmu-miR-434-5p	-0.18
Ermn	ENSMUST00000090940.5	"ermin, ERM-like protein "	mmu-miR-434-5p	-0.17
Etv3	ENSMUST00000119109.2	"ets variant 3 "	mmu-miR-434-5p	-0.17
Flt3	ENSMUST00000176456.2	"FMS-like tyrosine kinase 3 "	mmu-miR-434-5p	-0.17
Nsun3	ENSMUST00000063089.6	"NOL1/NOP2/Sun domain family member 3 "	mmu-miR-434-5p	-0.17
Nrg1	ENSMUST00000073884.4	"neuregulin 1 "	mmu-miR-434-5p	-0.17
Rhob	ENSMUST00000067384.4	"ras homolog gene family, member B "	mmu-miR-434-5p	-0.17
Pcdhb7	ENSMUST00000053037.3	"protocadherin beta 7 "	mmu-miR-434-5p	-0.17
Ptger4	ENSMUST00000047379.9	"prostaglandin E receptor 4 (subtype EP4) "	mmu-miR-434-5p	-0.17
Gad2	ENSMUST00000028123.3	"glutamic acid decarboxylase 2 "	mmu-miR-434-5p	-0.17
Cds1	ENSMUST00000031273.8	"CDP-diacylglycerol synthase 1 "	mmu-miR-434-5p	-0.17
Nbeal1	ENSMUST00000160834.2	"neurobeachin like 1 "	mmu-miR-434-5p	-0.17
Stat3	ENSMUST00000103114.2	"signal transducer and activator of transcription 3 "	mmu-miR-434-5p	-0.17
Tmem151b	ENSMUST00000180252.1	"transmembrane protein 151B "	mmu-miR-434-5p	-0.17
Pcyt1a	ENSMUST00000115137.2	"phosphate cytidylyltransferase 1, choline, alpha isoform "	mmu-miR-434-5p	-0.17
Fam102b	ENSMUST00000046924.4	"family with sequence similarity 102, member B "	mmu-miR-434-5p	-0.16
Arl4d	ENSMUST00000039388.2	"ADP-ribosylation factor-like 4D "	mmu-miR-434-5p	-0.16
Nin	ENSMUST00000085314.4	"ninein "	mmu-miR-434-5p	-0.16
Angptl2	ENSMUST00000004208.5	"angiopoietin-like 2 "	mmu-miR-434-5p	-0.16
Ccdc141	ENSMUST00000049544.8	"coiled-coil domain containing 141 "	mmu-miR-434-5p	-0.16
Dgke	ENSMUST00000107894.2	"diacylglycerol kinase, epsilon "	mmu-miR-434-5p	-0.16
Fam109a	ENSMUST00000056654.3	"family with sequence similarity 109, member A "	mmu-miR-434-5p	-0.16
Arl14epl	ENSMUST00000097580.1	"ADP-ribosylation factor-like 14 effector protein-like "	mmu-miR-434-5p	-0.16
Tfap2b	ENSMUST00000027059.5	"transcription factor AP-2 beta "	mmu-miR-434-5p	-0.16
Gdf6	ENSMUST00000057613.2	"growth differentiation factor 6 "	mmu-miR-434-5p	-0.16
Tcf23	ENSMUST00000006818.2	"transcription factor 23 "	mmu-miR-434-5p	-0.16
Ttl	ENSMUST00000035812.8	"tubulin tyrosine ligase "	mmu-miR-434-5p	-0.16
1110002L01Rik	ENSMUST00000180149.1	"RIKEN cDNA 1110002L01 gene "	mmu-miR-434-5p	-0.16
Slc7a1	ENSMUST00000048116.9	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1 "	mmu-miR-434-5p	-0.16
1700025G04Rik	ENSMUST00000044581.8	"RIKEN cDNA 1700025G04 gene "	mmu-miR-434-5p	-0.15
Bptf	ENSMUST00000057892.9	"bromodomain PHD finger transcription factor "	mmu-miR-434-5p	-0.15
Zfp532	ENSMUST00000049016.6	"zinc finger protein 532 "	mmu-miR-434-5p	-0.15
Dpysl3	ENSMUST00000121805.2	"dihydropyrimidinase-like 3 "	mmu-miR-434-5p	-0.15
Fam84b	ENSMUST00000100635.4	"family with sequence similarity 84, member B "	mmu-miR-434-5p	-0.15
Pag1	ENSMUST00000161949.2	"phosphoprotein associated with glycosphingolipid microdomains 1 "	mmu-miR-434-5p	-0.15
Cntn3	ENSMUST00000032159.6	"contactin 3 "	mmu-miR-434-5p	-0.15
Smg7	ENSMUST00000073441.7	"Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans) "	mmu-miR-434-5p	-0.15
Enpp4	ENSMUST00000024757.8	"ectonucleotide pyrophosphatase/phosphodiesterase 4 "	mmu-miR-434-5p	-0.15
Ctif	ENSMUST00000165559.1	"CBP80/20-dependent translation initiation factor "	mmu-miR-434-5p	-0.15
Rbfox2	ENSMUST00000171751.2	"RNA binding protein, fox-1 homolog (C. elegans) 2 "	mmu-miR-434-5p	-0.15
Entpd3	ENSMUST00000047687.7	"ectonucleoside triphosphate diphosphohydrolase 3 "	mmu-miR-434-5p	-0.15
Tlr5	ENSMUST00000110997.1	"toll-like receptor 5 "	mmu-miR-434-5p	-0.15
Adra1d	ENSMUST00000103184.3	"adrenergic receptor, alpha 1d "	mmu-miR-434-5p	-0.15
Trpv2	ENSMUST00000018651.8	"transient receptor potential cation channel, subfamily V, member 2 "	mmu-miR-434-5p	-0.15
Epha7	ENSMUST00000029964.6	"Eph receptor A7 "	mmu-miR-434-5p	-0.15
Faxc	ENSMUST00000029908.7	"failed axon connections homolog (Drosophila) "	mmu-miR-434-5p	-0.15
Trim39	ENSMUST00000113706.4	"tripartite motif-containing 39 "	mmu-miR-434-5p	-0.15
Eltd1	ENSMUST00000046977.7	"EGF, latrophilin seven transmembrane domain containing 1 "	mmu-miR-434-5p	-0.14
Tmem51	ENSMUST00000036572.3	"transmembrane protein 51 "	mmu-miR-434-5p	-0.14
Ccnt1	ENSMUST00000169707.2	"cyclin T1 "	mmu-miR-434-5p	-0.14
Lin28a	ENSMUST00000051674.2	"lin-28 homolog A (C. elegans) "	mmu-miR-434-5p	-0.14
Creg1	ENSMUST00000111432.4	"cellular repressor of E1A-stimulated genes 1 "	mmu-miR-434-5p	-0.14
Rnf222	ENSMUST00000065213.4	"ring finger protein 222 "	mmu-miR-434-5p	-0.14
Atxn1	ENSMUST00000180110.2	"ataxin 1 "	mmu-miR-434-5p	-0.14
Neurog3	ENSMUST00000050103.1	"neurogenin 3 "	mmu-miR-434-5p	-0.14
Srsf3	ENSMUST00000130216.1	"serine/arginine-rich splicing factor 3 "	mmu-miR-434-5p	-0.14
Ppp6r3	ENSMUST00000113997.3	"protein phosphatase 6, regulatory subunit 3 "	mmu-miR-434-5p	-0.14
Murc	ENSMUST00000030033.4	"muscle-related coiled-coil protein "	mmu-miR-434-5p	-0.14
Ccr4	ENSMUST00000054414.3	"chemokine (C-C motif) receptor 4 "	mmu-miR-434-5p	-0.14
Klhl36	ENSMUST00000034287.8	"kelch-like 36 "	mmu-miR-434-5p	-0.14
Hook3	ENSMUST00000037182.8	"hook homolog 3 (Drosophila) "	mmu-miR-434-5p	-0.14
Prelp	ENSMUST00000048432.5	"proline arginine-rich end leucine-rich repeat "	mmu-miR-434-5p	-0.14
Mettl16	ENSMUST00000141755.2	"methyltransferase like 16 "	mmu-miR-434-5p	-0.14
Rnf114	ENSMUST00000078050.6	"ring finger protein 114 "	mmu-miR-434-5p	-0.13
Antxr2	ENSMUST00000031281.9	"anthrax toxin receptor 2 "	mmu-miR-434-5p	-0.13
Pacs2	ENSMUST00000084891.4	"phosphofurin acidic cluster sorting protein 2 "	mmu-miR-434-5p	-0.13
Ppara	ENSMUST00000109422.2	"peroxisome proliferator activated receptor alpha "	mmu-miR-434-5p	-0.13
Tmem132a	ENSMUST00000120524.1	"transmembrane protein 132A "	mmu-miR-434-5p	-0.13
Tmem64	ENSMUST00000062684.8	"transmembrane protein 64 "	mmu-miR-434-5p	-0.13
Aifm2	ENSMUST00000099706.3	"apoptosis-inducing factor, mitochondrion-associated 2 "	mmu-miR-434-5p	-0.13
Camk4	ENSMUST00000042868.4	"calcium/calmodulin-dependent protein kinase IV "	mmu-miR-434-5p	-0.13
Bnip2	ENSMUST00000034754.6	"BCL2/adenovirus E1B interacting protein 2 "	mmu-miR-434-5p	-0.13
Myo16	ENSMUST00000042103.8	"myosin XVI "	mmu-miR-434-5p	-0.13
Gas7	ENSMUST00000108682.3	"growth arrest specific 7 "	mmu-miR-434-5p	-0.13
Dbx2	ENSMUST00000054244.6	"developing brain homeobox 2 "	mmu-miR-434-5p	-0.13
Tbr1	ENSMUST00000048934.9	"T-box brain gene 1 "	mmu-miR-434-5p	-0.12
Zfp664	ENSMUST00000111417.3	"zinc finger protein 664 "	mmu-miR-434-5p	-0.12
