Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Ppp3r1	ENSMUST00000102880.4	"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I) "	mmu-let-7c-1-3p	-0.49
C2cd4a	ENSMUST00000054500.5	"C2 calcium-dependent domain containing 4A "	mmu-let-7c-1-3p	-0.48
Rab40b	ENSMUST00000106107.2	"Rab40B, member RAS oncogene family "	mmu-let-7c-1-3p	-0.47
Rab32	ENSMUST00000019974.3	"RAB32, member RAS oncogene family "	mmu-let-7c-1-3p	-0.47
Fam86	ENSMUST00000064635.6	"family with sequence similarity 86 "	mmu-let-7c-1-3p	-0.47
Crebl2	ENSMUST00000046303.6	"cAMP responsive element binding protein-like 2 "	mmu-let-7c-1-3p	-0.47
Scyl1	ENSMUST00000025890.8	"SCY1-like 1 (S. cerevisiae) "	mmu-let-7c-1-3p	-0.47
Ms4a4c	ENSMUST00000072729.4	"membrane-spanning 4-domains, subfamily A, member 4C "	mmu-let-7c-1-3p	-0.47
Tmco3	ENSMUST00000045229.5	"transmembrane and coiled-coil domains 3 "	mmu-let-7c-1-3p	-0.47
Clk4	ENSMUST00000109113.2	"CDC like kinase 4 "	mmu-let-7c-1-3p	-0.47
Chrac1	ENSMUST00000089765.3	"chromatin accessibility complex 1 "	mmu-let-7c-1-3p	-0.47
Cgrrf1	ENSMUST00000068532.8	"cell growth regulator with ring finger domain 1 "	mmu-let-7c-1-3p	-0.47
Zfp229	ENSMUST00000182603.1	"zinc finger protein 229 "	mmu-let-7c-1-3p	-0.46
4930455H04Rik	ENSMUST00000117592.1	"RIKEN cDNA 4930455H04 gene "	mmu-let-7c-1-3p	-0.46
Nek7	ENSMUST00000186017.1	"NIMA (never in mitosis gene a)-related expressed kinase 7 "	mmu-let-7c-1-3p	-0.46
Nms	ENSMUST00000088029.2	"neuromedin S "	mmu-let-7c-1-3p	-0.46
Tmprss11g	ENSMUST00000134179.2	"transmembrane protease, serine 11g "	mmu-let-7c-1-3p	-0.46
Pafah1b2	ENSMUST00000172450.1	"platelet-activating factor acetylhydrolase, isoform 1b, subunit 2 "	mmu-let-7c-1-3p	-0.46
Rab39	ENSMUST00000068449.3	"RAB39, member RAS oncogene family "	mmu-let-7c-1-3p	-0.45
Timmdc1	ENSMUST00000002925.5	"translocase of inner mitochondrial membrane domain containing 1 "	mmu-let-7c-1-3p	-0.45
Rbbp5	ENSMUST00000027700.9	"retinoblastoma binding protein 5 "	mmu-let-7c-1-3p	-0.45
Ppp1cc	ENSMUST00000102528.5	"protein phosphatase 1, catalytic subunit, gamma isoform "	mmu-let-7c-1-3p	-0.45
Shisa3	ENSMUST00000087241.5	"shisa homolog 3 (Xenopus laevis) "	mmu-let-7c-1-3p	-0.45
Fam150b	ENSMUST00000067087.6	"family with sequence similarity 150, member B "	mmu-let-7c-1-3p	-0.45
Gm14440	ENSMUST00000109051.2	"predicted gene 14440 "	mmu-let-7c-1-3p	-0.45
Ube2g1	ENSMUST00000021148.7	"ubiquitin-conjugating enzyme E2G 1 "	mmu-let-7c-1-3p	-0.44
Rnase6	ENSMUST00000095923.3	"ribonuclease, RNase A family, 6 "	mmu-let-7c-1-3p	-0.44
Sertad4	ENSMUST00000155579.2	"SERTA domain containing 4 "	mmu-let-7c-1-3p	-0.44
Foxo1	ENSMUST00000053764.5	"forkhead box O1 "	mmu-let-7c-1-3p	-0.44
Irx3	ENSMUST00000175795.2	"Iroquois related homeobox 3 "	mmu-let-7c-1-3p	-0.44
Tcf21	ENSMUST00000049930.7	"transcription factor 21 "	mmu-let-7c-1-3p	-0.44
Tor2a	ENSMUST00000009707.8	"torsin family 2, member A "	mmu-let-7c-1-3p	-0.43
Clca1	ENSMUST00000059091.5	"chloride channel calcium activated 1 "	mmu-let-7c-1-3p	-0.43
Sf3b3	ENSMUST00000042012.5	"splicing factor 3b, subunit 3 "	mmu-let-7c-1-3p	-0.43
Wnt5b	ENSMUST00000117171.2	"wingless-related MMTV integration site 5B "	mmu-let-7c-1-3p	-0.43
A930016O22Rik	ENSMUST00000047020.1	"RIKEN cDNA A930016O22 gene "	mmu-let-7c-1-3p	-0.42
Snrpb2	ENSMUST00000008477.7	"U2 small nuclear ribonucleoprotein B "	mmu-let-7c-1-3p	-0.42
Gm26620	ENSMUST00000180542.1	"predicted gene, 26620 "	mmu-let-7c-1-3p	-0.42
Pusl1	ENSMUST00000097737.4	"pseudouridylate synthase-like 1 "	mmu-let-7c-1-3p	-0.42
Eomes	ENSMUST00000035020.9	"eomesodermin homolog (Xenopus laevis) "	mmu-let-7c-1-3p	-0.42
Rps4x	ENSMUST00000033683.7	"ribosomal protein S4, X-linked "	mmu-let-7c-1-3p	-0.42
Romo1	ENSMUST00000088610.5	"reactive oxygen species modulator 1 "	mmu-let-7c-1-3p	-0.41
Pes1	ENSMUST00000109985.2	"pescadillo homolog 1, containing BRCT domain (zebrafish) "	mmu-let-7c-1-3p	-0.41
Zdhhc17	ENSMUST00000041723.8	"zinc finger, DHHC domain containing 17 "	mmu-let-7c-1-3p	-0.41
Cldn23	ENSMUST00000060128.5	"claudin 23 "	mmu-let-7c-1-3p	-0.41
Axin1	ENSMUST00000074370.4	"axin 1 "	mmu-let-7c-1-3p	-0.41
Rab33b	ENSMUST00000054387.6	"RAB33B, member RAS oncogene family "	mmu-let-7c-1-3p	-0.41
Vmn1r4	ENSMUST00000176838.1	"vomeronasal 1 receptor 4 "	mmu-let-7c-1-3p	-0.41
Safb	ENSMUST00000095224.5	"scaffold attachment factor B "	mmu-let-7c-1-3p	-0.40
Gpr6	ENSMUST00000061796.6	"G protein-coupled receptor 6 "	mmu-let-7c-1-3p	-0.40
Scamp5	ENSMUST00000046587.6	"secretory carrier membrane protein 5 "	mmu-let-7c-1-3p	-0.40
Syt4	ENSMUST00000025110.3	"synaptotagmin IV "	mmu-let-7c-1-3p	-0.40
Hmgn1	ENSMUST00000050884.8	"high mobility group nucleosomal binding domain 1 "	mmu-let-7c-1-3p	-0.40
Stag1	ENSMUST00000129269.2	"stromal antigen 1 "	mmu-let-7c-1-3p	-0.40
Fhit	ENSMUST00000161302.2	"fragile histidine triad gene "	mmu-let-7c-1-3p	-0.40
Cd96	ENSMUST00000023336.9	"CD96 antigen "	mmu-let-7c-1-3p	-0.40
Yy2	ENSMUST00000065806.4	"Yy2 transcription factor "	mmu-let-7c-1-3p	-0.40
Rab19	ENSMUST00000031986.4	"RAB19, member RAS oncogene family "	mmu-let-7c-1-3p	-0.40
Bend6	ENSMUST00000129464.2	"BEN domain containing 6 "	mmu-let-7c-1-3p	-0.40
Mospd2	ENSMUST00000004715.1	"motile sperm domain containing 2 "	mmu-let-7c-1-3p	-0.39
Vbp1	ENSMUST00000033540.5	"von Hippel-Lindau binding protein 1 "	mmu-let-7c-1-3p	-0.39
Usp38	ENSMUST00000042724.6	"ubiquitin specific peptidase 38 "	mmu-let-7c-1-3p	-0.39
Rsl1d1	ENSMUST00000119953.1	"ribosomal L1 domain containing 1 "	mmu-let-7c-1-3p	-0.39
Ints10	ENSMUST00000034328.7	"integrator complex subunit 10 "	mmu-let-7c-1-3p	-0.39
Gpcpd1	ENSMUST00000110136.2	"glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae) "	mmu-let-7c-1-3p	-0.39
Dyrk4	ENSMUST00000078521.5	"dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 "	mmu-let-7c-1-3p	-0.39
Sfrp2	ENSMUST00000029625.7	"secreted frizzled-related protein 2 "	mmu-let-7c-1-3p	-0.39
C1galt1c1	ENSMUST00000058265.7	"C1GALT1-specific chaperone 1 "	mmu-let-7c-1-3p	-0.39
Gm2016	ENSMUST00000110147.2	"predicted gene 2016 "	mmu-let-7c-1-3p	-0.38
Camk2n1	ENSMUST00000050918.3	"calcium/calmodulin-dependent protein kinase II inhibitor 1 "	mmu-let-7c-1-3p	-0.38
Dhx38	ENSMUST00000042601.7	"DEAH (Asp-Glu-Ala-His) box polypeptide 38 "	mmu-let-7c-1-3p	-0.38
Hist1h1c	ENSMUST00000040914.2	"histone cluster 1, H1c "	mmu-let-7c-1-3p	-0.38
Cdkn1c	ENSMUST00000167912.2	"cyclin-dependent kinase inhibitor 1C (P57) "	mmu-let-7c-1-3p	-0.38
AK129341	ENSMUST00000037397.6	"cDNA sequence AK129341 "	mmu-let-7c-1-3p	-0.38
Mpp5	ENSMUST00000082024.5	"membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) "	mmu-let-7c-1-3p	-0.38
Rlf	ENSMUST00000168615.2	"rearranged L-myc fusion sequence "	mmu-let-7c-1-3p	-0.38
Sp3	ENSMUST00000102689.4	"trans-acting transcription factor 3 "	mmu-let-7c-1-3p	-0.38
Slitrk6	ENSMUST00000078386.2	"SLIT and NTRK-like family, member 6 "	mmu-let-7c-1-3p	-0.38
Coq2	ENSMUST00000031262.7	"coenzyme Q2 homolog, prenyltransferase (yeast) "	mmu-let-7c-1-3p	-0.37
Cnrip1	ENSMUST00000058159.5	"cannabinoid receptor interacting protein 1 "	mmu-let-7c-1-3p	-0.37
Ifngr1	ENSMUST00000020188.7	"interferon gamma receptor 1 "	mmu-let-7c-1-3p	-0.37
Ube2e2	ENSMUST00000150727.2	"ubiquitin-conjugating enzyme E2E 2 "	mmu-let-7c-1-3p	-0.37
Six1	ENSMUST00000050029.7	"sine oculis-related homeobox 1 "	mmu-let-7c-1-3p	-0.37
Zfand5	ENSMUST00000025659.5	"zinc finger, AN1-type domain 5 "	mmu-let-7c-1-3p	-0.37
Pot1a	ENSMUST00000115330.2	"protection of telomeres 1A "	mmu-let-7c-1-3p	-0.36
Slc30a7	ENSMUST00000067485.3	"solute carrier family 30 (zinc transporter), member 7 "	mmu-let-7c-1-3p	-0.36
Gm21936	ENSMUST00000181313.1	"predicted gene, 21936 "	mmu-let-7c-1-3p	-0.36
Gm5662	ENSMUST00000101168.3	"predicted gene 5662 "	mmu-let-7c-1-3p	-0.36
Spdya	ENSMUST00000167641.2	"speedy homolog A (Xenopus laevis) "	mmu-let-7c-1-3p	-0.36
Kras	ENSMUST00000111710.2	"v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog "	mmu-let-7c-1-3p	-0.36
Dnaja2	ENSMUST00000034138.5	"DnaJ (Hsp40) homolog, subfamily A, member 2 "	mmu-let-7c-1-3p	-0.36
Eif1a	ENSMUST00000078079.4	"eukaryotic translation initiation factor 1A "	mmu-let-7c-1-3p	-0.36
Ttc16	ENSMUST00000066478.3	"tetratricopeptide repeat domain 16 "	mmu-let-7c-1-3p	-0.36
Gm5900	ENSMUST00000179862.1	"predicted pseudogene 5900 "	mmu-let-7c-1-3p	-0.36
Tlk1	ENSMUST00000038584.8	"tousled-like kinase 1 "	mmu-let-7c-1-3p	-0.36
Ppap2a	ENSMUST00000016144.5	"phosphatidic acid phosphatase type 2A "	mmu-let-7c-1-3p	-0.36
Tspan3	ENSMUST00000034876.8	"tetraspanin 3 "	mmu-let-7c-1-3p	-0.36
AI597479	ENSMUST00000010434.7	"expressed sequence AI597479 "	mmu-let-7c-1-3p	-0.35
Gm8300	ENSMUST00000110152.2	"predicted gene 8300 "	mmu-let-7c-1-3p	-0.35
Fam149b	ENSMUST00000090503.5	"family with sequence similarity 149, member B "	mmu-let-7c-1-3p	-0.35
Cav2	ENSMUST00000000058.6	"caveolin 2 "	mmu-let-7c-1-3p	-0.35
Apoo-ps	ENSMUST00000061241.6	"apolipoprotein O, pseudogene "	mmu-let-7c-1-3p	-0.35
Galnt7	ENSMUST00000034021.6	"UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7 "	mmu-let-7c-1-3p	-0.35
Klrc2	ENSMUST00000145984.2	"killer cell lectin-like receptor subfamily C, member 2 "	mmu-let-7c-1-3p	-0.35
Serpinh1	ENSMUST00000169437.2	"serine (or cysteine) peptidase inhibitor, clade H, member 1 "	mmu-let-7c-1-3p	-0.35
Gm10118	ENSMUST00000079279.3	"predicted gene 10118 "	mmu-let-7c-1-3p	-0.35
Rps29	ENSMUST00000037023.8	"ribosomal protein S29 "	mmu-let-7c-1-3p	-0.34
Col9a3	ENSMUST00000132527.3	"collagen, type IX, alpha 3 "	mmu-let-7c-1-3p	-0.34
Pabpc5	ENSMUST00000040961.2	"poly(A) binding protein, cytoplasmic 5 "	mmu-let-7c-1-3p	-0.34
Gm16522	ENSMUST00000097479.1	"predicted gene, 16522 "	mmu-let-7c-1-3p	-0.34
Gm766	ENSMUST00000111768.1	"predicted gene 766 "	mmu-let-7c-1-3p	-0.34
Lypd6	ENSMUST00000112712.4	"LY6/PLAUR domain containing 6 "	mmu-let-7c-1-3p	-0.34
Bbc3	ENSMUST00000002152.7	"BCL2 binding component 3 "	mmu-let-7c-1-3p	-0.34
Caps2	ENSMUST00000132994.1	"calcyphosphine 2 "	mmu-let-7c-1-3p	-0.34
Mbnl2	ENSMUST00000088419.7	"muscleblind-like 2 "	mmu-let-7c-1-3p	-0.34
Fam3b	ENSMUST00000049721.7	"family with sequence similarity 3, member B "	mmu-let-7c-1-3p	-0.34
Alx1	ENSMUST00000167156.3	"ALX homeobox 1 "	mmu-let-7c-1-3p	-0.34
Fam76b	ENSMUST00000059579.6	"family with sequence similarity 76, member B "	mmu-let-7c-1-3p	-0.34
Robo3	ENSMUST00000034643.6	"roundabout homolog 3 (Drosophila) "	mmu-let-7c-1-3p	-0.34
Ppp1r8	ENSMUST00000030702.8	"protein phosphatase 1, regulatory (inhibitor) subunit 8 "	mmu-let-7c-1-3p	-0.34
E130309F12Rik	ENSMUST00000076670.2	"RIKEN cDNA E130309F12 gene "	mmu-let-7c-1-3p	-0.34
Wwc1	ENSMUST00000018993.6	"WW, C2 and coiled-coil domain containing 1 "	mmu-let-7c-1-3p	-0.33
Atp1b1	ENSMUST00000027863.7	"ATPase, Na+/K+ transporting, beta 1 polypeptide "	mmu-let-7c-1-3p	-0.33
Fbxl3	ENSMUST00000022720.9	"F-box and leucine-rich repeat protein 3 "	mmu-let-7c-1-3p	-0.33
Scrib	ENSMUST00000002603.6	"scribbled homolog (Drosophila) "	mmu-let-7c-1-3p	-0.33
Ltbp3	ENSMUST00000081496.5	"latent transforming growth factor beta binding protein 3 "	mmu-let-7c-1-3p	-0.33
Murc	ENSMUST00000030033.4	"muscle-related coiled-coil protein "	mmu-let-7c-1-3p	-0.33
Olfr146	ENSMUST00000073671.2	"olfactory receptor 146 "	mmu-let-7c-1-3p	-0.33
Lzts2	ENSMUST00000039016.7	"leucine zipper, putative tumor suppressor 2 "	mmu-let-7c-1-3p	-0.33
Arl8a	ENSMUST00000027684.5	"ADP-ribosylation factor-like 8A "	mmu-let-7c-1-3p	-0.33
Gm5798	ENSMUST00000164613.2	"predicted gene 5798 "	mmu-let-7c-1-3p	-0.33
Gdnf	ENSMUST00000022744.3	"glial cell line derived neurotrophic factor "	mmu-let-7c-1-3p	-0.33
Cldn1	ENSMUST00000023154.2	"claudin 1 "	mmu-let-7c-1-3p	-0.33
Plcb4	ENSMUST00000110109.2	"phospholipase C, beta 4 "	mmu-let-7c-1-3p	-0.33
Gm8011	ENSMUST00000172163.1	"predicted gene 8011 "	mmu-let-7c-1-3p	-0.33
Nme7	ENSMUST00000086028.5	"NME/NM23 family member 7 "	mmu-let-7c-1-3p	-0.33
Esco2	ENSMUST00000022613.9	"establishment of cohesion 1 homolog 2 (S. cerevisiae) "	mmu-let-7c-1-3p	-0.33
Btg1	ENSMUST00000038377.7	"B cell translocation gene 1, anti-proliferative "	mmu-let-7c-1-3p	-0.33
Sepp1	ENSMUST00000082424.5	"selenoprotein P, plasma, 1 "	mmu-let-7c-1-3p	-0.32
Asap1	ENSMUST00000177371.2	"ArfGAP with SH3 domain, ankyrin repeat and PH domain1 "	mmu-let-7c-1-3p	-0.32
Ptma	ENSMUST00000186255.1	"prothymosin alpha "	mmu-let-7c-1-3p	-0.32
Skap2	ENSMUST00000078214.5	"src family associated phosphoprotein 2 "	mmu-let-7c-1-3p	-0.32
Pcdhb12	ENSMUST00000055495.5	"protocadherin beta 12 "	mmu-let-7c-1-3p	-0.32
Gabarapl1	ENSMUST00000032264.6	"gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1 "	mmu-let-7c-1-3p	-0.32
Hrk	ENSMUST00000054836.6	"harakiri, BCL2 interacting protein (contains only BH3 domain) "	mmu-let-7c-1-3p	-0.32
Mbip	ENSMUST00000021416.7	"MAP3K12 binding inhibitory protein 1 "	mmu-let-7c-1-3p	-0.32
Ttc30b	ENSMUST00000099996.4	"tetratricopeptide repeat domain 30B "	mmu-let-7c-1-3p	-0.32
Unc93a	ENSMUST00000084966.5	"unc-93 homolog A (C. elegans) "	mmu-let-7c-1-3p	-0.32
Htr2a	ENSMUST00000036653.3	"5-hydroxytryptamine (serotonin) receptor 2A "	mmu-let-7c-1-3p	-0.32
Rapgef2	ENSMUST00000118100.2	"Rap guanine nucleotide exchange factor (GEF) 2 "	mmu-let-7c-1-3p	-0.32
Olfr1426	ENSMUST00000112952.1	"olfactory receptor 1426 "	mmu-let-7c-1-3p	-0.32
Cdc42se2	ENSMUST00000064104.7	"CDC42 small effector 2 "	mmu-let-7c-1-3p	-0.32
Xab2	ENSMUST00000019614.7	"XPA binding protein 2 "	mmu-let-7c-1-3p	-0.32
Ttc30a1	ENSMUST00000099994.4	"tetratricopeptide repeat domain 30A1 "	mmu-let-7c-1-3p	-0.31
Egfl6	ENSMUST00000000412.2	"EGF-like-domain, multiple 6 "	mmu-let-7c-1-3p	-0.31
Ankrd26	ENSMUST00000112830.2	"ankyrin repeat domain 26 "	mmu-let-7c-1-3p	-0.31
Thbd	ENSMUST00000099270.4	"thrombomodulin "	mmu-let-7c-1-3p	-0.31
Npy5r	ENSMUST00000070810.7	"neuropeptide Y receptor Y5 "	mmu-let-7c-1-3p	-0.31
Psmc6	ENSMUST00000022380.7	"proteasome (prosome, macropain) 26S subunit, ATPase, 6 "	mmu-let-7c-1-3p	-0.31
Rdx	ENSMUST00000163153.2	"radixin "	mmu-let-7c-1-3p	-0.31
Slc33a1	ENSMUST00000029402.9	"solute carrier family 33 (acetyl-CoA transporter), member 1 "	mmu-let-7c-1-3p	-0.31
Rab40c	ENSMUST00000167626.2	"Rab40C, member RAS oncogene family "	mmu-let-7c-1-3p	-0.31
A730017C20Rik	ENSMUST00000165666.3	"RIKEN cDNA A730017C20 gene "	mmu-let-7c-1-3p	-0.31
Strap	ENSMUST00000064910.6	"serine/threonine kinase receptor associated protein "	mmu-let-7c-1-3p	-0.31
Terf2ip	ENSMUST00000052138.9	"telomeric repeat binding factor 2, interacting protein "	mmu-let-7c-1-3p	-0.30
Gm14399	ENSMUST00000109062.2	"predicted gene 14399 "	mmu-let-7c-1-3p	-0.30
Olfr479	ENSMUST00000063151.5	"olfactory receptor 479 "	mmu-let-7c-1-3p	-0.30
Scaf8	ENSMUST00000076734.6	"SR-related CTD-associated factor 8 "	mmu-let-7c-1-3p	-0.30
Pls3	ENSMUST00000114059.4	"plastin 3 (T-isoform) "	mmu-let-7c-1-3p	-0.30
Itgb1	ENSMUST00000090006.6	"integrin beta 1 (fibronectin receptor beta) "	mmu-let-7c-1-3p	-0.30
Rap2c	ENSMUST00000053593.7	"RAP2C, member of RAS oncogene family "	mmu-let-7c-1-3p	-0.30
Pdia3	ENSMUST00000028683.8	"protein disulfide isomerase associated 3 "	mmu-let-7c-1-3p	-0.30
Sertad2	ENSMUST00000093292.5	"SERTA domain containing 2 "	mmu-let-7c-1-3p	-0.30
Uri1	ENSMUST00000085513.4	"URI1, prefoldin-like chaperone "	mmu-let-7c-1-3p	-0.30
Dnm1l	ENSMUST00000023477.8	"dynamin 1-like "	mmu-let-7c-1-3p	-0.30
4933426M11Rik	ENSMUST00000068519.5	"RIKEN cDNA 4933426M11 gene "	mmu-let-7c-1-3p	-0.30
Lpar4	ENSMUST00000060576.7	"lysophosphatidic acid receptor 4 "	mmu-let-7c-1-3p	-0.30
Slc37a3	ENSMUST00000090243.4	"solute carrier family 37 (glycerol-3-phosphate transporter), member 3 "	mmu-let-7c-1-3p	-0.30
Angpt1	ENSMUST00000022921.5	"angiopoietin 1 "	mmu-let-7c-1-3p	-0.30
Snrpd1	ENSMUST00000002551.3	"small nuclear ribonucleoprotein D1 "	mmu-let-7c-1-3p	-0.30
C230052I12Rik	ENSMUST00000032704.6	"RIKEN cDNA C230052I12 gene "	mmu-let-7c-1-3p	-0.30
Dbn1	ENSMUST00000109923.3	"drebrin 1 "	mmu-let-7c-1-3p	-0.30
Pard6b	ENSMUST00000052125.6	"par-6 family cell polarity regulator beta "	mmu-let-7c-1-3p	-0.30
Timp4	ENSMUST00000032462.6	"tissue inhibitor of metalloproteinase 4 "	mmu-let-7c-1-3p	-0.30
Gca	ENSMUST00000028257.2	"grancalcin "	mmu-let-7c-1-3p	-0.30
2210418O10Rik	ENSMUST00000099009.3	"RIKEN cDNA 2210418O10 gene "	mmu-let-7c-1-3p	-0.29
Fam76a	ENSMUST00000030696.5	"family with sequence similarity 76, member A "	mmu-let-7c-1-3p	-0.29
Stxbp5l	ENSMUST00000114787.2	"syntaxin binding protein 5-like "	mmu-let-7c-1-3p	-0.29
Sec24d	ENSMUST00000047923.7	"Sec24 related gene family, member D (S. cerevisiae) "	mmu-let-7c-1-3p	-0.29
Hoxb2	ENSMUST00000100523.6	"homeobox B2 "	mmu-let-7c-1-3p	-0.29
Gm14296	ENSMUST00000099007.2	"predicted gene 14296 "	mmu-let-7c-1-3p	-0.29
Actr6	ENSMUST00000020109.3	"ARP6 actin-related protein 6 "	mmu-let-7c-1-3p	-0.29
Nudt4	ENSMUST00000020217.5	"nudix (nucleoside diphosphate linked moiety X)-type motif 4 "	mmu-let-7c-1-3p	-0.29
9330182O14Rik	ENSMUST00000179120.1	"RIKEN cDNA 9330182O14 gene "	mmu-let-7c-1-3p	-0.29
A930004D18Rik	ENSMUST00000066163.2	"RIKEN cDNA A930004D18 gene "	mmu-let-7c-1-3p	-0.29
Taf6	ENSMUST00000048698.8	"TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor "	mmu-let-7c-1-3p	-0.29
Gm10076	ENSMUST00000073238.6	"predicted gene 10076 "	mmu-let-7c-1-3p	-0.29
Sumo2	ENSMUST00000121185.2	"SMT3 suppressor of mif two 3 homolog 2 (yeast) "	mmu-let-7c-1-3p	-0.29
Mier3	ENSMUST00000109272.3	"mesoderm induction early response 1, family member 3 "	mmu-let-7c-1-3p	-0.29
Vmn1r5	ENSMUST00000164307.1	"vomeronasal 1 receptor 5 "	mmu-let-7c-1-3p	-0.29
Il23r	ENSMUST00000118364.1	"interleukin 23 receptor "	mmu-let-7c-1-3p	-0.29
Ube2t	ENSMUST00000027687.7	"ubiquitin-conjugating enzyme E2T (putative) "	mmu-let-7c-1-3p	-0.29
Slc25a12	ENSMUST00000151937.2	"solute carrier family 25 (mitochondrial carrier, Aralar), member 12 "	mmu-let-7c-1-3p	-0.29
Vmn1r28	ENSMUST00000176874.1	"vomeronasal 1 receptor 28 "	mmu-let-7c-1-3p	-0.29
Ccna2	ENSMUST00000029270.4	"cyclin A2 "	mmu-let-7c-1-3p	-0.29
Fgf7	ENSMUST00000064794.8	"fibroblast growth factor 7 "	mmu-let-7c-1-3p	-0.29
Gm5444	ENSMUST00000065956.3	"predicted gene 5444 "	mmu-let-7c-1-3p	-0.29
Rpl41	ENSMUST00000177163.2	"ribosomal protein L41 "	mmu-let-7c-1-3p	-0.29
Pvrl3	ENSMUST00000023334.9	"poliovirus receptor-related 3 "	mmu-let-7c-1-3p	-0.29
