Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Sumo3	ENSMUST00000020501.9	"SMT3 suppressor of mif two 3 homolog 3 (yeast) "	mmu-miR-541-5p	-0.56
Stk3	ENSMUST00000018476.8	"serine/threonine kinase 3 "	mmu-miR-541-5p	-0.56
Zfand2b	ENSMUST00000160439.2	"zinc finger, AN1 type domain 2B "	mmu-miR-541-5p	-0.56
Gm10408	ENSMUST00000096168.5	"predicted gene 10408 "	mmu-miR-541-5p	-0.56
Qrsl1	ENSMUST00000020012.6	"glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1 "	mmu-miR-541-5p	-0.56
Gm8271	ENSMUST00000171053.1	"predicted gene 8271 "	mmu-miR-541-5p	-0.55
Olfr606	ENSMUST00000098200.1	"olfactory receptor 606 "	mmu-miR-541-5p	-0.55
Gm3278	ENSMUST00000164459.1	"predicted gene 3278 "	mmu-miR-541-5p	-0.55
Neil1	ENSMUST00000190245.1	"nei endonuclease VIII-like 1 (E. coli) "	mmu-miR-541-5p	-0.55
B230307C23Rik	ENSMUST00000122450.2	"RIKEN cDNA B230307C23 gene "	mmu-miR-541-5p	-0.54
Srsf10	ENSMUST00000126641.1	"serine/arginine-rich splicing factor 10 "	mmu-miR-541-5p	-0.53
Lage3	ENSMUST00000114153.1	"L antigen family, member 3 "	mmu-miR-541-5p	-0.53
Tnfsf18	ENSMUST00000086084.1	"tumor necrosis factor (ligand) superfamily, member 18 "	mmu-miR-541-5p	-0.53
Lbr	ENSMUST00000005003.6	"lamin B receptor "	mmu-miR-541-5p	-0.52
Nek5	ENSMUST00000169834.1	"NIMA (never in mitosis gene a)-related expressed kinase 5 "	mmu-miR-541-5p	-0.51
Arhgef33	ENSMUST00000068175.5	"Rho guanine nucleotide exchange factor (GEF) 33 "	mmu-miR-541-5p	-0.51
Rasgrp1	ENSMUST00000172901.2	"RAS guanyl releasing protein 1 "	mmu-miR-541-5p	-0.51
Gm9821	ENSMUST00000178895.1	"predicted gene 9821 "	mmu-miR-541-5p	-0.51
Cpsf7	ENSMUST00000038379.3	"cleavage and polyadenylation specific factor 7 "	mmu-miR-541-5p	-0.50
Mmp1a	ENSMUST00000034492.5	"matrix metallopeptidase 1a (interstitial collagenase) "	mmu-miR-541-5p	-0.50
Tmod4	ENSMUST00000005769.7	"tropomodulin 4 "	mmu-miR-541-5p	-0.49
Lhfpl5	ENSMUST00000080780.6	"lipoma HMGIC fusion partner-like 5 "	mmu-miR-541-5p	-0.49
Gm9799	ENSMUST00000062127.3	"predicted gene 9799 "	mmu-miR-541-5p	-0.48
Sdhaf1	ENSMUST00000098586.4	"succinate dehydrogenase complex assembly factor 1 "	mmu-miR-541-5p	-0.48
Rnf141	ENSMUST00000177236.2	"ring finger protein 141 "	mmu-miR-541-5p	-0.47
Yars	ENSMUST00000106054.2	"tyrosyl-tRNA synthetase "	mmu-miR-541-5p	-0.47
Mctp1	ENSMUST00000125209.2	"multiple C2 domains, transmembrane 1 "	mmu-miR-541-5p	-0.47
Zcchc16	ENSMUST00000112843.1	"zinc finger, CCHC domain containing 16 "	mmu-miR-541-5p	-0.47
Plek	ENSMUST00000102881.4	"pleckstrin "	mmu-miR-541-5p	-0.46
Skint3	ENSMUST00000038455.6	"selection and upkeep of intraepithelial T cells 3 "	mmu-miR-541-5p	-0.46
Rnf222	ENSMUST00000065213.4	"ring finger protein 222 "	mmu-miR-541-5p	-0.46
Gskip	ENSMUST00000051934.5	"GSK3B interacting protein "	mmu-miR-541-5p	-0.46
Gm973	ENSMUST00000114243.2	"predicted gene 973 "	mmu-miR-541-5p	-0.45
Osr1	ENSMUST00000057021.7	"odd-skipped related 1 (Drosophila) "	mmu-miR-541-5p	-0.45
1700034J05Rik	ENSMUST00000036592.9	"RIKEN cDNA 1700034J05 gene "	mmu-miR-541-5p	-0.45
Pak3	ENSMUST00000172330.2	"p21 protein (Cdc42/Rac)-activated kinase 3 "	mmu-miR-541-5p	-0.45
Nrbp2	ENSMUST00000019516.4	"nuclear receptor binding protein 2 "	mmu-miR-541-5p	-0.45
Krt26	ENSMUST00000100482.2	"keratin 26 "	mmu-miR-541-5p	-0.44
Lce1c	ENSMUST00000047055.3	"late cornified envelope 1C "	mmu-miR-541-5p	-0.44
Sele	ENSMUST00000027874.5	"selectin, endothelial cell "	mmu-miR-541-5p	-0.44
Zfp429	ENSMUST00000181071.2	"zinc finger protein 429 "	mmu-miR-541-5p	-0.44
Uox	ENSMUST00000121133.1	"urate oxidase "	mmu-miR-541-5p	-0.44
Lysmd3	ENSMUST00000049055.6	"LysM, putative peptidoglycan-binding, domain containing 3 "	mmu-miR-541-5p	-0.44
Zfp445	ENSMUST00000056467.7	"zinc finger protein 445 "	mmu-miR-541-5p	-0.44
Gm4763	ENSMUST00000081657.4	"predicted gene 4763 "	mmu-miR-541-5p	-0.44
Cryba1	ENSMUST00000078623.4	"crystallin, beta A1 "	mmu-miR-541-5p	-0.43
9930021J03Rik	ENSMUST00000177155.2	"RIKEN cDNA 9930021J03 gene "	mmu-miR-541-5p	-0.43
Sorcs1	ENSMUST00000164039.3	"VPS10 domain receptor protein SORCS 1 "	mmu-miR-541-5p	-0.43
Kcnmb1	ENSMUST00000020362.2	"potassium large conductance calcium-activated channel, subfamily M, beta member 1 "	mmu-miR-541-5p	-0.43
Krt77	ENSMUST00000087996.5	"keratin 77 "	mmu-miR-541-5p	-0.43
B230216G23Rik	ENSMUST00000088263.5	"RIKEN cDNA B230216G23 gene "	mmu-miR-541-5p	-0.43
Hccs	ENSMUST00000033717.3	"holocytochrome c synthetase "	mmu-miR-541-5p	-0.43
Map3k7	ENSMUST00000108183.2	"mitogen-activated protein kinase kinase kinase 7 "	mmu-miR-541-5p	-0.43
Cox17	ENSMUST00000120495.1	"cytochrome c oxidase assembly protein 17 "	mmu-miR-541-5p	-0.43
Htr1a	ENSMUST00000022235.4	"5-hydroxytryptamine (serotonin) receptor 1A "	mmu-miR-541-5p	-0.43
Faf2	ENSMUST00000126071.2	"Fas associated factor family member 2 "	mmu-miR-541-5p	-0.43
Ndufs7	ENSMUST00000105364.2	"NADH dehydrogenase (ubiquinone) Fe-S protein 7 "	mmu-miR-541-5p	-0.43
Sclt1	ENSMUST00000026866.9	"sodium channel and clathrin linker 1 "	mmu-miR-541-5p	-0.43
Gm10116	ENSMUST00000090860.6	"predicted pseudogene 10116 "	mmu-miR-541-5p	-0.42
Zfp936	ENSMUST00000072829.3	"zinc finger protein 936 "	mmu-miR-541-5p	-0.42
Gdf2	ENSMUST00000100720.1	"growth differentiation factor 2 "	mmu-miR-541-5p	-0.42
Kif16b	ENSMUST00000043589.7	"kinesin family member 16B "	mmu-miR-541-5p	-0.42
Kpna1	ENSMUST00000004054.7	"karyopherin (importin) alpha 1 "	mmu-miR-541-5p	-0.42
Hsd3b7	ENSMUST00000106271.1	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 "	mmu-miR-541-5p	-0.42
Trim56	ENSMUST00000054384.5	"tripartite motif-containing 56 "	mmu-miR-541-5p	-0.42
Adam30	ENSMUST00000050342.3	"a disintegrin and metallopeptidase domain 30 "	mmu-miR-541-5p	-0.41
Rab6a	ENSMUST00000107048.2	"RAB6A, member RAS oncogene family "	mmu-miR-541-5p	-0.41
Mbnl1	ENSMUST00000099087.2	"muscleblind-like 1 (Drosophila) "	mmu-miR-541-5p	-0.41
Gm5423	ENSMUST00000168554.1	"predicted gene 5423 "	mmu-miR-541-5p	-0.41
Nxpe5	ENSMUST00000159964.1	"neurexophilin and PC-esterase domain family, member 5 "	mmu-miR-541-5p	-0.41
Gm10024	ENSMUST00000075421.6	"predicted gene 10024 "	mmu-miR-541-5p	-0.41
Cntn1	ENSMUST00000169825.2	"contactin 1 "	mmu-miR-541-5p	-0.40
Mfap1a	ENSMUST00000089926.5	"microfibrillar-associated protein 1A "	mmu-miR-541-5p	-0.40
Psg20	ENSMUST00000108482.2	"pregnancy-specific glycoprotein 20 "	mmu-miR-541-5p	-0.40
Fam155a	ENSMUST00000110969.3	"family with sequence similarity 155, member A "	mmu-miR-541-5p	-0.40
Smad4	ENSMUST00000025393.8	"SMAD family member 4 "	mmu-miR-541-5p	-0.40
Zfp524	ENSMUST00000086349.3	"zinc finger protein 524 "	mmu-miR-541-5p	-0.40
Phox2a	ENSMUST00000008090.10	"paired-like homeobox 2a "	mmu-miR-541-5p	-0.39
Naa50	ENSMUST00000161326.2	"N(alpha)-acetyltransferase 50, NatE catalytic subunit "	mmu-miR-541-5p	-0.39
Gm17567	ENSMUST00000164429.1	"predicted gene, 17567 "	mmu-miR-541-5p	-0.39
Bet1l	ENSMUST00000026557.8	"blocked early in transport 1 homolog (S. cerevisiae)-like "	mmu-miR-541-5p	-0.39
BC051076	ENSMUST00000069773.6	"cDNA sequence BC051076 "	mmu-miR-541-5p	-0.39
9430020K01Rik	ENSMUST00000037029.5	"RIKEN cDNA 9430020K01 gene "	mmu-miR-541-5p	-0.39
Zfp275	ENSMUST00000114499.2	"zinc finger protein 275 "	mmu-miR-541-5p	-0.39
BC049730	ENSMUST00000051714.7	"cDNA sequence BC049730 "	mmu-miR-541-5p	-0.38
Rbbp9	ENSMUST00000028915.5	"retinoblastoma binding protein 9 "	mmu-miR-541-5p	-0.38
St13	ENSMUST00000172107.2	"suppression of tumorigenicity 13 "	mmu-miR-541-5p	-0.38
Gab1	ENSMUST00000034150.8	"growth factor receptor bound protein 2-associated protein 1 "	mmu-miR-541-5p	-0.38
Bmpr2	ENSMUST00000087435.6	"bone morphogenetic protein receptor, type II (serine/threonine kinase) "	mmu-miR-541-5p	-0.38
Nipal4	ENSMUST00000020679.2	"NIPA-like domain containing 4 "	mmu-miR-541-5p	-0.38
Zfp953	ENSMUST00000081582.6	"zinc finger protein 953 "	mmu-miR-541-5p	-0.38
Sprr1a	ENSMUST00000054599.7	"small proline-rich protein 1A "	mmu-miR-541-5p	-0.38
Opn3	ENSMUST00000027809.7	"opsin 3 "	mmu-miR-541-5p	-0.37
Mrgprx2	ENSMUST00000098433.4	"MAS-related GPR, member X2 "	mmu-miR-541-5p	-0.37
Kcnj2	ENSMUST00000042970.2	"potassium inwardly-rectifying channel, subfamily J, member 2 "	mmu-miR-541-5p	-0.37
Cysltr1	ENSMUST00000113480.1	"cysteinyl leukotriene receptor 1 "	mmu-miR-541-5p	-0.37
Fgf7	ENSMUST00000064794.8	"fibroblast growth factor 7 "	mmu-miR-541-5p	-0.37
Ppbp	ENSMUST00000031319.6	"pro-platelet basic protein "	mmu-miR-541-5p	-0.37
Kcnmb2	ENSMUST00000119970.2	"potassium large conductance calcium-activated channel, subfamily M, beta member 2 "	mmu-miR-541-5p	-0.37
Vamp1	ENSMUST00000100942.3	"vesicle-associated membrane protein 1 "	mmu-miR-541-5p	-0.37
Pitpna	ENSMUST00000143219.2	"phosphatidylinositol transfer protein, alpha "	mmu-miR-541-5p	-0.37
Lrrc19	ENSMUST00000053419.3	"leucine rich repeat containing 19 "	mmu-miR-541-5p	-0.37
6330416G13Rik	ENSMUST00000077709.5	"RIKEN cDNA 6330416G13 gene "	mmu-miR-541-5p	-0.37
Psors1c2	ENSMUST00000025273.8	"psoriasis susceptibility 1 candidate 2 (human) "	mmu-miR-541-5p	-0.37
Cd177	ENSMUST00000063956.5	"CD177 antigen "	mmu-miR-541-5p	-0.37
Hdx	ENSMUST00000113422.3	"highly divergent homeobox "	mmu-miR-541-5p	-0.37
Tldc2	ENSMUST00000099140.2	"TBC/LysM associated domain containing 2 "	mmu-miR-541-5p	-0.36
Sult1c1	ENSMUST00000024738.7	"sulfotransferase family, cytosolic, 1C, member 1 "	mmu-miR-541-5p	-0.36
Pigm	ENSMUST00000052455.2	"phosphatidylinositol glycan anchor biosynthesis, class M "	mmu-miR-541-5p	-0.36
Runx2	ENSMUST00000113572.3	"runt related transcription factor 2 "	mmu-miR-541-5p	-0.36
Gabarap	ENSMUST00000018711.9	"gamma-aminobutyric acid receptor associated protein "	mmu-miR-541-5p	-0.36
Mettl7a3	ENSMUST00000075420.4	"methyltransferase like 7A3 "	mmu-miR-541-5p	-0.36
Lefty1	ENSMUST00000037361.8	"left right determination factor 1 "	mmu-miR-541-5p	-0.36
Nrm	ENSMUST00000074259.9	"nurim (nuclear envelope membrane protein) "	mmu-miR-541-5p	-0.36
Kif5b	ENSMUST00000025083.8	"kinesin family member 5B "	mmu-miR-541-5p	-0.36
Arsj	ENSMUST00000093976.2	"arylsulfatase J "	mmu-miR-541-5p	-0.35
Rhod	ENSMUST00000117462.1	"ras homolog gene family, member D "	mmu-miR-541-5p	-0.35
Fcho2	ENSMUST00000099277.5	"FCH domain only 2 "	mmu-miR-541-5p	-0.35
Dtd2	ENSMUST00000021339.7	"D-tyrosyl-tRNA deacylase 2 "	mmu-miR-541-5p	-0.35
Prob1	ENSMUST00000190196.1	"proline rich basic protein 1 "	mmu-miR-541-5p	-0.35
Ttc9c	ENSMUST00000096751.5	"tetratricopeptide repeat domain 9C "	mmu-miR-541-5p	-0.35
Nde1	ENSMUST00000115795.3	"nuclear distribution gene E homolog 1 (A nidulans) "	mmu-miR-541-5p	-0.35
Prmt10	ENSMUST00000056237.9	"protein arginine methyltransferase 10 (putative) "	mmu-miR-541-5p	-0.35
Tstd2	ENSMUST00000107772.2	"thiosulfate sulfurtransferase (rhodanese)-like domain containing 2 "	mmu-miR-541-5p	-0.35
Zfp951	ENSMUST00000186219.1	"zinc finger protein 951 "	mmu-miR-541-5p	-0.35
Sirt6	ENSMUST00000042923.8	"sirtuin 6 "	mmu-miR-541-5p	-0.35
Ndufs1	ENSMUST00000027111.9	"NADH dehydrogenase (ubiquinone) Fe-S protein 1 "	mmu-miR-541-5p	-0.35
Hebp1	ENSMUST00000045855.7	"heme binding protein 1 "	mmu-miR-541-5p	-0.35
Fam13a	ENSMUST00000089860.6	"family with sequence similarity 13, member A "	mmu-miR-541-5p	-0.34
Edaradd	ENSMUST00000179308.1	"EDAR (ectodysplasin-A receptor)-associated death domain "	mmu-miR-541-5p	-0.34
Polr3gl	ENSMUST00000091924.4	"polymerase (RNA) III (DNA directed) polypeptide G like "	mmu-miR-541-5p	-0.34
Fam213b	ENSMUST00000030935.4	"family with sequence similarity 213, member B "	mmu-miR-541-5p	-0.34
C87436	ENSMUST00000050497.8	"expressed sequence C87436 "	mmu-miR-541-5p	-0.34
Gm11541	ENSMUST00000069852.1	"predicted gene 11541 "	mmu-miR-541-5p	-0.34
Aurkc	ENSMUST00000086248.5	"aurora kinase C "	mmu-miR-541-5p	-0.34
Cyp2c39	ENSMUST00000025968.4	"cytochrome P450, family 2, subfamily c, polypeptide 39 "	mmu-miR-541-5p	-0.34
Qrfpr	ENSMUST00000122174.1	"pyroglutamylated RFamide peptide receptor "	mmu-miR-541-5p	-0.34
Khdrbs3	ENSMUST00000022954.6	"KH domain containing, RNA binding, signal transduction associated 3 "	mmu-miR-541-5p	-0.34
Bola3	ENSMUST00000136501.1	"bolA-like 3 (E. coli) "	mmu-miR-541-5p	-0.34
Ddt	ENSMUST00000172820.1	"D-dopachrome tautomerase "	mmu-miR-541-5p	-0.34
Tmem164	ENSMUST00000101198.3	"transmembrane protein 164 "	mmu-miR-541-5p	-0.34
Rfx1	ENSMUST00000005600.5	"regulatory factor X, 1 (influences HLA class II expression) "	mmu-miR-541-5p	-0.34
Acss3	ENSMUST00000165067.2	"acyl-CoA synthetase short-chain family member 3 "	mmu-miR-541-5p	-0.34
Acvr1b	ENSMUST00000000544.10	"activin A receptor, type 1B "	mmu-miR-541-5p	-0.34
Cfl2	ENSMUST00000078124.7	"cofilin 2, muscle "	mmu-miR-541-5p	-0.34
Cyb5d1	ENSMUST00000108660.2	"cytochrome b5 domain containing 1 "	mmu-miR-541-5p	-0.34
Gm14434	ENSMUST00000122097.3	"predicted gene 14434 "	mmu-miR-541-5p	-0.34
Cyb561	ENSMUST00000184086.2	"cytochrome b-561 "	mmu-miR-541-5p	-0.33
Zfp945	ENSMUST00000160457.3	"zinc finger protein 945 "	mmu-miR-541-5p	-0.33
Gm2007	ENSMUST00000178133.2	"predicted gene 2007 "	mmu-miR-541-5p	-0.33
Gm11007	ENSMUST00000178120.2	"predicted gene 11007 "	mmu-miR-541-5p	-0.33
Trhr	ENSMUST00000038856.7	"thyrotropin releasing hormone receptor "	mmu-miR-541-5p	-0.33
Gm4724	ENSMUST00000109045.3	"predicted gene 4724 "	mmu-miR-541-5p	-0.33
Lrrc26	ENSMUST00000028337.6	"leucine rich repeat containing 26 "	mmu-miR-541-5p	-0.33
Pdcd6	ENSMUST00000022060.5	"programmed cell death 6 "	mmu-miR-541-5p	-0.33
Runx1t1	ENSMUST00000006761.4	"runt-related transcription factor 1; translocated to, 1 (cyclin D-related) "	mmu-miR-541-5p	-0.33
Smug1	ENSMUST00000064067.8	"single-strand selective monofunctional uracil DNA glycosylase "	mmu-miR-541-5p	-0.33
Psg25	ENSMUST00000094795.4	"pregnancy-specific glycoprotein 25 "	mmu-miR-541-5p	-0.33
Prss33	ENSMUST00000059906.6	"protease, serine 33 "	mmu-miR-541-5p	-0.33
4931406P16Rik	ENSMUST00000108074.2	"RIKEN cDNA 4931406P16 gene "	mmu-miR-541-5p	-0.33
Ankib1	ENSMUST00000043551.6	"ankyrin repeat and IBR domain containing 1 "	mmu-miR-541-5p	-0.33
Vmn1r71	ENSMUST00000079113.3	"vomeronasal 1 receptor 71 "	mmu-miR-541-5p	-0.33
Mlst8	ENSMUST00000070888.7	"MTOR associated protein, LST8 homolog (S. cerevisiae) "	mmu-miR-541-5p	-0.33
Alg2	ENSMUST00000044148.2	"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase) "	mmu-miR-541-5p	-0.33
Trip6	ENSMUST00000024119.9	"thyroid hormone receptor interactor 6 "	mmu-miR-541-5p	-0.33
Hoxb9	ENSMUST00000000010.8	"homeobox B9 "	mmu-miR-541-5p	-0.33
Egfl7	ENSMUST00000166920.3	"EGF-like domain 7 "	mmu-miR-541-5p	-0.33
Aym1	ENSMUST00000066573.1	"activator of yeast meiotic promoters 1 "	mmu-miR-541-5p	-0.33
Neurod6	ENSMUST00000044767.8	"neurogenic differentiation 6 "	mmu-miR-541-5p	-0.32
Gm10935	ENSMUST00000098634.3	"predicted gene 10935 "	mmu-miR-541-5p	-0.32
Kmt2b	ENSMUST00000006470.8	"lysine (K)-specific methyltransferase 2B "	mmu-miR-541-5p	-0.32
RP23-133G16.2	ENSMUST00000191265.1		mmu-miR-541-5p	-0.32
Gxylt2	ENSMUST00000032157.7	"glucoside xylosyltransferase 2 "	mmu-miR-541-5p	-0.32
Gm6710	ENSMUST00000109012.3	"predicted gene 6710 "	mmu-miR-541-5p	-0.32
Scg3	ENSMUST00000034699.6	"secretogranin III "	mmu-miR-541-5p	-0.32
Mtx3	ENSMUST00000076169.3	"metaxin 3 "	mmu-miR-541-5p	-0.32
Nnmt	ENSMUST00000119426.1	"nicotinamide N-methyltransferase "	mmu-miR-541-5p	-0.32
Pcbp4	ENSMUST00000024260.7	"poly(rC) binding protein 4 "	mmu-miR-541-5p	-0.32
Xlr3c	ENSMUST00000080839.1	"X-linked lymphocyte-regulated 3C "	mmu-miR-541-5p	-0.32
Dap	ENSMUST00000044524.10	"death-associated protein "	mmu-miR-541-5p	-0.32
Rcor1	ENSMUST00000084968.8	"REST corepressor 1 "	mmu-miR-541-5p	-0.32
Rreb1	ENSMUST00000128570.2	"ras responsive element binding protein 1 "	mmu-miR-541-5p	-0.32
Glyatl3	ENSMUST00000166343.1	"glycine-N-acyltransferase-like 3 "	mmu-miR-541-5p	-0.32
Notch4	ENSMUST00000015612.8	"notch 4 "	mmu-miR-541-5p	-0.32
Pglyrp1	ENSMUST00000032573.6	"peptidoglycan recognition protein 1 "	mmu-miR-541-5p	-0.31
Zfy1	ENSMUST00000189888.1	"zinc finger protein 1, Y linked "	mmu-miR-541-5p	-0.31
Oprk1	ENSMUST00000160777.2	"opioid receptor, kappa 1 "	mmu-miR-541-5p	-0.31
Nat14	ENSMUST00000047309.5	"N-acetyltransferase 14 "	mmu-miR-541-5p	-0.31
Nr0b1	ENSMUST00000026036.4	"nuclear receptor subfamily 0, group B, member 1 "	mmu-miR-541-5p	-0.31
Usp15	ENSMUST00000020334.7	"ubiquitin specific peptidase 15 "	mmu-miR-541-5p	-0.31
Zc4h2	ENSMUST00000120620.2	"zinc finger, C4H2 domain containing "	mmu-miR-541-5p	-0.31
Tll1	ENSMUST00000066166.4	"tolloid-like "	mmu-miR-541-5p	-0.31
Xlr3a	ENSMUST00000114524.3	"X-linked lymphocyte-regulated 3A "	mmu-miR-541-5p	-0.31
Gm4794	ENSMUST00000165904.1	"predicted gene 4794 "	mmu-miR-541-5p	-0.31
Rnf168	ENSMUST00000171474.1	"ring finger protein 168 "	mmu-miR-541-5p	-0.31
Celf2	ENSMUST00000170438.2	"CUGBP, Elav-like family member 2 "	mmu-miR-541-5p	-0.31
Golph3l	ENSMUST00000060323.6	"golgi phosphoprotein 3-like "	mmu-miR-541-5p	-0.31
Eno1	ENSMUST00000080926.7	"enolase 1, alpha non-neuron "	mmu-miR-541-5p	-0.31
Cldn1	ENSMUST00000023154.2	"claudin 1 "	mmu-miR-541-5p	-0.31
Rbm41	ENSMUST00000113011.3	"RNA binding motif protein 41 "	mmu-miR-541-5p	-0.31
Ppapdc1b	ENSMUST00000139836.2	"phosphatidic acid phosphatase type 2 domain containing 1B "	mmu-miR-541-5p	-0.31
Ankrd61	ENSMUST00000079624.6	"ankyrin repeat domain 61 "	mmu-miR-541-5p	-0.31
Gpkow	ENSMUST00000049896.7	"G patch domain and KOW motifs "	mmu-miR-541-5p	-0.31
Stom	ENSMUST00000028241.6	"stomatin "	mmu-miR-541-5p	-0.31
Fev	ENSMUST00000068631.3	"FEV (ETS oncogene family) "	mmu-miR-541-5p	-0.31
Vwa5b1	ENSMUST00000030533.6	"von Willebrand factor A domain containing 5B1 "	mmu-miR-541-5p	-0.31
Adamts4	ENSMUST00000111315.2	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4 "	mmu-miR-541-5p	-0.31
Tmem201	ENSMUST00000103208.1	"transmembrane protein 201 "	mmu-miR-541-5p	-0.31
H1fx	ENSMUST00000056403.6	"H1 histone family, member X "	mmu-miR-541-5p	-0.30
Pot1a	ENSMUST00000115330.2	"protection of telomeres 1A "	mmu-miR-541-5p	-0.30
Stac2	ENSMUST00000017544.3	"SH3 and cysteine rich domain 2 "	mmu-miR-541-5p	-0.30
Fbxo33	ENSMUST00000043204.7	"F-box protein 33 "	mmu-miR-541-5p	-0.30
Saa3	ENSMUST00000006956.7	"serum amyloid A 3 "	mmu-miR-541-5p	-0.30
Gart	ENSMUST00000120450.1	"phosphoribosylglycinamide formyltransferase "	mmu-miR-541-5p	-0.30
AA987161	ENSMUST00000012873.9	"expressed sequence AA987161 "	mmu-miR-541-5p	-0.30
Kcnj3	ENSMUST00000112632.1	"potassium inwardly-rectifying channel, subfamily J, member 3 "	mmu-miR-541-5p	-0.30
Slfn9	ENSMUST00000038211.6	"schlafen 9 "	mmu-miR-541-5p	-0.30
Cpq	ENSMUST00000042167.9	"carboxypeptidase Q "	mmu-miR-541-5p	-0.30
Serpinb9	ENSMUST00000063191.8	"serine (or cysteine) peptidase inhibitor, clade B, member 9 "	mmu-miR-541-5p	-0.30
Lonp2	ENSMUST00000121673.2	"lon peptidase 2, peroxisomal "	mmu-miR-541-5p	-0.30
Gm9955	ENSMUST00000067987.1	"predicted gene 9955 "	mmu-miR-541-5p	-0.30
Ska2	ENSMUST00000020794.5	"spindle and kinetochore associated complex subunit 2 "	mmu-miR-541-5p	-0.30
Gm1045	ENSMUST00000178614.1	"predicted gene 1045 "	mmu-miR-541-5p	-0.29
Ppp6c	ENSMUST00000028087.3	"protein phosphatase 6, catalytic subunit "	mmu-miR-541-5p	-0.29
Nrsn1	ENSMUST00000057866.7	"neurensin 1 "	mmu-miR-541-5p	-0.29
Gtf3c2	ENSMUST00000088010.6	"general transcription factor IIIC, polypeptide 2, beta "	mmu-miR-541-5p	-0.29
Ccl20	ENSMUST00000027351.7	"chemokine (C-C motif) ligand 20 "	mmu-miR-541-5p	-0.29
Map4	ENSMUST00000035055.9	"microtubule-associated protein 4 "	mmu-miR-541-5p	-0.29
Xlr3b	ENSMUST00000101486.4	"X-linked lymphocyte-regulated 3B "	mmu-miR-541-5p	-0.29
Esco2	ENSMUST00000022613.9	"establishment of cohesion 1 homolog 2 (S. cerevisiae) "	mmu-miR-541-5p	-0.29
Acad9	ENSMUST00000011492.9	"acyl-Coenzyme A dehydrogenase family, member 9 "	mmu-miR-541-5p	-0.29
Vcl	ENSMUST00000022369.7	"vinculin "	mmu-miR-541-5p	-0.29
Foxb1	ENSMUST00000071281.4	"forkhead box B1 "	mmu-miR-541-5p	-0.29
Svs5	ENSMUST00000017148.7	"seminal vesicle secretory protein 5 "	mmu-miR-541-5p	-0.29
Ccl22	ENSMUST00000034231.3	"chemokine (C-C motif) ligand 22 "	mmu-miR-541-5p	-0.29
