Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Pdcd4	ENSMUST00000074371.6	"programmed cell death 4 "	mmu-miR-183-5p	-0.45
Arhgap21	ENSMUST00000114594.2	"Rho GTPase activating protein 21 "	mmu-miR-183-5p	-0.45
Arhgap6	ENSMUST00000112131.3	"Rho GTPase activating protein 6 "	mmu-miR-183-5p	-0.44
Serp1	ENSMUST00000029385.7	"stress-associated endoplasmic reticulum protein 1 "	mmu-miR-183-5p	-0.44
Tcf4	ENSMUST00000078486.7	"transcription factor 4 "	mmu-miR-183-5p	-0.44
Fcho2	ENSMUST00000099277.5	"FCH domain only 2 "	mmu-miR-183-5p	-0.44
Zdhhc6	ENSMUST00000076891.5	"zinc finger, DHHC domain containing 6 "	mmu-miR-183-5p	-0.43
Dgcr2	ENSMUST00000117945.2	"DiGeorge syndrome critical region gene 2 "	mmu-miR-183-5p	-0.43
Ppp2r2a	ENSMUST00000089230.5	"protein phosphatase 2, regulatory subunit B, alpha "	mmu-miR-183-5p	-0.43
Csnk2a1	ENSMUST00000099224.4	"casein kinase 2, alpha 1 polypeptide "	mmu-miR-183-5p	-0.43
Hectd2	ENSMUST00000047247.6	"HECT domain containing 2 "	mmu-miR-183-5p	-0.43
Ppp2r5c	ENSMUST00000084985.4	"protein phosphatase 2, regulatory subunit B', gamma "	mmu-miR-183-5p	-0.42
Zfp451	ENSMUST00000019861.7	"zinc finger protein 451 "	mmu-miR-183-5p	-0.42
1810013L24Rik	ENSMUST00000023150.5	"RIKEN cDNA 1810013L24 gene "	mmu-miR-183-5p	-0.41
Grem2	ENSMUST00000055294.3	"gremlin 2 homolog, cysteine knot superfamily (Xenopus laevis) "	mmu-miR-183-5p	-0.41
Fam57a	ENSMUST00000094014.4	"family with sequence similarity 57, member A "	mmu-miR-183-5p	-0.41
Caps2	ENSMUST00000132994.1	"calcyphosphine 2 "	mmu-miR-183-5p	-0.41
Lrp6	ENSMUST00000032322.9	"low density lipoprotein receptor-related protein 6 "	mmu-miR-183-5p	-0.41
Zmym2	ENSMUST00000022511.8	"zinc finger, MYM-type 2 "	mmu-miR-183-5p	-0.41
Cx3cl1	ENSMUST00000034230.5	"chemokine (C-X3-C motif) ligand 1 "	mmu-miR-183-5p	-0.40
Ap3m1	ENSMUST00000154460.2	"adaptor-related protein complex 3, mu 1 subunit "	mmu-miR-183-5p	-0.40
Spcs2	ENSMUST00000036274.6	"signal peptidase complex subunit 2 homolog (S. cerevisiae) "	mmu-miR-183-5p	-0.40
Ctdspl	ENSMUST00000073109.6	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like "	mmu-miR-183-5p	-0.40
Npas3	ENSMUST00000101432.2	"neuronal PAS domain protein 3 "	mmu-miR-183-5p	-0.40
Smco4	ENSMUST00000045620.4	"single-pass membrane protein with coiled-coil domains 4 "	mmu-miR-183-5p	-0.40
Nrg1	ENSMUST00000073884.4	"neuregulin 1 "	mmu-miR-183-5p	-0.39
Spry2	ENSMUST00000022709.4	"sprouty homolog 2 (Drosophila) "	mmu-miR-183-5p	-0.39
Atf2	ENSMUST00000112010.3	"activating transcription factor 2 "	mmu-miR-183-5p	-0.39
Phf6	ENSMUST00000078944.7	"PHD finger protein 6 "	mmu-miR-183-5p	-0.39
Pam	ENSMUST00000058762.9	"peptidylglycine alpha-amidating monooxygenase "	mmu-miR-183-5p	-0.39
Gpr85	ENSMUST00000060442.8	"G protein-coupled receptor 85 "	mmu-miR-183-5p	-0.39
Plcb4	ENSMUST00000110109.2	"phospholipase C, beta 4 "	mmu-miR-183-5p	-0.38
Clcn3	ENSMUST00000093490.3	"chloride channel 3 "	mmu-miR-183-5p	-0.38
Zfpm2	ENSMUST00000053467.4	"zinc finger protein, multitype 2 "	mmu-miR-183-5p	-0.38
Ajap1	ENSMUST00000105646.2	"adherens junction associated protein 1 "	mmu-miR-183-5p	-0.38
Tpm3-rs7	ENSMUST00000072359.6	"tropomyosin 3, related sequence 7 "	mmu-miR-183-5p	-0.38
Xkr7	ENSMUST00000037235.6	"X Kell blood group precursor related family member 7 homolog "	mmu-miR-183-5p	-0.38
Hdhd2	ENSMUST00000150990.2	"haloacid dehalogenase-like hydrolase domain containing 2 "	mmu-miR-183-5p	-0.37
Arhgap12	ENSMUST00000182066.2	"Rho GTPase activating protein 12 "	mmu-miR-183-5p	-0.37
Epha4	ENSMUST00000027451.7	"Eph receptor A4 "	mmu-miR-183-5p	-0.37
Cep170b	ENSMUST00000101018.4	"centrosomal protein 170B "	mmu-miR-183-5p	-0.37
Tmed7	ENSMUST00000151189.1	"transmembrane emp24 protein transport domain containing 7 "	mmu-miR-183-5p	-0.37
Pkp4	ENSMUST00000037903.9	"plakophilin 4 "	mmu-miR-183-5p	-0.37
Ezr	ENSMUST00000064234.6	"ezrin "	mmu-miR-183-5p	-0.37
Mfsd6	ENSMUST00000156876.2	"major facilitator superfamily domain containing 6 "	mmu-miR-183-5p	-0.37
Lmo3	ENSMUST00000162772.2	"LIM domain only 3 "	mmu-miR-183-5p	-0.37
Rbms1	ENSMUST00000028347.7	"RNA binding motif, single stranded interacting protein 1 "	mmu-miR-183-5p	-0.37
Celf2	ENSMUST00000170438.2	"CUGBP, Elav-like family member 2 "	mmu-miR-183-5p	-0.37
Scyl3	ENSMUST00000027876.5	"SCY1-like 3 (S. cerevisiae) "	mmu-miR-183-5p	-0.37
Snx1	ENSMUST00000034946.9	"sorting nexin 1 "	mmu-miR-183-5p	-0.37
Kcnk2	ENSMUST00000180044.2	"potassium channel, subfamily K, member 2 "	mmu-miR-183-5p	-0.36
Amd1	ENSMUST00000099945.4	"S-adenosylmethionine decarboxylase 1 "	mmu-miR-183-5p	-0.36
Ago2	ENSMUST00000044113.10	"argonaute RISC catalytic subunit 2 "	mmu-miR-183-5p	-0.36
Brms1l	ENSMUST00000059250.6	"breast cancer metastasis-suppressor 1-like "	mmu-miR-183-5p	-0.36
Uchl3	ENSMUST00000002289.6	"ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) "	mmu-miR-183-5p	-0.36
Slitrk3	ENSMUST00000059407.7	"SLIT and NTRK-like family, member 3 "	mmu-miR-183-5p	-0.36
Arhgef37	ENSMUST00000171629.1	"Rho guanine nucleotide exchange factor (GEF) 37 "	mmu-miR-183-5p	-0.36
Slc22a23	ENSMUST00000040336.6	"solute carrier family 22, member 23 "	mmu-miR-183-5p	-0.36
Bzw1	ENSMUST00000050552.9	"basic leucine zipper and W2 domains 1 "	mmu-miR-183-5p	-0.36
Dap	ENSMUST00000044524.10	"death-associated protein "	mmu-miR-183-5p	-0.35
Dpp8	ENSMUST00000034960.7	"dipeptidylpeptidase 8 "	mmu-miR-183-5p	-0.35
Itgb1	ENSMUST00000090006.6	"integrin beta 1 (fibronectin receptor beta) "	mmu-miR-183-5p	-0.35
Amd2	ENSMUST00000080898.2	"S-adenosylmethionine decarboxylase 2 "	mmu-miR-183-5p	-0.35
Hoxd3	ENSMUST00000111983.3	"homeobox D3 "	mmu-miR-183-5p	-0.35
Ankrd13c	ENSMUST00000040787.8	"ankyrin repeat domain 13c "	mmu-miR-183-5p	-0.35
Muc15	ENSMUST00000111017.3	"mucin 15 "	mmu-miR-183-5p	-0.35
Ccdc43	ENSMUST00000092569.7	"coiled-coil domain containing 43 "	mmu-miR-183-5p	-0.34
Hoxd8	ENSMUST00000019749.3	"homeobox D8 "	mmu-miR-183-5p	-0.34
Ss18	ENSMUST00000040964.7	"synovial sarcoma translocation, Chromosome 18 "	mmu-miR-183-5p	-0.34
Slc44a1	ENSMUST00000107651.3	"solute carrier family 44, member 1 "	mmu-miR-183-5p	-0.34
Dync1i1	ENSMUST00000115556.2	"dynein cytoplasmic 1 intermediate chain 1 "	mmu-miR-183-5p	-0.34
Nubp1	ENSMUST00000023146.4	"nucleotide binding protein 1 "	mmu-miR-183-5p	-0.34
Enah	ENSMUST00000078719.7	"enabled homolog (Drosophila) "	mmu-miR-183-5p	-0.33
Sel1l	ENSMUST00000021347.6	"sel-1 suppressor of lin-12-like (C. elegans) "	mmu-miR-183-5p	-0.33
Eme2	ENSMUST00000119848.2	"essential meiotic endonuclease 1 homolog 2 (S. pombe) "	mmu-miR-183-5p	-0.33
Robo2	ENSMUST00000117200.2	"roundabout homolog 2 (Drosophila) "	mmu-miR-183-5p	-0.33
Atl2	ENSMUST00000112437.2	"atlastin GTPase 2 "	mmu-miR-183-5p	-0.33
Plekha3	ENSMUST00000111920.1	"pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3 "	mmu-miR-183-5p	-0.33
Ncs1	ENSMUST00000000199.7	"neuronal calcium sensor 1 "	mmu-miR-183-5p	-0.33
Adck1	ENSMUST00000101165.3	"aarF domain containing kinase 1 "	mmu-miR-183-5p	-0.33
Foxp1	ENSMUST00000113326.3	"forkhead box P1 "	mmu-miR-183-5p	-0.33
Mta1	ENSMUST00000009099.7	"metastasis associated 1 "	mmu-miR-183-5p	-0.33
Nrp2	ENSMUST00000102822.3	"neuropilin 2 "	mmu-miR-183-5p	-0.33
Kcnj14	ENSMUST00000071937.5	"potassium inwardly-rectifying channel, subfamily J, member 14 "	mmu-miR-183-5p	-0.33
Nudt4	ENSMUST00000020217.5	"nudix (nucleoside diphosphate linked moiety X)-type motif 4 "	mmu-miR-183-5p	-0.33
Styx	ENSMUST00000111835.2	"serine/threonine/tyrosine interaction protein "	mmu-miR-183-5p	-0.33
Plagl2	ENSMUST00000056924.8	"pleiomorphic adenoma gene-like 2 "	mmu-miR-183-5p	-0.32
Klhl28	ENSMUST00000021331.7	"kelch-like 28 "	mmu-miR-183-5p	-0.32
Zeb1	ENSMUST00000025081.6	"zinc finger E-box binding homeobox 1 "	mmu-miR-183-5p	-0.32
Slc30a9	ENSMUST00000162372.2	"solute carrier family 30 (zinc transporter), member 9 "	mmu-miR-183-5p	-0.32
Zfyve26	ENSMUST00000021547.6	"zinc finger, FYVE domain containing 26 "	mmu-miR-183-5p	-0.32
Celf6	ENSMUST00000118549.2	"CUGBP, Elav-like family member 6 "	mmu-miR-183-5p	-0.32
Trim2	ENSMUST00000107692.2	"tripartite motif-containing 2 "	mmu-miR-183-5p	-0.32
Map3k4	ENSMUST00000089058.5	"mitogen-activated protein kinase kinase kinase 4 "	mmu-miR-183-5p	-0.32
Plag1	ENSMUST00000003369.4	"pleiomorphic adenoma gene 1 "	mmu-miR-183-5p	-0.32
Slc35a1	ENSMUST00000029970.8	"solute carrier family 35 (CMP-sialic acid transporter), member 1 "	mmu-miR-183-5p	-0.32
Mef2c	ENSMUST00000163888.2	"myocyte enhancer factor 2C "	mmu-miR-183-5p	-0.32
Pdgfd	ENSMUST00000058692.7	"platelet-derived growth factor, D polypeptide "	mmu-miR-183-5p	-0.32
Sacs	ENSMUST00000119943.2	"sacsin "	mmu-miR-183-5p	-0.32
Irs1	ENSMUST00000069799.2	"insulin receptor substrate 1 "	mmu-miR-183-5p	-0.31
AI314180	ENSMUST00000102889.4	"expressed sequence AI314180 "	mmu-miR-183-5p	-0.31
Vangl1	ENSMUST00000029453.7	"vang-like 1 (van gogh, Drosophila) "	mmu-miR-183-5p	-0.31
Smpd3	ENSMUST00000067512.7	"sphingomyelin phosphodiesterase 3, neutral "	mmu-miR-183-5p	-0.31
Dmxl1	ENSMUST00000041772.5	"Dmx-like 1 "	mmu-miR-183-5p	-0.31
Uchl4	ENSMUST00000039011.3	"ubiquitin carboxyl-terminal esterase L4 "	mmu-miR-183-5p	-0.31
Pctp	ENSMUST00000020864.8	"phosphatidylcholine transfer protein "	mmu-miR-183-5p	-0.30
Map3k13	ENSMUST00000042065.6	"mitogen-activated protein kinase kinase kinase 13 "	mmu-miR-183-5p	-0.30
Jade2	ENSMUST00000109090.2	"jade family PHD finger 2 "	mmu-miR-183-5p	-0.30
Celf1	ENSMUST00000068726.7	"CUGBP, Elav-like family member 1 "	mmu-miR-183-5p	-0.30
Nrbf2	ENSMUST00000077839.7	"nuclear receptor binding factor 2 "	mmu-miR-183-5p	-0.30
Slitrk1	ENSMUST00000100322.2	"SLIT and NTRK-like family, member 1 "	mmu-miR-183-5p	-0.30
Rps6ka3	ENSMUST00000033671.7	"ribosomal protein S6 kinase polypeptide 3 "	mmu-miR-183-5p	-0.30
Fam81a	ENSMUST00000034749.9	"family with sequence similarity 81, member A "	mmu-miR-183-5p	-0.29
Erbb2ip	ENSMUST00000022222.6	"Erbb2 interacting protein "	mmu-miR-183-5p	-0.29
Atp13a3	ENSMUST00000061350.7	"ATPase type 13A3 "	mmu-miR-183-5p	-0.29
Arhgap18	ENSMUST00000039557.7	"Rho GTPase activating protein 18 "	mmu-miR-183-5p	-0.29
Ttc14	ENSMUST00000099153.4	"tetratricopeptide repeat domain 14 "	mmu-miR-183-5p	-0.29
Ammecr1l	ENSMUST00000115808.2	"AMME chromosomal region gene 1-like "	mmu-miR-183-5p	-0.29
Dusp10	ENSMUST00000048655.7	"dual specificity phosphatase 10 "	mmu-miR-183-5p	-0.28
Arhgef18	ENSMUST00000004684.7	"rho/rac guanine nucleotide exchange factor (GEF) 18 "	mmu-miR-183-5p	-0.28
Ptpn4	ENSMUST00000064091.6	"protein tyrosine phosphatase, non-receptor type 4 "	mmu-miR-183-5p	-0.28
Ptdss1	ENSMUST00000021990.3	"phosphatidylserine synthase 1 "	mmu-miR-183-5p	-0.28
Morc3	ENSMUST00000044068.6	"microrchidia 3 "	mmu-miR-183-5p	-0.28
Nr3c1	ENSMUST00000115567.2	"nuclear receptor subfamily 3, group C, member 1 "	mmu-miR-183-5p	-0.28
Eny2	ENSMUST00000060652.3	"enhancer of yellow 2 homolog (Drosophila) "	mmu-miR-183-5p	-0.28
Agap3	ENSMUST00000024123.4	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 "	mmu-miR-183-5p	-0.28
Foxo1	ENSMUST00000053764.5	"forkhead box O1 "	mmu-miR-183-5p	-0.28
Ing3	ENSMUST00000031680.4	"inhibitor of growth family, member 3 "	mmu-miR-183-5p	-0.28
Phf3	ENSMUST00000186733.1	"PHD finger protein 3 "	mmu-miR-183-5p	-0.28
Dcx	ENSMUST00000033642.4	"doublecortin "	mmu-miR-183-5p	-0.28
Rora	ENSMUST00000034766.8	"RAR-related orphan receptor alpha "	mmu-miR-183-5p	-0.28
Hs3st1	ENSMUST00000117944.1	"heparan sulfate (glucosamine) 3-O-sulfotransferase 1 "	mmu-miR-183-5p	-0.28
Yod1	ENSMUST00000049813.5	"YOD1 OTU deubiquitinating enzyme 1 homologue (S. cerevisiae) "	mmu-miR-183-5p	-0.28
Cdk5r1	ENSMUST00000053413.11	"cyclin-dependent kinase 5, regulatory subunit 1 (p35) "	mmu-miR-183-5p	-0.27
Mtf1	ENSMUST00000030723.2	"metal response element binding transcription factor 1 "	mmu-miR-183-5p	-0.27
4931406P16Rik	ENSMUST00000108074.2	"RIKEN cDNA 4931406P16 gene "	mmu-miR-183-5p	-0.27
Tcf7l2	ENSMUST00000111656.2	"transcription factor 7 like 2, T cell specific, HMG box "	mmu-miR-183-5p	-0.27
Tub	ENSMUST00000033341.6	"tubby candidate gene "	mmu-miR-183-5p	-0.27
Syt1	ENSMUST00000105276.2	"synaptotagmin I "	mmu-miR-183-5p	-0.27
Usp47	ENSMUST00000106653.2	"ubiquitin specific peptidase 47 "	mmu-miR-183-5p	-0.27
Bmp2k	ENSMUST00000035635.8	"BMP2 inducible kinase "	mmu-miR-183-5p	-0.27
Thsd7b	ENSMUST00000073527.7	"thrombospondin, type I, domain containing 7B "	mmu-miR-183-5p	-0.26
Sin3a	ENSMUST00000167715.2	"transcriptional regulator, SIN3A (yeast) "	mmu-miR-183-5p	-0.26
Chd2	ENSMUST00000169922.3	"chromodomain helicase DNA binding protein 2 "	mmu-miR-183-5p	-0.26
Sidt2	ENSMUST00000038488.10	"SID1 transmembrane family, member 2 "	mmu-miR-183-5p	-0.26
Skil	ENSMUST00000118470.2	"SKI-like "	mmu-miR-183-5p	-0.26
Tram1	ENSMUST00000027068.5	"translocating chain-associating membrane protein 1 "	mmu-miR-183-5p	-0.26
Sp2	ENSMUST00000107626.2	"Sp2 transcription factor "	mmu-miR-183-5p	-0.26
Rala	ENSMUST00000009003.7	"v-ral simian leukemia viral oncogene homolog A (ras related) "	mmu-miR-183-5p	-0.26
Eea1	ENSMUST00000053484.6	"early endosome antigen 1 "	mmu-miR-183-5p	-0.26
Prkci	ENSMUST00000108249.3	"protein kinase C, iota "	mmu-miR-183-5p	-0.25
Osbpl8	ENSMUST00000105275.2	"oxysterol binding protein-like 8 "	mmu-miR-183-5p	-0.25
Mapk4	ENSMUST00000159162.1	"mitogen-activated protein kinase 4 "	mmu-miR-183-5p	-0.25
Baz1b	ENSMUST00000002825.5	"bromodomain adjacent to zinc finger domain, 1B "	mmu-miR-183-5p	-0.25
Samd4	ENSMUST00000100672.4	"sterile alpha motif domain containing 4 "	mmu-miR-183-5p	-0.25
Bach2	ENSMUST00000171600.1	"BTB and CNC homology 2 "	mmu-miR-183-5p	-0.25
Daam1	ENSMUST00000085299.2	"dishevelled associated activator of morphogenesis 1 "	mmu-miR-183-5p	-0.25
Gm28048	ENSMUST00000160826.1	"predicted gene, 28048 "	mmu-miR-183-5p	-0.25
B3gnt2	ENSMUST00000062844.10	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 "	mmu-miR-183-5p	-0.25
Gse1	ENSMUST00000034279.10	"genetic suppressor element 1 "	mmu-miR-183-5p	-0.25
Pnoc	ENSMUST00000059339.5	"prepronociceptin "	mmu-miR-183-5p	-0.25
Taok1	ENSMUST00000017435.5	"TAO kinase 1 "	mmu-miR-183-5p	-0.24
Fam118a	ENSMUST00000023069.7	"family with sequence similarity 118, member A "	mmu-miR-183-5p	-0.24
Heatr1	ENSMUST00000059270.8	"HEAT repeat containing 1 "	mmu-miR-183-5p	-0.24
Cacna1e	ENSMUST00000187541.1	"calcium channel, voltage-dependent, R type, alpha 1E subunit "	mmu-miR-183-5p	-0.24
Rab9b	ENSMUST00000058814.6	"RAB9B, member RAS oncogene family "	mmu-miR-183-5p	-0.24
Ern1	ENSMUST00000001059.3	"endoplasmic reticulum (ER) to nucleus signalling 1 "	mmu-miR-183-5p	-0.24
Hnrnpa1	ENSMUST00000036004.10	"heterogeneous nuclear ribonucleoprotein A1 "	mmu-miR-183-5p	-0.24
Gbp7	ENSMUST00000171263.2	"guanylate binding protein 7 "	mmu-miR-183-5p	-0.24
Rab8b	ENSMUST00000041139.7	"RAB8B, member RAS oncogene family "	mmu-miR-183-5p	-0.23
Gmfb	ENSMUST00000111817.2	"glia maturation factor, beta "	mmu-miR-183-5p	-0.23
Podxl	ENSMUST00000026698.7	"podocalyxin-like "	mmu-miR-183-5p	-0.23
Pde4d	ENSMUST00000120664.2	"phosphodiesterase 4D, cAMP specific "	mmu-miR-183-5p	-0.23
Rab11fip4	ENSMUST00000017783.7	"RAB11 family interacting protein 4 (class II) "	mmu-miR-183-5p	-0.23
L2hgdh	ENSMUST00000021370.8	"L-2-hydroxyglutarate dehydrogenase "	mmu-miR-183-5p	-0.23
Gm10295	ENSMUST00000094315.2	"predicted gene 10295 "	mmu-miR-183-5p	-0.23
Map3k2	ENSMUST00000096575.3	"mitogen-activated protein kinase kinase kinase 2 "	mmu-miR-183-5p	-0.23
Kif13a	ENSMUST00000056978.7	"kinesin family member 13A "	mmu-miR-183-5p	-0.23
Cpeb1	ENSMUST00000098331.4	"cytoplasmic polyadenylation element binding protein 1 "	mmu-miR-183-5p	-0.23
Dagla	ENSMUST00000039327.5	"diacylglycerol lipase, alpha "	mmu-miR-183-5p	-0.23
Mfap3	ENSMUST00000108849.2	"microfibrillar-associated protein 3 "	mmu-miR-183-5p	-0.22
Spopl	ENSMUST00000132484.1	"speckle-type POZ protein-like "	mmu-miR-183-5p	-0.22
Zeb2	ENSMUST00000068415.5	"zinc finger E-box binding homeobox 2 "	mmu-miR-183-5p	-0.22
Picalm	ENSMUST00000049537.7	"phosphatidylinositol binding clathrin assembly protein "	mmu-miR-183-5p	-0.22
Flrt3	ENSMUST00000110057.2	"fibronectin leucine rich transmembrane protein 3 "	mmu-miR-183-5p	-0.22
Sox6	ENSMUST00000166877.2	"SRY (sex determining region Y)-box 6 "	mmu-miR-183-5p	-0.22
Alyref	ENSMUST00000026125.2	"Aly/REF export factor "	mmu-miR-183-5p	-0.21
Mrvi1	ENSMUST00000005751.7	"MRV integration site 1 "	mmu-miR-183-5p	-0.21
Sik3	ENSMUST00000126865.2	"SIK family kinase 3 "	mmu-miR-183-5p	-0.21
Safb	ENSMUST00000095224.5	"scaffold attachment factor B "	mmu-miR-183-5p	-0.21
Cnot6l	ENSMUST00000155901.2	"CCR4-NOT transcription complex, subunit 6-like "	mmu-miR-183-5p	-0.21
Ppm1e	ENSMUST00000055438.4	"protein phosphatase 1E (PP2C domain containing) "	mmu-miR-183-5p	-0.21
Ltn1	ENSMUST00000039449.7	"listerin E3 ubiquitin protein ligase 1 "	mmu-miR-183-5p	-0.21
Pcdhga12	ENSMUST00000066149.7	"protocadherin gamma subfamily A, 12 "	mmu-miR-183-5p	-0.21
Lphn1	ENSMUST00000141158.2	"latrophilin 1 "	mmu-miR-183-5p	-0.21
March4	ENSMUST00000047786.5	"membrane-associated ring finger (C3HC4) 4 "	mmu-miR-183-5p	-0.21
Nr4a2	ENSMUST00000028166.3	"nuclear receptor subfamily 4, group A, member 2 "	mmu-miR-183-5p	-0.20
Ash2l	ENSMUST00000068892.8	"ash2 (absent, small, or homeotic)-like (Drosophila) "	mmu-miR-183-5p	-0.20
Rfx3	ENSMUST00000165566.2	"regulatory factor X, 3 (influences HLA class II expression) "	mmu-miR-183-5p	-0.20
Dip2a	ENSMUST00000160048.2	"DIP2 disco-interacting protein 2 homolog A (Drosophila) "	mmu-miR-183-5p	-0.20
Egr1	ENSMUST00000064795.5	"early growth response 1 "	mmu-miR-183-5p	-0.20
D630044L22Rik	ENSMUST00000181174.1	"RIKEN cDNA gene D630044L22 gene "	mmu-miR-183-5p	-0.20
Arfgap2	ENSMUST00000080008.7	"ADP-ribosylation factor GTPase activating protein 2 "	mmu-miR-183-5p	-0.20
