jtb_ts,jtb_db,symbol_ts,target_gene_ts,representative_transcript_ts,gene_name_ts,representative_mi_rna_ts,cumulative_weighted_context_score_ts,ensembl_ts,fold_change_ts,padj_ts,target_score_db,mirna_db,gene_symbol_db,gene_description_db,ensembl_db,symbol_db,fold_change_db,padj_db
wt_d1338,,Tmem26,Tmem26,ENSMUST00000080995.6,transmembrane protein 26 ,mmu-miR-486a-3p,-0.6,ENSMUSG00000060044.8,2.0743904,0.032201745,,,,,,,,
wt_d1338,,Celsr2,Celsr2,ENSMUST00000090558.4,"cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila) ",mmu-miR-6954-5p,-1.14,ENSMUSG00000068740.13,2.0626996,0.008913037,,,,,,,,
wt_d1338,,Steap3,Steap3,ENSMUST00000112641.2,STEAP family member 3 ,mmu-miR-486a-3p,-0.41,ENSMUSG00000026389.16,1.9744354,8.09461e-27,,,,,,,,
wt_d1338,,Acaca,Acaca,ENSMUST00000103201.2,acetyl-Coenzyme A carboxylase alpha ,mmu-miR-486a-3p,-0.43,ENSMUSG00000020532.18,1.848029,8.23738e-23,,,,,,,,
wt_d1338,,Ttc9,Ttc9,ENSMUST00000036116.5,tetratricopeptide repeat domain 9 ,mmu-miR-486a-3p,-0.57,ENSMUSG00000042734.6,1.7331064,5.70313e-05,,,,,,,,
wt_d1338,wt_d1338,Ttyh3,Ttyh3,ENSMUST00000042661.3,tweety homolog 3 (Drosophila) ,mmu-miR-6954-5p,-1.22,ENSMUSG00000036565.7,1.7079923,7.69506e-20,97,mmu-miR-486a-3p,Ttyh3,tweety family member 3,ENSMUSG00000036565.7,Ttyh3,1.7079923,7.69506e-20
wt_d1338,,Icosl,Icosl,ENSMUST00000105393.1,icos ligand ,mmu-miR-6954-5p,-0.46,ENSMUSG00000000732.9,1.6653163,2.16731e-10,,,,,,,,
wt_d1338,,Slc6a9,Slc6a9,ENSMUST00000030269.8,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9 ",mmu-miR-486a-3p,-0.58,ENSMUSG00000028542.17,1.6587117,1.28566e-10,,,,,,,,
wt_d1338,,Syp,Syp,ENSMUST00000069520.5,synaptophysin ,mmu-miR-6954-5p,-0.4,ENSMUSG00000031144.15,1.613137,8.04531e-05,,,,,,,,
wt_d1338,,Pde7b,Pde7b,ENSMUST00000020165.8,phosphodiesterase 7B ,mmu-miR-486a-3p,-0.44,ENSMUSG00000019990.15,1.5687461,5.56488e-17,,,,,,,,
wt_d1338,,Cd79a,Cd79a,ENSMUST00000003469.7,CD79A antigen (immunoglobulin-associated alpha) ,mmu-miR-6954-5p,-0.4,ENSMUSG00000003379.7,1.5548972,4.85412e-07,,,,,,,,
wt_d1338,,9930012K11Rik,9930012K11Rik,ENSMUST00000058240.8,RIKEN cDNA 9930012K11 gene ,mmu-miR-486a-3p,-0.4,ENSMUSG00000044551.13,1.5299429,0.013166256,,,,,,,,
wt_d1338,wt_d1338,Ccl22,Ccl22,ENSMUST00000034231.3,chemokine (C-C motif) ligand 22 ,mmu-miR-486a-3p,-0.57,ENSMUSG00000031779.3,1.5137316,0.000469186,80,mmu-miR-486a-3p,Ccl22,chemokine (C-C motif) ligand 22,ENSMUSG00000031779.3,Ccl22,1.5137316,0.000469186
wt_d1338,,Cabyr,Cabyr,ENSMUST00000186263.1,calcium-binding tyrosine-(Y)-phosphorylation regulated (fibrousheathin 2) ,mmu-miR-486a-3p,-0.7,ENSMUSG00000024430.14,1.5025104,0.045492656,,,,,,,,
wt_d1338,,Arhgef10,Arhgef10,ENSMUST00000084207.6,Rho guanine nucleotide exchange factor (GEF) 10 ,mmu-miR-486a-3p,-0.4,ENSMUSG00000071176.10,-1.5284377,9.46107e-05,,,,,,,,
wt_d1338,wt_d1338,Fcgr4,Fcgr4,ENSMUST00000078825.4,"Fc receptor, IgG, low affinity IV ",mmu-miR-486a-3p,-0.65,ENSMUSG00000059089.4,-1.5586685,0.00081036,83,mmu-miR-486a-3p,Fcgr4,"Fc receptor, IgG, low affinity IV",ENSMUSG00000059089.4,Fcgr4,-1.5586685,0.00081036
wt_d1338,,Tnfrsf23,Tnfrsf23,ENSMUST00000152703.1,"tumor necrosis factor receptor superfamily, member 23 ",mmu-miR-6954-5p,-0.4,ENSMUSG00000037613.16,-1.618405,4.69644e-48,,,,,,,,
wt_d1338,,Atp2b4,Atp2b4,ENSMUST00000143567.2,"ATPase, Ca++ transporting, plasma membrane 4 ",mmu-miR-486a-3p,-0.5,ENSMUSG00000026463.17,-1.6203853,4.23193e-34,,,,,,,,
wt_d1338,,Clic4,Clic4,ENSMUST00000037099.8,chloride intracellular channel 4 (mitochondrial) ,mmu-miR-486a-3p,-0.43,ENSMUSG00000037242.8,-1.6356046,2.92117e-31,,,,,,,,
wt_d1338,mf_wt,Fam102a,Fam102a,ENSMUST00000048375.5,"family with sequence similarity 102, member A ",mmu-miR-486a-3p,-0.72,ENSMUSG00000039157.12,-1.700941,4.85482e-37,82,mmu-miR-486a-3p,Fam102a,"family with sequence similarity 102, member A",ENSMUSG00000039157.12,Fam102a,5.2021832,2.27054e-17
wt_d1338,wt_d1338,Fam102a,Fam102a,ENSMUST00000048375.5,"family with sequence similarity 102, member A ",mmu-miR-486a-3p,-0.72,ENSMUSG00000039157.12,-1.700941,4.85482e-37,82,mmu-miR-486a-3p,Fam102a,"family with sequence similarity 102, member A",ENSMUSG00000039157.12,Fam102a,-1.700941,4.85482e-37
wt_d1338,,Rtn4rl2,Rtn4rl2,ENSMUST00000054514.5,reticulon 4 receptor-like 2 ,mmu-miR-6954-5p,-0.52,ENSMUSG00000050896.12,-1.7551143,1.58682e-20,,,,,,,,
wt_d1338,,Cd3e,Cd3e,ENSMUST00000102832.1,"CD3 antigen, epsilon polypeptide ",mmu-miR-486a-3p,-0.73,ENSMUSG00000032093.7,-1.8267308,1.20896e-08,,,,,,,,
wt_d1338,,A930033H14Rik,A930033H14Rik,ENSMUST00000170048.1,RIKEN cDNA A930033H14 gene ,mmu-miR-6954-5p,-0.47,ENSMUSG00000090622.1,-1.941207,2.35492e-07,,,,,,,,
wt_d1338,,4930539E08Rik,4930539E08Rik,ENSMUST00000062357.4,RIKEN cDNA 4930539E08 gene ,mmu-miR-486a-3p,-0.43,ENSMUSG00000048905.5,-2.1447146,0.002484187,,,,,,,,
wt_d1338,,Apol7e,Apol7e,ENSMUST00000096358.4,apolipoprotein L 7e ,mmu-miR-486a-3p,-0.41,ENSMUSG00000071716.5,-2.3383653,6.32367e-07,,,,,,,,
wt_d1338,mf_wt,Adamts4,Adamts4,ENSMUST00000111315.2,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4 ",mmu-miR-486a-3p,-0.65,ENSMUSG00000006403.13,-2.3532832,8.97876e-09,86,mmu-miR-486a-3p,Adamts4,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4",ENSMUSG00000006403.13,Adamts4,4.839337,2.81196e-05
wt_d1338,wt_d1338,Adamts4,Adamts4,ENSMUST00000111315.2,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4 ",mmu-miR-486a-3p,-0.65,ENSMUSG00000006403.13,-2.3532832,8.97876e-09,86,mmu-miR-486a-3p,Adamts4,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4",ENSMUSG00000006403.13,Adamts4,-2.3532832,8.97876e-09
wt_d1338,mf_wt,Hmga1,Hmga1,ENSMUST00000117600.2,high mobility group AT-hook 1 ,mmu-miR-6954-5p,-1.21,ENSMUSG00000046711.16,-2.5635362,2.24839e-82,97,mmu-miR-486a-3p,Hmga1,high mobility group AT-hook 1,ENSMUSG00000046711.16,Hmga1,5.721247,2.64565e-10
wt_d1338,mf_d1338,Hmga1,Hmga1,ENSMUST00000117600.2,high mobility group AT-hook 1 ,mmu-miR-6954-5p,-1.21,ENSMUSG00000046711.16,-2.5635362,2.24839e-82,97,mmu-miR-486a-3p,Hmga1,high mobility group AT-hook 1,ENSMUSG00000046711.16,Hmga1,4.976725,0.000232295
wt_d1338,wt_d1338,Hmga1,Hmga1,ENSMUST00000117600.2,high mobility group AT-hook 1 ,mmu-miR-6954-5p,-1.21,ENSMUSG00000046711.16,-2.5635362,2.24839e-82,97,mmu-miR-486a-3p,Hmga1,high mobility group AT-hook 1,ENSMUSG00000046711.16,Hmga1,-2.5635362,2.24839e-82
wt_d1338,,Lef1,Lef1,ENSMUST00000029611.8,lymphoid enhancer binding factor 1 ,mmu-miR-486a-3p,-0.51,ENSMUSG00000027985.14,-2.666276,9.94832e-11,,,,,,,,
wt_d1338,,H2-Q1,H2-Q1,ENSMUST00000105041.4,"histocompatibility 2, Q region locus 1 ",mmu-miR-486a-3p,-0.47,ENSMUSG00000079507.10,-2.8023396,1.09723e-07,,,,,,,,
wt_d1338,mf_wt,Dusp8,Dusp8,ENSMUST00000039926.4,dual specificity phosphatase 8 ,mmu-miR-6954-5p,-0.51,ENSMUSG00000037887.11,-2.8780117,5.78412e-22,80,mmu-miR-486a-3p,Dusp8,dual specificity phosphatase 8,ENSMUSG00000037887.11,Dusp8,4.2018423,0.0008522
wt_d1338,wt_d1338,Dusp8,Dusp8,ENSMUST00000039926.4,dual specificity phosphatase 8 ,mmu-miR-6954-5p,-0.51,ENSMUSG00000037887.11,-2.8780117,5.78412e-22,80,mmu-miR-486a-3p,Dusp8,dual specificity phosphatase 8,ENSMUSG00000037887.11,Dusp8,-2.8780117,5.78412e-22
wt_d1338,,Espn,Espn,ENSMUST00000030785.9,espin ,mmu-miR-486a-3p,-0.54,ENSMUSG00000028943.18,-3.134419,8.76815e-17,,,,,,,,
wt_d1338,,Ciita,Ciita,ENSMUST00000023147.6,class II transactivator ,mmu-miR-6954-5p,-0.63,ENSMUSG00000022504.10,-3.2578356,2.7849e-192,,,,,,,,
wt_d1338,mf_wt,Il2rb,Il2rb,ENSMUST00000089398.2,"interleukin 2 receptor, beta chain ",mmu-miR-486a-3p,-0.6,ENSMUSG00000068227.9,-3.3556452,1.21462e-49,84,mmu-miR-486a-3p,Il2rb,"interleukin 2 receptor, beta chain",ENSMUSG00000068227.9,Il2rb,20.760075,0.001686118
wt_d1338,mf_d1338,Il2rb,Il2rb,ENSMUST00000089398.2,"interleukin 2 receptor, beta chain ",mmu-miR-486a-3p,-0.6,ENSMUSG00000068227.9,-3.3556452,1.21462e-49,84,mmu-miR-486a-3p,Il2rb,"interleukin 2 receptor, beta chain",ENSMUSG00000068227.9,Il2rb,9.814449,0.038221148
wt_d1338,wt_d1338,Il2rb,Il2rb,ENSMUST00000089398.2,"interleukin 2 receptor, beta chain ",mmu-miR-486a-3p,-0.6,ENSMUSG00000068227.9,-3.3556452,1.21462e-49,84,mmu-miR-486a-3p,Il2rb,"interleukin 2 receptor, beta chain",ENSMUSG00000068227.9,Il2rb,-3.3556452,1.21462e-49
wt_d1338,,Tpbpa,Tpbpa,ENSMUST00000021885.6,trophoblast specific protein alpha ,mmu-miR-486a-3p,-0.67,ENSMUSG00000033834.7,-3.3879795,1.66613e-10,,,,,,,,
wt_d1338,,Ndufa4l2,Ndufa4l2,ENSMUST00000035735.9,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2 ",mmu-miR-486a-3p,-0.55,ENSMUSG00000040280.10,-3.7660754,4.47692e-08,,,,,,,,
wt_d1338,,Syt5,Syt5,ENSMUST00000065957.5,synaptotagmin V ,mmu-miR-486a-3p,-0.41,ENSMUSG00000004961.7,-4.062135,0.000138292,,,,,,,,
wt_d1338,,Rasd2,Rasd2,ENSMUST00000139848.2,"RASD family, member 2 ",mmu-miR-486a-3p,-0.56,ENSMUSG00000034472.13,-4.6417212,9.50588e-06,,,,,,,,
wt_d1338,,Foxj1,Foxj1,ENSMUST00000036215.7,forkhead box J1 ,mmu-miR-6954-5p,-0.45,ENSMUSG00000034227.7,-4.9992647,1.58486e-17,,,,,,,,
wt_d1338,,Stx1b,Stx1b,ENSMUST00000106267.3,syntaxin 1B ,mmu-miR-486a-3p,-1,ENSMUSG00000030806.6,-7.73206,1.80318e-12,,,,,,,,
mf_d1338,mf_wt,Bgn,Bgn,ENSMUST00000033741.9,biglycan ,mmu-miR-486a-3p,-0.96,ENSMUSG00000031375.17,26.561913,2.80997e-07,89,mmu-miR-486a-3p,Bgn,biglycan,ENSMUSG00000031375.17,Bgn,7.7051334,0.000106752
mf_d1338,mf_d1338,Bgn,Bgn,ENSMUST00000033741.9,biglycan ,mmu-miR-486a-3p,-0.96,ENSMUSG00000031375.17,26.561913,2.80997e-07,89,mmu-miR-486a-3p,Bgn,biglycan,ENSMUSG00000031375.17,Bgn,26.561913,2.80997e-07
mf_d1338,,Ereg,Ereg,ENSMUST00000031324.4,epiregulin ,mmu-miR-486a-3p,-0.41,ENSMUSG00000029377.5,24.817703,5.01824e-10,,,,,,,,
mf_d1338,mf_wt,Flnc,Flnc,ENSMUST00000090474.5,"filamin C, gamma ",mmu-miR-486a-3p,-0.62,ENSMUSG00000068699.12,22.44065,1.9806e-06,87,mmu-miR-486a-3p,Flnc,"filamin C, gamma",ENSMUSG00000068699.12,Flnc,7.763793,2.17692e-05
mf_d1338,mf_d1338,Flnc,Flnc,ENSMUST00000090474.5,"filamin C, gamma ",mmu-miR-486a-3p,-0.62,ENSMUSG00000068699.12,22.44065,1.9806e-06,87,mmu-miR-486a-3p,Flnc,"filamin C, gamma",ENSMUSG00000068699.12,Flnc,22.44065,1.9806e-06
mf_d1338,,Ccl4,Ccl4,ENSMUST00000019074.3,chemokine (C-C motif) ligand 4 ,mmu-miR-6954-5p,-0.45,ENSMUSG00000018930.3,20.00381,5.77912e-16,,,,,,,,
mf_d1338,,Slco4a1,Slco4a1,ENSMUST00000038259.7,"solute carrier organic anion transporter family, member 4a1 ",mmu-miR-486a-3p,-0.62,ENSMUSG00000038963.15,13.560416,3.67773e-05,,,,,,,,
mf_d1338,mf_wt,Il2rb,Il2rb,ENSMUST00000089398.2,"interleukin 2 receptor, beta chain ",mmu-miR-486a-3p,-0.6,ENSMUSG00000068227.9,9.814449,0.038221148,84,mmu-miR-486a-3p,Il2rb,"interleukin 2 receptor, beta chain",ENSMUSG00000068227.9,Il2rb,20.760075,0.001686118
mf_d1338,mf_d1338,Il2rb,Il2rb,ENSMUST00000089398.2,"interleukin 2 receptor, beta chain ",mmu-miR-486a-3p,-0.6,ENSMUSG00000068227.9,9.814449,0.038221148,84,mmu-miR-486a-3p,Il2rb,"interleukin 2 receptor, beta chain",ENSMUSG00000068227.9,Il2rb,9.814449,0.038221148
mf_d1338,wt_d1338,Il2rb,Il2rb,ENSMUST00000089398.2,"interleukin 2 receptor, beta chain ",mmu-miR-486a-3p,-0.6,ENSMUSG00000068227.9,9.814449,0.038221148,84,mmu-miR-486a-3p,Il2rb,"interleukin 2 receptor, beta chain",ENSMUSG00000068227.9,Il2rb,-3.3556452,1.21462e-49
mf_d1338,,Apol7e,Apol7e,ENSMUST00000096358.4,apolipoprotein L 7e ,mmu-miR-486a-3p,-0.41,ENSMUSG00000071716.5,9.122507,0.005306939,,,,,,,,
mf_d1338,,Rtn4rl2,Rtn4rl2,ENSMUST00000054514.5,reticulon 4 receptor-like 2 ,mmu-miR-6954-5p,-0.52,ENSMUSG00000050896.12,6.4304204,0.000237967,,,,,,,,
mf_d1338,,Src,Src,ENSMUST00000029175.8,Rous sarcoma oncogene ,mmu-miR-486a-3p,-0.97,ENSMUSG00000027646.15,5.8563466,0.026702085,,,,,,,,
mf_d1338,,Rhob,Rhob,ENSMUST00000067384.4,"ras homolog gene family, member B ",mmu-miR-486a-3p,-0.57,ENSMUSG00000054364.5,4.9964967,1.7984e-05,,,,,,,,
mf_d1338,mf_wt,Hmga1,Hmga1,ENSMUST00000117600.2,high mobility group AT-hook 1 ,mmu-miR-6954-5p,-1.21,ENSMUSG00000046711.16,4.976725,0.000232295,97,mmu-miR-486a-3p,Hmga1,high mobility group AT-hook 1,ENSMUSG00000046711.16,Hmga1,5.721247,2.64565e-10
mf_d1338,mf_d1338,Hmga1,Hmga1,ENSMUST00000117600.2,high mobility group AT-hook 1 ,mmu-miR-6954-5p,-1.21,ENSMUSG00000046711.16,4.976725,0.000232295,97,mmu-miR-486a-3p,Hmga1,high mobility group AT-hook 1,ENSMUSG00000046711.16,Hmga1,4.976725,0.000232295
mf_d1338,wt_d1338,Hmga1,Hmga1,ENSMUST00000117600.2,high mobility group AT-hook 1 ,mmu-miR-6954-5p,-1.21,ENSMUSG00000046711.16,4.976725,0.000232295,97,mmu-miR-486a-3p,Hmga1,high mobility group AT-hook 1,ENSMUSG00000046711.16,Hmga1,-2.5635362,2.24839e-82
mf_d1338,,Dusp5,Dusp5,ENSMUST00000038287.6,dual specificity phosphatase 5 ,mmu-miR-486a-3p,-0.56,ENSMUSG00000034765.6,4.851773,0.000814903,,,,,,,,
mf_d1338,,Ltbp3,Ltbp3,ENSMUST00000081496.5,latent transforming growth factor beta binding protein 3 ,mmu-miR-6954-5p,-0.43,ENSMUSG00000024940.11,4.772996,7.0717e-06,,,,,,,,
mf_d1338,,Slc7a8,Slc7a8,ENSMUST00000022787.6,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8 ",mmu-miR-486a-3p,-0.9,ENSMUSG00000022180.7,4.3369246,0.004559394,,,,,,,,
mf_d1338,,Cish,Cish,ENSMUST00000168260.1,cytokine inducible SH2-containing protein ,mmu-miR-486a-3p,-0.4,ENSMUSG00000032578.7,4.007643,0.005331343,,,,,,,,
mf_d1338,,Acaca,Acaca,ENSMUST00000103201.2,acetyl-Coenzyme A carboxylase alpha ,mmu-miR-486a-3p,-0.43,ENSMUSG00000020532.18,0.24380818,0.011103897,,,,,,,,
mf_d1338,,Syp,Syp,ENSMUST00000069520.5,synaptophysin ,mmu-miR-6954-5p,-0.4,ENSMUSG00000031144.15,0.23328404,0.023200174,,,,,,,,
mf_d1338,,Rab6b,Rab6b,ENSMUST00000035155.7,"RAB6B, member RAS oncogene family ",mmu-miR-486a-3p,-0.53,ENSMUSG00000032549.7,0.22517523,0.023200174,,,,,,,,
mf_d1338,,Ifitm5,Ifitm5,ENSMUST00000026562.4,interferon induced transmembrane protein 5 ,mmu-miR-486a-3p,-0.71,ENSMUSG00000025489.5,0.116996355,0.005654695,,,,,,,,
mf_d1338,mf_d1338,Pcsk4,Pcsk4,ENSMUST00000020340.9,proprotein convertase subtilisin/kexin type 4 ,mmu-miR-6954-5p,-0.87,ENSMUSG00000020131.14,0.115515225,0.044057611,81,mmu-miR-486a-3p,Pcsk4,proprotein convertase subtilisin/kexin type 4,ENSMUSG00000020131.14,Pcsk4,0.115515225,0.044057611
mf_d1338,,Cyp2ab1,Cyp2ab1,ENSMUST00000023513.6,"cytochrome P450, family 2, subfamily ab, polypeptide 1 ",mmu-miR-486a-3p,-0.4,ENSMUSG00000022818.13,0.10235655,0.00504394,,,,,,,,
mf_d1338,,Kifc2,Kifc2,ENSMUST00000004294.10,kinesin family member C2 ,mmu-miR-6954-5p,-0.55,ENSMUSG00000004187.11,0.09977697,0.00981082,,,,,,,,
mf_d1338,,Sox7,Sox7,ENSMUST00000079652.5,SRY (sex determining region Y)-box 7 ,mmu-miR-6954-5p,-0.47,ENSMUSG00000063060.6,0.048648477,0.016276746,,,,,,,,
mf_d1338,,Ifitm6,Ifitm6,ENSMUST00000081924.3,interferon induced transmembrane protein 6 ,mmu-miR-6954-5p,-0.41,ENSMUSG00000059108.4,0.021837529,1.70732e-17,,,,,,,,
mf_wt,,Stx1b,Stx1b,ENSMUST00000106267.3,syntaxin 1B ,mmu-miR-486a-3p,-1,ENSMUSG00000030806.6,25.405787,2.88552e-17,,,,,,,,
mf_wt,mf_wt,Il2rb,Il2rb,ENSMUST00000089398.2,"interleukin 2 receptor, beta chain ",mmu-miR-486a-3p,-0.6,ENSMUSG00000068227.9,20.760075,0.001686118,84,mmu-miR-486a-3p,Il2rb,"interleukin 2 receptor, beta chain",ENSMUSG00000068227.9,Il2rb,20.760075,0.001686118
mf_wt,mf_d1338,Il2rb,Il2rb,ENSMUST00000089398.2,"interleukin 2 receptor, beta chain ",mmu-miR-486a-3p,-0.6,ENSMUSG00000068227.9,20.760075,0.001686118,84,mmu-miR-486a-3p,Il2rb,"interleukin 2 receptor, beta chain",ENSMUSG00000068227.9,Il2rb,9.814449,0.038221148
mf_wt,wt_d1338,Il2rb,Il2rb,ENSMUST00000089398.2,"interleukin 2 receptor, beta chain ",mmu-miR-486a-3p,-0.6,ENSMUSG00000068227.9,20.760075,0.001686118,84,mmu-miR-486a-3p,Il2rb,"interleukin 2 receptor, beta chain",ENSMUSG00000068227.9,Il2rb,-3.3556452,1.21462e-49
mf_wt,,Foxj1,Foxj1,ENSMUST00000036215.7,forkhead box J1 ,mmu-miR-6954-5p,-0.45,ENSMUSG00000034227.7,16.861492,6.42864e-07,,,,,,,,
mf_wt,,Apol7e,Apol7e,ENSMUST00000096358.4,apolipoprotein L 7e ,mmu-miR-486a-3p,-0.41,ENSMUSG00000071716.5,9.185688,7.52083e-06,,,,,,,,
mf_wt,mf_wt,Flnc,Flnc,ENSMUST00000090474.5,"filamin C, gamma ",mmu-miR-486a-3p,-0.62,ENSMUSG00000068699.12,7.763793,2.17692e-05,87,mmu-miR-486a-3p,Flnc,"filamin C, gamma",ENSMUSG00000068699.12,Flnc,7.763793,2.17692e-05
mf_wt,mf_d1338,Flnc,Flnc,ENSMUST00000090474.5,"filamin C, gamma ",mmu-miR-486a-3p,-0.62,ENSMUSG00000068699.12,7.763793,2.17692e-05,87,mmu-miR-486a-3p,Flnc,"filamin C, gamma",ENSMUSG00000068699.12,Flnc,22.44065,1.9806e-06
mf_wt,mf_wt,Bgn,Bgn,ENSMUST00000033741.9,biglycan ,mmu-miR-486a-3p,-0.96,ENSMUSG00000031375.17,7.7051334,0.000106752,89,mmu-miR-486a-3p,Bgn,biglycan,ENSMUSG00000031375.17,Bgn,7.7051334,0.000106752
mf_wt,mf_d1338,Bgn,Bgn,ENSMUST00000033741.9,biglycan ,mmu-miR-486a-3p,-0.96,ENSMUSG00000031375.17,7.7051334,0.000106752,89,mmu-miR-486a-3p,Bgn,biglycan,ENSMUSG00000031375.17,Bgn,26.561913,2.80997e-07
mf_wt,,Syt5,Syt5,ENSMUST00000065957.5,synaptotagmin V ,mmu-miR-486a-3p,-0.41,ENSMUSG00000004961.7,7.441615,0.000750276,,,,,,,,
mf_wt,,Ankrd52,Ankrd52,ENSMUST00000014642.4,ankyrin repeat domain 52 ,mmu-miR-486a-3p,-0.51,ENSMUSG00000014498.9,6.7060537,4.27042e-28,,,,,,,,
