TargetScore,miRNA,GeneSymbol,GeneDescription
92,mmu-miR-182-5p,Ralgps2,Ral GEF with PH domain and SH3 binding motif 2
92,mmu-miR-182-5p,Wwc2,"WW, C2 and coiled-coil domain containing 2"
92,mmu-miR-182-5p,Gnaq,"guanine nucleotide binding protein, alpha q polypeptide"
92,mmu-miR-182-5p,0610030E20Rik,RIKEN cDNA 0610030E20 gene
92,mmu-miR-182-5p,N4bp1,NEDD4 binding protein 1
92,mmu-miR-182-5p,Msra,methionine sulfoxide reductase A
92,mmu-miR-182-5p,Slc39a9,"solute carrier family 39 (zinc transporter), member 9"
92,mmu-miR-182-5p,Ccny,cyclin Y
92,mmu-miR-182-5p,Baalc,"brain and acute leukemia, cytoplasmic"
92,mmu-miR-182-5p,Vezt,"vezatin, adherens junctions transmembrane protein"
92,mmu-miR-182-5p,Has2,hyaluronan synthase 2
92,mmu-miR-182-5p,Bcl2l13,BCL2-like 13 (apoptosis facilitator)
92,mmu-miR-182-5p,Gys2,glycogen synthase 2
92,mmu-miR-182-5p,Yipf4,"Yip1 domain family, member 4"
92,mmu-miR-182-5p,Msn,moesin
91,mmu-miR-182-5p,Gpr146,G protein-coupled receptor 146
91,mmu-miR-182-5p,Ipcef1,interaction protein for cytohesin exchange factors 1
91,mmu-miR-182-5p,Ppm1k,protein phosphatase 1K (PP2C domain containing)
91,mmu-miR-182-5p,Cep250,centrosomal protein 250
91,mmu-miR-182-5p,Bcl11a,B cell CLL/lymphoma 11A (zinc finger protein)
91,mmu-miR-182-5p,Adra2c,"adrenergic receptor, alpha 2c"
91,mmu-miR-182-5p,Htr1a,5-hydroxytryptamine (serotonin) receptor 1A
91,mmu-miR-182-5p,Grb2,growth factor receptor bound protein 2
91,mmu-miR-182-5p,Igsf3,"immunoglobulin superfamily, member 3"
91,mmu-miR-182-5p,Slc1a2,"solute carrier family 1 (glial high affinity glutamate transporter), member 2"
91,mmu-miR-182-5p,Ppil1,peptidylprolyl isomerase (cyclophilin)-like 1
91,mmu-miR-182-5p,Dock4,dedicator of cytokinesis 4
91,mmu-miR-182-5p,Cadm2,cell adhesion molecule 2
91,mmu-miR-182-5p,Bach2,"BTB and CNC homology, basic leucine zipper transcription factor 2"
91,mmu-miR-182-5p,Cbarp,"calcium channel, voltage-dependent, beta subunit associated regulatory protein"
91,mmu-miR-182-5p,Fam126b,"family with sequence similarity 126, member B"
91,mmu-miR-182-5p,Sinhcaf,SIN3-HDAC complex associated factor
91,mmu-miR-182-5p,Zcchc14,"zinc finger, CCHC domain containing 14"
91,mmu-miR-182-5p,Fam43a,"family with sequence similarity 43, member A"
91,mmu-miR-182-5p,Foxf2,forkhead box F2
90,mmu-miR-182-5p,Tob1,transducer of ErbB-2.1
90,mmu-miR-182-5p,Dcun1d3,"DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae)"
90,mmu-miR-182-5p,Kdelr1,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1
90,mmu-miR-182-5p,Rac1,Rac family small GTPase 1
90,mmu-miR-182-5p,Chmp1b,charged multivesicular body protein 1B
90,mmu-miR-182-5p,Creb3l1,cAMP responsive element binding protein 3-like 1
90,mmu-miR-182-5p,Clptm1l,CLPTM1-like
90,mmu-miR-182-5p,Plxdc2,plexin domain containing 2
90,mmu-miR-182-5p,Hmgcll1,3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1
90,mmu-miR-182-5p,Aatk,apoptosis-associated tyrosine kinase
90,mmu-miR-182-5p,Nemf,nuclear export mediator factor
90,mmu-miR-182-5p,Arhgef7,Rho guanine nucleotide exchange factor (GEF7)
90,mmu-miR-182-5p,Wdr5b,WD repeat domain 5B
90,mmu-miR-182-5p,Ankrd28,ankyrin repeat domain 28
90,mmu-miR-182-5p,Nup155,nucleoporin 155
90,mmu-miR-182-5p,Shc4,"SHC (Src homology 2 domain containing) family, member 4"
90,mmu-miR-182-5p,Pnpla2,patatin-like phospholipase domain containing 2
90,mmu-miR-182-5p,Egr3,early growth response 3
90,mmu-miR-182-5p,Dazap2,DAZ associated protein 2
89,mmu-miR-182-5p,Opn3,opsin 3
89,mmu-miR-182-5p,Aebp2,AE binding protein 2
89,mmu-miR-182-5p,Kdm6a,lysine (K)-specific demethylase 6A
89,mmu-miR-182-5p,Med1,mediator complex subunit 1
89,mmu-miR-182-5p,Rnf144b,ring finger protein 144B
89,mmu-miR-182-5p,Tbr1,T-box brain gene 1
89,mmu-miR-182-5p,Tmem115,transmembrane protein 115
89,mmu-miR-182-5p,Dmxl1,Dmx-like 1
89,mmu-miR-182-5p,Dock9,dedicator of cytokinesis 9
89,mmu-miR-182-5p,Eif5,eukaryotic translation initiation factor 5
89,mmu-miR-182-5p,Cdo1,"cysteine dioxygenase 1, cytosolic"
89,mmu-miR-182-5p,Jmjd1c,jumonji domain containing 1C
89,mmu-miR-182-5p,Chl1,cell adhesion molecule L1-like
89,mmu-miR-182-5p,Armc1,armadillo repeat containing 1
89,mmu-miR-182-5p,Pcmtd1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
89,mmu-miR-182-5p,Sept7,septin 7
89,mmu-miR-182-5p,Nus1,NUS1 dehydrodolichyl diphosphate synthase subunit
89,mmu-miR-182-5p,Cep170b,centrosomal protein 170B
89,mmu-miR-182-5p,Ttc9,tetratricopeptide repeat domain 9
89,mmu-miR-182-5p,Snap47,"synaptosomal-associated protein, 47"
89,mmu-miR-182-5p,Zfand4,"zinc finger, AN1-type domain 4"
89,mmu-miR-182-5p,Epas1,endothelial PAS domain protein 1
89,mmu-miR-182-5p,Bnc2,basonuclin 2
89,mmu-miR-182-5p,Cadm3,cell adhesion molecule 3
89,mmu-miR-182-5p,Slc5a3,"solute carrier family 5 (inositol transporters), member 3"
89,mmu-miR-182-5p,Gem,GTP binding protein (gene overexpressed in skeletal muscle)
89,mmu-miR-182-5p,Prune2,prune homolog 2
89,mmu-miR-182-5p,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1"
89,mmu-miR-182-5p,Elmo1,engulfment and cell motility 1
89,mmu-miR-182-5p,Sez6l2,seizure related 6 homolog like 2
88,mmu-miR-182-5p,Chrnb1,"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)"
88,mmu-miR-182-5p,Actr2,ARP2 actin-related protein 2
88,mmu-miR-182-5p,Nsd3,nuclear receptor binding SET domain protein 3
88,mmu-miR-182-5p,Cyb561,cytochrome b-561
88,mmu-miR-182-5p,Fxr1,"fragile X mental retardation gene 1, autosomal homolog"
88,mmu-miR-182-5p,Gpr22,G protein-coupled receptor 22
88,mmu-miR-182-5p,Chmp2b,charged multivesicular body protein 2B
88,mmu-miR-182-5p,Reps2,RALBP1 associated Eps domain containing protein 2
88,mmu-miR-182-5p,Parva,"parvin, alpha"
88,mmu-miR-182-5p,Ago1,argonaute RISC catalytic subunit 1
88,mmu-miR-182-5p,Zfp697,zinc finger protein 697
88,mmu-miR-182-5p,Denr,density-regulated protein
88,mmu-miR-182-5p,Gna13,"guanine nucleotide binding protein, alpha 13"
88,mmu-miR-182-5p,B4galt6,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6"
88,mmu-miR-182-5p,Lonrf2,LON peptidase N-terminal domain and ring finger 2
88,mmu-miR-182-5p,Utp23,UTP23 small subunit processome component
88,mmu-miR-182-5p,Ezr,ezrin
88,mmu-miR-182-5p,Adam22,a disintegrin and metallopeptidase domain 22
88,mmu-miR-182-5p,Fam120c,"family with sequence similarity 120, member C"
88,mmu-miR-182-5p,Cfl1,"cofilin 1, non-muscle"
88,mmu-miR-182-5p,Mob1b,MOB kinase activator 1B
88,mmu-miR-182-5p,Nckap1,NCK-associated protein 1
88,mmu-miR-182-5p,Gprc5b,"G protein-coupled receptor, family C, group 5, member B"
88,mmu-miR-182-5p,Pex5,peroxisomal biogenesis factor 5
88,mmu-miR-182-5p,Fam49b,"family with sequence similarity 49, member B"
88,mmu-miR-182-5p,Usp5,ubiquitin specific peptidase 5 (isopeptidase T)
88,mmu-miR-182-5p,Prdm1,"PR domain containing 1, with ZNF domain"
88,mmu-miR-182-5p,Rnase4,"ribonuclease, RNase A family 4"
88,mmu-miR-182-5p,Sh2d1a,SH2 domain containing 1A
88,mmu-miR-182-5p,Rgs2,regulator of G-protein signaling 2
88,mmu-miR-182-5p,Pld1,phospholipase D1
88,mmu-miR-182-5p,Tenm4,teneurin transmembrane protein 4
88,mmu-miR-182-5p,Ktn1,kinectin 1
87,mmu-miR-182-5p,Tmem260,transmembrane protein 260
87,mmu-miR-182-5p,Reck,reversion-inducing-cysteine-rich protein with kazal motifs
87,mmu-miR-182-5p,Rcor1,REST corepressor 1
87,mmu-miR-182-5p,Zfp36,zinc finger protein 36
87,mmu-miR-182-5p,Ncoa4,nuclear receptor coactivator 4
87,mmu-miR-182-5p,Hs6st2,heparan sulfate 6-O-sulfotransferase 2
87,mmu-miR-182-5p,Onecut2,"one cut domain, family member 2"
87,mmu-miR-182-5p,Atp8a1,"ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1"
87,mmu-miR-182-5p,Dcbld1,"discoidin, CUB and LCCL domain containing 1"
87,mmu-miR-182-5p,Dgkh,"diacylglycerol kinase, eta"
87,mmu-miR-182-5p,Slc23a2,"solute carrier family 23 (nucleobase transporters), member 2"
87,mmu-miR-182-5p,Frmd5,FERM domain containing 5
87,mmu-miR-182-5p,Sox6,SRY (sex determining region Y)-box 6
87,mmu-miR-182-5p,Stag1,stromal antigen 1
87,mmu-miR-182-5p,Olfm1,olfactomedin 1
87,mmu-miR-182-5p,Ralgps1,Ral GEF with PH domain and SH3 binding motif 1
87,mmu-miR-182-5p,Camta1,calmodulin binding transcription activator 1
87,mmu-miR-182-5p,Gpr21,G protein-coupled receptor 21
87,mmu-miR-182-5p,Sh3bgrl2,SH3 domain binding glutamic acid-rich protein like 2
87,mmu-miR-182-5p,Grhl2,grainyhead like transcription factor 2
87,mmu-miR-182-5p,Ebf1,early B cell factor 1
87,mmu-miR-182-5p,Lhx3,LIM homeobox protein 3
87,mmu-miR-182-5p,Smim13,small integral membrane protein 13
87,mmu-miR-182-5p,Sdc2,syndecan 2
87,mmu-miR-182-5p,Gcnt1,"glucosaminyl (N-acetyl) transferase 1, core 2"
87,mmu-miR-182-5p,Tacc1,"transforming, acidic coiled-coil containing protein 1"
86,mmu-miR-182-5p,Plppr4,phospholipid phosphatase related 4
86,mmu-miR-182-5p,Lgi1,"leucine-rich repeat LGI family, member 1"
86,mmu-miR-182-5p,Bod1l,biorientation of chromosomes in cell division 1-like
86,mmu-miR-182-5p,Tsnax,translin-associated factor X
86,mmu-miR-182-5p,Kcnj14,"potassium inwardly-rectifying channel, subfamily J, member 14"
86,mmu-miR-182-5p,Appl1,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1"
86,mmu-miR-182-5p,Stk17b,serine/threonine kinase 17b (apoptosis-inducing)
86,mmu-miR-182-5p,Fmr1,fragile X mental retardation 1
86,mmu-miR-182-5p,Ptprn2,"protein tyrosine phosphatase, receptor type, N polypeptide 2"
86,mmu-miR-182-5p,Rmi2,RecQ mediated genome instability 2
86,mmu-miR-182-5p,Mecom,MDS1 and EVI1 complex locus
86,mmu-miR-182-5p,Atad2,"ATPase family, AAA domain containing 2"
86,mmu-miR-182-5p,Nova2,neuro-oncological ventral antigen 2
86,mmu-miR-182-5p,Sorcs1,sortilin-related VPS10 domain containing receptor 1
86,mmu-miR-182-5p,Col5a1,"collagen, type V, alpha 1"
85,mmu-miR-182-5p,Prkcz,"protein kinase C, zeta"
85,mmu-miR-182-5p,Ebf3,early B cell factor 3
85,mmu-miR-182-5p,Mgat4c,"MGAT4 family, member C"
85,mmu-miR-182-5p,Flnb,"filamin, beta"
85,mmu-miR-182-5p,Fbxo42,F-box protein 42
85,mmu-miR-182-5p,Trp53inp1,transformation related protein 53 inducible nuclear protein 1
85,mmu-miR-182-5p,Tarbp1,TAR RNA binding protein 1
85,mmu-miR-182-5p,Adra2a,"adrenergic receptor, alpha 2a"
85,mmu-miR-182-5p,Nudt15,nudix (nucleoside diphosphate linked moiety X)-type motif 15
85,mmu-miR-182-5p,Trim37,tripartite motif-containing 37
85,mmu-miR-182-5p,Onecut3,"one cut domain, family member 3"
85,mmu-miR-182-5p,Mfap3,microfibrillar-associated protein 3
85,mmu-miR-182-5p,Camkk2,"calcium/calmodulin-dependent protein kinase kinase 2, beta"
85,mmu-miR-182-5p,Dscam,DS cell adhesion molecule
85,mmu-miR-182-5p,Eif3j2,"eukaryotic translation initiation factor 3, subunit J2"
85,mmu-miR-182-5p,Spry4,sprouty RTK signaling antagonist 4
85,mmu-miR-182-5p,Rassf1,Ras association (RalGDS/AF-6) domain family member 1
85,mmu-miR-182-5p,Sesn2,sestrin 2
85,mmu-miR-182-5p,C2cd2,C2 calcium-dependent domain containing 2
85,mmu-miR-182-5p,Map2k1,mitogen-activated protein kinase kinase 1
85,mmu-miR-182-5p,Fam91a1,"family with sequence similarity 91, member A1"
85,mmu-miR-182-5p,Tmem198,transmembrane protein 198
85,mmu-miR-182-5p,Klhl4,kelch-like 4
84,mmu-miR-182-5p,Cfh,complement component factor h
84,mmu-miR-182-5p,Ndrg1,N-myc downstream regulated gene 1
84,mmu-miR-182-5p,Myo1c,myosin IC
84,mmu-miR-182-5p,Gad2,glutamic acid decarboxylase 2
84,mmu-miR-182-5p,Pnpla8,patatin-like phospholipase domain containing 8
84,mmu-miR-182-5p,Fbxw11,F-box and WD-40 domain protein 11
84,mmu-miR-182-5p,Lrrc63,leucine rich repeat containing 63
84,mmu-miR-182-5p,Rab10,"RAB10, member RAS oncogene family"
84,mmu-miR-182-5p,Cdh20,cadherin 20
84,mmu-miR-182-5p,Casp2,caspase 2
84,mmu-miR-182-5p,Klrb1b,killer cell lectin-like receptor subfamily B member 1B
84,mmu-miR-182-5p,Stk19,serine/threonine kinase 19
84,mmu-miR-182-5p,Ntn4,netrin 4
84,mmu-miR-182-5p,Skil,SKI-like
84,mmu-miR-182-5p,Ppp3r1,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)"
84,mmu-miR-182-5p,Tex2,testis expressed gene 2
84,mmu-miR-182-5p,Abcb10,"ATP-binding cassette, sub-family B (MDR/TAP), member 10"
84,mmu-miR-182-5p,Slc35d1,"solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1"
84,mmu-miR-182-5p,Rimbp2,RIMS binding protein 2
84,mmu-miR-182-5p,Stard13,StAR-related lipid transfer (START) domain containing 13
84,mmu-miR-182-5p,Stxbp5,syntaxin binding protein 5 (tomosyn)
84,mmu-miR-182-5p,Mtch2,mitochondrial carrier 2
84,mmu-miR-182-5p,Rwdd4a,RWD domain containing 4A
84,mmu-miR-182-5p,Tmem189,transmembrane protein 189
84,mmu-miR-182-5p,Hbegf,heparin-binding EGF-like growth factor
83,mmu-miR-182-5p,Ttc26,tetratricopeptide repeat domain 26
83,mmu-miR-182-5p,Ppp1r13b,"protein phosphatase 1, regulatory subunit 13B"
83,mmu-miR-182-5p,Zfp7,zinc finger protein 7
83,mmu-miR-182-5p,Arrdc3,arrestin domain containing 3
83,mmu-miR-182-5p,Gxylt1,glucoside xylosyltransferase 1
83,mmu-miR-182-5p,Tctn3,tectonic family member 3
83,mmu-miR-182-5p,Nuak1,"NUAK family, SNF1-like kinase, 1"
83,mmu-miR-182-5p,Slc2a12,"solute carrier family 2 (facilitated glucose transporter), member 12"
83,mmu-miR-182-5p,Phf21a,PHD finger protein 21A
83,mmu-miR-182-5p,Lsm14a,LSM14A mRNA processing body assembly factor
83,mmu-miR-182-5p,Cacna1b,"calcium channel, voltage-dependent, N type, alpha 1B subunit"
83,mmu-miR-182-5p,Atoh8,atonal bHLH transcription factor 8
83,mmu-miR-182-5p,Tmem50b,transmembrane protein 50B
83,mmu-miR-182-5p,Tnfaip8,"tumor necrosis factor, alpha-induced protein 8"
83,mmu-miR-182-5p,Zpbp,zona pellucida binding protein
83,mmu-miR-182-5p,Selenoi,selenoprotein I
83,mmu-miR-182-5p,Cobl,cordon-bleu WH2 repeat
83,mmu-miR-182-5p,Nf1,neurofibromin 1
83,mmu-miR-182-5p,Tnfrsf1b,"tumor necrosis factor receptor superfamily, member 1b"
83,mmu-miR-182-5p,Pygo2,pygopus 2
83,mmu-miR-182-5p,Flot1,flotillin 1
83,mmu-miR-182-5p,Gp1bb,"glycoprotein Ib, beta polypeptide"
83,mmu-miR-182-5p,Cd164,CD164 antigen
83,mmu-miR-182-5p,Sh3kbp1,SH3-domain kinase binding protein 1
83,mmu-miR-182-5p,Nr5a2,"nuclear receptor subfamily 5, group A, member 2"
83,mmu-miR-182-5p,Rere,arginine glutamic acid dipeptide (RE) repeats
83,mmu-miR-182-5p,Mmp8,matrix metallopeptidase 8
83,mmu-miR-182-5p,Creb1,cAMP responsive element binding protein 1
83,mmu-miR-182-5p,Ildr2,immunoglobulin-like domain containing receptor 2
83,mmu-miR-182-5p,Prrt3,proline-rich transmembrane protein 3
83,mmu-miR-182-5p,Ocrl,"OCRL, inositol polyphosphate-5-phosphatase"
83,mmu-miR-182-5p,Sh3bp4,SH3-domain binding protein 4
82,mmu-miR-182-5p,Rhobtb1,Rho-related BTB domain containing 1
