TargetScore,miRNA,GeneSymbol,GeneDescription
91,mmu-miR-486a-3p,Maf,avian musculoaponeurotic fibrosarcoma oncogene homolog
91,mmu-miR-486a-3p,4921536K21Rik,RIKEN cDNA 4921536K21 gene
91,mmu-miR-486a-3p,Itpkb,"inositol 1,4,5-trisphosphate 3-kinase B"
90,mmu-miR-486a-3p,Zfp593,zinc finger protein 593
90,mmu-miR-486a-3p,Pfn2,profilin 2
90,mmu-miR-486a-3p,Slc25a42,"solute carrier family 25, member 42"
90,mmu-miR-486a-3p,Prpf4,pre-mRNA processing factor 4
90,mmu-miR-486a-3p,Gnpda1,glucosamine-6-phosphate deaminase 1
90,mmu-miR-486a-3p,Mecp2,methyl CpG binding protein 2
89,mmu-miR-486a-3p,Carhsp1,calcium regulated heat stable protein 1
89,mmu-miR-486a-3p,Kcna1,"potassium voltage-gated channel, shaker-related subfamily, member 1"
89,mmu-miR-486a-3p,Camk2a,calcium/calmodulin-dependent protein kinase II alpha
89,mmu-miR-486a-3p,Ndor1,NADPH dependent diflavin oxidoreductase 1
89,mmu-miR-486a-3p,Zc4h2,"zinc finger, C4H2 domain containing"
89,mmu-miR-486a-3p,Chst15,carbohydrate sulfotransferase 15
89,mmu-miR-486a-3p,Bgn,biglycan
89,mmu-miR-486a-3p,Rerg,"RAS-like, estrogen-regulated, growth-inhibitor"
89,mmu-miR-486a-3p,Rtl5,retrotransposon Gag like 5
88,mmu-miR-486a-3p,Cplx2,complexin 2
88,mmu-miR-486a-3p,Plppr2,phospholipid phosphatase related 2
88,mmu-miR-486a-3p,Nkx2-2,NK2 homeobox 2
88,mmu-miR-486a-3p,Ctsd,cathepsin D
87,mmu-miR-486a-3p,Nectin1,nectin cell adhesion molecule 1
87,mmu-miR-486a-3p,Arid1b,AT rich interactive domain 1B (SWI-like)
87,mmu-miR-486a-3p,Flnc,"filamin C, gamma"
87,mmu-miR-486a-3p,Sp7,Sp7 transcription factor 7
86,mmu-miR-486a-3p,Mtnr1a,melatonin receptor 1A
86,mmu-miR-486a-3p,Scn2b,"sodium channel, voltage-gated, type II, beta"
86,mmu-miR-486a-3p,Gdnf,glial cell line derived neurotrophic factor
86,mmu-miR-486a-3p,Ints11,integrator complex subunit 11
86,mmu-miR-486a-3p,Il22ra1,"interleukin 22 receptor, alpha 1"
86,mmu-miR-486a-3p,Acot11,acyl-CoA thioesterase 11
86,mmu-miR-486a-3p,Metap2,methionine aminopeptidase 2
86,mmu-miR-486a-3p,Klhdc3,kelch domain containing 3
86,mmu-miR-486a-3p,Nradd,neurotrophin receptor associated death domain
86,mmu-miR-486a-3p,Mfn2,mitofusin 2
86,mmu-miR-486a-3p,Mmp24,matrix metallopeptidase 24
86,mmu-miR-486a-3p,Prkar2a,"protein kinase, cAMP dependent regulatory, type II alpha"
86,mmu-miR-486a-3p,Adamts4,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4"
86,mmu-miR-486a-3p,Pgpep1,pyroglutamyl-peptidase I
85,mmu-miR-486a-3p,Asxl3,"additional sex combs like 3, transcriptional regulator"
85,mmu-miR-486a-3p,Ppig,peptidyl-prolyl isomerase G (cyclophilin G)
85,mmu-miR-486a-3p,Nr5a1,"nuclear receptor subfamily 5, group A, member 1"
85,mmu-miR-486a-3p,Lhfpl4,lipoma HMGIC fusion partner-like protein 4
85,mmu-miR-486a-3p,Ptprj,"protein tyrosine phosphatase, receptor type, J"
85,mmu-miR-486a-3p,Hapln4,hyaluronan and proteoglycan link protein 4
85,mmu-miR-486a-3p,Dcakd,dephospho-CoA kinase domain containing
85,mmu-miR-486a-3p,Trak1,"trafficking protein, kinesin binding 1"
85,mmu-miR-486a-3p,Snph,syntaphilin
85,mmu-miR-486a-3p,Adarb1,"adenosine deaminase, RNA-specific, B1"
84,mmu-miR-486a-3p,Tmem141,transmembrane protein 141
84,mmu-miR-486a-3p,Luzp1,leucine zipper protein 1
84,mmu-miR-486a-3p,Trabd2b,TraB domain containing 2B
84,mmu-miR-486a-3p,Ctdsp2,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2"
84,mmu-miR-486a-3p,Gab1,growth factor receptor bound protein 2-associated protein 1
84,mmu-miR-486a-3p,Cidec,cell death-inducing DFFA-like effector c
84,mmu-miR-486a-3p,Vps41,VPS41 HOPS complex subunit
84,mmu-miR-486a-3p,Il2rb,"interleukin 2 receptor, beta chain"
84,mmu-miR-486a-3p,Tgfbrap1,"transforming growth factor, beta receptor associated protein 1"
84,mmu-miR-486a-3p,Trim47,tripartite motif-containing 47
84,mmu-miR-486a-3p,Aif1l,allograft inflammatory factor 1-like
84,mmu-miR-486a-3p,Celf4,"CUGBP, Elav-like family member 4"
83,mmu-miR-486a-3p,Rorc,RAR-related orphan receptor gamma
83,mmu-miR-486a-3p,Fcgr4,"Fc receptor, IgG, low affinity IV"
83,mmu-miR-486a-3p,Ppp1ca,protein phosphatase 1 catalytic subunit alpha
83,mmu-miR-486a-3p,Atxn7l3,ataxin 7-like 3
83,mmu-miR-486a-3p,Trh,thyrotropin releasing hormone
83,mmu-miR-486a-3p,Syndig1l,synapse differentiation inducing 1 like
83,mmu-miR-486a-3p,Sh3tc2,SH3 domain and tetratricopeptide repeats 2
83,mmu-miR-486a-3p,Nat8l,N-acetyltransferase 8-like
83,mmu-miR-486a-3p,Osgin1,oxidative stress induced growth inhibitor 1
83,mmu-miR-486a-3p,Anpep,alanyl (membrane) aminopeptidase
83,mmu-miR-486a-3p,Cftr,cystic fibrosis transmembrane conductance regulator
82,mmu-miR-486a-3p,Dmbx1,diencephalon/mesencephalon homeobox 1
82,mmu-miR-486a-3p,Maob,monoamine oxidase B
82,mmu-miR-486a-3p,Ly6e,"lymphocyte antigen 6 complex, locus E"
82,mmu-miR-486a-3p,Zfp787,zinc finger protein 787
82,mmu-miR-486a-3p,Nol10,nucleolar protein 10
82,mmu-miR-486a-3p,Crtc1,CREB regulated transcription coactivator 1
82,mmu-miR-486a-3p,Tns4,tensin 4
82,mmu-miR-486a-3p,Hmga1b,high mobility group AT-hook 1B
82,mmu-miR-486a-3p,Fam102a,"family with sequence similarity 102, member A"
82,mmu-miR-486a-3p,Elmo1,engulfment and cell motility 1
81,mmu-miR-486a-3p,Vipr2,vasoactive intestinal peptide receptor 2
81,mmu-miR-486a-3p,Foxd2,forkhead box D2
81,mmu-miR-486a-3p,Edem3,"ER degradation enhancer, mannosidase alpha-like 3"
81,mmu-miR-486a-3p,Pcsk4,proprotein convertase subtilisin/kexin type 4
81,mmu-miR-486a-3p,Impdh1,inosine monophosphate dehydrogenase 1
81,mmu-miR-486a-3p,Ap1b1,"adaptor protein complex AP-1, beta 1 subunit"
81,mmu-miR-486a-3p,2010003K11Rik,RIKEN cDNA 2010003K11 gene
81,mmu-miR-486a-3p,Nsg1,neuron specific gene family member 1
81,mmu-miR-486a-3p,Tub,tubby bipartite transcription factor
81,mmu-miR-486a-3p,Dgkd,"diacylglycerol kinase, delta"
81,mmu-miR-486a-3p,Sdc3,syndecan 3
81,mmu-miR-486a-3p,Sh3kbp1,SH3-domain kinase binding protein 1
81,mmu-miR-486a-3p,Aifm2,"apoptosis-inducing factor, mitochondrion-associated 2"
81,mmu-miR-486a-3p,Nsl1,"NSL1, MIS12 kinetochore complex component"
81,mmu-miR-486a-3p,Col18a1,"collagen, type XVIII, alpha 1"
80,mmu-miR-486a-3p,Trim30b,tripartite motif-containing 30B
80,mmu-miR-486a-3p,4933434E20Rik,RIKEN cDNA 4933434E20 gene
80,mmu-miR-486a-3p,Ccl22,chemokine (C-C motif) ligand 22
80,mmu-miR-486a-3p,Psg29,pregnancy-specific glycoprotein 29
80,mmu-miR-486a-3p,Clk2,CDC-like kinase 2
80,mmu-miR-486a-3p,Mrpl35,mitochondrial ribosomal protein L35
80,mmu-miR-486a-3p,Yipf2,"Yip1 domain family, member 2"
80,mmu-miR-486a-3p,Sox12,SRY (sex determining region Y)-box 12
80,mmu-miR-486a-3p,Snai3,snail family zinc finger 3
80,mmu-miR-486a-3p,Dusp8,dual specificity phosphatase 8
80,mmu-miR-486a-3p,Slc19a1,"solute carrier family 19 (folate transporter), member 1"
80,mmu-miR-486a-3p,Rhbdd2,rhomboid domain containing 2
80,mmu-miR-486a-3p,Sept3,septin 3
79,mmu-miR-486a-3p,Vav2,vav 2 oncogene
79,mmu-miR-486a-3p,Rsph6a,radial spoke head 6 homolog A (Chlamydomonas)
79,mmu-miR-486a-3p,Lasp1,LIM and SH3 protein 1
79,mmu-miR-486a-3p,Clec16a,"C-type lectin domain family 16, member A"
79,mmu-miR-486a-3p,0610030E20Rik,RIKEN cDNA 0610030E20 gene
79,mmu-miR-486a-3p,Clmn,calmin
79,mmu-miR-486a-3p,Fibcd1,fibrinogen C domain containing 1
79,mmu-miR-486a-3p,Hrh3,histamine receptor H3
79,mmu-miR-486a-3p,Hoxc5,homeobox C5
79,mmu-miR-486a-3p,S100a10,S100 calcium binding protein A10 (calpactin)
79,mmu-miR-486a-3p,Zfp609,zinc finger protein 609
79,mmu-miR-486a-3p,Dab2ip,disabled 2 interacting protein
78,mmu-miR-486a-3p,Per1,period circadian clock 1
78,mmu-miR-486a-3p,Tnks1bp1,tankyrase 1 binding protein 1
78,mmu-miR-486a-3p,Arl8a,ADP-ribosylation factor-like 8A
78,mmu-miR-486a-3p,Nr1h2,"nuclear receptor subfamily 1, group H, member 2"
78,mmu-miR-486a-3p,Chsy1,chondroitin sulfate synthase 1
78,mmu-miR-486a-3p,Adgrl1,adhesion G protein-coupled receptor L1
77,mmu-miR-486a-3p,Stra6,stimulated by retinoic acid gene 6
77,mmu-miR-486a-3p,Pom121,nuclear pore membrane protein 121
77,mmu-miR-486a-3p,Bcl2,B cell leukemia/lymphoma 2
77,mmu-miR-486a-3p,Arhgdia,Rho GDP dissociation inhibitor (GDI) alpha
77,mmu-miR-486a-3p,Kcna2,"potassium voltage-gated channel, shaker-related subfamily, member 2"
77,mmu-miR-486a-3p,Vamp2,vesicle-associated membrane protein 2
77,mmu-miR-486a-3p,Faim2,Fas apoptotic inhibitory molecule 2
77,mmu-miR-486a-3p,Ciita,class II transactivator
77,mmu-miR-486a-3p,Erlin2,ER lipid raft associated 2
77,mmu-miR-486a-3p,Zc3h14,zinc finger CCCH type containing 14
76,mmu-miR-486a-3p,Zbtb44,zinc finger and BTB domain containing 44
76,mmu-miR-486a-3p,Alox12e,"arachidonate lipoxygenase, epidermal"
76,mmu-miR-486a-3p,Ppp1r11,"protein phosphatase 1, regulatory inhibitor subunit 11"
76,mmu-miR-486a-3p,Asic1,acid-sensing (proton-gated) ion channel 1
76,mmu-miR-486a-3p,Unc119b,unc-119 lipid binding chaperone B
76,mmu-miR-486a-3p,Tpi1,triosephosphate isomerase 1
76,mmu-miR-486a-3p,Fgd1,"FYVE, RhoGEF and PH domain containing 1"
76,mmu-miR-486a-3p,Csad,cysteine sulfinic acid decarboxylase
76,mmu-miR-486a-3p,Cpeb2,cytoplasmic polyadenylation element binding protein 2
76,mmu-miR-486a-3p,Nfe2l1,"nuclear factor, erythroid derived 2,-like 1"
76,mmu-miR-486a-3p,Msi1,musashi RNA-binding protein 1
76,mmu-miR-486a-3p,D2hgdh,D-2-hydroxyglutarate dehydrogenase
76,mmu-miR-486a-3p,Cck,cholecystokinin
76,mmu-miR-486a-3p,Pax2,paired box 2
76,mmu-miR-486a-3p,Dgat1,diacylglycerol O-acyltransferase 1
76,mmu-miR-486a-3p,Tmem185b,transmembrane protein 185B
75,mmu-miR-486a-3p,Kdm2a,lysine (K)-specific demethylase 2A
75,mmu-miR-486a-3p,Wasf2,"WAS protein family, member 2"
75,mmu-miR-486a-3p,Rhog,ras homolog family member G
75,mmu-miR-486a-3p,Phf1,PHD finger protein 1
75,mmu-miR-486a-3p,Stx1a,syntaxin 1A (brain)
75,mmu-miR-486a-3p,Dbndd1,dysbindin (dystrobrevin binding protein 1) domain containing 1
75,mmu-miR-486a-3p,Fgfr1op,Fgfr1 oncogene partner
75,mmu-miR-486a-3p,Bsn,bassoon
75,mmu-miR-486a-3p,Rab4b,"RAB4B, member RAS oncogene family"
75,mmu-miR-486a-3p,Zdhhc8,"zinc finger, DHHC domain containing 8"
74,mmu-miR-486a-3p,Rabl6,"RAB, member RAS oncogene family-like 6"
74,mmu-miR-486a-3p,Rnf144a,ring finger protein 144A
74,mmu-miR-486a-3p,Tomm34,translocase of outer mitochondrial membrane 34
74,mmu-miR-486a-3p,Clcf1,cardiotrophin-like cytokine factor 1
74,mmu-miR-486a-3p,Mvb12b,multivesicular body subunit 12B
74,mmu-miR-486a-3p,Plac9a,placenta specific 9a
74,mmu-miR-486a-3p,L1cam,L1 cell adhesion molecule
74,mmu-miR-486a-3p,Syngr1,synaptogyrin 1
74,mmu-miR-486a-3p,Znrf1,zinc and ring finger 1
74,mmu-miR-486a-3p,Capn6,calpain 6
74,mmu-miR-486a-3p,Spdef,SAM pointed domain containing ets transcription factor
74,mmu-miR-486a-3p,Rgma,repulsive guidance molecule family member A
74,mmu-miR-486a-3p,Igsf1,"immunoglobulin superfamily, member 1"
74,mmu-miR-486a-3p,Hapln3,hyaluronan and proteoglycan link protein 3
73,mmu-miR-486a-3p,Sh2d5,SH2 domain containing 5
73,mmu-miR-486a-3p,Fat3,FAT atypical cadherin 3
73,mmu-miR-486a-3p,Zc3h12c,zinc finger CCCH type containing 12C
73,mmu-miR-486a-3p,Tmem63b,transmembrane protein 63b
73,mmu-miR-486a-3p,Itga5,integrin alpha 5 (fibronectin receptor alpha)
73,mmu-miR-486a-3p,Slc6a9,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9"
73,mmu-miR-486a-3p,Idh3a,isocitrate dehydrogenase 3 (NAD+) alpha
73,mmu-miR-486a-3p,Usp8,ubiquitin specific peptidase 8
73,mmu-miR-486a-3p,Pik3cd,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
73,mmu-miR-486a-3p,Tbc1d22a,"TBC1 domain family, member 22a"
73,mmu-miR-486a-3p,Slamf6,SLAM family member 6
73,mmu-miR-486a-3p,Rftn1,raftlin lipid raft linker 1
73,mmu-miR-486a-3p,Mllt1,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1"
73,mmu-miR-486a-3p,Arhgap26,Rho GTPase activating protein 26
73,mmu-miR-486a-3p,Wscd2,WSC domain containing 2
73,mmu-miR-486a-3p,Szrd1,SUZ RNA binding domain containing 1
72,mmu-miR-486a-3p,Ky,kyphoscoliosis peptidase
72,mmu-miR-486a-3p,Snx1,sorting nexin 1
72,mmu-miR-486a-3p,Sdad1,SDA1 domain containing 1
72,mmu-miR-486a-3p,Zcchc4,"zinc finger, CCHC domain containing 4"
72,mmu-miR-486a-3p,Cyth4,cytohesin 4
72,mmu-miR-486a-3p,Sowaha,sosondowah ankyrin repeat domain family member A
72,mmu-miR-486a-3p,Acaca,acetyl-Coenzyme A carboxylase alpha
72,mmu-miR-486a-3p,Hip1,huntingtin interacting protein 1
72,mmu-miR-486a-3p,Atp6v0d1,"ATPase, H+ transporting, lysosomal V0 subunit D1"
72,mmu-miR-486a-3p,Gnb3,"guanine nucleotide binding protein (G protein), beta 3"
72,mmu-miR-486a-3p,Slc15a1,"solute carrier family 15 (oligopeptide transporter), member 1"
71,mmu-miR-486a-3p,Sgtb,"small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta"
71,mmu-miR-486a-3p,Sipa1,signal-induced proliferation associated gene 1
71,mmu-miR-486a-3p,Bcl7b,B cell CLL/lymphoma 7B
71,mmu-miR-486a-3p,Thop1,thimet oligopeptidase 1
71,mmu-miR-486a-3p,Lrrtm3,leucine rich repeat transmembrane neuronal 3
71,mmu-miR-486a-3p,Plxna4,plexin A4
71,mmu-miR-486a-3p,Nf1,neurofibromin 1
71,mmu-miR-486a-3p,Prss53,"protease, serine 53"
71,mmu-miR-486a-3p,Dusp7,dual specificity phosphatase 7
71,mmu-miR-486a-3p,Castor2,cytosolic arginine sensor for mTORC1 subunit 2
71,mmu-miR-486a-3p,Pou2f1,"POU domain, class 2, transcription factor 1"
71,mmu-miR-486a-3p,Gigyf1,GRB10 interacting GYF protein 1
71,mmu-miR-486a-3p,Sept9,septin 9
71,mmu-miR-486a-3p,Nefh,"neurofilament, heavy polypeptide"
70,mmu-miR-486a-3p,Pou2f2,"POU domain, class 2, transcription factor 2"
70,mmu-miR-486a-3p,Flt4,FMS-like tyrosine kinase 4
70,mmu-miR-486a-3p,Bmf,BCL2 modifying factor
70,mmu-miR-486a-3p,Syt7,synaptotagmin VII
70,mmu-miR-486a-3p,Psapl1,prosaposin-like 1
70,mmu-miR-486a-3p,Itga11,integrin alpha 11
70,mmu-miR-486a-3p,Celsr2,"cadherin, EGF LAG seven-pass G-type receptor 2"
70,mmu-miR-486a-3p,Yipf3,"Yip1 domain family, member 3"
70,mmu-miR-486a-3p,Cdadc1,cytidine and dCMP deaminase domain containing 1
70,mmu-miR-486a-3p,Celf5,"CUGBP, Elav-like family member 5"
70,mmu-miR-486a-3p,Ep300,E1A binding protein p300
70,mmu-miR-486a-3p,Fxyd6,FXYD domain-containing ion transport regulator 6
70,mmu-miR-486a-3p,Iqce,IQ motif containing E
70,mmu-miR-486a-3p,Col23a1,"collagen, type XXIII, alpha 1"
69,mmu-miR-486a-3p,Zfp212,Zinc finger protein 212
69,mmu-miR-486a-3p,Plxna1,plexin A1
69,mmu-miR-486a-3p,Tpbpa,trophoblast specific protein alpha
69,mmu-miR-486a-3p,Cdx1,caudal type homeobox 1
69,mmu-miR-486a-3p,Tbc1d22b,"TBC1 domain family, member 22B"
69,mmu-miR-486a-3p,Slc11a2,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2"
69,mmu-miR-486a-3p,Trank1,tetratricopeptide repeat and ankyrin repeat containing 1
69,mmu-miR-486a-3p,Hlf,hepatic leukemia factor
69,mmu-miR-486a-3p,C77080,expressed sequence C77080
69,mmu-miR-486a-3p,Soga1,"suppressor of glucose, autophagy associated 1"
69,mmu-miR-486a-3p,Src,Rous sarcoma oncogene
69,mmu-miR-486a-3p,Emc8,ER membrane protein complex subunit 8
69,mmu-miR-486a-3p,Zfp41,zinc finger protein 41
69,mmu-miR-486a-3p,Sec22c,"SEC22 homolog C, vesicle trafficking protein"
69,mmu-miR-486a-3p,Rasgrp3,"RAS, guanyl releasing protein 3"
68,mmu-miR-486a-3p,Csrnp1,cysteine-serine-rich nuclear protein 1
68,mmu-miR-486a-3p,Il6ra,"interleukin 6 receptor, alpha"
68,mmu-miR-486a-3p,Kcnab2,"potassium voltage-gated channel, shaker-related subfamily, beta member 2"
68,mmu-miR-486a-3p,Ptk2b,PTK2 protein tyrosine kinase 2 beta
68,mmu-miR-486a-3p,Prx,periaxin
68,mmu-miR-486a-3p,Clec9a,"C-type lectin domain family 9, member a"
68,mmu-miR-486a-3p,Ace,angiotensin I converting enzyme (peptidyl-dipeptidase A) 1
68,mmu-miR-486a-3p,Fbxl14,F-box and leucine-rich repeat protein 14
68,mmu-miR-486a-3p,Xpo6,exportin 6
68,mmu-miR-486a-3p,Nkapd1,NKAP domain containing 1
68,mmu-miR-486a-3p,Akap13,A kinase (PRKA) anchor protein 13
68,mmu-miR-486a-3p,Plac9b,placenta specific 9b
68,mmu-miR-486a-3p,Cbfb,core binding factor beta
68,mmu-miR-486a-3p,1700025G04Rik,RIKEN cDNA 1700025G04 gene
68,mmu-miR-486a-3p,Zfp592,zinc finger protein 592
68,mmu-miR-486a-3p,Tspan9,tetraspanin 9
68,mmu-miR-486a-3p,Rhobtb2,Rho-related BTB domain containing 2
67,mmu-miR-486a-3p,Pgap3,post-GPI attachment to proteins 3
67,mmu-miR-486a-3p,Inpp4a,"inositol polyphosphate-4-phosphatase, type I"
67,mmu-miR-486a-3p,Zkscan17,zinc finger with KRAB and SCAN domains 17
67,mmu-miR-486a-3p,Zmym4,"zinc finger, MYM-type 4"
67,mmu-miR-486a-3p,Zfp710,zinc finger protein 710
67,mmu-miR-486a-3p,Zer1,"zyg-11 related, cell cycle regulator"
67,mmu-miR-486a-3p,Clpb,ClpB caseinolytic peptidase B
67,mmu-miR-486a-3p,Cdyl2,"chromodomain protein, Y chromosome-like 2"
67,mmu-miR-486a-3p,Ppm1f,protein phosphatase 1F (PP2C domain containing)
67,mmu-miR-486a-3p,Mapk3,mitogen-activated protein kinase 3
67,mmu-miR-486a-3p,Msrb1,methionine sulfoxide reductase B1
67,mmu-miR-486a-3p,Pi4k2a,phosphatidylinositol 4-kinase type 2 alpha
67,mmu-miR-486a-3p,Tmem26,transmembrane protein 26
67,mmu-miR-486a-3p,Rab3il1,RAB3A interacting protein (rabin3)-like 1
67,mmu-miR-486a-3p,Tubb5,"tubulin, beta 5 class I"
67,mmu-miR-486a-3p,Pemt,phosphatidylethanolamine N-methyltransferase
67,mmu-miR-486a-3p,Capn9,calpain 9
66,mmu-miR-486a-3p,4930539E08Rik,RIKEN cDNA 4930539E08 gene
66,mmu-miR-486a-3p,Snw1,SNW domain containing 1
66,mmu-miR-486a-3p,Lpar2,lysophosphatidic acid receptor 2
66,mmu-miR-486a-3p,Scly,selenocysteine lyase
66,mmu-miR-486a-3p,Nkiras2,NFKB inhibitor interacting Ras-like protein 2
66,mmu-miR-486a-3p,Gpr20,G protein-coupled receptor 20
66,mmu-miR-486a-3p,Nova1,neuro-oncological ventral antigen 1
66,mmu-miR-486a-3p,Zfp266,zinc finger protein 266
66,mmu-miR-486a-3p,Sirt6,sirtuin 6
66,mmu-miR-486a-3p,Plekha7,"pleckstrin homology domain containing, family A member 7"
66,mmu-miR-486a-3p,Strn4,"striatin, calmodulin binding protein 4"
66,mmu-miR-486a-3p,Xpr1,xenotropic and polytropic retrovirus receptor 1
66,mmu-miR-486a-3p,Afap1l2,actin filament associated protein 1-like 2
66,mmu-miR-486a-3p,Cbfa2t3,CBFA2/RUNX1 translocation partner 3
66,mmu-miR-486a-3p,Wipi2,"WD repeat domain, phosphoinositide interacting 2"
66,mmu-miR-486a-3p,Fyn,Fyn proto-oncogene
66,mmu-miR-486a-3p,Pld2,phospholipase D2
66,mmu-miR-486a-3p,Specc1,sperm antigen with calponin homology and coiled-coil domains 1
66,mmu-miR-486a-3p,Cnga2,cyclic nucleotide gated channel alpha 2
66,mmu-miR-486a-3p,Celf3,"CUGBP, Elav-like family member 3"
66,mmu-miR-486a-3p,Wfikkn2,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2"
66,mmu-miR-486a-3p,Slc12a9,"solute carrier family 12 (potassium/chloride transporters), member 9"
66,mmu-miR-486a-3p,Apoa4,apolipoprotein A-IV
65,mmu-miR-486a-3p,Oas3,2'-5' oligoadenylate synthetase 3
65,mmu-miR-486a-3p,Ubr7,ubiquitin protein ligase E3 component n-recognin 7 (putative)
65,mmu-miR-486a-3p,Cyth2,cytohesin 2
65,mmu-miR-486a-3p,Dcaf7,DDB1 and CUL4 associated factor 7
65,mmu-miR-486a-3p,Cacna1i,"calcium channel, voltage-dependent, alpha 1I subunit"
65,mmu-miR-486a-3p,Fkbp5,FK506 binding protein 5
65,mmu-miR-486a-3p,Cdc25b,cell division cycle 25B
65,mmu-miR-486a-3p,Mylk2,"myosin, light polypeptide kinase 2, skeletal muscle"
65,mmu-miR-486a-3p,Syt2,synaptotagmin II
64,mmu-miR-486a-3p,Dennd2a,DENN/MADD domain containing 2A
64,mmu-miR-486a-3p,Scamp2,secretory carrier membrane protein 2
64,mmu-miR-486a-3p,Cbln3,cerebellin 3 precursor protein
64,mmu-miR-486a-3p,Fgf5,fibroblast growth factor 5
64,mmu-miR-486a-3p,Mkrn3,"makorin, ring finger protein, 3"
64,mmu-miR-486a-3p,Slc25a25,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25"
64,mmu-miR-486a-3p,Ints3,integrator complex subunit 3
64,mmu-miR-486a-3p,Zfp282,zinc finger protein 282
64,mmu-miR-486a-3p,Tmem97,transmembrane protein 97
64,mmu-miR-486a-3p,Pitpnm2,"phosphatidylinositol transfer protein, membrane-associated 2"
64,mmu-miR-486a-3p,Cuedc2,CUE domain containing 2
64,mmu-miR-486a-3p,Tbc1d25,"TBC1 domain family, member 25"
64,mmu-miR-486a-3p,Mro,maestro
64,mmu-miR-486a-3p,Dpysl5,dihydropyrimidinase-like 5
64,mmu-miR-486a-3p,Adgrg5,adhesion G protein-coupled receptor G5
64,mmu-miR-486a-3p,Prom2,prominin 2
64,mmu-miR-486a-3p,Ahdc1,"AT hook, DNA binding motif, containing 1"
63,mmu-miR-486a-3p,Rac2,Rac family small GTPase 2
63,mmu-miR-486a-3p,Krt88,keratin 88
63,mmu-miR-486a-3p,Itga4,integrin alpha 4
63,mmu-miR-486a-3p,Sh3bp5l,SH3 binding domain protein 5 like
63,mmu-miR-486a-3p,Leng8,leukocyte receptor cluster (LRC) member 8
63,mmu-miR-486a-3p,Coro1c,"coronin, actin binding protein 1C"
63,mmu-miR-486a-3p,Irak1bp1,interleukin-1 receptor-associated kinase 1 binding protein 1
63,mmu-miR-486a-3p,Csrnp2,cysteine-serine-rich nuclear protein 2
63,mmu-miR-486a-3p,Zdhhc21,"zinc finger, DHHC domain containing 21"
63,mmu-miR-486a-3p,Pomt2,protein-O-mannosyltransferase 2
