TargetScore,miRNA,GeneSymbol,GeneDescription
95,mmu-miR-144-3p,Mef2a,myocyte enhancer factor 2A
94,mmu-miR-144-3p,Garnl3,GTPase activating RANGAP domain-like 3
94,mmu-miR-144-3p,Ipo8,importin 8
94,mmu-miR-144-3p,Pcdh18,protocadherin 18
94,mmu-miR-144-3p,Ube2g1,ubiquitin-conjugating enzyme E2G 1
94,mmu-miR-144-3p,Ets1,"E26 avian leukemia oncogene 1, 5' domain"
94,mmu-miR-144-3p,Sacm1l,SAC1 suppressor of actin mutations 1-like (yeast)
94,mmu-miR-144-3p,Zeb1,zinc finger E-box binding homeobox 1
94,mmu-miR-144-3p,Hif1a,"hypoxia inducible factor 1, alpha subunit"
94,mmu-miR-144-3p,Selenoi,selenoprotein I
94,mmu-miR-144-3p,Sh2b3,SH2B adaptor protein 3
94,mmu-miR-144-3p,Nlk,nemo like kinase
94,mmu-miR-144-3p,Ssb,Sjogren syndrome antigen B
94,mmu-miR-144-3p,Sall1,spalt like transcription factor 1
94,mmu-miR-144-3p,Herpud1,"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1"
93,mmu-miR-144-3p,Hccs,holocytochrome c synthetase
93,mmu-miR-144-3p,Als2,alsin Rho guanine nucleotide exchange factor
93,mmu-miR-144-3p,Ube2d3,ubiquitin-conjugating enzyme E2D 3
93,mmu-miR-144-3p,Impact,"impact, RWD domain protein"
93,mmu-miR-144-3p,Sec24a,"Sec24 related gene family, member A (S. cerevisiae)"
93,mmu-miR-144-3p,Thap1,"THAP domain containing, apoptosis associated protein 1"
93,mmu-miR-144-3p,Bmpr1b,"bone morphogenetic protein receptor, type 1B"
93,mmu-miR-144-3p,Olfr701,olfactory receptor 701
93,mmu-miR-144-3p,Slc5a7,"solute carrier family 5 (choline transporter), member 7"
93,mmu-miR-144-3p,Sucla2,"succinate-Coenzyme A ligase, ADP-forming, beta subunit"
93,mmu-miR-144-3p,Rin2,Ras and Rab interactor 2
93,mmu-miR-144-3p,Pank1,pantothenate kinase 1
93,mmu-miR-144-3p,Kcnmb2,"potassium large conductance calcium-activated channel, subfamily M, beta member 2"
93,mmu-miR-144-3p,Slc25a36,"solute carrier family 25, member 36"
93,mmu-miR-144-3p,Med4,mediator complex subunit 4
93,mmu-miR-144-3p,Tfap4,transcription factor AP4
93,mmu-miR-144-3p,Dcbld2,"discoidin, CUB and LCCL domain containing 2"
92,mmu-miR-144-3p,Pdcl,phosducin-like
92,mmu-miR-144-3p,9930021J03Rik,RIKEN cDNA 9930021J03 gene
92,mmu-miR-144-3p,Fbxw11,F-box and WD-40 domain protein 11
92,mmu-miR-144-3p,Trove2,"TROVE domain family, member 2"
92,mmu-miR-144-3p,Golt1b,golgi transport 1B
92,mmu-miR-144-3p,Ube2d1,ubiquitin-conjugating enzyme E2D 1
92,mmu-miR-144-3p,Eif5,eukaryotic translation initiation factor 5
92,mmu-miR-144-3p,Oprk1,"opioid receptor, kappa 1"
92,mmu-miR-144-3p,Ptprj,"protein tyrosine phosphatase, receptor type, J"
92,mmu-miR-144-3p,Rnaseh1,ribonuclease H1
92,mmu-miR-144-3p,Sp4,trans-acting transcription factor 4
92,mmu-miR-144-3p,Hnrnpf,heterogeneous nuclear ribonucleoprotein F
92,mmu-miR-144-3p,Ugp2,UDP-glucose pyrophosphorylase 2
92,mmu-miR-144-3p,Ube2d2a,ubiquitin-conjugating enzyme E2D 2A
92,mmu-miR-144-3p,Otud4,OTU domain containing 4
92,mmu-miR-144-3p,Syncrip,"synaptotagmin binding, cytoplasmic RNA interacting protein"
92,mmu-miR-144-3p,Teddm1b,transmembrane epididymal protein 1B
92,mmu-miR-144-3p,Bach2,"BTB and CNC homology, basic leucine zipper transcription factor 2"
92,mmu-miR-144-3p,Prr11,proline rich 11
92,mmu-miR-144-3p,Mycl,v-myc avian myelocytomatosis viral oncogene lung carcinoma derived
92,mmu-miR-144-3p,Cttnbp2,cortactin binding protein 2
92,mmu-miR-144-3p,Cct6a,"chaperonin containing Tcp1, subunit 6a (zeta)"
92,mmu-miR-144-3p,Zfp207,zinc finger protein 207
92,mmu-miR-144-3p,Tnfsf11,"tumor necrosis factor (ligand) superfamily, member 11"
92,mmu-miR-144-3p,Vkorc1l1,"vitamin K epoxide reductase complex, subunit 1-like 1"
92,mmu-miR-144-3p,Togaram1,TOG array regulator of axonemal microtubules 1
92,mmu-miR-144-3p,Sco1,SCO1 cytochrome c oxidase assembly protein
92,mmu-miR-144-3p,Nid2,nidogen 2
91,mmu-miR-144-3p,Rbm48,RNA binding motif protein 48
91,mmu-miR-144-3p,Smoc1,SPARC related modular calcium binding 1
91,mmu-miR-144-3p,Cyp2c50,"cytochrome P450, family 2, subfamily c, polypeptide 50"
91,mmu-miR-144-3p,Aldh1a3,"aldehyde dehydrogenase family 1, subfamily A3"
91,mmu-miR-144-3p,Emp1,epithelial membrane protein 1
91,mmu-miR-144-3p,Gdf10,growth differentiation factor 10
91,mmu-miR-144-3p,Dr1,down-regulator of transcription 1
91,mmu-miR-144-3p,Bicd2,BICD cargo adaptor 2
91,mmu-miR-144-3p,Kcnh8,"potassium voltage-gated channel, subfamily H (eag-related), member 8"
91,mmu-miR-144-3p,Zfp148,zinc finger protein 148
91,mmu-miR-144-3p,Begain,brain-enriched guanylate kinase-associated
91,mmu-miR-144-3p,Arhgap42,Rho GTPase activating protein 42
91,mmu-miR-144-3p,Ddx59,DEAD (Asp-Glu-Ala-Asp) box polypeptide 59
91,mmu-miR-144-3p,Cmc1,COX assembly mitochondrial protein 1
91,mmu-miR-144-3p,Shcbp1,Shc SH2-domain binding protein 1
91,mmu-miR-144-3p,Dok4,docking protein 4
91,mmu-miR-144-3p,Mob4,"MOB family member 4, phocein"
91,mmu-miR-144-3p,Marf1,meiosis regulator and mRNA stability 1
90,mmu-miR-144-3p,Prickle1,prickle planar cell polarity protein 1
90,mmu-miR-144-3p,Abtb2,ankyrin repeat and BTB (POZ) domain containing 2
90,mmu-miR-144-3p,Wee1,WEE 1 homolog 1 (S. pombe)
90,mmu-miR-144-3p,Cacna2d1,"calcium channel, voltage-dependent, alpha2/delta subunit 1"
90,mmu-miR-144-3p,Ubxn7,UBX domain protein 7
90,mmu-miR-144-3p,Hspbap1,Hspb associated protein 1
90,mmu-miR-144-3p,Bbx,bobby sox HMG box containing
90,mmu-miR-144-3p,Ppp2r2a,"protein phosphatase 2, regulatory subunit B, alpha"
90,mmu-miR-144-3p,Fam198a,"family with sequence similarity 198, member A"
90,mmu-miR-144-3p,Shisa6,shisa family member 6
90,mmu-miR-144-3p,Zbtb21,zinc finger and BTB domain containing 21
90,mmu-miR-144-3p,Atp2b1,"ATPase, Ca++ transporting, plasma membrane 1"
90,mmu-miR-144-3p,Ppfia1,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1"
90,mmu-miR-144-3p,Prpf39,pre-mRNA processing factor 39
90,mmu-miR-144-3p,Cdyl,"chromodomain protein, Y chromosome-like"
90,mmu-miR-144-3p,Nin,ninein
90,mmu-miR-144-3p,Ptpn12,"protein tyrosine phosphatase, non-receptor type 12"
90,mmu-miR-144-3p,E2f8,E2F transcription factor 8
90,mmu-miR-144-3p,Kctd10,potassium channel tetramerisation domain containing 10
90,mmu-miR-144-3p,Phf3,PHD finger protein 3
90,mmu-miR-144-3p,Tjp1,tight junction protein 1
90,mmu-miR-144-3p,Ap1g1,"adaptor protein complex AP-1, gamma 1 subunit"
90,mmu-miR-144-3p,Uevld,UEV and lactate/malate dehyrogenase domains
90,mmu-miR-144-3p,Tnrc18,trinucleotide repeat containing 18
90,mmu-miR-144-3p,Tmem184c,transmembrane protein 184C
89,mmu-miR-144-3p,Edem1,"ER degradation enhancer, mannosidase alpha-like 1"
89,mmu-miR-144-3p,Prss41,"protease, serine 41"
89,mmu-miR-144-3p,Pfkl,"phosphofructokinase, liver, B-type"
89,mmu-miR-144-3p,Ppp1r16b,"protein phosphatase 1, regulatory subunit 16B"
89,mmu-miR-144-3p,Hdac2,histone deacetylase 2
89,mmu-miR-144-3p,Tfrc,transferrin receptor
89,mmu-miR-144-3p,Acbd3,acyl-Coenzyme A binding domain containing 3
89,mmu-miR-144-3p,Clint1,clathrin interactor 1
89,mmu-miR-144-3p,Ppp3r1,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)"
89,mmu-miR-144-3p,Phlda1,"pleckstrin homology like domain, family A, member 1"
89,mmu-miR-144-3p,Uchl4,ubiquitin carboxyl-terminal esterase L4
89,mmu-miR-144-3p,Pfkfb2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
89,mmu-miR-144-3p,Dlg5,discs large MAGUK scaffold protein 5
89,mmu-miR-144-3p,Cds1,CDP-diacylglycerol synthase 1
89,mmu-miR-144-3p,Col10a1,"collagen, type X, alpha 1"
89,mmu-miR-144-3p,Ssx2ip,"synovial sarcoma, X 2 interacting protein"
89,mmu-miR-144-3p,Atp2b2,"ATPase, Ca++ transporting, plasma membrane 2"
89,mmu-miR-144-3p,Slc4a10,"solute carrier family 4, sodium bicarbonate cotransporter-like, member 10"
89,mmu-miR-144-3p,Skor1,SKI family transcriptional corepressor 1
89,mmu-miR-144-3p,Wsb1,WD repeat and SOCS box-containing 1
89,mmu-miR-144-3p,Ccdc88a,coiled coil domain containing 88A
89,mmu-miR-144-3p,Slc12a2,"solute carrier family 12, member 2"
88,mmu-miR-144-3p,1110004F10Rik,RIKEN cDNA 1110004F10 gene
88,mmu-miR-144-3p,Asap2,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2"
88,mmu-miR-144-3p,Pex11b,peroxisomal biogenesis factor 11 beta
88,mmu-miR-144-3p,Adamts3,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3"
88,mmu-miR-144-3p,Nr2f2,"nuclear receptor subfamily 2, group F, member 2"
88,mmu-miR-144-3p,Pcsk5,proprotein convertase subtilisin/kexin type 5
88,mmu-miR-144-3p,Klf8,Kruppel-like factor 8
88,mmu-miR-144-3p,Ms4a4c,"membrane-spanning 4-domains, subfamily A, member 4C"
88,mmu-miR-144-3p,Sec24b,"Sec24 related gene family, member B (S. cerevisiae)"
88,mmu-miR-144-3p,Hnrnpu,heterogeneous nuclear ribonucleoprotein U
88,mmu-miR-144-3p,Zfp619,zinc finger protein 619
88,mmu-miR-144-3p,Ttn,titin
88,mmu-miR-144-3p,Kdm3a,lysine (K)-specific demethylase 3A
88,mmu-miR-144-3p,Idh2,"isocitrate dehydrogenase 2 (NADP+), mitochondrial"
88,mmu-miR-144-3p,Cdk8,cyclin-dependent kinase 8
88,mmu-miR-144-3p,Vps4b,vacuolar protein sorting 4B
88,mmu-miR-144-3p,Plekha7,"pleckstrin homology domain containing, family A member 7"
88,mmu-miR-144-3p,Ccdc85a,coiled-coil domain containing 85A
88,mmu-miR-144-3p,Sgpp1,sphingosine-1-phosphate phosphatase 1
88,mmu-miR-144-3p,Kcnj6,"potassium inwardly-rectifying channel, subfamily J, member 6"
88,mmu-miR-144-3p,Eif4g2,"eukaryotic translation initiation factor 4, gamma 2"
88,mmu-miR-144-3p,Pura,purine rich element binding protein A
88,mmu-miR-144-3p,Stard8,START domain containing 8
88,mmu-miR-144-3p,Erbin,Erbb2 interacting protein
88,mmu-miR-144-3p,6030498E09Rik,RIKEN cDNA 6030498E09 gene
88,mmu-miR-144-3p,Ss18,"SS18, nBAF chromatin remodeling complex subunit"
88,mmu-miR-144-3p,Ibsp,integrin binding sialoprotein
88,mmu-miR-144-3p,Tle1,transducin-like enhancer of split 1
88,mmu-miR-144-3p,Dtwd1,DTW domain containing 1
88,mmu-miR-144-3p,Lrrc39,leucine rich repeat containing 39
88,mmu-miR-144-3p,Pla2g4a,"phospholipase A2, group IVA (cytosolic, calcium-dependent)"
87,mmu-miR-144-3p,Zc3h12c,zinc finger CCCH type containing 12C
87,mmu-miR-144-3p,Ube2a,ubiquitin-conjugating enzyme E2A
87,mmu-miR-144-3p,Fzd8,frizzled class receptor 8
87,mmu-miR-144-3p,Med14,mediator complex subunit 14
87,mmu-miR-144-3p,Gxylt1,glucoside xylosyltransferase 1
87,mmu-miR-144-3p,Epn2,epsin 2
87,mmu-miR-144-3p,Ino80d,INO80 complex subunit D
87,mmu-miR-144-3p,Eif5a2,eukaryotic translation initiation factor 5A2
87,mmu-miR-144-3p,Fam84a,"family with sequence similarity 84, member A"
87,mmu-miR-144-3p,Hdac9,histone deacetylase 9
87,mmu-miR-144-3p,Emp2,epithelial membrane protein 2
87,mmu-miR-144-3p,Gspt1,G1 to S phase transition 1
87,mmu-miR-144-3p,Cpeb2,cytoplasmic polyadenylation element binding protein 2
87,mmu-miR-144-3p,Mrs2,MRS2 magnesium transporter
87,mmu-miR-144-3p,Rap2c,"RAP2C, member of RAS oncogene family"
87,mmu-miR-144-3p,Flrt3,fibronectin leucine rich transmembrane protein 3
87,mmu-miR-144-3p,Add3,adducin 3 (gamma)
87,mmu-miR-144-3p,Usp46,ubiquitin specific peptidase 46
87,mmu-miR-144-3p,Suclg2,"succinate-Coenzyme A ligase, GDP-forming, beta subunit"
87,mmu-miR-144-3p,Fam126b,"family with sequence similarity 126, member B"
87,mmu-miR-144-3p,Cxcl12,chemokine (C-X-C motif) ligand 12
87,mmu-miR-144-3p,Tmtc3,transmembrane and tetratricopeptide repeat containing 3
87,mmu-miR-144-3p,Drp2,dystrophin related protein 2
87,mmu-miR-144-3p,Nptx1,neuronal pentraxin 1
87,mmu-miR-144-3p,Med12l,mediator complex subunit 12-like
86,mmu-miR-144-3p,Fos,FBJ osteosarcoma oncogene
86,mmu-miR-144-3p,Rexo1,"REX1, RNA exonuclease 1"
86,mmu-miR-144-3p,Col8a1,"collagen, type VIII, alpha 1"
86,mmu-miR-144-3p,Trappc8,trafficking protein particle complex 8
86,mmu-miR-144-3p,1190002N15Rik,RIKEN cDNA 1190002N15 gene
86,mmu-miR-144-3p,Myo1e,myosin IE
86,mmu-miR-144-3p,Tbl1xr1,transducin (beta)-like 1X-linked receptor 1
86,mmu-miR-144-3p,Slc1a1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1"
86,mmu-miR-144-3p,Slco3a1,"solute carrier organic anion transporter family, member 3a1"
86,mmu-miR-144-3p,Fzd6,frizzled class receptor 6
86,mmu-miR-144-3p,Grm5,"glutamate receptor, metabotropic 5"
86,mmu-miR-144-3p,Klf12,Kruppel-like factor 12
86,mmu-miR-144-3p,Kitl,kit ligand
86,mmu-miR-144-3p,Ctla2b,cytotoxic T lymphocyte-associated protein 2 beta
86,mmu-miR-144-3p,Elavl2,ELAV like RNA binding protein 1
86,mmu-miR-144-3p,Mcf2l,mcf.2 transforming sequence-like
86,mmu-miR-144-3p,Tm9sf3,transmembrane 9 superfamily member 3
86,mmu-miR-144-3p,Pik3c2a,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
86,mmu-miR-144-3p,Trim44,tripartite motif-containing 44
85,mmu-miR-144-3p,Ptchd4,patched domain containing 4
85,mmu-miR-144-3p,Atp6v1a,"ATPase, H+ transporting, lysosomal V1 subunit A"
85,mmu-miR-144-3p,Gja1,"gap junction protein, alpha 1"
85,mmu-miR-144-3p,Mtmr2,myotubularin related protein 2
85,mmu-miR-144-3p,Map7d1,MAP7 domain containing 1
85,mmu-miR-144-3p,Zfx,zinc finger protein X-linked
85,mmu-miR-144-3p,Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1"
85,mmu-miR-144-3p,Iqsec1,IQ motif and Sec7 domain 1
85,mmu-miR-144-3p,Rbm41,RNA binding motif protein 41
85,mmu-miR-144-3p,Zc3h11a,zinc finger CCCH type containing 11A
85,mmu-miR-144-3p,Zfp827,zinc finger protein 827
85,mmu-miR-144-3p,Gclc,"glutamate-cysteine ligase, catalytic subunit"
85,mmu-miR-144-3p,Eml1,echinoderm microtubule associated protein like 1
85,mmu-miR-144-3p,Nup37,nucleoporin 37
85,mmu-miR-144-3p,Ubr3,ubiquitin protein ligase E3 component n-recognin 3
84,mmu-miR-144-3p,Cpsf6,cleavage and polyadenylation specific factor 6
84,mmu-miR-144-3p,Pthlh,parathyroid hormone-like peptide
84,mmu-miR-144-3p,1700067P10Rik,RIKEN cDNA 1700067P10 gene
84,mmu-miR-144-3p,Pbx3,pre B cell leukemia homeobox 3
84,mmu-miR-144-3p,Smpd3,"sphingomyelin phosphodiesterase 3, neutral"
84,mmu-miR-144-3p,Dip2b,disco interacting protein 2 homolog B
84,mmu-miR-144-3p,Bmpr1a,"bone morphogenetic protein receptor, type 1A"
84,mmu-miR-144-3p,Cep68,centrosomal protein 68
84,mmu-miR-144-3p,Ufm1,ubiquitin-fold modifier 1
84,mmu-miR-144-3p,Sh3tc2,SH3 domain and tetratricopeptide repeats 2
84,mmu-miR-144-3p,Insc,INSC spindle orientation adaptor protein
84,mmu-miR-144-3p,Cobll1,Cobl-like 1
84,mmu-miR-144-3p,Atpaf1,ATP synthase mitochondrial F1 complex assembly factor 1
84,mmu-miR-144-3p,Afap1,actin filament associated protein 1
84,mmu-miR-144-3p,Ick,intestinal cell kinase
84,mmu-miR-144-3p,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1"
84,mmu-miR-144-3p,Frs2,fibroblast growth factor receptor substrate 2
83,mmu-miR-144-3p,Kifc5b,kinesin family member C5B
83,mmu-miR-144-3p,Tada2b,transcriptional adaptor 2B
83,mmu-miR-144-3p,Plxnc1,plexin C1
83,mmu-miR-144-3p,Morn4,MORN repeat containing 4
83,mmu-miR-144-3p,Nrp2,neuropilin 2
83,mmu-miR-144-3p,Iigp1,interferon inducible GTPase 1
83,mmu-miR-144-3p,Senp7,SUMO1/sentrin specific peptidase 7
83,mmu-miR-144-3p,Gata3,GATA binding protein 3
83,mmu-miR-144-3p,Trim2,tripartite motif-containing 2
83,mmu-miR-144-3p,Adamtsl3,ADAMTS-like 3
83,mmu-miR-144-3p,Zbtb37,zinc finger and BTB domain containing 37
83,mmu-miR-144-3p,Acer3,alkaline ceramidase 3
83,mmu-miR-144-3p,Arhgap26,Rho GTPase activating protein 26
83,mmu-miR-144-3p,Pde7b,phosphodiesterase 7B
83,mmu-miR-144-3p,Met,met proto-oncogene
83,mmu-miR-144-3p,Zfyve27,"zinc finger, FYVE domain containing 27"
83,mmu-miR-144-3p,Son,Son DNA binding protein
83,mmu-miR-144-3p,Mmrn1,multimerin 1
83,mmu-miR-144-3p,Mbnl1,muscleblind like splicing factor 1
82,mmu-miR-144-3p,Aspn,asporin
82,mmu-miR-144-3p,Mrtfb,myocardin related transcription factor B
82,mmu-miR-144-3p,Naa15,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit"
82,mmu-miR-144-3p,Copg1,"coatomer protein complex, subunit gamma 1"
82,mmu-miR-144-3p,Ptp4a1,protein tyrosine phosphatase 4a1
82,mmu-miR-144-3p,Qk,quaking
82,mmu-miR-144-3p,Etnk1,ethanolamine kinase 1
82,mmu-miR-144-3p,Rbm27,RNA binding motif protein 27
82,mmu-miR-144-3p,Magt1,magnesium transporter 1
82,mmu-miR-144-3p,Sel1l,sel-1 suppressor of lin-12-like (C. elegans)
82,mmu-miR-144-3p,Smarca1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
82,mmu-miR-144-3p,Heatr5b,HEAT repeat containing 5B
82,mmu-miR-144-3p,Socs7,suppressor of cytokine signaling 7
82,mmu-miR-144-3p,Rnf111,ring finger 111
81,mmu-miR-144-3p,Dennd2a,DENN/MADD domain containing 2A
81,mmu-miR-144-3p,Pds5b,PDS5 cohesin associated factor B
81,mmu-miR-144-3p,Slc12a8,"solute carrier family 12 (potassium/chloride transporters), member 8"
81,mmu-miR-144-3p,Rac1,Rac family small GTPase 1
81,mmu-miR-144-3p,Tmem86b,transmembrane protein 86B
81,mmu-miR-144-3p,Lsm14a,LSM14A mRNA processing body assembly factor
81,mmu-miR-144-3p,Adamts15,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15"
81,mmu-miR-144-3p,Glcci1,glucocorticoid induced transcript 1
81,mmu-miR-144-3p,Aplp2,amyloid beta (A4) precursor-like protein 2
81,mmu-miR-144-3p,Pde3b,"phosphodiesterase 3B, cGMP-inhibited"
81,mmu-miR-144-3p,Dsc3,desmocollin 3
81,mmu-miR-144-3p,Smarca4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
81,mmu-miR-144-3p,Thsd7a,"thrombospondin, type I, domain containing 7A"
81,mmu-miR-144-3p,Acsl4,acyl-CoA synthetase long-chain family member 4
81,mmu-miR-144-3p,Pptc7,PTC7 protein phosphatase homolog
81,mmu-miR-144-3p,Erg,ETS transcription factor
81,mmu-miR-144-3p,Akr1c14,"aldo-keto reductase family 1, member C14"
81,mmu-miR-144-3p,Slc16a12,"solute carrier family 16 (monocarboxylic acid transporters), member 12"
80,mmu-miR-144-3p,Fam222b,"family with sequence similarity 222, member B"
80,mmu-miR-144-3p,Serpini1,"serine (or cysteine) peptidase inhibitor, clade I, member 1"
80,mmu-miR-144-3p,Slc7a11,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11"
80,mmu-miR-144-3p,4932438H23Rik,RIKEN cDNA 4932438H23 gene
80,mmu-miR-144-3p,Mmgt1,membrane magnesium transporter 1
80,mmu-miR-144-3p,Trib1,tribbles pseudokinase 1
80,mmu-miR-144-3p,Kcnd2,"potassium voltage-gated channel, Shal-related family, member 2"
80,mmu-miR-144-3p,Slc25a3,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3"
80,mmu-miR-144-3p,Heph,hephaestin
80,mmu-miR-144-3p,Ero1l,ERO1-like (S. cerevisiae)
80,mmu-miR-144-3p,Wif1,Wnt inhibitory factor 1
80,mmu-miR-144-3p,Olfr1426,olfactory receptor 1426
80,mmu-miR-144-3p,Gm4951,predicted gene 4951
80,mmu-miR-144-3p,Fam196a,"family with sequence similarity 196, member A"
80,mmu-miR-144-3p,Robo2,roundabout guidance receptor 2
80,mmu-miR-144-3p,Cstf2t,"cleavage stimulation factor, 3' pre-RNA subunit 2, tau"
80,mmu-miR-144-3p,U2surp,U2 snRNP-associated SURP domain containing
80,mmu-miR-144-3p,Cask,calcium/calmodulin-dependent serine protein kinase (MAGUK family)
80,mmu-miR-144-3p,Otud7b,OTU domain containing 7B
80,mmu-miR-144-3p,Rnft1,"ring finger protein, transmembrane 1"
79,mmu-miR-144-3p,Tspan3,tetraspanin 3
79,mmu-miR-144-3p,Efr3a,EFR3 homolog A
79,mmu-miR-144-3p,Dzip3,"DAZ interacting protein 3, zinc finger"
79,mmu-miR-144-3p,Papolg,poly(A) polymerase gamma
79,mmu-miR-144-3p,Lifr,LIF receptor alpha
79,mmu-miR-144-3p,Hdhd2,haloacid dehalogenase-like hydrolase domain containing 2
79,mmu-miR-144-3p,Tmtc4,transmembrane and tetratricopeptide repeat containing 4
