TargetScore,miRNA,GeneSymbol,GeneDescription
62,mmu-miR-541-5p,Vwc2,von Willebrand factor C domain containing 2
61,mmu-miR-541-5p,Chd7,chromodomain helicase DNA binding protein 7
61,mmu-miR-541-5p,Esco2,establishment of sister chromatid cohesion N-acetyltransferase 2
61,mmu-miR-541-5p,Pou2f1,"POU domain, class 2, transcription factor 1"
61,mmu-miR-541-5p,Rp1,retinitis pigmentosa 1 (human)
60,mmu-miR-541-5p,Eif5a2,eukaryotic translation initiation factor 5A2
60,mmu-miR-541-5p,Cdk19,cyclin-dependent kinase 19
60,mmu-miR-541-5p,Glrx3,glutaredoxin 3
60,mmu-miR-541-5p,Fbxo33,F-box protein 33
60,mmu-miR-541-5p,Skint3,selection and upkeep of intraepithelial T cells 3
60,mmu-miR-541-5p,Rnf38,ring finger protein 38
60,mmu-miR-541-5p,Raph1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
60,mmu-miR-541-5p,Chmp3,charged multivesicular body protein 3
59,mmu-miR-541-5p,Alox12e,"arachidonate lipoxygenase, epidermal"
59,mmu-miR-541-5p,Cpsf7,cleavage and polyadenylation specific factor 7
59,mmu-miR-541-5p,Gpkow,G patch domain and KOW motifs
59,mmu-miR-541-5p,Pdp2,pyruvate dehyrogenase phosphatase catalytic subunit 2
59,mmu-miR-541-5p,Mtx3,metaxin 3
59,mmu-miR-541-5p,Casr,calcium-sensing receptor
59,mmu-miR-541-5p,Paqr5,progestin and adipoQ receptor family member V
59,mmu-miR-541-5p,Kmt2b,lysine (K)-specific methyltransferase 2B
59,mmu-miR-541-5p,Pus3,pseudouridine synthase 3
59,mmu-miR-541-5p,Pdlim5,PDZ and LIM domain 5
59,mmu-miR-541-5p,Fgf16,fibroblast growth factor 16
58,mmu-miR-541-5p,Pitpna,"phosphatidylinositol transfer protein, alpha"
58,mmu-miR-541-5p,Kcnj10,"potassium inwardly-rectifying channel, subfamily J, member 10"
58,mmu-miR-541-5p,Sprr1a,small proline-rich protein 1A
58,mmu-miR-541-5p,Nde1,nudE neurodevelopment protein 1
57,mmu-miR-541-5p,Dnajb1,DnaJ heat shock protein family (Hsp40) member B1
57,mmu-miR-541-5p,Trappc13,trafficking protein particle complex 13
57,mmu-miR-541-5p,Runx1t1,RUNX1 translocation partner 1
56,mmu-miR-541-5p,Gpr161,G protein-coupled receptor 161
56,mmu-miR-541-5p,Tmem164,transmembrane protein 164
56,mmu-miR-541-5p,Cntn1,contactin 1
56,mmu-miR-541-5p,Vamp4,vesicle-associated membrane protein 4
56,mmu-miR-541-5p,Ube2w,ubiquitin-conjugating enzyme E2W (putative)
55,mmu-miR-541-5p,Kif11,kinesin family member 11
55,mmu-miR-541-5p,Dcc,deleted in colorectal carcinoma
55,mmu-miR-541-5p,Bmp2,bone morphogenetic protein 2
55,mmu-miR-541-5p,Syn1,synapsin I
55,mmu-miR-541-5p,Homer2,homer scaffolding protein 2
55,mmu-miR-541-5p,Dgkk,diacylglycerol kinase kappa
55,mmu-miR-541-5p,Pot1a,protection of telomeres 1A
55,mmu-miR-541-5p,Mbnl1,muscleblind like splicing factor 1
54,mmu-miR-541-5p,Gdpgp1,GDP-D-glucose phosphorylase 1
54,mmu-miR-541-5p,Grk6,G protein-coupled receptor kinase 6
54,mmu-miR-541-5p,Tet2,tet methylcytosine dioxygenase 2
54,mmu-miR-541-5p,Naa50,"N(alpha)-acetyltransferase 50, NatE catalytic subunit"
54,mmu-miR-541-5p,Gm10408,predicted gene 10408
53,mmu-miR-541-5p,Pqlc1,PQ loop repeat containing 1
53,mmu-miR-541-5p,Tcf23,transcription factor 23
53,mmu-miR-541-5p,Fam114a1,"family with sequence similarity 114, member A1"
53,mmu-miR-541-5p,Acer2,alkaline ceramidase 2
53,mmu-miR-541-5p,Mlst8,"MTOR associated protein, LST8 homolog (S. cerevisiae)"
53,mmu-miR-541-5p,Slc1a2,"solute carrier family 1 (glial high affinity glutamate transporter), member 2"
53,mmu-miR-541-5p,Zbtb4,zinc finger and BTB domain containing 4
53,mmu-miR-541-5p,Srf,serum response factor
53,mmu-miR-541-5p,Zfp953,zinc finger protein 953
53,mmu-miR-541-5p,Pter,phosphotriesterase related
53,mmu-miR-541-5p,Zeb2,zinc finger E-box binding homeobox 2
52,mmu-miR-541-5p,Arhgef33,Rho guanine nucleotide exchange factor (GEF) 33
52,mmu-miR-541-5p,Hebp1,heme binding protein 1
52,mmu-miR-541-5p,Zdhhc15,"zinc finger, DHHC domain containing 15"
52,mmu-miR-541-5p,Ush1c,USH1 protein network component harmonin
52,mmu-miR-541-5p,Fzd3,frizzled class receptor 3
52,mmu-miR-541-5p,Camk2d,"calcium/calmodulin-dependent protein kinase II, delta"
52,mmu-miR-541-5p,Cd177,CD177 antigen
52,mmu-miR-541-5p,Tmeff2,transmembrane protein with EGF-like and two follistatin-like domains 2
52,mmu-miR-541-5p,Gnb1l,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like"
52,mmu-miR-541-5p,Uqcrq,"ubiquinol-cytochrome c reductase, complex III subunit VII"
52,mmu-miR-541-5p,Gm4763,predicted gene 4763
52,mmu-miR-541-5p,BC049730,cDNA sequence BC049730
51,mmu-miR-541-5p,Pcdh19,protocadherin 19
51,mmu-miR-541-5p,Klhl29,kelch-like 29
51,mmu-miR-541-5p,Abhd13,abhydrolase domain containing 13
51,mmu-miR-541-5p,Zfx,zinc finger protein X-linked
51,mmu-miR-541-5p,Terf2,telomeric repeat binding factor 2
51,mmu-miR-541-5p,Prss42,"protease, serine 42"
51,mmu-miR-541-5p,Kif2a,kinesin family member 2A
51,mmu-miR-541-5p,Map3k7,mitogen-activated protein kinase kinase kinase 7
51,mmu-miR-541-5p,Lhfpl5,lipoma HMGIC fusion partner-like 5
50,mmu-miR-541-5p,Elp4,elongator acetyltransferase complex subunit 4
50,mmu-miR-541-5p,Ndufs1,NADH:ubiquinone oxidoreductase core subunit S1
50,mmu-miR-541-5p,Grm7,"glutamate receptor, metabotropic 7"
50,mmu-miR-541-5p,Acvr1b,"activin A receptor, type 1B"
50,mmu-miR-541-5p,H3f3b,"H3 histone, family 3B"
50,mmu-miR-541-5p,Nxpe5,"neurexophilin and PC-esterase domain family, member 5"
50,mmu-miR-541-5p,Plpbp,pyridoxal phosphate binding protein
