TargetScore,miRNA,GeneSymbol,GeneDescription
97,mmu-miR-96-5p,Chst1,carbohydrate sulfotransferase 1
97,mmu-miR-96-5p,Sh3pxd2b,SH3 and PX domains 2B
97,mmu-miR-96-5p,Tmem198,transmembrane protein 198
97,mmu-miR-96-5p,Tsku,"tsukushi, small leucine rich proteoglycan"
97,mmu-miR-96-5p,Yipf4,"Yip1 domain family, member 4"
96,mmu-miR-96-5p,Ankrd27,ankyrin repeat domain 27 (VPS9 domain)
96,mmu-miR-96-5p,Prrg3,proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane)
96,mmu-miR-96-5p,Gulp1,"GULP, engulfment adaptor PTB domain containing 1"
96,mmu-miR-96-5p,Atxn1,ataxin 1
96,mmu-miR-96-5p,Hook3,hook microtubule tethering protein 3
96,mmu-miR-96-5p,Cnnm3,cyclin M3
96,mmu-miR-96-5p,Slain2,"SLAIN motif family, member 2"
96,mmu-miR-96-5p,Ralgps1,Ral GEF with PH domain and SH3 binding motif 1
96,mmu-miR-96-5p,Prtg,protogenin
96,mmu-miR-96-5p,Myrip,myosin VIIA and Rab interacting protein
96,mmu-miR-96-5p,Pde8b,phosphodiesterase 8B
96,mmu-miR-96-5p,Spen,spen family transcription repressor
96,mmu-miR-96-5p,Zfp36l1,"zinc finger protein 36, C3H type-like 1"
96,mmu-miR-96-5p,Chic1,cysteine-rich hydrophobic domain 1
96,mmu-miR-96-5p,Fut9,fucosyltransferase 9
95,mmu-miR-96-5p,Ctdsp1,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1"
95,mmu-miR-96-5p,Foxk2,forkhead box K2
95,mmu-miR-96-5p,Med1,mediator complex subunit 1
95,mmu-miR-96-5p,Foxq1,forkhead box Q1
95,mmu-miR-96-5p,Pnpla8,patatin-like phospholipase domain containing 8
95,mmu-miR-96-5p,Zfp449,zinc finger protein 449
95,mmu-miR-96-5p,Abcd1,"ATP-binding cassette, sub-family D (ALD), member 1"
95,mmu-miR-96-5p,Trib3,tribbles pseudokinase 3
95,mmu-miR-96-5p,Tmem170b,transmembrane protein 170B
95,mmu-miR-96-5p,Rasa1,RAS p21 protein activator 1
95,mmu-miR-96-5p,Slc12a6,"solute carrier family 12, member 6"
95,mmu-miR-96-5p,Galnt2,polypeptide N-acetylgalactosaminyltransferase 2
95,mmu-miR-96-5p,Alk,anaplastic lymphoma kinase
95,mmu-miR-96-5p,Stk17b,serine/threonine kinase 17b (apoptosis-inducing)
95,mmu-miR-96-5p,Ezr,ezrin
95,mmu-miR-96-5p,Inpp5a,inositol polyphosphate-5-phosphatase A
95,mmu-miR-96-5p,Ahr,aryl-hydrocarbon receptor
95,mmu-miR-96-5p,Serpinb2,"serine (or cysteine) peptidase inhibitor, clade B, member 2"
95,mmu-miR-96-5p,Fam171a1,"family with sequence similarity 171, member A1"
95,mmu-miR-96-5p,Col25a1,"collagen, type XXV, alpha 1"
95,mmu-miR-96-5p,Fam49b,"family with sequence similarity 49, member B"
95,mmu-miR-96-5p,Cnn3,"calponin 3, acidic"
95,mmu-miR-96-5p,Hbegf,heparin-binding EGF-like growth factor
95,mmu-miR-96-5p,Bcr,breakpoint cluster region
95,mmu-miR-96-5p,Rev1,"REV1, DNA directed polymerase"
94,mmu-miR-96-5p,Insig2,insulin induced gene 2
94,mmu-miR-96-5p,Plod2,"procollagen lysine, 2-oxoglutarate 5-dioxygenase 2"
94,mmu-miR-96-5p,Klhl7,kelch-like 7
94,mmu-miR-96-5p,Cdh20,cadherin 20
94,mmu-miR-96-5p,Casp2,caspase 2
94,mmu-miR-96-5p,Stmnd1,stathmin domain containing 1
94,mmu-miR-96-5p,Galr1,galanin receptor 1
94,mmu-miR-96-5p,Dgkh,"diacylglycerol kinase, eta"
94,mmu-miR-96-5p,Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box"
94,mmu-miR-96-5p,Phyhipl,phytanoyl-CoA hydroxylase interacting protein-like
94,mmu-miR-96-5p,Frmd5,FERM domain containing 5
94,mmu-miR-96-5p,Nsg1,neuron specific gene family member 1
94,mmu-miR-96-5p,Nudt13,nudix (nucleoside diphosphate linked moiety X)-type motif 13
94,mmu-miR-96-5p,Cd164,CD164 antigen
94,mmu-miR-96-5p,Epha3,Eph receptor A3
94,mmu-miR-96-5p,Map2k1,mitogen-activated protein kinase kinase 1
94,mmu-miR-96-5p,B4galnt1,"beta-1,4-N-acetyl-galactosaminyl transferase 1"
94,mmu-miR-96-5p,St6galnac3,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
94,mmu-miR-96-5p,Sdc2,syndecan 2
94,mmu-miR-96-5p,Eif4ebp2,eukaryotic translation initiation factor 4E binding protein 2
93,mmu-miR-96-5p,Farp1,"FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)"
93,mmu-miR-96-5p,Tut4,terminal uridylyl transferase 4
93,mmu-miR-96-5p,Gad2,glutamic acid decarboxylase 2
93,mmu-miR-96-5p,Zkscan17,zinc finger with KRAB and SCAN domains 17
93,mmu-miR-96-5p,Vat1l,vesicle amine transport protein 1 like
93,mmu-miR-96-5p,Cttn,cortactin
93,mmu-miR-96-5p,Umad1,UMAP1-MVP12 associated (UMA) domain containing 1
93,mmu-miR-96-5p,Slc16a9,"solute carrier family 16 (monocarboxylic acid transporters), member 9"
93,mmu-miR-96-5p,Magel2,"melanoma antigen, family L, 2"
93,mmu-miR-96-5p,Eif5,eukaryotic translation initiation factor 5
93,mmu-miR-96-5p,2610507B11Rik,RIKEN cDNA 2610507B11 gene
93,mmu-miR-96-5p,Bcl2l12,BCL2-like 12 (proline rich)
93,mmu-miR-96-5p,Nus1,NUS1 dehydrodolichyl diphosphate synthase subunit
93,mmu-miR-96-5p,Zcchc3,"zinc finger, CCHC domain containing 3"
93,mmu-miR-96-5p,Rapgef4,Rap guanine nucleotide exchange factor (GEF) 4
93,mmu-miR-96-5p,Gpc3,glypican 3
93,mmu-miR-96-5p,Hoxa9,homeobox A9
93,mmu-miR-96-5p,Has2,hyaluronan synthase 2
92,mmu-miR-96-5p,Pmepa1,"prostate transmembrane protein, androgen induced 1"
92,mmu-miR-96-5p,Ebf3,early B cell factor 3
92,mmu-miR-96-5p,Camsap2,"calmodulin regulated spectrin-associated protein family, member 2"
92,mmu-miR-96-5p,Celsr1,"cadherin, EGF LAG seven-pass G-type receptor 1"
92,mmu-miR-96-5p,Tes,testis derived transcript
92,mmu-miR-96-5p,Ube2g1,ubiquitin-conjugating enzyme E2G 1
92,mmu-miR-96-5p,Stx5a,syntaxin 5A
92,mmu-miR-96-5p,Tgfbr1,"transforming growth factor, beta receptor I"
92,mmu-miR-96-5p,Zfc3h1,"zinc finger, C3H1-type containing"
92,mmu-miR-96-5p,Ppp4r3a,protein phosphatase 4 regulatory subunit 3A
92,mmu-miR-96-5p,Meox2,mesenchyme homeobox 2
92,mmu-miR-96-5p,Hsd3b5,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 5"
92,mmu-miR-96-5p,Arpc5l,"actin related protein 2/3 complex, subunit 5-like"
92,mmu-miR-96-5p,Abhd18,abhydrolase domain containing 18
92,mmu-miR-96-5p,Gpr21,G protein-coupled receptor 21
92,mmu-miR-96-5p,Ell,elongation factor RNA polymerase II
92,mmu-miR-96-5p,Sh3kbp1,SH3-domain kinase binding protein 1
92,mmu-miR-96-5p,Aqp5,aquaporin 5
92,mmu-miR-96-5p,Arsj,arylsulfatase J
92,mmu-miR-96-5p,Arf2,ADP-ribosylation factor 2
92,mmu-miR-96-5p,Grhl2,grainyhead like transcription factor 2
92,mmu-miR-96-5p,Cpeb1,cytoplasmic polyadenylation element binding protein 1
92,mmu-miR-96-5p,Bsdc1,BSD domain containing 1
92,mmu-miR-96-5p,Prrt3,proline-rich transmembrane protein 3
92,mmu-miR-96-5p,Snx16,sorting nexin 16
92,mmu-miR-96-5p,Dlat,dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)
91,mmu-miR-96-5p,Unc13c,unc-13 homolog C
91,mmu-miR-96-5p,Rab23,"RAB23, member RAS oncogene family"
91,mmu-miR-96-5p,Fndc3b,fibronectin type III domain containing 3B
91,mmu-miR-96-5p,Arhgap24,Rho GTPase activating protein 24
91,mmu-miR-96-5p,Rnf139,ring finger protein 139
91,mmu-miR-96-5p,Spast,spastin
91,mmu-miR-96-5p,Arhgef3,Rho guanine nucleotide exchange factor (GEF) 3
91,mmu-miR-96-5p,Olfr613,olfactory receptor 613
91,mmu-miR-96-5p,Grb2,growth factor receptor bound protein 2
91,mmu-miR-96-5p,Dock4,dedicator of cytokinesis 4
91,mmu-miR-96-5p,Irs1,insulin receptor substrate 1
91,mmu-miR-96-5p,Ankib1,ankyrin repeat and IBR domain containing 1
91,mmu-miR-96-5p,Nptx2,neuronal pentraxin 2
91,mmu-miR-96-5p,Slc44a2,"solute carrier family 44, member 2"
91,mmu-miR-96-5p,Rab2a,"RAB2A, member RAS oncogene family"
91,mmu-miR-96-5p,Sinhcaf,SIN3-HDAC complex associated factor
91,mmu-miR-96-5p,Ogt,O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
91,mmu-miR-96-5p,Uck2,uridine-cytidine kinase 2
90,mmu-miR-96-5p,Mitf,melanogenesis associated transcription factor
90,mmu-miR-96-5p,Slf2,SMC5-SMC6 complex localization factor 2
90,mmu-miR-96-5p,Adam28,a disintegrin and metallopeptidase domain 28
90,mmu-miR-96-5p,Adgra2,adhesion G protein-coupled receptor A2
90,mmu-miR-96-5p,Rassf8,Ras association (RalGDS/AF-6) domain family (N-terminal) member 8
90,mmu-miR-96-5p,Dpy19l3,dpy-19-like 3 (C. elegans)
90,mmu-miR-96-5p,Soga1,"suppressor of glucose, autophagy associated 1"
90,mmu-miR-96-5p,Chst10,carbohydrate sulfotransferase 10
90,mmu-miR-96-5p,Tnfrsf1b,"tumor necrosis factor receptor superfamily, member 1b"
90,mmu-miR-96-5p,Fundc2,FUN14 domain containing 2
90,mmu-miR-96-5p,4930402H24Rik,RIKEN cDNA 4930402H24 gene
90,mmu-miR-96-5p,Morf4l1,mortality factor 4 like 1
90,mmu-miR-96-5p,Itpr2,"inositol 1,4,5-triphosphate receptor 2"
90,mmu-miR-96-5p,Gng12,"guanine nucleotide binding protein (G protein), gamma 12"
90,mmu-miR-96-5p,Hsf5,heat shock transcription factor family member 5
90,mmu-miR-96-5p,Fign,fidgetin
90,mmu-miR-96-5p,Xkr4,X-linked Kx blood group related 4
90,mmu-miR-96-5p,Prkar1a,"protein kinase, cAMP dependent regulatory, type I, alpha"
89,mmu-miR-96-5p,Wdr82,WD repeat domain containing 82
89,mmu-miR-96-5p,Kdm6a,lysine (K)-specific demethylase 6A
89,mmu-miR-96-5p,Hacd4,3-hydroxyacyl-CoA dehydratase 4
89,mmu-miR-96-5p,Lrch2,leucine-rich repeats and calponin homology (CH) domain containing 2
89,mmu-miR-96-5p,Gm6583,predicted gene 6583
89,mmu-miR-96-5p,Ywhag,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide"
89,mmu-miR-96-5p,Gm6588,predicted gene 6588
89,mmu-miR-96-5p,Rundc3b,RUN domain containing 3B
89,mmu-miR-96-5p,Arpp19,cAMP-regulated phosphoprotein 19
89,mmu-miR-96-5p,Morf4l1b,mortality factor 4 like 1B
89,mmu-miR-96-5p,Epb41l3,erythrocyte membrane protein band 4.1 like 3
89,mmu-miR-96-5p,Zfhx4,zinc finger homeodomain 4
89,mmu-miR-96-5p,Clock,circadian locomotor output cycles kaput
89,mmu-miR-96-5p,Ostm1,osteopetrosis associated transmembrane protein 1
89,mmu-miR-96-5p,Fem1b,feminization 1 homolog b (C. elegans)
89,mmu-miR-96-5p,Rab8b,"RAB8B, member RAS oncogene family"
89,mmu-miR-96-5p,Zhx2,zinc fingers and homeoboxes 2
89,mmu-miR-96-5p,Zfp961,zinc finger protein 961
89,mmu-miR-96-5p,Prrx1,paired related homeobox 1
89,mmu-miR-96-5p,Lmtk3,lemur tyrosine kinase 3
89,mmu-miR-96-5p,Nptx1,neuronal pentraxin 1
89,mmu-miR-96-5p,Pbx2,pre B cell leukemia homeobox 2
88,mmu-miR-96-5p,Ppbp,pro-platelet basic protein
88,mmu-miR-96-5p,Cep97,centrosomal protein 97
88,mmu-miR-96-5p,Gpr22,G protein-coupled receptor 22
88,mmu-miR-96-5p,Plekhm1,"pleckstrin homology domain containing, family M (with RUN domain) member 1"
88,mmu-miR-96-5p,Nanos1,nanos C2HC-type zinc finger 1
88,mmu-miR-96-5p,Zeb1,zinc finger E-box binding homeobox 1
88,mmu-miR-96-5p,Lnx2,ligand of numb-protein X 2
88,mmu-miR-96-5p,Nup50,nucleoporin 50
88,mmu-miR-96-5p,Tbl1x,transducin (beta)-like 1 X-linked
88,mmu-miR-96-5p,Spsb1,splA/ryanodine receptor domain and SOCS box containing 1
88,mmu-miR-96-5p,Cbfa2t3,CBFA2/RUNX1 translocation partner 3
88,mmu-miR-96-5p,Foxo1,forkhead box O1
88,mmu-miR-96-5p,Ints8,integrator complex subunit 8
88,mmu-miR-96-5p,Lamc1,"laminin, gamma 1"
88,mmu-miR-96-5p,Gp1bb,"glycoprotein Ib, beta polypeptide"
88,mmu-miR-96-5p,Ncald,neurocalcin delta
88,mmu-miR-96-5p,Usp5,ubiquitin specific peptidase 5 (isopeptidase T)
88,mmu-miR-96-5p,Kif19a,kinesin family member 19A
88,mmu-miR-96-5p,Foxf2,forkhead box F2
87,mmu-miR-96-5p,Ppp1r9b,"protein phosphatase 1, regulatory subunit 9B"
87,mmu-miR-96-5p,Brms1l,breast cancer metastasis-suppressor 1-like
87,mmu-miR-96-5p,Pappa,pregnancy-associated plasma protein A
87,mmu-miR-96-5p,Reck,reversion-inducing-cysteine-rich protein with kazal motifs
87,mmu-miR-96-5p,Slc22a5,"solute carrier family 22 (organic cation transporter), member 5"
87,mmu-miR-96-5p,St8sia3,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3"
87,mmu-miR-96-5p,Lrig1,leucine-rich repeats and immunoglobulin-like domains 1
87,mmu-miR-96-5p,Fam168a,"family with sequence similarity 168, member A"
87,mmu-miR-96-5p,Ptp4a1,protein tyrosine phosphatase 4a1
87,mmu-miR-96-5p,Anxa11,annexin A11
87,mmu-miR-96-5p,Ash1l,ASH1 like histone lysine methyltransferase
87,mmu-miR-96-5p,Taf4b,TATA-box binding protein associated factor 4b
87,mmu-miR-96-5p,Camkk2,"calcium/calmodulin-dependent protein kinase kinase 2, beta"
87,mmu-miR-96-5p,Rarg,"retinoic acid receptor, gamma"
87,mmu-miR-96-5p,Stag1,stromal antigen 1
87,mmu-miR-96-5p,Ap3s1,"adaptor-related protein complex 3, sigma 1 subunit"
87,mmu-miR-96-5p,Olfm1,olfactomedin 1
87,mmu-miR-96-5p,Fbxo41,F-box protein 41
87,mmu-miR-96-5p,Riox1,ribosomal oxygenase 1
87,mmu-miR-96-5p,Dcaf10,DDB1 and CUL4 associated factor 10
87,mmu-miR-96-5p,Bmp2k,BMP2 inducible kinase
87,mmu-miR-96-5p,Tc2n,"tandem C2 domains, nuclear"
87,mmu-miR-96-5p,Cacna2d2,"calcium channel, voltage-dependent, alpha 2/delta subunit 2"
87,mmu-miR-96-5p,Gcnt1,"glucosaminyl (N-acetyl) transferase 1, core 2"
86,mmu-miR-96-5p,Atg9a,autophagy related 9A
86,mmu-miR-96-5p,Lgi1,"leucine-rich repeat LGI family, member 1"
86,mmu-miR-96-5p,Rbm20,RNA binding motif protein 20
86,mmu-miR-96-5p,Slc7a8,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8"
86,mmu-miR-96-5p,Pard3b,par-3 family cell polarity regulator beta
86,mmu-miR-96-5p,Kpnb1,karyopherin (importin) beta 1
86,mmu-miR-96-5p,Dab1,disabled 1
86,mmu-miR-96-5p,Iqsec1,IQ motif and Sec7 domain 1
86,mmu-miR-96-5p,Usf3,upstream transcription factor family member 3
86,mmu-miR-96-5p,Gria1,"glutamate receptor, ionotropic, AMPA1 (alpha 1)"
86,mmu-miR-96-5p,Brwd1,bromodomain and WD repeat domain containing 1
86,mmu-miR-96-5p,Zhx1,zinc fingers and homeoboxes 1
86,mmu-miR-96-5p,Slitrk2,"SLIT and NTRK-like family, member 2"
86,mmu-miR-96-5p,Foxo4,forkhead box O4
85,mmu-miR-96-5p,Zyg11b,"zyg-ll family member B, cell cycle regulator"
85,mmu-miR-96-5p,Gdnf,glial cell line derived neurotrophic factor
85,mmu-miR-96-5p,Rictor,"RPTOR independent companion of MTOR, complex 2"
85,mmu-miR-96-5p,Sh3bp5,SH3-domain binding protein 5 (BTK-associated)
85,mmu-miR-96-5p,Tarbp1,TAR RNA binding protein 1
85,mmu-miR-96-5p,Map2k3,mitogen-activated protein kinase kinase 3
85,mmu-miR-96-5p,Sdad1,SDA1 domain containing 1
85,mmu-miR-96-5p,Cnot6l,"CCR4-NOT transcription complex, subunit 6-like"
85,mmu-miR-96-5p,Inava,innate immunity activator
85,mmu-miR-96-5p,Sox5,SRY (sex determining region Y)-box 5
85,mmu-miR-96-5p,Gnai3,"guanine nucleotide binding protein (G protein), alpha inhibiting 3"
85,mmu-miR-96-5p,Il12a,interleukin 12a
85,mmu-miR-96-5p,Cntn1,contactin 1
85,mmu-miR-96-5p,Slc18a3,"solute carrier family 18 (vesicular monoamine), member 3"
85,mmu-miR-96-5p,Cdc42bpg,CDC42 binding protein kinase gamma (DMPK-like)
85,mmu-miR-96-5p,Dok4,docking protein 4
85,mmu-miR-96-5p,Lrrc28,leucine rich repeat containing 28
85,mmu-miR-96-5p,Vangl2,VANGL planar cell polarity 2
85,mmu-miR-96-5p,Lmtk2,lemur tyrosine kinase 2
85,mmu-miR-96-5p,Klhl4,kelch-like 4
85,mmu-miR-96-5p,Gfm2,"G elongation factor, mitochondrial 2"
84,mmu-miR-96-5p,Reps2,RALBP1 associated Eps domain containing protein 2
84,mmu-miR-96-5p,Ube2q2,ubiquitin-conjugating enzyme E2Q family member 2
84,mmu-miR-96-5p,Gm14124,predicted gene 14124
84,mmu-miR-96-5p,Rps6ka6,ribosomal protein S6 kinase polypeptide 6
84,mmu-miR-96-5p,Dcun1d1,"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)"
84,mmu-miR-96-5p,Asb6,ankyrin repeat and SOCS box-containing 6
84,mmu-miR-96-5p,Ppp3r1,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)"
84,mmu-miR-96-5p,Prdm16,PR domain containing 16
84,mmu-miR-96-5p,Slco3a1,"solute carrier organic anion transporter family, member 3a1"
84,mmu-miR-96-5p,Zfand5,"zinc finger, AN1-type domain 5"
84,mmu-miR-96-5p,Deptor,DEP domain containing MTOR-interacting protein
84,mmu-miR-96-5p,Add3,adducin 3 (gamma)
84,mmu-miR-96-5p,Stxbp5,syntaxin binding protein 5 (tomosyn)
84,mmu-miR-96-5p,Lrrc3,leucine rich repeat containing 3
84,mmu-miR-96-5p,Tmem189,transmembrane protein 189
84,mmu-miR-96-5p,Slc38a4,"solute carrier family 38, member 4"
84,mmu-miR-96-5p,Yipf6,"Yip1 domain family, member 6"
84,mmu-miR-96-5p,Cep83,centrosomal protein 83
84,mmu-miR-96-5p,Lcp1,lymphocyte cytosolic protein 1
83,mmu-miR-96-5p,Zfp345,zinc finger protein 345
83,mmu-miR-96-5p,Evi5,ecotropic viral integration site 5
83,mmu-miR-96-5p,Adgrb3,adhesion G protein-coupled receptor B3
83,mmu-miR-96-5p,Zpbp,zona pellucida binding protein
83,mmu-miR-96-5p,Zfp704,zinc finger protein 704
83,mmu-miR-96-5p,Ovol1,ovo like zinc finger 1
83,mmu-miR-96-5p,H2-Q1,"histocompatibility 2, Q region locus 1"
83,mmu-miR-96-5p,Retreg1,reticulophagy regulator 1
83,mmu-miR-96-5p,Eif3j2,"eukaryotic translation initiation factor 3, subunit J2"
83,mmu-miR-96-5p,Bach2,"BTB and CNC homology, basic leucine zipper transcription factor 2"
83,mmu-miR-96-5p,Zbtb37,zinc finger and BTB domain containing 37
83,mmu-miR-96-5p,Bnip3,BCL2/adenovirus E1B interacting protein 3
83,mmu-miR-96-5p,Dgkk,diacylglycerol kinase kappa
83,mmu-miR-96-5p,Tapt1,transmembrane anterior posterior transformation 1
83,mmu-miR-96-5p,Rgs2,regulator of G-protein signaling 2
83,mmu-miR-96-5p,Pcx,pyruvate carboxylase
83,mmu-miR-96-5p,Ddhd1,DDHD domain containing 1
82,mmu-miR-96-5p,Sort1,sortilin 1
82,mmu-miR-96-5p,Cdh7,"cadherin 7, type 2"
82,mmu-miR-96-5p,Cnot9,"CCR4-NOT transcription complex, subunit 9"
82,mmu-miR-96-5p,Kcnj14,"potassium inwardly-rectifying channel, subfamily J, member 14"
82,mmu-miR-96-5p,Igf2bp1,insulin-like growth factor 2 mRNA binding protein 1
82,mmu-miR-96-5p,Creb3l2,cAMP responsive element binding protein 3-like 2
82,mmu-miR-96-5p,B3gnt2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"
82,mmu-miR-96-5p,Phactr4,phosphatase and actin regulator 4
82,mmu-miR-96-5p,Grk6,G protein-coupled receptor kinase 6
82,mmu-miR-96-5p,Celsr2,"cadherin, EGF LAG seven-pass G-type receptor 2"
82,mmu-miR-96-5p,Zic2,zinc finger protein of the cerebellum 2
82,mmu-miR-96-5p,Gabrb1,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 1"
82,mmu-miR-96-5p,Morf4l2,mortality factor 4 like 2
82,mmu-miR-96-5p,Lrrc58,leucine rich repeat containing 58
82,mmu-miR-96-5p,Fam43a,"family with sequence similarity 43, member A"
81,mmu-miR-96-5p,Trabd2b,TraB domain containing 2B
81,mmu-miR-96-5p,Celf2,"CUGBP, Elav-like family member 2"
81,mmu-miR-96-5p,Ednrb,endothelin receptor type B
81,mmu-miR-96-5p,Rad23b,"RAD23 homolog B, nucleotide excision repair protein"
81,mmu-miR-96-5p,Tbx1,T-box 1
81,mmu-miR-96-5p,Slc12a5,"solute carrier family 12, member 5"
81,mmu-miR-96-5p,Jazf1,JAZF zinc finger 1
81,mmu-miR-96-5p,Abca2,"ATP-binding cassette, sub-family A (ABC1), member 2"
81,mmu-miR-96-5p,Chrna1,"cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)"
81,mmu-miR-96-5p,Mfap3l,microfibrillar-associated protein 3-like
81,mmu-miR-96-5p,Gid4,"GID complex subunit 4, VID24 homolog"
81,mmu-miR-96-5p,Atxn3,ataxin 3
81,mmu-miR-96-5p,Elavl4,ELAV like RNA binding protein 4
81,mmu-miR-96-5p,Fhl1,four and a half LIM domains 1
81,mmu-miR-96-5p,Adgrl2,adhesion G protein-coupled receptor L2
81,mmu-miR-96-5p,Rhpn2,"rhophilin, Rho GTPase binding protein 2"
81,mmu-miR-96-5p,Pak1,p21 (RAC1) activated kinase 1
81,mmu-miR-96-5p,Tet1,tet methylcytosine dioxygenase 1
81,mmu-miR-96-5p,Ddah1,dimethylarginine dimethylaminohydrolase 1
81,mmu-miR-96-5p,Slc25a1,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1"
81,mmu-miR-96-5p,Pcdh17,protocadherin 17
81,mmu-miR-96-5p,Itga3,integrin alpha 3
81,mmu-miR-96-5p,Neurod4,neurogenic differentiation 4
80,mmu-miR-96-5p,Coro1c,"coronin, actin binding protein 1C"
80,mmu-miR-96-5p,Ehd1,EH-domain containing 1
80,mmu-miR-96-5p,Smad7,SMAD family member 7
80,mmu-miR-96-5p,Col13a1,"collagen, type XIII, alpha 1"
80,mmu-miR-96-5p,Plekha7,"pleckstrin homology domain containing, family A member 7"
80,mmu-miR-96-5p,Cacna1c,"calcium channel, voltage-dependent, L type, alpha 1C subunit"
80,mmu-miR-96-5p,D230025D16Rik,RIKEN cDNA D230025D16 gene
80,mmu-miR-96-5p,Rimklb,ribosomal modification protein rimK-like family member B
80,mmu-miR-96-5p,Slc39a9,"solute carrier family 39 (zinc transporter), member 9"
80,mmu-miR-96-5p,Cers2,ceramide synthase 2
80,mmu-miR-96-5p,Pdzd8,PDZ domain containing 8
80,mmu-miR-96-5p,Slc33a1,"solute carrier family 33 (acetyl-CoA transporter), member 1"
80,mmu-miR-96-5p,Scyl3,SCY1-like 3 (S. cerevisiae)
80,mmu-miR-96-5p,Tktl1,transketolase-like 1
80,mmu-miR-96-5p,Erlin1,ER lipid raft associated 1
80,mmu-miR-96-5p,Adam23,a disintegrin and metallopeptidase domain 23
79,mmu-miR-96-5p,Klhl8,kelch-like 8
79,mmu-miR-96-5p,Rcc2,regulator of chromosome condensation 2
79,mmu-miR-96-5p,Syne2,"spectrin repeat containing, nuclear envelope 2"
79,mmu-miR-96-5p,Frem1,Fras1 related extracellular matrix protein 1
79,mmu-miR-96-5p,F13a1,"coagulation factor XIII, A1 subunit"
79,mmu-miR-96-5p,Atg16l1,autophagy related 16-like 1 (S. cerevisiae)
