TargetScore,miRNA,GeneSymbol,GeneDescription
64,mmu-miR-379-5p,Pank3,pantothenate kinase 3
63,mmu-miR-379-5p,Fgf23,fibroblast growth factor 23
63,mmu-miR-379-5p,Fbxo32,F-box protein 32
63,mmu-miR-379-5p,Tnfsf8,"tumor necrosis factor (ligand) superfamily, member 8"
62,mmu-miR-379-5p,F2rl3,coagulation factor II (thrombin) receptor-like 3
62,mmu-miR-379-5p,Tmem269,transmembrane protein 269
62,mmu-miR-379-5p,Clec2e,"C-type lectin domain family 2, member e"
62,mmu-miR-379-5p,Scn3a,"sodium channel, voltage-gated, type III, alpha"
62,mmu-miR-379-5p,Fkrp,fukutin related protein
62,mmu-miR-379-5p,Rnf169,ring finger protein 169
62,mmu-miR-379-5p,Adam11,a disintegrin and metallopeptidase domain 11
61,mmu-miR-379-5p,Rcor3,REST corepressor 3
61,mmu-miR-379-5p,Ptprc,"protein tyrosine phosphatase, receptor type, C"
61,mmu-miR-379-5p,Dip2c,disco interacting protein 2 homolog C
61,mmu-miR-379-5p,Abi1,abl-interactor 1
61,mmu-miR-379-5p,Gpcpd1,glycerophosphocholine phosphodiesterase 1
61,mmu-miR-379-5p,Kcnc1,"potassium voltage gated channel, Shaw-related subfamily, member 1"
61,mmu-miR-379-5p,Tmem186,transmembrane protein 186
61,mmu-miR-379-5p,Rxrb,retinoid X receptor beta
61,mmu-miR-379-5p,Zscan12,zinc finger and SCAN domain containing 12
60,mmu-miR-379-5p,Rdh5,retinol dehydrogenase 5
60,mmu-miR-379-5p,Capza2,"capping protein (actin filament) muscle Z-line, alpha 2"
60,mmu-miR-379-5p,Zfp87,zinc finger protein 87
60,mmu-miR-379-5p,Sec31b,Sec31 homolog B (S. cerevisiae)
60,mmu-miR-379-5p,Gpd1,glycerol-3-phosphate dehydrogenase 1 (soluble)
59,mmu-miR-379-5p,Dsg3,desmoglein 3
59,mmu-miR-379-5p,Ilvbl,ilvB (bacterial acetolactate synthase)-like
59,mmu-miR-379-5p,Fam221a,"family with sequence similarity 221, member A"
59,mmu-miR-379-5p,Bace2,beta-site APP-cleaving enzyme 2
59,mmu-miR-379-5p,Smtnl2,smoothelin-like 2
59,mmu-miR-379-5p,Atp2b1,"ATPase, Ca++ transporting, plasma membrane 1"
58,mmu-miR-379-5p,Alpl,"alkaline phosphatase, liver/bone/kidney"
58,mmu-miR-379-5p,Dgkk,diacylglycerol kinase kappa
58,mmu-miR-379-5p,Mindy2,MINDY lysine 48 deubiquitinase 2
58,mmu-miR-379-5p,Klrk1,"killer cell lectin-like receptor subfamily K, member 1"
57,mmu-miR-379-5p,Hnrnpd,heterogeneous nuclear ribonucleoprotein D
57,mmu-miR-379-5p,Bin3,bridging integrator 3
56,mmu-miR-379-5p,Cox10,heme A:farnesyltransferase cytochrome c oxidase assembly factor 10
56,mmu-miR-379-5p,Pole4,"polymerase (DNA-directed), epsilon 4 (p12 subunit)"
56,mmu-miR-379-5p,Spock1,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1"
56,mmu-miR-379-5p,Reep6,receptor accessory protein 6
56,mmu-miR-379-5p,Klkb1,"kallikrein B, plasma 1"
56,mmu-miR-379-5p,Slc16a1,"solute carrier family 16 (monocarboxylic acid transporters), member 1"
56,mmu-miR-379-5p,Klf13,Kruppel-like factor 13
55,mmu-miR-379-5p,Impa2,inositol (myo)-1(or 4)-monophosphatase 2
55,mmu-miR-379-5p,Rnf6,ring finger protein (C3H2C3 type) 6
55,mmu-miR-379-5p,Ccser1,coiled-coil serine rich 1
55,mmu-miR-379-5p,Acss2,acyl-CoA synthetase short-chain family member 2
55,mmu-miR-379-5p,Sdc3,syndecan 3
55,mmu-miR-379-5p,Map3k20,mitogen-activated protein kinase kinase kinase 20
55,mmu-miR-379-5p,Ecel1,endothelin converting enzyme-like 1
55,mmu-miR-379-5p,Lrrc8c,"leucine rich repeat containing 8 family, member C"
55,mmu-miR-379-5p,Adamts15,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15"
55,mmu-miR-379-5p,Plec,plectin
55,mmu-miR-379-5p,Ick,intestinal cell kinase
55,mmu-miR-379-5p,Itgax,integrin alpha X
55,mmu-miR-379-5p,Dusp3,dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)
55,mmu-miR-379-5p,Fut9,fucosyltransferase 9
54,mmu-miR-379-5p,Cul5,cullin 5
54,mmu-miR-379-5p,Greb1l,growth regulation by estrogen in breast cancer-like
54,mmu-miR-379-5p,Celf5,"CUGBP, Elav-like family member 5"
54,mmu-miR-379-5p,Hecw1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1"
54,mmu-miR-379-5p,Eea1,early endosome antigen 1
54,mmu-miR-379-5p,Fam126b,"family with sequence similarity 126, member B"
54,mmu-miR-379-5p,Lrrc20,leucine rich repeat containing 20
54,mmu-miR-379-5p,Lin28b,lin-28 homolog B (C. elegans)
53,mmu-miR-379-5p,Btbd7,BTB (POZ) domain containing 7
53,mmu-miR-379-5p,Clmn,calmin
53,mmu-miR-379-5p,Cemip,"cell migration inducing protein, hyaluronan binding"
53,mmu-miR-379-5p,Kcnj14,"potassium inwardly-rectifying channel, subfamily J, member 14"
53,mmu-miR-379-5p,Arih2,ariadne RBR E3 ubiquitin protein ligase 2
53,mmu-miR-379-5p,Vmn2r89,"vomeronasal 2, receptor 89"
53,mmu-miR-379-5p,Hhatl,hedgehog acyltransferase-like
52,mmu-miR-379-5p,Sh2d5,SH2 domain containing 5
52,mmu-miR-379-5p,Clec3a,"C-type lectin domain family 3, member a"
52,mmu-miR-379-5p,Serpina3j,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3J"
52,mmu-miR-379-5p,Tmem132c,transmembrane protein 132C
52,mmu-miR-379-5p,Prkca,"protein kinase C, alpha"
52,mmu-miR-379-5p,Bloc1s5,"biogenesis of lysosomal organelles complex-1, subunit 5, muted"
52,mmu-miR-379-5p,Fzd10,frizzled class receptor 10
51,mmu-miR-379-5p,Chst4,carbohydrate sulfotransferase 4
51,mmu-miR-379-5p,Krtap5-2,keratin associated protein 5-2
51,mmu-miR-379-5p,Pxt1,"peroxisomal, testis specific 1"
51,mmu-miR-379-5p,Unc5c,unc-5 netrin receptor C
51,mmu-miR-379-5p,Tdrp,testis development related protein
51,mmu-miR-379-5p,Dnm3,dynamin 3
51,mmu-miR-379-5p,Emc3,ER membrane protein complex subunit 3
51,mmu-miR-379-5p,Casp2,caspase 2
51,mmu-miR-379-5p,Prrg2,proline-rich Gla (G-carboxyglutamic acid) polypeptide 2
51,mmu-miR-379-5p,5730409E04Rik,RIKEN cDNA 5730409E04Rik gene
51,mmu-miR-379-5p,D430041D05Rik,RIKEN cDNA D430041D05 gene
51,mmu-miR-379-5p,Mcc,mutated in colorectal cancers
50,mmu-miR-379-5p,Adam22,a disintegrin and metallopeptidase domain 22
50,mmu-miR-379-5p,Slc15a2,"solute carrier family 15 (H+/peptide transporter), member 2"
50,mmu-miR-379-5p,Pfkfb4,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
50,mmu-miR-379-5p,Srsf6,serine/arginine-rich splicing factor 6
50,mmu-miR-379-5p,Ncam1,neural cell adhesion molecule 1
50,mmu-miR-379-5p,Gucy1a2,"guanylate cyclase 1, soluble, alpha 2"
50,mmu-miR-379-5p,Gtf2f2,"general transcription factor IIF, polypeptide 2"
50,mmu-miR-379-5p,Xxylt1,xyloside xylosyltransferase 1
50,mmu-miR-379-5p,Pmfbp1,polyamine modulated factor 1 binding protein 1
