TargetScore,miRNA,GeneSymbol,GeneDescription
67,mmu-miR-486a-5p,Dnajc21,DnaJ heat shock protein family (Hsp40) member C21
66,mmu-miR-486a-5p,Ccl6,chemokine (C-C motif) ligand 6
66,mmu-miR-486a-5p,Nalcn,"sodium leak channel, non-selective"
66,mmu-miR-486a-5p,Ciao1,cytosolic iron-sulfur protein assembly 1
66,mmu-miR-486a-5p,Ar,androgen receptor
66,mmu-miR-486a-5p,Spast,spastin
66,mmu-miR-486a-5p,Nxph2,neurexophilin 2
66,mmu-miR-486a-5p,Phf20l1,PHD finger protein 20-like 1
66,mmu-miR-486a-5p,Plch1,"phospholipase C, eta 1"
66,mmu-miR-486a-5p,Ctdp1,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1"
66,mmu-miR-486a-5p,Smim14,small integral membrane protein 14
65,mmu-miR-486a-5p,Tcf24,transcription factor 24
65,mmu-miR-486a-5p,Zfp600,zinc finger protein 600
65,mmu-miR-486a-5p,Zfp148,zinc finger protein 148
65,mmu-miR-486a-5p,Dmrt1,doublesex and mab-3 related transcription factor 1
65,mmu-miR-486a-5p,Gm14322,predicted gene 14322
65,mmu-miR-486a-5p,St6galnac1,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1"
64,mmu-miR-486a-5p,5730409E04Rik,RIKEN cDNA 5730409E04Rik gene
64,mmu-miR-486a-5p,Anks1b,ankyrin repeat and sterile alpha motif domain containing 1B
64,mmu-miR-486a-5p,Borcs8,BLOC-1 related complex subunit 8
64,mmu-miR-486a-5p,Cggbp1,CGG triplet repeat binding protein 1
64,mmu-miR-486a-5p,Rffl,ring finger and FYVE like domain containing protein
63,mmu-miR-486a-5p,Chst3,carbohydrate sulfotransferase 3
63,mmu-miR-486a-5p,Itga4,integrin alpha 4
63,mmu-miR-486a-5p,Tmem207,transmembrane protein 207
63,mmu-miR-486a-5p,Ccs,copper chaperone for superoxide dismutase
63,mmu-miR-486a-5p,Tedc1,tubulin epsilon and delta complex 1
63,mmu-miR-486a-5p,Zfp980,zinc finger protein 980
63,mmu-miR-486a-5p,Zfp943,zinc finger prtoein 943
63,mmu-miR-486a-5p,Synm,"synemin, intermediate filament protein"
63,mmu-miR-486a-5p,Epb41l1,erythrocyte membrane protein band 4.1 like 1
63,mmu-miR-486a-5p,Stk4,serine/threonine kinase 4
63,mmu-miR-486a-5p,E2f5,E2F transcription factor 5
63,mmu-miR-486a-5p,Grhl2,grainyhead like transcription factor 2
63,mmu-miR-486a-5p,Psd3,pleckstrin and Sec7 domain containing 3
62,mmu-miR-486a-5p,Rcan3,regulator of calcineurin 3
62,mmu-miR-486a-5p,Gxylt1,glucoside xylosyltransferase 1
62,mmu-miR-486a-5p,Dpy19l3,dpy-19-like 3 (C. elegans)
62,mmu-miR-486a-5p,Stxbp4,syntaxin binding protein 4
62,mmu-miR-486a-5p,Piga,"phosphatidylinositol glycan anchor biosynthesis, class A"
62,mmu-miR-486a-5p,Col4a3bp,"collagen, type IV, alpha 3 (Goodpasture antigen) binding protein"
62,mmu-miR-486a-5p,Nhsl2,NHS-like 2
62,mmu-miR-486a-5p,Lsm3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated"
62,mmu-miR-486a-5p,Nr2c2,"nuclear receptor subfamily 2, group C, member 2"
62,mmu-miR-486a-5p,Pum2,pumilio RNA-binding family member 2
62,mmu-miR-486a-5p,Txlng,taxilin gamma
62,mmu-miR-486a-5p,Clec14a,"C-type lectin domain family 14, member a"
62,mmu-miR-486a-5p,Dll4,delta like canonical Notch ligand 4
61,mmu-miR-486a-5p,Btbd3,BTB (POZ) domain containing 3
61,mmu-miR-486a-5p,Trim2,tripartite motif-containing 2
60,mmu-miR-486a-5p,Arhgef33,Rho guanine nucleotide exchange factor (GEF) 33
60,mmu-miR-486a-5p,Cbln3,cerebellin 3 precursor protein
60,mmu-miR-486a-5p,Mmgt2,membrane magnesium transporter 2
60,mmu-miR-486a-5p,Tnfaip1,"tumor necrosis factor, alpha-induced protein 1 (endothelial)"
60,mmu-miR-486a-5p,Adamts20,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20"
60,mmu-miR-486a-5p,Arhgap19,Rho GTPase activating protein 19
60,mmu-miR-486a-5p,Nol4,nucleolar protein 4
60,mmu-miR-486a-5p,Slain1,"SLAIN motif family, member 1"
60,mmu-miR-486a-5p,Hspa13,"heat shock protein 70 family, member 13"
60,mmu-miR-486a-5p,Gcsh,glycine cleavage system protein H (aminomethyl carrier)
60,mmu-miR-486a-5p,Men1,multiple endocrine neoplasia 1
60,mmu-miR-486a-5p,Trim44,tripartite motif-containing 44
59,mmu-miR-486a-5p,Mycs,"myc-like oncogene, s-myc protein"
59,mmu-miR-486a-5p,Myl10,"myosin, light chain 10, regulatory"
59,mmu-miR-486a-5p,Lrrc15,leucine rich repeat containing 15
59,mmu-miR-486a-5p,Rabgap1,RAB GTPase activating protein 1
59,mmu-miR-486a-5p,Pcdh20,protocadherin 20
59,mmu-miR-486a-5p,Ptpn12,"protein tyrosine phosphatase, non-receptor type 12"
59,mmu-miR-486a-5p,Casp3,caspase 3
59,mmu-miR-486a-5p,Ddr2,"discoidin domain receptor family, member 2"
59,mmu-miR-486a-5p,Mrgprx2,"MAS-related GPR, member X2"
59,mmu-miR-486a-5p,Slco2b1,"solute carrier organic anion transporter family, member 2b1"
59,mmu-miR-486a-5p,Eda2r,ectodysplasin A2 receptor
59,mmu-miR-486a-5p,Ick,intestinal cell kinase
58,mmu-miR-486a-5p,Ackr2,atypical chemokine receptor 2
58,mmu-miR-486a-5p,Adcy7,adenylate cyclase 7
58,mmu-miR-486a-5p,Gje1,"gap junction protein, epsilon 1"
58,mmu-miR-486a-5p,Rwdd4a,RWD domain containing 4A
58,mmu-miR-486a-5p,Zmym2,"zinc finger, MYM-type 2"
58,mmu-miR-486a-5p,Ubr3,ubiquitin protein ligase E3 component n-recognin 3
57,mmu-miR-486a-5p,Ccdc117,coiled-coil domain containing 117
57,mmu-miR-486a-5p,Zfp966,zinc finger protein 966
57,mmu-miR-486a-5p,Ankrd13a,ankyrin repeat domain 13a
57,mmu-miR-486a-5p,Far2,fatty acyl CoA reductase 2
57,mmu-miR-486a-5p,Grik4,"glutamate receptor, ionotropic, kainate 4"
57,mmu-miR-486a-5p,Vamp1,vesicle-associated membrane protein 1
57,mmu-miR-486a-5p,Mrpl17,mitochondrial ribosomal protein L17
57,mmu-miR-486a-5p,Wipf3,"WAS/WASL interacting protein family, member 3"
57,mmu-miR-486a-5p,Zfp967,zinc finger protein 967
57,mmu-miR-486a-5p,Itprid2,ITPR interacting domain containing 2
57,mmu-miR-486a-5p,Otulinl,OTU deubiquitinase with linear linkage specificity like
56,mmu-miR-486a-5p,Actr3,ARP3 actin-related protein 3
56,mmu-miR-486a-5p,Lce1g,late cornified envelope 1G
56,mmu-miR-486a-5p,Zfp329,zinc finger protein 329
56,mmu-miR-486a-5p,Zfp973,zinc finger protein 973
56,mmu-miR-486a-5p,Zfp229,zinc finger protein 229
56,mmu-miR-486a-5p,Il1rapl2,interleukin 1 receptor accessory protein-like 2
56,mmu-miR-486a-5p,Adamtsl1,ADAMTS-like 1
56,mmu-miR-486a-5p,Zfp217,zinc finger protein 217
56,mmu-miR-486a-5p,Zfp110,zinc finger protein 110
56,mmu-miR-486a-5p,Zfp965,zinc finger protein 965
56,mmu-miR-486a-5p,Cd84,CD84 antigen
55,mmu-miR-486a-5p,B3gat1,"beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)"
55,mmu-miR-486a-5p,Ing5,"inhibitor of growth family, member 5"
55,mmu-miR-486a-5p,Fam234b,"family with sequence similarity 234, member B"
55,mmu-miR-486a-5p,Zfp820,zinc finger protein 820
54,mmu-miR-486a-5p,Hdac7,histone deacetylase 7
54,mmu-miR-486a-5p,Tent5a,terminal nucleotidyltransferase 5A
54,mmu-miR-486a-5p,Fstl1,follistatin-like 1
54,mmu-miR-486a-5p,Lipa,lysosomal acid lipase A
54,mmu-miR-486a-5p,Tmem115,transmembrane protein 115
54,mmu-miR-486a-5p,Pik3ip1,phosphoinositide-3-kinase interacting protein 1
54,mmu-miR-486a-5p,Copg2,"coatomer protein complex, subunit gamma 2"
54,mmu-miR-486a-5p,Slc35f2,"solute carrier family 35, member F2"
54,mmu-miR-486a-5p,Atg4c,"autophagy related 4C, cysteine peptidase"
54,mmu-miR-486a-5p,Srf,serum response factor
54,mmu-miR-486a-5p,Dusp28,dual specificity phosphatase 28
54,mmu-miR-486a-5p,Ildr2,immunoglobulin-like domain containing receptor 2
54,mmu-miR-486a-5p,Matn2,matrilin 2
53,mmu-miR-486a-5p,Psd,pleckstrin and Sec7 domain containing
53,mmu-miR-486a-5p,Cyp26b1,"cytochrome P450, family 26, subfamily b, polypeptide 1"
53,mmu-miR-486a-5p,Gtf2a1,"general transcription factor II A, 1"
53,mmu-miR-486a-5p,Slc7a11,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11"
53,mmu-miR-486a-5p,Hps5,"HPS5, biogenesis of lysosomal organelles complex 2 subunit 2"
53,mmu-miR-486a-5p,Pttg1,pituitary tumor-transforming gene 1
53,mmu-miR-486a-5p,Chtf8,"CTF8, chromosome transmission fidelity factor 8"
53,mmu-miR-486a-5p,Klhdc1,kelch domain containing 1
53,mmu-miR-486a-5p,Nrcam,neuronal cell adhesion molecule
53,mmu-miR-486a-5p,Pdcd4,programmed cell death 4
53,mmu-miR-486a-5p,Npnt,nephronectin
52,mmu-miR-486a-5p,Zfp935,zinc finger protein 935
52,mmu-miR-486a-5p,Hyal6,hyaluronoglucosaminidase 6
52,mmu-miR-486a-5p,Rbak,RB-associated KRAB zinc finger
52,mmu-miR-486a-5p,Zfp120,zinc finger protein 120
52,mmu-miR-486a-5p,Srl,sarcalumenin
52,mmu-miR-486a-5p,Lamtor2,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"
52,mmu-miR-486a-5p,Dennd5b,DENN/MADD domain containing 5B
52,mmu-miR-486a-5p,Klf12,Kruppel-like factor 12
52,mmu-miR-486a-5p,Stk38l,serine/threonine kinase 38 like
51,mmu-miR-486a-5p,Ankrd46,ankyrin repeat domain 46
51,mmu-miR-486a-5p,Tmod1,tropomodulin 1
51,mmu-miR-486a-5p,Pate2,prostate and testis expressed 2
51,mmu-miR-486a-5p,Lamp5,"lysosomal-associated membrane protein family, member 5"
51,mmu-miR-486a-5p,Armcx2,"armadillo repeat containing, X-linked 2"
51,mmu-miR-486a-5p,Ppp1r1c,"protein phosphatase 1, regulatory inhibitor subunit 1C"
51,mmu-miR-486a-5p,Celsr3,"cadherin, EGF LAG seven-pass G-type receptor 3"
51,mmu-miR-486a-5p,Sav1,salvador family WW domain containing 1
51,mmu-miR-486a-5p,Cct6a,"chaperonin containing Tcp1, subunit 6a (zeta)"
51,mmu-miR-486a-5p,Gm14326,predicted gene 14326
51,mmu-miR-486a-5p,Arhgap25,Rho GTPase activating protein 25
50,mmu-miR-486a-5p,Tifa,TRAF-interacting protein with forkhead-associated domain
50,mmu-miR-486a-5p,Lca5,Leber congenital amaurosis 5 (human)
50,mmu-miR-486a-5p,Thumpd3,THUMP domain containing 3
50,mmu-miR-486a-5p,Sulf1,sulfatase 1
50,mmu-miR-486a-5p,Sap130,Sin3A associated protein
50,mmu-miR-486a-5p,Cd69,CD69 antigen
50,mmu-miR-486a-5p,Tpte,transmembrane phosphatase with tensin homology
50,mmu-miR-486a-5p,Celf1,"CUGBP, Elav-like family member 1"
