TargetScore,miRNA,GeneSymbol,GeneDescription
90,mmu-let-7c-1-3p,Ube2g1,ubiquitin-conjugating enzyme E2G 1
90,mmu-let-7c-1-3p,Smg1,"SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)"
90,mmu-let-7c-1-3p,Fam76b,"family with sequence similarity 76, member B"
90,mmu-let-7c-1-3p,Onecut2,"one cut domain, family member 2"
90,mmu-let-7c-1-3p,Slc30a7,"solute carrier family 30 (zinc transporter), member 7"
90,mmu-let-7c-1-3p,Ndn,necdin
90,mmu-let-7c-1-3p,Pald1,"phosphatase domain containing, paladin 1"
90,mmu-let-7c-1-3p,St8sia4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
90,mmu-let-7c-1-3p,Ttll5,"tubulin tyrosine ligase-like family, member 5"
90,mmu-let-7c-1-3p,Irf6,interferon regulatory factor 6
90,mmu-let-7c-1-3p,Tmem45a2,transmembrane protein 45A2
90,mmu-let-7c-1-3p,Fbxo21,F-box protein 21
90,mmu-let-7c-1-3p,Rnft1,"ring finger protein, transmembrane 1"
90,mmu-let-7c-1-3p,1700028K03Rik,RIKEN cDNA 1700028K03 gene
89,mmu-let-7c-1-3p,Neo1,neogenin
89,mmu-let-7c-1-3p,Znrf3,zinc and ring finger 3
89,mmu-let-7c-1-3p,Enkd1,enkurin domain containing 1
89,mmu-let-7c-1-3p,Dpp4,dipeptidylpeptidase 4
89,mmu-let-7c-1-3p,Stx16,syntaxin 16
89,mmu-let-7c-1-3p,Arfgef1,ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)
89,mmu-let-7c-1-3p,St7,suppression of tumorigenicity 7
89,mmu-let-7c-1-3p,Rreb1,ras responsive element binding protein 1
89,mmu-let-7c-1-3p,Ints10,integrator complex subunit 10
89,mmu-let-7c-1-3p,Fbln5,fibulin 5
89,mmu-let-7c-1-3p,Strbp,spermatid perinuclear RNA binding protein
89,mmu-let-7c-1-3p,Alx1,ALX homeobox 1
89,mmu-let-7c-1-3p,Golga1,"golgi autoantigen, golgin subfamily a, 1"
89,mmu-let-7c-1-3p,Smpx,"small muscle protein, X-linked"
89,mmu-let-7c-1-3p,Tbc1d12,"TBC1D12: TBC1 domain family, member 12"
89,mmu-let-7c-1-3p,Ulk1,unc-51 like kinase 1
89,mmu-let-7c-1-3p,Tal1,T cell acute lymphocytic leukemia 1
89,mmu-let-7c-1-3p,Elavl1,"ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)"
89,mmu-let-7c-1-3p,Rbm27,RNA binding motif protein 27
89,mmu-let-7c-1-3p,Xk,X-linked Kx blood group
89,mmu-let-7c-1-3p,Zic2,zinc finger protein of the cerebellum 2
89,mmu-let-7c-1-3p,Zbtb43,zinc finger and BTB domain containing 43
89,mmu-let-7c-1-3p,Sat1,spermidine/spermine N1-acetyl transferase 1
89,mmu-let-7c-1-3p,Acer3,alkaline ceramidase 3
89,mmu-let-7c-1-3p,Ahctf1,AT hook containing transcription factor 1
89,mmu-let-7c-1-3p,U2surp,U2 snRNP-associated SURP domain containing
89,mmu-let-7c-1-3p,Zeb2,zinc finger E-box binding homeobox 2
89,mmu-let-7c-1-3p,Prr12,proline rich 12
88,mmu-let-7c-1-3p,Map3k2,mitogen-activated protein kinase kinase kinase 2
88,mmu-let-7c-1-3p,Ubqln2,ubiquilin 2
88,mmu-let-7c-1-3p,Akap1,A kinase (PRKA) anchor protein 1
88,mmu-let-7c-1-3p,Frmd6,FERM domain containing 6
88,mmu-let-7c-1-3p,Sipa1l2,signal-induced proliferation-associated 1 like 2
88,mmu-let-7c-1-3p,Ypel2,yippee like 2
88,mmu-let-7c-1-3p,Fmn1,formin 1
88,mmu-let-7c-1-3p,Dab1,disabled 1
88,mmu-let-7c-1-3p,Samd4,sterile alpha motif domain containing 4
88,mmu-let-7c-1-3p,Nxph2,neurexophilin 2
88,mmu-let-7c-1-3p,Sirt1,sirtuin 1
88,mmu-let-7c-1-3p,Sox8,SRY (sex determining region Y)-box 8
88,mmu-let-7c-1-3p,R3hdm1,R3H domain containing 1
88,mmu-let-7c-1-3p,Olfr1426,olfactory receptor 1426
88,mmu-let-7c-1-3p,Ube2f,ubiquitin-conjugating enzyme E2F (putative)
88,mmu-let-7c-1-3p,Cep170,centrosomal protein 170
88,mmu-let-7c-1-3p,Sertad4,SERTA domain containing 4
88,mmu-let-7c-1-3p,Pum2,pumilio RNA-binding family member 2
88,mmu-let-7c-1-3p,Derl1,"Der1-like domain family, member 1"
87,mmu-let-7c-1-3p,Leo1,"Leo1, Paf1/RNA polymerase II complex component"
87,mmu-let-7c-1-3p,Actr6,ARP6 actin-related protein 6
87,mmu-let-7c-1-3p,Fmnl3,formin-like 3
87,mmu-let-7c-1-3p,C2cd4b,C2 calcium-dependent domain containing 4B
87,mmu-let-7c-1-3p,Unc93a,unc-93 homolog A
87,mmu-let-7c-1-3p,Zfp654,zinc finger protein 654
87,mmu-let-7c-1-3p,Rsl24d1,ribosomal L24 domain containing 1
87,mmu-let-7c-1-3p,Uri1,"URI1, prefoldin-like chaperone"
87,mmu-let-7c-1-3p,Zfp703,zinc finger protein 703
87,mmu-let-7c-1-3p,Lrig1,leucine-rich repeats and immunoglobulin-like domains 1
87,mmu-let-7c-1-3p,Vash2,vasohibin 2
87,mmu-let-7c-1-3p,Mex3d,mex3 RNA binding family member D
87,mmu-let-7c-1-3p,Rprd1a,regulation of nuclear pre-mRNA domain containing 1A
87,mmu-let-7c-1-3p,Ptprc,"protein tyrosine phosphatase, receptor type, C"
87,mmu-let-7c-1-3p,Megf11,multiple EGF-like-domains 11
87,mmu-let-7c-1-3p,Stard13,StAR-related lipid transfer (START) domain containing 13
87,mmu-let-7c-1-3p,Pls3,plastin 3 (T-isoform)
87,mmu-let-7c-1-3p,Carm1,coactivator-associated arginine methyltransferase 1
87,mmu-let-7c-1-3p,Sox15,SRY (sex determining region Y)-box 15
87,mmu-let-7c-1-3p,Angpt1,angiopoietin 1
87,mmu-let-7c-1-3p,Cdk17,cyclin-dependent kinase 17
87,mmu-let-7c-1-3p,Stk39,serine/threonine kinase 39
87,mmu-let-7c-1-3p,Tdo2,"tryptophan 2,3-dioxygenase"
87,mmu-let-7c-1-3p,Mospd2,motile sperm domain containing 2
87,mmu-let-7c-1-3p,Lmtk2,lemur tyrosine kinase 2
87,mmu-let-7c-1-3p,Yipf6,"Yip1 domain family, member 6"
87,mmu-let-7c-1-3p,Sec24d,"Sec24 related gene family, member D (S. cerevisiae)"
87,mmu-let-7c-1-3p,Tnfrsf11b,"tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)"
86,mmu-let-7c-1-3p,Rgs7bp,regulator of G-protein signalling 7 binding protein
86,mmu-let-7c-1-3p,Mrgprg,"MAS-related GPR, member G"
86,mmu-let-7c-1-3p,Npas3,neuronal PAS domain protein 3
86,mmu-let-7c-1-3p,Lrp6,low density lipoprotein receptor-related protein 6
86,mmu-let-7c-1-3p,Gabpb1,"GA repeat binding protein, beta 1"
86,mmu-let-7c-1-3p,Clca3a1,chloride channel accessory 3A1
86,mmu-let-7c-1-3p,Adam19,a disintegrin and metallopeptidase domain 19 (meltrin beta)
86,mmu-let-7c-1-3p,Fermt2,fermitin family member 2
86,mmu-let-7c-1-3p,B3galt1,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1"
86,mmu-let-7c-1-3p,Fubp1,far upstream element (FUSE) binding protein 1
86,mmu-let-7c-1-3p,Gca,grancalcin
86,mmu-let-7c-1-3p,Dennd4c,DENN/MADD domain containing 4C
86,mmu-let-7c-1-3p,Klf4,Kruppel-like factor 4 (gut)
86,mmu-let-7c-1-3p,Shox2,short stature homeobox 2
86,mmu-let-7c-1-3p,Gjc1,"gap junction protein, gamma 1"
86,mmu-let-7c-1-3p,Grid1,"glutamate receptor, ionotropic, delta 1"
86,mmu-let-7c-1-3p,Cul3,cullin 3
86,mmu-let-7c-1-3p,Tnc,tenascin C
86,mmu-let-7c-1-3p,Cdyl,"chromodomain protein, Y chromosome-like"
86,mmu-let-7c-1-3p,Rxra,retinoid X receptor alpha
86,mmu-let-7c-1-3p,Sox11,SRY (sex determining region Y)-box 11
86,mmu-let-7c-1-3p,Kmt5b,lysine methyltransferase 5B
86,mmu-let-7c-1-3p,Cdh8,cadherin 8
86,mmu-let-7c-1-3p,Gdf6,growth differentiation factor 6
86,mmu-let-7c-1-3p,Adnp,activity-dependent neuroprotective protein
86,mmu-let-7c-1-3p,Lonrf1,LON peptidase N-terminal domain and ring finger 1
86,mmu-let-7c-1-3p,Gnas,"GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus"
85,mmu-let-7c-1-3p,Psmc6,"proteasome (prosome, macropain) 26S subunit, ATPase, 6"
85,mmu-let-7c-1-3p,Prrc2c,proline-rich coiled-coil 2C
85,mmu-let-7c-1-3p,Scrib,scribbled planar cell polarity
85,mmu-let-7c-1-3p,Rgs3,regulator of G-protein signaling 3
85,mmu-let-7c-1-3p,Gata2,GATA binding protein 2
85,mmu-let-7c-1-3p,Cops7b,COP9 signalosome subunit 7B
85,mmu-let-7c-1-3p,Kmt2e,lysine (K)-specific methyltransferase 2E
85,mmu-let-7c-1-3p,Khdrbs1,"KH domain containing, RNA binding, signal transduction associated 1"
85,mmu-let-7c-1-3p,Tor2a,"torsin family 2, member A"
85,mmu-let-7c-1-3p,Plaa,"phospholipase A2, activating protein"
85,mmu-let-7c-1-3p,Evi2a,ecotropic viral integration site 2a
85,mmu-let-7c-1-3p,Pdia5,protein disulfide isomerase associated 5
85,mmu-let-7c-1-3p,Yy2,Yy2 transcription factor
85,mmu-let-7c-1-3p,Cacna1d,"calcium channel, voltage-dependent, L type, alpha 1D subunit"
85,mmu-let-7c-1-3p,Npas2,neuronal PAS domain protein 2
85,mmu-let-7c-1-3p,Gls,glutaminase
85,mmu-let-7c-1-3p,Cldn23,claudin 23
85,mmu-let-7c-1-3p,Hivep2,human immunodeficiency virus type I enhancer binding protein 2
85,mmu-let-7c-1-3p,Nek6,NIMA (never in mitosis gene a)-related expressed kinase 6
85,mmu-let-7c-1-3p,Nlk,nemo like kinase
85,mmu-let-7c-1-3p,Mbtd1,mbt domain containing 1
85,mmu-let-7c-1-3p,Npcd,neuronal pentraxin chromo domain
85,mmu-let-7c-1-3p,Nptxr,neuronal pentraxin receptor
85,mmu-let-7c-1-3p,Fam43a,"family with sequence similarity 43, member A"
85,mmu-let-7c-1-3p,Myg1,melanocyte proliferating gene 1
84,mmu-let-7c-1-3p,Ppat,phosphoribosyl pyrophosphate amidotransferase
84,mmu-let-7c-1-3p,Rnps1,ribonucleic acid binding protein S1
84,mmu-let-7c-1-3p,Tsc22d2,"TSC22 domain family, member 2"
84,mmu-let-7c-1-3p,Ppp1r10,"protein phosphatase 1, regulatory subunit 10"
84,mmu-let-7c-1-3p,Abcc5,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5"
84,mmu-let-7c-1-3p,Mapk9,mitogen-activated protein kinase 9
84,mmu-let-7c-1-3p,Gtf2ird1,general transcription factor II I repeat domain-containing 1
84,mmu-let-7c-1-3p,Grip1,glutamate receptor interacting protein 1
84,mmu-let-7c-1-3p,Gria3,"glutamate receptor, ionotropic, AMPA3 (alpha 3)"
84,mmu-let-7c-1-3p,Stxbp5l,syntaxin binding protein 5-like
84,mmu-let-7c-1-3p,Npy5r,neuropeptide Y receptor Y5
84,mmu-let-7c-1-3p,Rgmb,repulsive guidance molecule family member B
84,mmu-let-7c-1-3p,Mllt10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"
84,mmu-let-7c-1-3p,Dmd,"dystrophin, muscular dystrophy"
84,mmu-let-7c-1-3p,Gbx2,gastrulation brain homeobox 2
84,mmu-let-7c-1-3p,Elmsan1,ELM2 and Myb/SANT-like domain containing 1
84,mmu-let-7c-1-3p,Gm2016,predicted gene 2016
84,mmu-let-7c-1-3p,Thoc2,THO complex 2
84,mmu-let-7c-1-3p,Ranbp9,RAN binding protein 9
84,mmu-let-7c-1-3p,Osbpl8,oxysterol binding protein-like 8
84,mmu-let-7c-1-3p,Cacna2d2,"calcium channel, voltage-dependent, alpha 2/delta subunit 2"
84,mmu-let-7c-1-3p,Pisd,phosphatidylserine decarboxylase
84,mmu-let-7c-1-3p,Slc33a1,"solute carrier family 33 (acetyl-CoA transporter), member 1"
84,mmu-let-7c-1-3p,Rnf216,ring finger protein 216
83,mmu-let-7c-1-3p,Pes1,pescadillo ribosomal biogenesis factor 1
83,mmu-let-7c-1-3p,Btbd7,BTB (POZ) domain containing 7
83,mmu-let-7c-1-3p,Rab39,"RAB39, member RAS oncogene family"
83,mmu-let-7c-1-3p,Taf4,TATA-box binding protein associated factor 4
83,mmu-let-7c-1-3p,Srebf1,sterol regulatory element binding transcription factor 1
83,mmu-let-7c-1-3p,Tbc1d22b,"TBC1 domain family, member 22B"
83,mmu-let-7c-1-3p,Bcl11a,B cell CLL/lymphoma 11A (zinc finger protein)
83,mmu-let-7c-1-3p,Bcl6,B cell leukemia/lymphoma 6
83,mmu-let-7c-1-3p,Arid4a,AT rich interactive domain 4A (RBP1-like)
83,mmu-let-7c-1-3p,Mpdu1,mannose-P-dolichol utilization defect 1
83,mmu-let-7c-1-3p,Slit2,slit guidance ligand 2
83,mmu-let-7c-1-3p,Qk,quaking
83,mmu-let-7c-1-3p,Pan3,PAN3 poly(A) specific ribonuclease subunit
83,mmu-let-7c-1-3p,Pofut2,protein O-fucosyltransferase 2
