TargetScore,miRNA,GeneSymbol,GeneDescription
80,mmu-miR-144-5p,Echdc1,enoyl Coenzyme A hydratase domain containing 1
79,mmu-miR-144-5p,Zfp46,zinc finger protein 46
79,mmu-miR-144-5p,Cyp2c55,"cytochrome P450, family 2, subfamily c, polypeptide 55"
78,mmu-miR-144-5p,Tpbpb,trophoblast specific protein beta
77,mmu-miR-144-5p,Gabpa,"GA repeat binding protein, alpha"
77,mmu-miR-144-5p,Gdap1,ganglioside-induced differentiation-associated-protein 1
76,mmu-miR-144-5p,Lin54,lin-54 homolog (C. elegans)
76,mmu-miR-144-5p,Rapgef6,Rap guanine nucleotide exchange factor (GEF) 6
76,mmu-miR-144-5p,Sptssa,"serine palmitoyltransferase, small subunit A"
76,mmu-miR-144-5p,Fam241a,"family with sequence similarity 241, member A"
75,mmu-miR-144-5p,Zfp599,zinc finger protein 599
75,mmu-miR-144-5p,Hp1bp3,"heterochromatin protein 1, binding protein 3"
75,mmu-miR-144-5p,Apbb1,"amyloid beta (A4) precursor protein-binding, family B, member 1"
75,mmu-miR-144-5p,Gbp4,guanylate binding protein 4
74,mmu-miR-144-5p,Zmiz1,"zinc finger, MIZ-type containing 1"
74,mmu-miR-144-5p,Ywhab,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide"
74,mmu-miR-144-5p,Chd9,chromodomain helicase DNA binding protein 9
74,mmu-miR-144-5p,Grm5,"glutamate receptor, metabotropic 5"
73,mmu-miR-144-5p,Taf1,TATA-box binding protein associated factor 1
73,mmu-miR-144-5p,D630003M21Rik,RIKEN cDNA D630003M21 gene
73,mmu-miR-144-5p,St8sia6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
73,mmu-miR-144-5p,Ccl12,chemokine (C-C motif) ligand 12
73,mmu-miR-144-5p,Dram2,DNA-damage regulated autophagy modulator 2
72,mmu-miR-144-5p,Tmem202,transmembrane protein 202
72,mmu-miR-144-5p,Tktl2,transketolase-like 2
72,mmu-miR-144-5p,Mtmr10,myotubularin related protein 10
72,mmu-miR-144-5p,Aff2,"AF4/FMR2 family, member 2"
71,mmu-miR-144-5p,Kif1b,kinesin family member 1B
71,mmu-miR-144-5p,Uqcrfs1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
71,mmu-miR-144-5p,Fat4,FAT atypical cadherin 4
71,mmu-miR-144-5p,Fam49a,"family with sequence similarity 49, member A"
71,mmu-miR-144-5p,Cald1,caldesmon 1
71,mmu-miR-144-5p,Zfp292,zinc finger protein 292
71,mmu-miR-144-5p,Tmem60,transmembrane protein 60
71,mmu-miR-144-5p,Glipr1l2,GLI pathogenesis-related 1 like 2
70,mmu-miR-144-5p,Edrf1,erythroid differentiation regulatory factor 1
70,mmu-miR-144-5p,Strbp,spermatid perinuclear RNA binding protein
70,mmu-miR-144-5p,Ccnb1,cyclin B1
70,mmu-miR-144-5p,Dll1,delta like canonical Notch ligand 1
70,mmu-miR-144-5p,Srpx,sushi-repeat-containing protein
70,mmu-miR-144-5p,Tex9,testis expressed gene 9
70,mmu-miR-144-5p,Scn1a,"sodium channel, voltage-gated, type I, alpha"
69,mmu-miR-144-5p,Amer3,APC membrane recruitment 3
69,mmu-miR-144-5p,Il22,interleukin 22
69,mmu-miR-144-5p,Slco1b2,"solute carrier organic anion transporter family, member 1b2"
68,mmu-miR-144-5p,Crybg1,crystallin beta-gamma domain containing 1
68,mmu-miR-144-5p,Pgm2,phosphoglucomutase 2
68,mmu-miR-144-5p,Asxl1,additional sex combs like 1
68,mmu-miR-144-5p,Nox4,NADPH oxidase 4
68,mmu-miR-144-5p,Ubr1,ubiquitin protein ligase E3 component n-recognin 1
67,mmu-miR-144-5p,Akirin1,akirin 1
67,mmu-miR-144-5p,St8sia4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
66,mmu-miR-144-5p,Trhde,TRH-degrading enzyme
66,mmu-miR-144-5p,Slc2a3,"solute carrier family 2 (facilitated glucose transporter), member 3"
66,mmu-miR-144-5p,Hbp1,high mobility group box transcription factor 1
66,mmu-miR-144-5p,Cops9,COP9 signalosome subunit 9
66,mmu-miR-144-5p,Mapkapk3,mitogen-activated protein kinase-activated protein kinase 3
66,mmu-miR-144-5p,Pdha1,pyruvate dehydrogenase E1 alpha 1
66,mmu-miR-144-5p,Zfp385b,zinc finger protein 385B
65,mmu-miR-144-5p,Syne1,"spectrin repeat containing, nuclear envelope 1"
65,mmu-miR-144-5p,Mobp,myelin-associated oligodendrocytic basic protein
65,mmu-miR-144-5p,Ppp1r16b,"protein phosphatase 1, regulatory subunit 16B"
65,mmu-miR-144-5p,Spag6l,sperm associated antigen 6-like
65,mmu-miR-144-5p,Il12rb2,"interleukin 12 receptor, beta 2"
65,mmu-miR-144-5p,Kif2c,kinesin family member 2C
64,mmu-miR-144-5p,Syt6,synaptotagmin VI
64,mmu-miR-144-5p,A830018L16Rik,RIKEN cDNA A830018L16 gene
64,mmu-miR-144-5p,Zfhx4,zinc finger homeodomain 4
64,mmu-miR-144-5p,Ankib1,ankyrin repeat and IBR domain containing 1
64,mmu-miR-144-5p,Actg1,"actin, gamma, cytoplasmic 1"
64,mmu-miR-144-5p,Hoxd1,homeobox D1
64,mmu-miR-144-5p,Lrit1,"leucine-rich repeat, immunoglobulin-like and transmembrane domains 1"
64,mmu-miR-144-5p,Tmem229a,transmembrane protein 229A
63,mmu-miR-144-5p,Samd4,sterile alpha motif domain containing 4
63,mmu-miR-144-5p,Tmem230,transmembrane protein 230
63,mmu-miR-144-5p,Gm7102,predicted gene 7102
63,mmu-miR-144-5p,Reln,reelin
63,mmu-miR-144-5p,Pclo,piccolo (presynaptic cytomatrix protein)
63,mmu-miR-144-5p,Ube2e3,ubiquitin-conjugating enzyme E2E 3
62,mmu-miR-144-5p,Rhag,Rhesus blood group-associated A glycoprotein
62,mmu-miR-144-5p,Skil,SKI-like
62,mmu-miR-144-5p,Ambn,ameloblastin
62,mmu-miR-144-5p,Maoa,monoamine oxidase A
61,mmu-miR-144-5p,Foxp1,forkhead box P1
61,mmu-miR-144-5p,Fam84b,"family with sequence similarity 84, member B"
61,mmu-miR-144-5p,Rnf146,ring finger protein 146
61,mmu-miR-144-5p,Dido1,death inducer-obliterator 1
61,mmu-miR-144-5p,Osgepl1,O-sialoglycoprotein endopeptidase-like 1
60,mmu-miR-144-5p,Fam180a,"family with sequence similarity 180, member A"
60,mmu-miR-144-5p,Gmps,guanine monophosphate synthetase
60,mmu-miR-144-5p,Gulp1,"GULP, engulfment adaptor PTB domain containing 1"
60,mmu-miR-144-5p,Hs2st1,heparan sulfate 2-O-sulfotransferase 1
60,mmu-miR-144-5p,Igf2bp3,insulin-like growth factor 2 mRNA binding protein 3
59,mmu-miR-144-5p,Eaf2,ELL associated factor 2
59,mmu-miR-144-5p,Gstt3,"glutathione S-transferase, theta 3"
59,mmu-miR-144-5p,Sim1,single-minded family bHLH transcription factor 1
59,mmu-miR-144-5p,Gata6,GATA binding protein 6
59,mmu-miR-144-5p,Htr3a,5-hydroxytryptamine (serotonin) receptor 3A
59,mmu-miR-144-5p,Fut11,fucosyltransferase 11
59,mmu-miR-144-5p,Alcam,activated leukocyte cell adhesion molecule
59,mmu-miR-144-5p,Cycs,"cytochrome c, somatic"
58,mmu-miR-144-5p,Asxl3,"additional sex combs like 3, transcriptional regulator"
58,mmu-miR-144-5p,Pias2,protein inhibitor of activated STAT 2
58,mmu-miR-144-5p,Gm12250,predicted gene 12250
58,mmu-miR-144-5p,Lpgat1,lysophosphatidylglycerol acyltransferase 1
58,mmu-miR-144-5p,Zfp182,zinc finger protein 182
58,mmu-miR-144-5p,Pi15,peptidase inhibitor 15
57,mmu-miR-144-5p,Chd7,chromodomain helicase DNA binding protein 7
57,mmu-miR-144-5p,Tbx3,T-box 3
57,mmu-miR-144-5p,Deup1,deuterosome assembly protein 1
57,mmu-miR-144-5p,Phospho2,"phosphatase, orphan 2"
57,mmu-miR-144-5p,Runx1,runt related transcription factor 1
56,mmu-miR-144-5p,Vmn2r37,"vomeronasal 2, receptor 37"
56,mmu-miR-144-5p,Cdkl2,cyclin-dependent kinase-like 2 (CDC2-related kinase)
56,mmu-miR-144-5p,Zfp74,zinc finger protein 74
56,mmu-miR-144-5p,Acot11,acyl-CoA thioesterase 11
56,mmu-miR-144-5p,Timm22,translocase of inner mitochondrial membrane 22
56,mmu-miR-144-5p,Vmn1r58,vomeronasal 1 receptor 58
56,mmu-miR-144-5p,Col15a1,"collagen, type XV, alpha 1"
56,mmu-miR-144-5p,Mageb3,"melanoma antigen, family B, 3"
55,mmu-miR-144-5p,Ino80c,INO80 complex subunit C
55,mmu-miR-144-5p,Spock1,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1"
55,mmu-miR-144-5p,Gucy1a2,"guanylate cyclase 1, soluble, alpha 2"
55,mmu-miR-144-5p,Trim59,tripartite motif-containing 59
54,mmu-miR-144-5p,Cnot6l,"CCR4-NOT transcription complex, subunit 6-like"
54,mmu-miR-144-5p,Bhlhe41,"basic helix-loop-helix family, member e41"
54,mmu-miR-144-5p,Mtf2,metal response element binding transcription factor 2
54,mmu-miR-144-5p,Bmp5,bone morphogenetic protein 5
54,mmu-miR-144-5p,Cyp2f2,"cytochrome P450, family 2, subfamily f, polypeptide 2"
53,mmu-miR-144-5p,Gbp6,guanylate binding protein 6
53,mmu-miR-144-5p,Zfp92,zinc finger protein 92
53,mmu-miR-144-5p,Hecw2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
53,mmu-miR-144-5p,Plaa,"phospholipase A2, activating protein"
53,mmu-miR-144-5p,Serpina1a,"serine (or cysteine) peptidase inhibitor, clade A, member 1A"
53,mmu-miR-144-5p,Car8,carbonic anhydrase 8
53,mmu-miR-144-5p,Dcaf10,DDB1 and CUL4 associated factor 10
53,mmu-miR-144-5p,Oxgr1,oxoglutarate (alpha-ketoglutarate) receptor 1
53,mmu-miR-144-5p,Pgpep1,pyroglutamyl-peptidase I
52,mmu-miR-144-5p,Arl4c,ADP-ribosylation factor-like 4C
52,mmu-miR-144-5p,Lrrc7,leucine rich repeat containing 7
52,mmu-miR-144-5p,Siglecf,sialic acid binding Ig-like lectin F
52,mmu-miR-144-5p,Lce3f,late cornified envelope 3F
52,mmu-miR-144-5p,Arl5a,ADP-ribosylation factor-like 5A
51,mmu-miR-144-5p,Syt4,synaptotagmin IV
51,mmu-miR-144-5p,F830016B08Rik,RIKEN cDNA F830016B08 gene
51,mmu-miR-144-5p,Gbp9,guanylate-binding protein 9
51,mmu-miR-144-5p,Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D"
51,mmu-miR-144-5p,Vamp5,vesicle-associated membrane protein 5
51,mmu-miR-144-5p,Gbp10,guanylate-binding protein 10
51,mmu-miR-144-5p,Gsto1,glutathione S-transferase omega 1
51,mmu-miR-144-5p,Hcn1,"hyperpolarization-activated, cyclic nucleotide-gated K+ 1"
51,mmu-miR-144-5p,Fip1l1,FIP1 like 1 (S. cerevisiae)
50,mmu-miR-144-5p,Tm4sf20,transmembrane 4 L six family member 20
50,mmu-miR-144-5p,Wdr12,WD repeat domain 12
50,mmu-miR-144-5p,Synpr,synaptoporin
50,mmu-miR-144-5p,Ccdc191,coiled-coil domain containing 191
50,mmu-miR-144-5p,Dsg2,desmoglein 2
50,mmu-miR-144-5p,Mbnl2,muscleblind like splicing factor 2
