TargetScore,miRNA,GeneSymbol,GeneDescription
83,mmu-miR-455-5p,Fez2,fasciculation and elongation protein zeta 2 (zygin II)
83,mmu-miR-455-5p,Prelid1,PRELI domain containing 1
82,mmu-miR-455-5p,Pja2,praja ring finger ubiquitin ligase 2
82,mmu-miR-455-5p,Tex12,testis expressed 12
82,mmu-miR-455-5p,Trim33,tripartite motif-containing 33
82,mmu-miR-455-5p,Lrp2,low density lipoprotein receptor-related protein 2
82,mmu-miR-455-5p,Yipf6,"Yip1 domain family, member 6"
81,mmu-miR-455-5p,Mthfs,"5, 10-methenyltetrahydrofolate synthetase"
81,mmu-miR-455-5p,Rc3h1,RING CCCH (C3H) domains 1
81,mmu-miR-455-5p,Mthfsl,"5, 10-methenyltetrahydrofolate synthetase-like"
81,mmu-miR-455-5p,Ankrd44,ankyrin repeat domain 44
80,mmu-miR-455-5p,Chml,choroideremia-like
80,mmu-miR-455-5p,Cdk14,cyclin-dependent kinase 14
80,mmu-miR-455-5p,Tmem30a,transmembrane protein 30A
80,mmu-miR-455-5p,Tomm22,translocase of outer mitochondrial membrane 22
80,mmu-miR-455-5p,Nck2,non-catalytic region of tyrosine kinase adaptor protein 2
80,mmu-miR-455-5p,Ptpra,"protein tyrosine phosphatase, receptor type, A"
80,mmu-miR-455-5p,Unc5b,unc-5 netrin receptor B
79,mmu-miR-455-5p,Rab18,"RAB18, member RAS oncogene family"
79,mmu-miR-455-5p,Nlk,nemo like kinase
79,mmu-miR-455-5p,Rala,v-ral simian leukemia viral oncogene A (ras related)
78,mmu-miR-455-5p,Arrdc3,arrestin domain containing 3
78,mmu-miR-455-5p,Tvp23b,trans-golgi network vesicle protein 23B
78,mmu-miR-455-5p,Gypa,glycophorin A
78,mmu-miR-455-5p,Pter,phosphotriesterase related
77,mmu-miR-455-5p,Tma16,translation machinery associated 16
77,mmu-miR-455-5p,Atp11c,"ATPase, class VI, type 11C"
77,mmu-miR-455-5p,Selenot,selenoprotein T
77,mmu-miR-455-5p,4931406B18Rik,RIKEN cDNA 4931406B18 gene
77,mmu-miR-455-5p,Rnf111,ring finger 111
77,mmu-miR-455-5p,Rnf14,ring finger protein 14
76,mmu-miR-455-5p,Plscr4,phospholipid scramblase 4
76,mmu-miR-455-5p,4930523C07Rik,RIKEN cDNA 4930523C07 gene
76,mmu-miR-455-5p,Krtap1-4,keratin associated protein 1-4
76,mmu-miR-455-5p,Tbc1d12,"TBC1D12: TBC1 domain family, member 12"
76,mmu-miR-455-5p,Gm15319,predicted gene 15319
76,mmu-miR-455-5p,Gm21119,"predicted gene, 21119"
76,mmu-miR-455-5p,Pdcd11,programmed cell death 11
76,mmu-miR-455-5p,Acss1,acyl-CoA synthetase short-chain family member 1
75,mmu-miR-455-5p,Baz2b,"bromodomain adjacent to zinc finger domain, 2B"
75,mmu-miR-455-5p,Phf12,PHD finger protein 12
75,mmu-miR-455-5p,Ube3a,ubiquitin protein ligase E3A
75,mmu-miR-455-5p,Elmod1,ELMO/CED-12 domain containing 1
75,mmu-miR-455-5p,1700034J05Rik,RIKEN cDNA 1700034J05 gene
75,mmu-miR-455-5p,Gabrb3,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 3"
75,mmu-miR-455-5p,S1pr1,sphingosine-1-phosphate receptor 1
75,mmu-miR-455-5p,4930467E23Rik,RIKEN cDNA 4930467E23 gene
74,mmu-miR-455-5p,Hnrnpl,heterogeneous nuclear ribonucleoprotein L
74,mmu-miR-455-5p,Gpr183,G protein-coupled receptor 183
74,mmu-miR-455-5p,Ssbp2,single-stranded DNA binding protein 2
74,mmu-miR-455-5p,Ctnnd1,"catenin (cadherin associated protein), delta 1"
74,mmu-miR-455-5p,Unc80,"unc-80, NALCN activator"
74,mmu-miR-455-5p,Gpr158,G protein-coupled receptor 158
73,mmu-miR-455-5p,Hsd3b7,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7"
73,mmu-miR-455-5p,Sec11a,"SEC11 homolog A, signal peptidase complex subunit"
73,mmu-miR-455-5p,Vcan,versican
73,mmu-miR-455-5p,Suz12,SUZ12 polycomb repressive complex 2 subunit
73,mmu-miR-455-5p,Dpep1,dipeptidase 1
73,mmu-miR-455-5p,Ttc17,tetratricopeptide repeat domain 17
73,mmu-miR-455-5p,Socs3,suppressor of cytokine signaling 3
73,mmu-miR-455-5p,Sftpa1,surfactant associated protein A1
73,mmu-miR-455-5p,Mcidas,multiciliate differentiation and DNA synthesis associated cell cycle protein
73,mmu-miR-455-5p,Patl1,protein associated with topoisomerase II homolog 1 (yeast)
73,mmu-miR-455-5p,Ttpal,tocopherol (alpha) transfer protein-like
72,mmu-miR-455-5p,Cdkl4,cyclin-dependent kinase-like 4
72,mmu-miR-455-5p,Gm5464,predicted gene 5464
72,mmu-miR-455-5p,Metap2,methionine aminopeptidase 2
72,mmu-miR-455-5p,Secisbp2l,SECIS binding protein 2-like
72,mmu-miR-455-5p,Homer1,homer scaffolding protein 1
71,mmu-miR-455-5p,Ranbp3,RAN binding protein 3
71,mmu-miR-455-5p,Skil,SKI-like
71,mmu-miR-455-5p,4930579F01Rik,RIKEN cDNA 4930579F01 gene
71,mmu-miR-455-5p,Cd84,CD84 antigen
70,mmu-miR-455-5p,Cd40lg,CD40 ligand
70,mmu-miR-455-5p,Fbxo42,F-box protein 42
70,mmu-miR-455-5p,Pogk,pogo transposable element with KRAB domain
70,mmu-miR-455-5p,Dyrk1a,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a
70,mmu-miR-455-5p,Slc24a2,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2"
70,mmu-miR-455-5p,Cdan1,"congenital dyserythropoietic anemia, type I (human)"
70,mmu-miR-455-5p,Rfx4,"regulatory factor X, 4 (influences HLA class II expression)"
69,mmu-miR-455-5p,Ptp4a2,protein tyrosine phosphatase 4a2
69,mmu-miR-455-5p,Nr3c2,"nuclear receptor subfamily 3, group C, member 2"
69,mmu-miR-455-5p,Galnt13,polypeptide N-acetylgalactosaminyltransferase 13
68,mmu-miR-455-5p,Ptchd3,patched domain containing 3
68,mmu-miR-455-5p,Hykk,hydroxylysine kinase 1
68,mmu-miR-455-5p,Mllt3,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3"
68,mmu-miR-455-5p,Mybl1,myeloblastosis oncogene-like 1
67,mmu-miR-455-5p,Serp1,stress-associated endoplasmic reticulum protein 1
67,mmu-miR-455-5p,Il1b,interleukin 1 beta
67,mmu-miR-455-5p,Xcr1,chemokine (C motif) receptor 1
67,mmu-miR-455-5p,Dlat,dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)
66,mmu-miR-455-5p,Nrxn1,neurexin I
66,mmu-miR-455-5p,Wdfy3,WD repeat and FYVE domain containing 3
66,mmu-miR-455-5p,Nod1,nucleotide-binding oligomerization domain containing 1
66,mmu-miR-455-5p,Adgrf5,adhesion G protein-coupled receptor F5
66,mmu-miR-455-5p,Pnisr,PNN interacting serine/arginine-rich
66,mmu-miR-455-5p,Dlgap4,DLG associated protein 4
65,mmu-miR-455-5p,Cab39l,calcium binding protein 39-like
65,mmu-miR-455-5p,Gmfb,"glia maturation factor, beta"
65,mmu-miR-455-5p,Ccdc50,coiled-coil domain containing 50
65,mmu-miR-455-5p,Papolg,poly(A) polymerase gamma
65,mmu-miR-455-5p,Sox11,SRY (sex determining region Y)-box 11
65,mmu-miR-455-5p,Jdp2,Jun dimerization protein 2
64,mmu-miR-455-5p,Got1,"glutamic-oxaloacetic transaminase 1, soluble"
64,mmu-miR-455-5p,Mfsd4b5,major facilitator superfamily domain containing 4B5
64,mmu-miR-455-5p,Chmp1b,charged multivesicular body protein 1B
64,mmu-miR-455-5p,Rab27a,"RAB27A, member RAS oncogene family"
64,mmu-miR-455-5p,Taok1,TAO kinase 1
64,mmu-miR-455-5p,Enoph1,enolase-phosphatase 1
64,mmu-miR-455-5p,Stx3,syntaxin 3
64,mmu-miR-455-5p,Ostm1,osteopetrosis associated transmembrane protein 1
64,mmu-miR-455-5p,Chd6,chromodomain helicase DNA binding protein 6
64,mmu-miR-455-5p,Slitrk5,"SLIT and NTRK-like family, member 5"
64,mmu-miR-455-5p,Axl,AXL receptor tyrosine kinase
63,mmu-miR-455-5p,Cept1,choline/ethanolaminephosphotransferase 1
63,mmu-miR-455-5p,Ncam2,neural cell adhesion molecule 2
63,mmu-miR-455-5p,Diablo,"diablo, IAP-binding mitochondrial protein"
63,mmu-miR-455-5p,Tcf20,transcription factor 20
63,mmu-miR-455-5p,Car8,carbonic anhydrase 8
62,mmu-miR-455-5p,Plekhm1,"pleckstrin homology domain containing, family M (with RUN domain) member 1"
62,mmu-miR-455-5p,Zfpm2,"zinc finger protein, multitype 2"
62,mmu-miR-455-5p,Lax1,lymphocyte transmembrane adaptor 1
62,mmu-miR-455-5p,Trps1,transcriptional repressor GATA binding 1
61,mmu-miR-455-5p,Hs3st2,heparan sulfate (glucosamine) 3-O-sulfotransferase 2
61,mmu-miR-455-5p,Grap2,GRB2-related adaptor protein 2
61,mmu-miR-455-5p,Lman1,"lectin, mannose-binding, 1"
61,mmu-miR-455-5p,Lnpk,"lunapark, ER junction formation factor"
61,mmu-miR-455-5p,Zxdb,"zinc finger, X-linked, duplicated B"
61,mmu-miR-455-5p,Arrb1,"arrestin, beta 1"
61,mmu-miR-455-5p,Rassf3,Ras association (RalGDS/AF-6) domain family member 3
61,mmu-miR-455-5p,Usp47,ubiquitin specific peptidase 47
61,mmu-miR-455-5p,Sestd1,SEC14 and spectrin domains 1
60,mmu-miR-455-5p,Cdk13,cyclin-dependent kinase 13
60,mmu-miR-455-5p,Zxdc,ZXD family zinc finger C
60,mmu-miR-455-5p,Fmo5,flavin containing monooxygenase 5
60,mmu-miR-455-5p,Slc1a2,"solute carrier family 1 (glial high affinity glutamate transporter), member 2"
60,mmu-miR-455-5p,Memo1,mediator of cell motility 1
60,mmu-miR-455-5p,Gm4952,predicted gene 4952
60,mmu-miR-455-5p,Cdv3,carnitine deficiency-associated gene expressed in ventricle 3
59,mmu-miR-455-5p,Hif1a,"hypoxia inducible factor 1, alpha subunit"
59,mmu-miR-455-5p,Pcsk2,proprotein convertase subtilisin/kexin type 2
59,mmu-miR-455-5p,Maml2,mastermind like transcriptional coactivator 2
59,mmu-miR-455-5p,Stk24,serine/threonine kinase 24
59,mmu-miR-455-5p,Aff4,"AF4/FMR2 family, member 4"
58,mmu-miR-455-5p,Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2"
58,mmu-miR-455-5p,Ltbp2,latent transforming growth factor beta binding protein 2
58,mmu-miR-455-5p,Tlk2,tousled-like kinase 2 (Arabidopsis)
58,mmu-miR-455-5p,Galnt6,polypeptide N-acetylgalactosaminyltransferase 6
58,mmu-miR-455-5p,Lrrn4cl,LRRN4 C-terminal like
58,mmu-miR-455-5p,Ncoa3,nuclear receptor coactivator 3
57,mmu-miR-455-5p,Tbc1d24,"TBC1 domain family, member 24"
57,mmu-miR-455-5p,Ccser2,coiled-coil serine rich 2
57,mmu-miR-455-5p,Pmpcb,peptidase (mitochondrial processing) beta
57,mmu-miR-455-5p,Igf1r,insulin-like growth factor I receptor
57,mmu-miR-455-5p,Zfp516,zinc finger protein 516
56,mmu-miR-455-5p,Rps6ka2,"ribosomal protein S6 kinase, polypeptide 2"
56,mmu-miR-455-5p,Dclk1,doublecortin-like kinase 1
56,mmu-miR-455-5p,Fbxw2,F-box and WD-40 domain protein 2
56,mmu-miR-455-5p,Prkca,"protein kinase C, alpha"
56,mmu-miR-455-5p,Cflar,CASP8 and FADD-like apoptosis regulator
55,mmu-miR-455-5p,Kdm6a,lysine (K)-specific demethylase 6A
55,mmu-miR-455-5p,Mtif3,mitochondrial translational initiation factor 3
55,mmu-miR-455-5p,Sdc1,syndecan 1
55,mmu-miR-455-5p,Zbtb4,zinc finger and BTB domain containing 4
54,mmu-miR-455-5p,Rnf157,ring finger protein 157
54,mmu-miR-455-5p,Ptp4a1,protein tyrosine phosphatase 4a1
54,mmu-miR-455-5p,Plekhh1,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 1"
54,mmu-miR-455-5p,Fign,fidgetin
53,mmu-miR-455-5p,Cpsf2,cleavage and polyadenylation specific factor 2
53,mmu-miR-455-5p,Nipal1,NIPA-like domain containing 1
53,mmu-miR-455-5p,Arhgef12,Rho guanine nucleotide exchange factor (GEF) 12
53,mmu-miR-455-5p,BC055324,cDNA sequence BC055324
53,mmu-miR-455-5p,Dock9,dedicator of cytokinesis 9
53,mmu-miR-455-5p,Mpp1,"membrane protein, palmitoylated"
53,mmu-miR-455-5p,Prep,prolyl endopeptidase
53,mmu-miR-455-5p,Comt,catechol-O-methyltransferase
53,mmu-miR-455-5p,Dram1,DNA-damage regulated autophagy modulator 1
53,mmu-miR-455-5p,Cops8,COP9 signalosome subunit 8
53,mmu-miR-455-5p,Aak1,AP2 associated kinase 1
53,mmu-miR-455-5p,Tbc1d19,"TBC1 domain family, member 19"
53,mmu-miR-455-5p,Ddhd2,DDHD domain containing 2
52,mmu-miR-455-5p,Frem2,Fras1 related extracellular matrix protein 2
52,mmu-miR-455-5p,Retsat,"retinol saturase (all trans retinol 13,14 reductase)"
52,mmu-miR-455-5p,Tbx18,T-box18
52,mmu-miR-455-5p,Prss57,"protease, serine 57"
52,mmu-miR-455-5p,Rps6ka6,ribosomal protein S6 kinase polypeptide 6
52,mmu-miR-455-5p,Ttc4,tetratricopeptide repeat domain 4
52,mmu-miR-455-5p,BC030867,cDNA sequence BC030867
52,mmu-miR-455-5p,Sectm1b,secreted and transmembrane 1B
52,mmu-miR-455-5p,Caprin1,cell cycle associated protein 1
52,mmu-miR-455-5p,Adnp,activity-dependent neuroprotective protein
52,mmu-miR-455-5p,Fbxl3,F-box and leucine-rich repeat protein 3
52,mmu-miR-455-5p,Fam53b,"family with sequence similarity 53, member B"
51,mmu-miR-455-5p,Tppp,tubulin polymerization promoting protein
51,mmu-miR-455-5p,Ddx3x,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
51,mmu-miR-455-5p,Kdm5c,lysine (K)-specific demethylase 5C
51,mmu-miR-455-5p,Nup62,nucleoporin 62
51,mmu-miR-455-5p,Cplx2,complexin 2
51,mmu-miR-455-5p,Ugt2b37,"UDP glucuronosyltransferase 2 family, polypeptide B37"
51,mmu-miR-455-5p,Epha10,Eph receptor A10
51,mmu-miR-455-5p,Zfand5,"zinc finger, AN1-type domain 5"
51,mmu-miR-455-5p,Kpna3,karyopherin (importin) alpha 3
51,mmu-miR-455-5p,Spin1,spindlin 1
51,mmu-miR-455-5p,Dnase1l2,deoxyribonuclease 1-like 2
51,mmu-miR-455-5p,Cacfd1,calcium channel flower domain containing 1
51,mmu-miR-455-5p,Tnnt2,"troponin T2, cardiac"
51,mmu-miR-455-5p,Rab2b,"RAB2B, member RAS oncogene family"
50,mmu-miR-455-5p,Ankrd27,ankyrin repeat domain 27 (VPS9 domain)
50,mmu-miR-455-5p,Fech,ferrochelatase
50,mmu-miR-455-5p,Ddn,dendrin
50,mmu-miR-455-5p,Trank1,tetratricopeptide repeat and ankyrin repeat containing 1
50,mmu-miR-455-5p,Dkk4,dickkopf WNT signaling pathway inhibitor 4
50,mmu-miR-455-5p,Serpina3a,"serine (or cysteine) peptidase inhibitor, clade A, member 3A"
50,mmu-miR-455-5p,Igsf1,"immunoglobulin superfamily, member 1"
